date,value
2005-01-01,0.58
2005-01-02,0.59
2005-01-03,0.61
2005-01-04,0.87
2005-01-05,0.49
2005-01-06,-0.02
2005-01-07,0.25
2005-01-08,0.17
2005-01-09,0.35
2005-01-10,0.75
2005-01-11,0.55
2005-01-12,0.36
2006-01-01,0.59
2006-01-02,0.41
2006-01-03,0.43
2006-01-04,0.21
2006-01-05,0.1
2006-01-06,-0.21
2006-01-07,0.19
2006-01-08,0.05
2006-01-09,0.21
2006-01-10,0.33
2006-01-11,0.31
2006-01-12,0.48
2007-01-01,0.44
2007-01-02,0.44
2007-01-03,0.37
2007-01-04,0.25
2007-01-05,0.28
2007-01-06,0.28
2007-01-07,0.24
2007-01-08,0.47
2007-01-09,0.18
2007-01-10,0.3
2007-01-11,0.38
2007-01-12,0.74
2008-01-01,0.54
2008-01-02,0.49
2008-01-03,0.48
2008-01-04,0.55
2008-01-05,0.79
2008-01-06,0.74
2008-01-07,0.53
2008-01-08,0.28
2008-01-09,0.26
2008-01-10,0.45
2008-01-11,0.36
2008-01-12,0.28
2009-01-01,0.48
2009-01-02,0.55
2009-01-03,0.2
2009-01-04,0.48
2009-01-05,0.47
2009-01-06,0.36
2009-01-07,0.24
2009-01-08,0.15
2009-01-09,0.24
2009-01-10,0.28
2009-01-11,0.41
2009-01-12,0.37
2010-01-01,0.75
2010-01-02,0.78
2010-01-03,0.52
2010-01-04,0.57
2010-01-05,0.43
2010-01-06,0.0
2010-01-07,0.01
2010-01-08,0.04
2010-01-09,0.45
2010-01-10,0.75
2010-01-11,0.83
2010-01-12,0.63
2011-01-01,0.83
2011-01-02,0.8
2011-01-03,0.79
2011-01-04,0.77
2011-01-05,0.47
2011-01-06,0.15
2011-01-07,0.16
2011-01-08,0.37
2011-01-09,0.53
2011-01-10,0.43
2011-01-11,0.52
2011-01-12,0.5
2012-01-01,0.56
2012-01-02,0.45
2012-01-03,0.21
2012-01-04,0.64
2012-01-05,0.36
2012-01-06,0.08
2012-01-07,0.43
2012-01-08,0.41
2012-01-09,0.57
2012-01-10,0.59
2012-01-11,0.6
2012-01-12,0.79
2013-01-01,0.86
2013-01-02,0.6
2013-01-03,0.47
2013-01-04,0.55
2013-01-05,0.37
2013-01-06,0.26
2013-01-07,0.03
2013-01-08,0.24
2013-01-09,0.35
2013-01-10,0.57
2013-01-11,0.54
2013-01-12,0.92
2014-01-01,0.55
2014-01-02,0.69
2014-01-03,0.92
2014-01-04,0.67
2014-01-05,0.46
2014-01-06,0.4
2014-01-07,0.01
2014-01-08,0.25
2014-01-09,0.57
2014-01-10,0.42
2014-01-11,0.51
2014-01-12,0.78
2015-01-01,1.24
2015-01-02,1.22
2015-01-03,1.32
2015-01-04,0.71
2015-01-05,0.74
2015-01-06,0.79
2015-01-07,0.62
2015-01-08,0.22
2015-01-09,0.54
2015-01-10,0.82
2015-01-11,1.01
2015-01-12,0.96
2016-01-01,1.27
2016-01-02,0.9
2016-01-03,0.43
2016-01-04,0.61
2016-01-05,0.78
2016-01-06,0.35
2016-01-07,0.52
2016-01-08,0.44
2016-01-09,0.08
2016-01-10,0.26
2016-01-11,0.18
2016-01-12,0.3
2017-01-01,0.38
2017-01-02,0.33
2017-01-03,0.25
2017-01-04,0.14
2017-01-05,0.31
2017-01-06,-0.23
2017-01-07,0.24
2017-01-08,0.19
2017-01-09,0.16
2017-01-10,0.42
2017-01-11,0.28
2017-01-12,0.44
2018-01-01,0.29
2018-01-02,0.32
2018-01-03,0.09
2018-01-04,0.22
2018-01-05,0.4
2018-01-06,1.26
2018-01-07,0.33
2018-01-08,-0.09
2018-01-09,0.48
2018-01-10,0.45
2018-01-11,-0.21
2018-01-12,0.15
2019-01-01,0.32
2019-01-02,0.43
2019-01-03,0.75
2019-01-04,0.57
2019-01-05,0.13
2019-01-06,0.01
2019-01-07,0.19
2019-01-08,0.11
2019-01-09,-0.04
2019-01-10,0.1
2019-01-11,0.51
2019-01-12,1.15
2020-01-01,0.21
2020-01-02,0.25
2020-01-03,0.07
2020-01-04,-0.31
2020-01-05,-0.38
2020-01-06,0.26
2020-01-07,0.36
2020-01-08,0.24
2020-01-09,0.64
2020-01-10,0.86
2020-01-11,0.89
2020-01-12,1.35
2021-01-01,0.25
2021-01-02,0.86
2021-01-03,0.93
2021-01-04,0.31
2021-01-05,0.83
2021-01-06,0.53
2021-01-07,0.96
2021-01-08,0.87
2021-01-09,1.16
2021-01-10,1.25
2021-01-11,0.95
2021-01-12,0.73
2022-01-01,0.54
2022-01-02,1.01
2022-01-03,1.62
2022-01-04,1.06
2022-01-05,0.47
2022-01-06,0.67
2022-01-07,-0.68
2022-01-08,-0.36
2022-01-09,-0.29
2022-01-10,0.59
2022-01-11,0.41
2022-01-12,0.62
2023-01-01,0.53
2023-01-02,0.84
2023-01-03,0.71
2023-01-04,0.61
2023-01-05,0.23
2023-01-06,-0.08
2023-01-07,0.12
2023-01-08,0.23
2023-01-09,0.26
2023-01-10,0.24
2023-01-11,0.28
2023-01-12,0.56
2024-01-01,0.42
2024-01-02,0.83
2024-01-03,0.16
2024-01-04,0.38
2024-01-05,0.46
2024-01-06,0.21
2024-01-07,0.38
2024-01-08,-0.02
2024-01-09,0.44
2024-01-10,0.56
2024-01-11,0.39
2024-01-12,0.52
2025-01-01,0.16
2025-01-02,1.31
2025-01-03,0.56
2025-01-04,0.43
2025-01-05,0.26
2025-01-06,0.24
2025-01-07,0.26
2025-01-08,-0.11
2025-01-09,0.48
2025-01-10,0.09
2025-01-11,0.18
2025-01-12,0.33
