date,value
2005-01-01,0.39
2005-01-02,0.3
2005-01-03,0.85
2005-01-04,0.86
2005-01-05,-0.22
2005-01-06,-0.44
2005-01-07,-0.34
2005-01-08,-0.65
2005-01-09,-0.53
2005-01-10,0.6
2005-01-11,0.4
2005-01-12,-0.01
2006-01-01,0.92
2006-01-02,0.01
2006-01-03,-0.23
2006-01-04,-0.42
2006-01-05,0.38
2006-01-06,0.75
2006-01-07,0.18
2006-01-08,0.37
2006-01-09,0.29
2006-01-10,0.47
2006-01-11,0.75
2006-01-12,0.32
2007-01-01,0.5
2007-01-02,0.27
2007-01-03,0.34
2007-01-04,0.04
2007-01-05,0.04
2007-01-06,0.26
2007-01-07,0.28
2007-01-08,0.98
2007-01-09,1.29
2007-01-10,1.05
2007-01-11,0.69
2007-01-12,1.76
2008-01-01,1.09
2008-01-02,0.53
2008-01-03,0.74
2008-01-04,0.69
2008-01-05,1.61
2008-01-06,1.98
2008-01-07,1.76
2008-01-08,-0.32
2008-01-09,0.11
2008-01-10,0.98
2008-01-11,0.38
2008-01-12,-0.13
2009-01-01,-0.44
2009-01-02,0.26
2009-01-03,-0.74
2009-01-04,-0.15
2009-01-05,-0.07
2009-01-06,-0.1
2009-01-07,-0.43
2009-01-08,-0.36
2009-01-09,0.42
2009-01-10,0.05
2009-01-11,0.1
2009-01-12,-0.26
2010-01-01,0.63
2010-01-02,1.18
2010-01-03,0.94
2010-01-04,0.77
2010-01-05,1.19
2010-01-06,0.85
2010-01-07,0.15
2010-01-08,0.77
2010-01-09,1.15
2010-01-10,1.01
2010-01-11,1.45
2010-01-12,0.69
2011-01-01,0.79
2011-01-02,1.0
2011-01-03,0.62
2011-01-04,0.45
2011-01-05,0.43
2011-01-06,-0.18
2011-01-07,-0.12
2011-01-08,0.44
2011-01-09,0.65
2011-01-10,0.53
2011-01-11,0.5
2011-01-12,-0.12
2012-01-01,0.25
2012-01-02,-0.06
2012-01-03,0.43
2012-01-04,0.85
2012-01-05,1.02
2012-01-06,0.66
2012-01-07,1.34
2012-01-08,1.43
2012-01-09,0.97
2012-01-10,0.02
2012-01-11,-0.03
2012-01-12,0.68
2013-01-01,0.34
2013-01-02,0.29
2013-01-03,0.21
2013-01-04,0.15
2013-01-05,0.0
2013-01-06,0.75
2013-01-07,0.26
2013-01-08,0.15
2013-01-09,1.5
2013-01-10,0.86
2013-01-11,0.29
2013-01-12,0.6
2014-01-01,0.48
2014-01-02,0.38
2014-01-03,1.67
2014-01-04,0.78
2014-01-05,-0.13
2014-01-06,-0.74
2014-01-07,-0.61
2014-01-08,-0.27
2014-01-09,0.2
2014-01-10,0.28
2014-01-11,0.98
2014-01-12,0.62
2015-01-01,0.76
2015-01-02,0.27
2015-01-03,0.98
2015-01-04,1.17
2015-01-05,0.41
2015-01-06,0.67
2015-01-07,0.69
2015-01-08,0.28
2015-01-09,0.95
2015-01-10,1.89
2015-01-11,1.52
2015-01-12,0.49
2016-01-01,1.14
2016-01-02,1.29
2016-01-03,0.51
2016-01-04,0.33
2016-01-05,0.82
2016-01-06,1.69
2016-01-07,0.18
2016-01-08,0.15
2016-01-09,0.2
2016-01-10,0.16
2016-01-11,-0.03
2016-01-12,0.54
2017-01-01,0.64
2017-01-02,0.08
2017-01-03,0.01
2017-01-04,-1.1
