Unnamed: 0,Aracaju,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,100,.,.,.,.,0.00303182560740223,.,.,.,.,.,.,.,.,.,4100.010637794188,.,.,.,.,100,.,.,.,.,0.0462664925994933,.,.,.,.,.,.,.,.,.,19.267424569331908,.,.,.,.,0.00413943112715572,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,101.47182534685567,.,.,.,.,0.0147182534685566,.,.,.,.,.,.,.,.,.,4160.355633585022,.,.,.,.,101.07024024556284,.,.,.,.,0.0107024024556284,.,.,.,.,.,.,.,.,.,19.47363230135636,.,.,.,.,0.00401898942701544,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,103.49960214558934,.,.,.,.,0.0199836436548,.,.,.,.,.,.,.,.,.,4243.494698043824,.,.,.,.,99.46841267410122,.,.,.,.,-0.0158486570089255,.,.,.,.,.,.,.,.,.,19.16500138229423,.,.,.,.,0.00382088569261315,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,107.12226593809095,.,.,.,.,0.0350017170829868,.,.,.,.,.,.,.,.,.,4392.024298907909,.,.,.,.,96.43828693365688,.,.,.,.,-0.0304631958928736,.,.,.,.,.,.,.,.,.,18.581174190898206,.,.,.,.,0.00352005911036084,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,110.96261654958552,.,.,.,.,0.0358501622222407,.,.,.,.,.,.,.,.,.,4549.479082507781,.,.,.,.,95.78411965098063,.,.,.,.,-0.00678327356775088,.,.,.,.,.,.,.,.,.,18.45513300315131,.,.,.,.,0.00338584168540997,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,114.42684787029887,.,.,.,.,0.0312198056285498,.,.,.,.,.,.,.,.,.,4691.512935174826,.,.,.,.,97.3272404194652,.,.,.,.,0.0161104029990295,.,.,.,.,.,.,.,.,.,18.752452633232767,.,.,.,.,0.00332154404504348,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,115.06234389059779,.,.,.,.,0.0055537317694816,.,.,.,.,.,.,.,.,.,4717.568339609841,.,.,.,.,100.08700614883229,.,.,.,.,0.0283555325053184,.,.,.,.,.,.,.,.,.,19.284188413428843,.,.,.,.,0.00343570448809066,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,114.24076665541675,.,.,.,.,-0.00714027897747505,.,.,.,.,.,.,.,.,.,4683.883585569723,.,.,.,.,102.0461853732173,.,.,.,.,0.0195747609981625,.,.,.,.,.,.,.,.,.,19.66167179266525,.,.,.,.,0.00356151911068103,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,112.99823404863909,.,.,.,.,-0.0108764379227732,.,.,.,.,.,.,.,.,.,4632.939616513778,.,.,.,.,102.92027624521444,.,.,.,.,0.0085656398502334,.,.,.,.,.,.,.,.,.,19.830086592094712,.,.,.,.,0.00369099348763349,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,110.91987491943222,.,.,.,.,-0.0183928461068893,.,.,.,.,.,.,.,.,.,4547.726671124729,.,.,.,.,103.13950652994411,.,.,.,.,0.00213009809852571,.,.,.,.,.,.,.,.,.,19.872326621838134,.,.,.,.,0.00383061586208957,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,108.11546125736393,.,.,.,.,-0.0252832385909676,.,.,.,.,.,.,.,.,.,4432.745412652176,.,.,.,.,102.10219471995207,.,.,.,.,-0.0100573664242894,.,.,.,.,.,.,.,.,.,19.672463351299143,.,.,.,.,0.00390390397511912,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,106.65619783523752,.,.,.,.,-0.0134972686159356,.,.,.,.,0.06979560827022557,.,.,.,.,4372.915457111554,.,.,.,.,101.55985040380727,.,.,.,.,-0.00531177921916703,.,.,.,.,0.0625866847092067,.,.,.,.,19.567967569279887,.,.,.,.,0.00388433947971067,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,105.18417094337207,.,.,.,.,-0.0138016066739923,.,.,.,.,0.051841709433720684,.,.,.,.,4312.562197953879,.,.,.,.,102.31041630923087,.,.,.,.,0.00739038017916838,.,.,.,.,0.023104163092308783,.,.,.,.,19.7125822889505,.,.,.,.,0.00391883891856784,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,103.62430474324115,.,.,.,.,-0.0148298568704858,.,.,.,.,0.021212581808081055,.,.,.,.,4248.607517813156,.,.,.,.,100.91072295975108,.,.,.,.,-0.0136808489298806,.,.,.,.,-0.0015782814548001012,.,.,.,.,19.442897428637526,.,.,.,.,0.00393368570178013,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,102.71506315786469,.,.,.,.,-0.00877440468844992,.,.,.,.,-0.007580115975915125,.,.,.,.,4211.328516089472,.,.,.,.,99.58101764652272,.,.,.,.,-0.0131770467421853,.,.,.,.,0.0011320676523756124,.,.,.,.,19.186697460416852,.,.,.,.,0.00391934588296255,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,104.54116579143533,.,.,.,.,0.0177783333566575,.,.,.,.,-0.024094898703387324,.,.,.,.,4286.198918322909,.,.,.,.,100.58910630373182,.,.,.,.,0.0101233014186244,.,.,.,.,0.043041197661779496,.,.,.,.,19.380930182036607,.,.,.,.,0.00393942841645254,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,108.55259326208828,.,.,.,.,0.0383717499253446,.,.,.,.,-0.021719236283692767,.,.,.,.,4450.667871347078,.,.,.,.,104.75949215492676,.,.,.,.,0.0414596172929733,.,.,.,.,0.0937041812009205,.,.,.,.,20.18445613016568,.,.,.,.,0.00403053452725981,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,111.36137298425892,.,.,.,.,0.0258748283920693,.,.,.,.,-0.026789821996273333,.,.,.,.,4565.82813874828,.,.,.,.,107.16568084705631,.,.,.,.,0.0229686937444398,.,.,.,.,0.1010861952438904,.,.,.,.,20.648066721417536,.,.,.,.,0.00410756335966956,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,111.51656942529539,.,.,.,.,0.00139362901944828,.,.,.,.,-0.030816115380664866,.,.,.,.,4572.191209340253,.,.,.,.,111.68037326829723,.,.,.,.,0.0421281550731167,.,.,.,.,0.11583288945845038,.,.,.,.,21.517931678217472,.,.,.,.,0.00425550134901382,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,111.82927357343617,.,.,.,.,0.00280410480480442,.,.,.,.,-0.02110886641066001,.,.,.,.,4585.012112678849,.,.,.,.,115.1524117199626,.,.,.,.,0.0310890656080121,.,.,.,.,0.12843426041660866,.,.,.,.,22.186904067910298,.,.,.,.,0.00433734091849774,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,112.04023088755193,.,.,.,.,0.00188642300334019,.,.,.,.,-0.008478036574224634,.,.,.,.,4593.6613849988,.,.,.,.,119.39432858648446,.,.,.,.,0.0368374122883133,.,.,.,.,0.16006614966733568,.,.,.,.,23.004212200461165,.,.,.,.,0.00443929223205178,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,113.0400534599189,.,.,.,.,0.00892378179201025,.,.,.,.,0.019114505331228493,.,.,.,.,4634.6542168249125,.,.,.,.,123.73809254767068,.,.,.,.,0.0363816607757861,.,.,.,.,0.19971577052044798,.,.,.,.,23.841143645152542,.,.,.,.,0.00456318159490424,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,112.98081264790031,.,.,.,.,-0.000524069214454137,.,.,.,.,0.04500143951617264,.,.,.,.,4632.225337230235,.,.,.,.,126.17392269753914,.,.,.,.,0.0196853701210082,.,.,.,.,0.23576112191918575,.,.,.,.,24.310465381915492,.,.,.,.,0.0046180371903294,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,112.93568798090895,.,.,.,.,-0.00039940115435344,.,.,.,.,0.058875998517891937,.,.,.,.,4630.37522108332,.,.,.,.,127.5984307696905,.,.,.,.,0.0112900355453491,.,.,.,.,0.2563865569154786,.,.,.,.,24.5849314002013,.,.,.,.,0.00461125804671821,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,112.90838976889209,.,.,.,.,-0.00024171466526568,.,.,.,.,0.07343518284399009,.,.,.,.,4629.2559914867015,.,.,.,.,127.41469572880612,.,.,.,.,-0.0014399474960316,.,.,.,.,0.24537364156253783,.,.,.,.,24.54953038979147,.,.,.,.,0.00455118868959344,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,112.7573263514592,.,.,.,.,-0.0013379290745541,.,.,.,.,0.08813590239131375,.,.,.,.,4623.062375302137,.,.,.,.,131.96931682349964,.,.,.,.,0.0357464346529361,.,.,.,.,0.3077828891993617,.,.,.,.,25.427088573630424,.,.,.,.,0.00467600050161139,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,112.73658102869533,.,.,.,.,-0.000183982038552521,.,.,.,.,0.0975661948961506,.,.,.,.,4622.211814861974,.,.,.,.,141.0992898847467,.,.,.,.,0.0691825439504079,.,.,.,.,0.41692958376463984,.,.,.,.,27.186199246406524,.,.,.,.,0.00498159440234939,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,113.09514290735699,.,.,.,.,0.00318052823129689,.,.,.,.,0.08182400732920136,.,.,.,.,4636.912890030177,.,.,.,.,148.8118871054241,.,.,.,.,0.0546607798450101,.,.,.,.,0.4794036111234763,.,.,.,.,28.67221809823693,.,.,.,.,0.00521135635192507,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-05-01 00:00:00,114.13250170927284,.,.,.,.,0.009172443442293732,.,.,.,.,0.05140281111214451,.,.,.,.,4679.444711260821,.,.,.,.,151.2614034868828,.,.,.,.,0.016460488668646356,.,.,.,.,0.4438921034781773,.,.,.,.,29.144176819347916,.,.,.,.,0.005237884578346755,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,116.03033011420786,.,.,.,.,0.01662829059656734,.,.,.,.,0.04192618144721427,.,.,.,.,4757.255877750236,.,.,.,.,153.27229481453566,.,.,.,.,0.01329414696213127,.,.,.,.,0.4302367474647162,.,.,.,.,29.531623789074665,.,.,.,.,0.005242603546591734,.,.,.,.,.,.,.,.,.,.,.,.,.
