Unnamed: 0,Santos,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2010-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-12-01 00:00:00,100,100,100,100,100,.,.,.,.,.,.,.,.,.,.,4493.741335733493,4803.180877989698,4090.0684594008185,4644.500551824758,5906.282625665135,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-01-01 00:00:00,100.94821845505186,101.39789698981203,100.98180958336624,100.72180284223371,99.63323719243846,0.009482184550518701,0.013978969898120365,0.00981809583366246,0.007218028422337048,-0.003667628075615398,.,.,.,.,.,4536.351820401212,4870.324398898343,4130.225143501456,4678.02468881539,5884.6205776847255,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-02-01 00:00:00,101.63817693587785,102.8471147164631,101.68918850885885,101.21187852806149,97.76556359000173,0.006834776198979821,0.014292384454449508,0.007005013362417835,0.004865636555328522,-0.01874548750061553,.,.,.,.,.,4567.356769853488,4939.932947625284,4159.157425821478,4700.78625674802,5774.3104961998715,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-03-01 00:00:00,101.94478644306689,103.3945361215318,101.81850694208454,101.98669697212912,96.71675354676721,0.0030166765720569455,0.0053226714874584705,0.0012717028734516103,0.007655410168607941,-0.010727806445558883,.,.,.,.,.,4581.135008017331,4966.226587875567,4164.446638271033,4736.772703658381,5712.36481084008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-04-01 00:00:00,102.7915651833379,103.51653650462858,102.58237156715032,103.64463788027724,98.42474531303826,0.008306248605895142,0.0011799500019361135,0.0075022178973835184,0.01625644282411859,0.017659730125713462,.,.,.,.,.,4619.187054291092,4972.086486947545,4195.689224373369,4813.775778286249,5813.243631779138,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-05-01 00:00:00,104.23295666488798,104.22324957580152,103.76299111492966,106.28601498345138,100.65334879460507,0.014022468467906234,0.006827054836222516,0.011508990577455164,0.025484937351272007,0.02264271524888146,.,.,.,.,.,4683.95945910725,5006.031194044378,4243.977372122613,4936.454552418944,5944.871252005886,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-06-01 00:00:00,106.06340849892656,105.36767358777593,105.7699639765489,108.60227339600078,102.57191619955697,0.017561161964574475,0.010980505948838721,0.019341894832197653,0.021792692226818684,0.019061138331989056,.,.,.,.,.,4766.215229804134,5060.999949350656,4326.063936124436,5044.033187171489,6058.187265306235,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-07-01 00:00:00,107.7065187031408,106.4243718042133,107.6243387087201,110.76048623458777,103.57939106091318,0.015491772586498252,0.010028675593345903,0.017532148659730597,0.019872630388844785,0.009822131619303374,.,.,.,.,.,4840.052352242564,5111.755076020634,4401.909132164069,5144.271394369214,6117.691578000461,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-08-01 00:00:00,108.51949666888595,106.69687969648687,108.77379039937259,111.55022239225858,104.50592387650775,0.007548085069817157,0.002560577879425197,0.010680220705127181,0.007130125413120398,0.00894514638582597,.,.,.,.,.,4876.585479139659,5124.844122993331,4448.922493219496,5180.950694570195,6172.41522470901,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-09-01 00:00:00,109.17606582184312,106.82517827160656,109.71715875655902,112.11425602188424,105.76975432486802,0.006050241413858662,0.0012024585487847533,0.008672754288719508,0.005056320081929306,0.012093385728580252,.,.,.,.,.,4906.089998563771,5131.006535620213,4487.506904852746,5207.1472396106365,6247.060622898378,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-10-01 00:00:00,109.83676844453043,107.44851781583414,110.5164480173841,112.38195887588402,106.96286204614191,0.006051716717521896,0.005835136943490236,0.007284997806027328,0.002387768188440901,0.011280235346007318,.,.,.,.,.,4935.780265425746,5160.9466614135,4520.198382809131,5219.580700141907,6317.528936945447,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-11-01 00:00:00,110.9872845178155,108.64615167815202,111.63157173686861,113.56525369059,108.04296401744469,0.010474780800439319,0.011146118035528566,0.010090115448780091,0.010529223965679657,0.010097915768529373,.,.,.,.,.,4987.481481785215,5218.4711820766815,4565.807706343064,5274.538834340639,6381.322812015969,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-12-01 00:00:00,112.11271057784984,109.88669589694227,112.66237906052915,114.80383555902363,108.94177160352108,0.01014013510578027,0.011418206716287368,0.009234012453844948,0.010906345278884042,0.008318983047626061,0.12112710577849839,0.09886695896942266,0.1266237906052914,0.14803835559023626,0.08941771603521076,5038.055217848095,5278.056764776622,4607.968431565298,5332.064776054841,6434.4089283105595,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-01-01 00:00:00,113.9381542347725,111.78653912413866,114.40063696503535,116.88629842438478,110.19337594228833,0.016282218559465596,0.017289110494123558,0.015428911753872274,0.01813931438109922,0.011488745963506958,0.12867919789495375,0.10245421692888201,0.13288360980094227,0.16048655927525868,0.10599011983775353,5120.085934019754,5369.309671377102,4679.064369860547,5428.784775328086,6508.33221791324,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29.31673537068415,.,.,.,.,0.005532124603742862,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-02-01 00:00:00,114.18294885419873,112.2172580508214,114.82937511097627,116.9099559355684,109.2138714387113,0.002148486791543362,0.0038530482297554442,0.00374769019924211,0.00020239764200347143,-0.00888895993249204,0.12342578641719637,0.09110749835025156,0.12921911163616673,0.15510113670259118,0.11709959446170837,5131.086371020561,5389.997880501411,4696.600053541097,5429.883548565557,6450.479913600863,101.06873879713444,.,.,.,.,0.01068738797134455,.,.,.,.,.,.,.,.,.,29.63005469564389,.,.,.,.,0.005579948732724021,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-03-01 00:00:00,114.21691058180802,112.47808726442439,115.00646188271008,116.54947098532188,108.6796592315987,0.00029743256720974275,0.0023243235321687783,0.0015421730856122885,-0.0030834409897921473,-0.004891431830730319,0.12038010541710986,0.08785329944529785,0.12952414385851285,0.1427909173014248,0.12369010792992396,5132.61252321247,5402.5259794134,4703.843023737552,5413.140823062112,6418.92783082799,102.52263376819639,.,.,.,.,0.01438520939674727,.,.,.,.,.,.,.,.,.,30.056289236877802,.,.,.,.,0.0056602174636673705,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-04-01 00:00:00,112.97212114810466,111.5858208598881,113.93691008441021,114.7530778727953,106.65682103158657,-0.010898468776318202,-0.007932802079383258,-0.009299927854407485,-0.01541313827801776,-0.018612850043092488,0.0990407719408577,0.0779516454832192,0.11068703466099161,0.10717814466532971,0.08363827300102566,5076.674905887299,5359.668810089986,4660.097622978335,5329.707335037873,6299.453289675356,104.08376732842926,.,.,.,.,0.015227208888942474,.,.,.,.,.,.,.,.,.,30.513962631514215,.,.,.,.,0.0057464067773434725,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-05-01 00:00:00,112.4990182993511,111.53205660814771,113.52493193823159,113.82553242411697,105.55279340074719,-0.004187784065179519,-0.00048181974489305655,-0.0036158444693068863,-0.008082967933169646,-0.010351214485498484,0.07930372407106101,0.07012645510568638,0.09407921570504296,0.0709361193176683,0.04867641926291011,5055.414887612328,5357.086415831198,4643.247434761859,5286.627481555583,6234.246297532547,104.37622630644387,.,.,.,.,0.0028098423560301393,.,.,.,.,.,.,.,.,.,30.599702056166564,.,.,.,.,0.005762553274501431,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-06-01 00:00:00,112.25669468885923,111.70167757183388,113.26776853845173,113.43981532470225,104.19194812295613,-0.0021540064451680244,0.001520827005657237,-0.002265259228869457,-0.003388669406592606,-0.012892555790772814,0.05839229832025761,0.06011335135705975,0.0708878426352233,0.0445436525169427,0.015794108011469188,5044.5254913614135,5365.233617524033,4632.729275658341,5268.7128487447835,6153.87092932819,103.26988934826606,.,.,.,.,-0.010599510993333502,.,.,.,.,.,.,.,.,.,30.275360177829498,.,.,.,.,0.0057014730277186836,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-07-01 00:00:00,112.65770097165277,112.31965608264284,113.65877482821053,113.74155136084283,104.09465589272084,0.003572225994227087,0.0055324013411663505,0.0034520525547922965,0.0026598777093995605,-0.0009337787802996445,0.04596919785475895,0.055394118644881196,0.056069437377193276,0.02691451823298463,0.00497458834745057,5062.545676450195,5394.916243185295,4648.721700590039,5282.726980608387,6148.124575237681,101.50858179354381,.,.,.,.,-0.0170553833826861,.,.,.,.,.,.,.,.,.,29.75900230294771,.,.,.,.,0.005604232219384898,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-08-01 00:00:00,113.83012450043383,113.34422055206191,114.84051327180339,115.0760303043626,105.28526021472119,0.010406954151106422,0.00912186259424814,0.010397247774129134,0.011732554440779168,0.011437708418262815,0.048937084989913116,0.06230117389078549,0.05577375625282799,0.0316073588782797,0.007457341261672079,5115.231357192894,5444.127927863108,4697.055611944045,5344.7068625041475,6218.445031448407,100.88311807626158,.,.,.,.,-0.006161683142754833,.,.,.,.,.,.,.,.,.,29.575636760112435,.,.,.,.,0.005540136641334607,.,.,.,.,.,.,.,.,.,.,.,.,.
