Unnamed: 0,Cuiabá,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2024-06-01 00:00:00,128.02743083295766,.,.,.,.,0.00668999907449197,.,.,.,.,0.07698526224678304,.,.,.,.,6109.439037037523,.,.,.,.,160.43008209838203,.,.,.,.,0.015272357962595073,.,.,.,0.08147323888883506,0.09514160212746425,.,.,.,.,38.15051107294242,.,.,.,.,0.006082604997110126,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,128.9707689781062,.,.,.,.,0.007368250218028338,.,.,.,.,0.0700951205397442,.,.,.,.,6154.454912554205,.,.,.,.,162.41671885719387,.,.,.,.,0.01238319355589157,.,.,.,0.0678660280327037,0.10205491629239205,.,.,.,.,38.622936235814855,.,.,.,.,0.006127574631749634,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,130.04000409991278,.,.,.,.,0.008290522963293245,.,.,.,.,0.06977074758742763,.,.,.,.,6205.478562333289,.,.,.,.,165.72924311207703,.,.,.,.,0.020395217180786185,.,.,.,-0.03697468925998293,0.10923073370369996,.,.,.,.,39.41065940850396,.,.,.,.,0.006212751885039405,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,130.84337357559153,.,.,.,.,0.0061778641214245145,.,.,.,.,0.07684792863671341,.,.,.,.,6243.815165699797,.,.,.,.,167.97782595815625,.,.,.,.,0.013567809783325835,.,.,.,-0.014039733277001365,0.10841760723160432,.,.,.,.,39.94537573879398,.,.,.,.,0.006260371922146969,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,132.18050612767107,.,.,.,.,0.010219337178027255,.,.,.,.,0.09421731522300325,.,.,.,.,6307.622818155362,.,.,.,.,171.43794626024862,.,.,.,.,0.020598672963860754,.,.,.,-0.05702888480623913,0.12512134394493524,.,.,.,.,40.76819747005593,.,.,.,.,0.0063200355923408846,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,132.78618547582647,.,.,.,.,0.004582213867227791,.,.,.,.,0.09887119279818846,.,.,.,.,6336.525694901957,.,.,.,.,171.73950802121976,.,.,.,.,0.0017590140779764063,.,.,.,0.024434705412851754,0.13517978060940927,.,.,.,.,40.83990930333948,.,.,.,.,0.006291382103447138,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,134.03912923535538,.,.,.,.,0.009435799025622194,.,.,.,.,0.10311046333227525,.,.,.,.,6396.315877879743,.,.,.,.,170.92876316512252,.,.,.,.,-0.0047207824538374465,.,.,.,-0.05346280131680903,0.13306581773572423,.,.,.,.,40.64711297608397,.,.,.,.,0.00621348520911063,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,135.50759748658882,.,.,.,.,0.010955519180186668,.,.,.,.,0.10108823217350693,.,.,.,.,6466.390839162387,.,.,.,.,168.97067236492214,.,.,.,.,-0.011455595675894603,.,.,.,0.03312412767285111,0.10991965411299187,.,.,.,.,40.18147608443754,.,.,.,.,0.006261853025339338,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,137.24950902811722,.,.,.,.,0.012854714966817893,.,.,.,.,0.10686333802088144,.,.,.,.,6549.514450263863,.,.,.,.,171.28572433938885,.,.,.,.,0.013700909998552557,.,.,.,-0.012333025417783805,0.11719719863326472,.,.,.,.,40.73199887187941,.,.,.,.,0.0062667741740832705,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,139.0376025770977,.,.,.,.,0.013028050603912655,.,.,.,.,0.1119906801155861,.,.,.,.,6634.841855952958,.,.,.,.,174.28955457722267,.,.,.,.,0.017536956155680405,.,.,.,-0.03646026719763451,0.11420327607344616,.,.,.,.,41.44631415022878,.,.,.,.,0.0063330849251789475,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,139.94549844316683,.,.,.,.,0.00652985846448062,.,.,.,.,0.11101253658010513,.,.,.,.,6678.166434206542,.,.,.,.,178.47490678508203,.,.,.,.,0.02401378681592159,.,.,.,0.004638696902608208,0.13714001708015022,.,.,.,.,42.44159710253808,.,.,.,.,0.006470604758854957,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,140.4665049663041,.,.,.,.,0.0037229244879843915,.,.,.,.,0.1044994407411326,.,.,.,.,6703.028743559286,.,.,.,.,183.03871118389247,.,.,.,.,0.02557112638980752,.,.,.,-0.03173129471579583,0.15834974009515324,.,.,.,.,43.52687654623237,.,.,.,.,0.006616538238327916,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,140.32756019135095,.,.,.,.,-0.0009891665987309395,.,.,.,.,0.0960741715925062,.,.,.,.,6696.398331415825,.,.,.,.,185.73577010853597,.,.,.,.,0.014734909938990182,.,.,.,0.0034128635115846517,0.15773655214260573,.,.,.,.,44.168241152066656,.,.,.,.,0.006697995385775235,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,140.19493197792042,.,.,.,.,-0.0009451330390813917,.,.,.,.,0.08702873595891791,.,.,.,.,6690.069344109954,.,.,.,.,188.05460593726352,.,.,.,.,0.012484594794920367,.,.,.,-0.09035250156946184,0.15785251210875617,.,.,.,.,44.71966374565453,.,.,.,.,0.006760859100164559,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,140.59456344967094,.,.,.,.,0.002850541500412085,.,.,.,.,0.08116394199471766,.,.,.,.,6709.139664415975,.,.,.,.,189.34775997730085,.,.,.,.,0.006876481613371066,.,.,.,-0.05193666208380854,0.14251266959115605,.,.,.,.,45.027177691157654,.,.,.,.,0.006796387259647075,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,141.29428297087654,.,.,.,.,0.004976860442090114,.,.,.,.,0.07987343271340563,.,.,.,.,6742.530116212264,.,.,.,.,191.3132092167542,.,.,.,.,0.010380102936992541,.,.,.,-0.011238470791612332,0.13891942657009304,.,.,.,.,45.49456443055413,.,.,.,.,0.0068168487030616015,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,142.1491707749672,.,.,.,.,0.006050406188528257,.,.,.,.,0.07541705611013128,.,.,.,.,6783.325162153733,.,.,.,.,192.10027013203776,.,.,.,.,0.004113991493351898,.,.,.,-0.00951675753891934,0.12052363156767543,.,.,.,.,45.681728681615176,.,.,.,.,0.006763596607215677,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,142.5733280976303,.,.,.,.,0.002983888828550274,.,.,.,.,0.07370603038812029,.,.,.,.,6803.565850325508,.,.,.,.,192.51105181384085,.,.,.,.,0.0021383711825118112,.,.,.,0.007337903718396266,0.12094796376180716,.,.,.,.,45.77941317379526,.,.,.,.,0.006689493419972303,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,142.62519371203516,.,.,.,.,0.00036378202779507873,.,.,.,.,0.0640564029747146,.,.,.,.,6806.040865306776,.,.,.,.,195.90221052256857,.,.,.,.,0.017615397540952538,.,.,.,0.02394278479591927,0.1461044173900734,.,.,.,.,46.58583573604318,.,.,.,.,0.006753936413250786,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,142.30132978080135,.,.,.,.,-0.0022707343829289073,.,.,.,.,0.05013543461933856,.,.,.,.,6790.586154302306,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
