Unnamed: 0,Ribeirão Preto,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,100,100,100,100,.,.,.,.,.,.,.,.,.,.,3945.0715502878866,4082.614718641666,3866.9932182516136,3964.7723961798847,3624.1928393463086,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16.53886887178628,.,.,.,.,0.0038372500048756493,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,100.2164599200133,100.64233774164293,99.6295332788827,100.36588348723612,100.64447559426401,0.0021645992001331216,0.006423377416429288,-0.0037046672111730183,0.003658834872361183,0.006444755942640157,.,.,.,.,.,3953.6110490101073,4108.838893825371,3852.6672952701288,3979.278843684003,3647.549877684959,100.25002041515947,.,.,.,.,0.002500204151594687,.,.,.,.,.,.,.,.,.,16.5802194204022,.,.,.,.,0.003839233143772287,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,100.34295852094786,100.98618255108899,99.4280321155684,100.48657258561708,101.51669393558753,0.0012622537359183728,0.0034165026087602524,-0.002022504338650921,0.00120249126682892,0.008666331024861806,.,.,.,.,.,3958.6015093270885,4122.8767526251,3844.875258950067,3984.0638917418096,3679.1607523546713,100.26822292769451,.,.,.,.,0.00018157116038142185,.,.,.,.,.,.,.,.,.,16.583229910081744,.,.,.,.,0.003835207461863098,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,100.4771194698678,101.44763514889418,99.24275193275051,100.42200689209231,102.77923361680827,0.001337024051288438,0.004569462733891694,-0.001863460222188973,-0.0006425305576996942,0.012436769089641864,.,.,.,.,.,3963.8942547545253,4141.7160843026495,3837.7104868457345,3981.5040089475374,3724.917625075379,100.09080453697695,.,.,.,.,-0.0017694378691193169,.,.,.,.,.,.,.,.,.,16.553886915086533,.,.,.,.,0.0038251794694299742,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,100.51091964733178,101.36431886843705,99.42165342046196,100.37033535082611,102.9850806027638,0.0003363967602008078,-0.0008212737569963657,0.001802665526976499,-0.0005145440015128511,0.0020028071694229155,.,.,.,.,.,3965.227695939603,4138.314601573682,3844.628595242888,3979.4553499427348,3732.37791680039,99.85307590001165,.,.,.,.,-0.0023751296441770764,.,.,.,.,.,.,.,.,.,16.514569287548156,.,.,.,.,0.0038149030811540255,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,100.58130768721125,101.32796532472953,99.81375989337519,100.23785538126225,102.83820833925951,0.0007003024161598148,-0.00035864241099181626,0.003943873989451507,-0.0013199115963974384,-0.0014261508817069446,.,.,.,.,.,3968.0045544756936,4136.830426447531,3859.791325958768,3974.202820678999,3727.054982743481,100.35710234501309,.,.,.,.,0.0050476807094670395,.,.,.,.,.,.,.,.,.,16.59792956036607,.,.,.,.,0.0038313306562752472,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,100.48180347138046,101.15550266157047,100.0442203391971,100.2241591070936,100.98511522182972,-0.0009892913317475216,-0.0017020243385561518,0.0023089045645419137,-0.00013663774146555063,-0.01801950021646148,.,.,.,.,.,3964.079041965616,4129.789440377238,3868.7032157694534,3973.6597945814556,3659.895314675171,100.83196042760001,.,.,.,.,0.0047316838718043375,.,.,.,.,.,.,.,.,.,16.6764657159722,.,.,.,.,0.0038498737431836437,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,100.50626805548089,101.15973332970222,100.17318059214219,100.24767347443556,100.5732155068953,0.00024347278069503098,4.182341069380868e-05,0.0012890325149004234,0.00023461775635191806,-0.0040788161109646115,.,.,.,.,.,3965.0441873128584,4129.962162257082,3873.6901000050807,3974.5920857269657,3644.96727470123,101.30094166651642,.,.,.,.,0.004651116936808419,.,.,.,.,.,.,.,.,.,16.754029908109864,.,.,.,.,0.0038667064077630674,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,100.58178142783134,101.16767109638269,100.12285657161381,100.54045264362175,100.56205286528031,0.0007513299798254103,7.84676512994853e-05,-0.0005023701976007988,0.002920558243786564,-0.00011099020309457419,.,.,.,.,.,3968.0232438821195,4130.286230687911,3871.7440735440964,3986.2001134086245,3644.5627190431373,101.25262116051195,.,.,.,.,-0.0004769995738395094,.,.,.,.,.,.,.,.,.,16.746038242983598,.,.,.,.,0.003862199340779032,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,100.68198811204793,101.11334275357305,100.13470570725175,100.55530036497005,102.17579749623589,0.000996270724122006,-0.0005370128838676491,0.00011834596058957203,0.0001476790780019499,0.01604725226838255,.,.,.,.,.,3971.976469272635,4128.0682137679705,3872.202278815637,3986.7887917661033,3703.047936403565,101.44283596282253,.,.,.,.,0.0018786160805559504,.,.,.,.,.,.,.,.,.,16.777497619712474,.,.,.,.,0.0038685952133142333,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,100.73313474958424,101.17872976039892,100.20541525007981,100.56601221636154,102.25537714285257,0.0005080018630481131,0.000646670410108241,0.0007061442117259897,0.00010652696926571892,0.0007788502616739024,.,.,.,.,.,3973.9942407190083,4130.737713332723,3874.9366120414547,3987.2134922931928,3705.932056257824,101.56245474721331,.,.,.,.,0.0011791742931419602,.,.,.,.,.,.,.,.,.,16.79728121360889,.,.,.,.,0.0038708824299536924,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,100.6781951724559,101.12418356133789,100.24619326853231,100.44034197982698,102.04526469370786,-0.0005453972743418856,-0.0005391073715810268,0.0004069442589578198,-0.0012496293107873147,-0.002054781420943508,.,.,.,.,.,3971.8268350918697,4128.510802181398,3876.5134952495505,3982.230953444857,3698.317175921347,101.6399482115649,.,.,.,.,0.0007630129120497209,.,.,.,.,.,.,.,.,.,16.810097756062202,.,.,.,.,0.003875083416643935,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,100.79079510284949,101.23973514350962,100.33411580451998,100.62160138000938,101.94910848050841,0.001118414272332835,0.0011426701121561855,0.0008770660822217113,0.001804647381814073,-0.0009422898111741684,0.007907951028494953,0.012397351435096127,0.0033411580451998546,0.006216013800093734,0.019491084805084213,3976.268982911471,4133.228328082764,3879.9134537535087,3989.4174761087697,3694.832289327986,101.85645974713424,.,.,.,.,0.0021301814825669396,.,.,.,.,0.018564597471342426,.,.,.,.,16.845906315022305,.,.,.,.,0.003878787965562662,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,100.8645994762236,101.01254735195998,100.51081447439334,100.81640824111486,102.25726733036771,0.0007322531119910991,-0.0022440575454647504,0.0017611025766910426,0.0019360341957763705,0.003022673316640301,0.006467396241371937,0.0036784679154353572,0.008845581892306553,0.004488823674192455,0.01602464245136992,3979.1806182483215,4123.953125866002,3886.746379334252,3997.1411247637443,3706.0005602983983,102.5491874613426,.,.,.,.,0.006801018962647065,.,.,.,.,0.022934329954864108,.,.,.,.,16.960475643313746,.,.,.,.,0.003900332008656625,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,100.73642018059579,100.90542753251383,100.48725562260422,100.54835803341176,102.16382297182005,-0.0012708055779078187,-0.0010604605294519676,-0.0002343912136452131,-0.002658795451847773,-0.0009138163084855266,0.003921168614594794,-0.000799664038536263,0.010653167768669647,0.0006148627244901839,0.006374607083275752,3974.1238533231494,4119.57983635071,3885.8353601332688,3986.513544120829,3702.6139565471412,103.2571877434095,.,.,.,.,0.0069040067463606025,.,.,.,.,0.02980969172925696,.,.,.,.,17.07757088157667,.,.,.,.,0.0039325240910094966,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,100.43581342667831,100.63401889530884,100.34435633563997,100.01953170747318,102.00825791111993,-0.002984092082868983,-0.0026897327908108615,-0.0014220637838984196,-0.005259422791994872,-0.0015227020306692873,-0.00041109899853253307,-0.008020061309375937,0.011100099316431189,-0.004007838491533189,-0.007501278989516247,3962.264701796107,4108.4992673805145,3880.309454397431,3965.5467839262838,3696.9759787567227,103.65700139615404,.,.,.,.,0.0038720176433437725,.,.,.,.,0.03562961528458519,.,.,.,.,17.14369553733559,.,.,.,.,0.003959184209642546,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,100.22345055338023,100.62294811898792,100.13102968407621,99.67448311079295,101.53894793152675,-0.0021144138335983387,-0.00011001027726453838,-0.0021259456869723303,-0.0034498121595828435,-0.004600705758567969,-0.002860078237869046,-0.007313922272899287,0.007135027825520446,-0.006932847614795179,-0.01404215700733491,3953.886834498251,4108.047290236969,3872.060127248737,3951.8663924117004,3679.967280081969,103.6463827771446,.,.,.,.,-0.00010243995935077521,.,.,.,.,0.037988883596649536,.,.,.,.,17.141939337861622,.,.,.,.,0.0039693507657266895,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,100.2187647055498,100.63445286587631,99.98330288442988,99.84635196733218,101.35798694635334,-4.6754006218674427e-05,0.00011433521978299055,-0.0014753348698443025,0.0017243014578585125,-0.0017821829835724667,-0.003604476716378424,-0.0068442355141613564,0.0016985933726552105,-0.003905744116740717,-0.014393690991027164,3953.701974448603,4108.516984726777,3866.347541924873,3958.680601393398,3673.408905015304,103.78674388786318,.,.,.,.,0.0013542306731570974,.,.,.,.,0.03417437792354239,.,.,.,.,17.165153477910355,.,.,.,.,0.0039777131989445595,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,100.41168371986797,100.85993865101594,100.15178163414278,100.10807122425437,101.20865883583039,0.0019249789686091034,0.002240642033798812,0.0016850688550231752,0.002621220022217985,-0.001473274233455113,-0.0006978353203270782,-0.002921877730600375,0.001075137519998659,-0.0011582824328332242,0.002213629340419354,3961.3127675975643,4117.722700579332,3872.8626037504664,3969.0571742473358,3667.9969663265997,103.80229722778759,.,.,.,.,0.00014985863648653286,.,.,.,.,0.029458286713768267,.,.,.,.,17.167725824405636,.,.,.,.,0.003984233118724418,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,100.49277357261536,101.04556901610269,100.26403354670403,100.13783382009636,100.91377275352396,0.0008075738772952423,0.0018404766805286688,0.0011208179298427545,0.0002973046576366656,-0.002913644797771342,-0.00013426508740799203,-0.0011285549085765512,0.0009069588688788155,-0.001095682827663924,0.0033861624579887284,3964.511820308472,4125.301273186632,3877.203377596568,3970.2371934316657,3657.309726047421,103.65121820057301,.,.,.,.,-0.0014554497467724747,.,.,.,.,0.023200934713852206,.,.,.,.,17.142739062201844,.,.,.,.,0.003989767620225302,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,100.6929198505116,101.21802526009994,100.60271636166313,100.11656367636871,101.61382488918238,0.0019916484616837593,0.001706717530283397,0.003377909335767315,-0.00021240866629745891,0.0069371317368964736,0.001104955799177132,0.0004977297902732936,0.004792709741617163,-0.004216103629009482,0.01045893549240784,3972.4077341767165,4132.34199718728,3890.30021908242,3969.3938806445244,3682.6809654196445,103.99073210707003,.,.,.,.,0.0032755418835506145,.,.,.,.,0.02704237100407947,.,.,.,.,17.198890821998862,.,.,.,.,0.003994431616939089,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,101.2952120914949,99.85303349656235,101.03743007874145,99.9812123831896,115.53713203461257,0.00598147557819817,-0.013485658903441111,0.004321093234854079,-0.0013519370642468553,0.1370217798672042,0.006090701931357634,-0.012464321944950951,0.009015099860870013,-0.005709176738538657,0.13076809641607068,3996.16859402534,4076.614642540848,3907.1105690406484,3964.0275099346863,4187.288465984519,104.29154496706117,.,.,.,.,0.0028926891261946697,.,.,.,.,0.028081914086891757,.,.,.,.,17.24864186646227,.,.,.,.,0.004047931666799897,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,102.56262416817347,101.03676562201866,102.12207781476994,100.9611421924847,119.56664340894179,0.012512063013736308,0.011854743756954278,0.010735108119666048,0.009801139493482047,0.03487633199274898,0.018161744128555313,-0.001403102595935346,0.019127335183500405,0.003929060797131623,0.16929443467706418,4046.168907287299,4124.941864524018,3949.0538234347896,4002.8794965155566,4333.325728673603,105.28890372456495,.,.,.,.,0.009563179429538327,.,.,.,.,0.03669120627919731,.,.,.,.,17.413593723547095,.,.,.,.,0.004038641486875632,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,104.2273267175067,102.86655215567048,102.41618824802289,103.70063120550643,122.75508000047365,0.01623108381668925,0.018110105983569325,0.002879988730609462,0.027134092914666397,0.026666606175660412,0.03525223648448739,0.01722998923670649,0.02164665718206127,0.0324599574375628,0.20294734272018378,4111.8426139579615,4199.64499886661,3960.4270539428517,4111.494000700222,4448.880819310999,105.74712921585129,.,.,.,.,0.004352077712624469,.,.,.,.,0.04040912137949193,.,.,.,.,17.489379036688042,.,.,.,.,0.003987545538781356,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,104.07162020117919,102.98042152537755,102.3731787299742,103.48572814308285,121.05301969150173,-0.0014939125969289924,0.0011069620524926105,-0.00041994843573489593,-0.0020723409291278916,-0.01386549794082137,0.03255084053044599,0.017193707385745993,0.020322727809022556,0.02846433294434214,0.187386741244979,4105.69988048038,4204.293846514295,3958.763878796706,4102.973583402707,4387.194871471883,105.87350707259698,.,.,.,.,0.0011950949182528703,.,.,.,.,0.03943831677868381,.,.,.,.,17.510280504698184,.,.,.,.,0.00416919090257665,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,104.04751683146854,102.83631350590838,102.65294430853487,103.7173528504548,118.6594599590712,-0.00023160367508501256,-0.0013993729811414557,0.0027328015211738332,0.002238228512551066,-0.019772821351589642,0.031556337622648645,0.018054847657626327,0.021312431357197514,0.028774528471615213,0.16040124146592039,4104.748985299264,4198.410471300704,3969.5823947466497,4112.156975863322,4300.447651043659,105.49902738860487,.,.,.,.,-0.0035370480712925145,.,.,.,.,0.028765122379680097,.,.,.,.,17.44834580081125,.,.,.,.,0.00415435369709978,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,104.33939666814024,102.94742397375077,103.4395914288683,104.03331372454117,116.91041629908474,0.002805255190707401,0.001080459460811145,0.0076631715303661085,0.0030463646188689797,-0.014740027138078537,0.03576637407886052,0.020236735438031506,0.029380201379486826,0.03465949876547336,0.1443426146193869,4116.263853696826,4202.946683614789,4000.0019855415153,4124.684105381827,4237.058935961389,105.41492676664048,.,.,.,.,-0.0007971696426604113,.,.,.,.,0.020896744046456917,.,.,.,.,17.434436509224202,.,.,.,.,0.004139657958889048,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,104.68976785629296,103.06651501977619,104.25673983756658,104.45667383916368,115.3649608632572,0.0033579951517939133,0.0011568142400122383,0.007899764465525871,0.004069466783913844,-0.013219142354894187,0.042354955712288644,0.024171708048328133,0.0389895719579898,0.044362756513075974,0.13093746747224122,4130.086247761044,4207.808712188407,4031.6010590889287,4141.469370342816,4181.048650720838,105.46637165007793,.,.,.,.,0.0004880227593511144,.,.,.,.,0.01745535978808488,.,.,.,.,17.442944911037166,.,.,.,.,0.004128428075297816,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,104.87720346164221,103.02761695606412,104.55915610787008,104.59648158332658,116.15562073226178,0.0017903908776122357,-0.0003774073830341562,0.0029006879629525084,0.001338428068063502,0.006853552959999343,0.04643377256087722,0.023897817366995255,0.044223318563337166,0.04938072733281795,0.14395139105234622,4137.480716502788,4206.220654114031,4043.2954757524544,4147.012429191108,4209.703689076887,105.19336026984892,.,.,.,.,-0.0025886107197734542,.,.,.,.,0.014925532867177571,.,.,.,.,17.397791916856036,.,.,.,.,0.004114040827514073,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,104.70317981520243,103.03083315482345,104.67030569760445,104.70902047702117,112.24160438300358,-0.0016593086075510355,3.121686062779183e-05,0.001063030669640197,0.0010759338363111048,-0.03369631469044443,0.04474626206806853,0.023812722389825902,0.04687785538143552,0.048701514015053515,0.10737799520831759,4130.615359136318,4206.351959117961,4047.5936228495966,4151.4743401832775,4067.8521888162277,104.21713221099888,.,.,.,.,-0.009280320129956388,.,.,.,.,0.004146852546031532,.,.,.,.,17.236334838313244,.,.,.,.,0.004083526642445989,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,104.125313556126,102.92389138044408,104.05565837628613,104.55685575005356,107.72376427467773,-0.005519089870014815,-0.0010379589401037226,-0.005872222472475097,-0.0014532150742543326,-0.04025102931449154,0.036984041086478125,0.020463553290168024,0.03897960354219476,0.044439818601972325,0.06437300438310745,4107.818121750781,4201.985938496772,4023.825252618052,4145.441355091743,3904.116951117167,103.59173755532767,.,.,.,.,-0.006000881452053686,.,.,.,.,-0.002028468329538624,.,.,.,.,17.13290163628062,.,.,.,.,0.004082387372790069,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,103.88741643971302,103.09653200460477,103.82610666132702,104.65038509087958,104.01828218201807,-0.0022847193279734723,0.001677361998707827,-0.002206047403294553,0.0008945309243959532,-0.03439800045616026,0.03377996990644028,0.020297406491671444,0.035526928137832536,0.04506340010200627,0.030763981404963392,4098.432910292217,4209.034190029111,4014.948503368203,4149.149580579142,3769.8231344517358,103.71251256903557,.,.,.,.,0.0011658749680050207,.,.,.,.,0.000591352128095135,.,.,.,.,17.152876457427652,.,.,.,.,0.00409380239947421,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,104.10484320434684,103.70540368148096,104.11093393626975,104.91730910117654,101.87984360761062,0.0020929076117701673,0.005905840526711392,0.002743310753930306,0.002550626164109726,-0.02055829542219767,0.03388444151684711,0.024574461070438813,0.034871996517417125,0.047951560146695105,0.002617938245296436,4107.0105517264965,4233.892074726899,4025.962754773969,4159.732510058172,3692.3219967642417,104.16118708497233,.,.,.,.,0.004326136787382362,.,.,.,.,0.001639136242706618,.,.,.,.,17.227082147279553,.,.,.,.,0.004100884235733704,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,104.53358259353284,104.24836689171477,104.71979740291447,105.25519601189731,101.2403239923122,0.004118342393969465,0.005235630844285133,0.0058482182766455,0.003220506831669967,-0.006277194709500389,0.031969630500530366,0.04401802570478486,0.03644557587523001,0.05274974670735699,-0.12374210602715441,4123.924627394152,4256.059170664714,4049.507463737532,4173.128957024734,3669.1445726603815,104.13049909955218,.,.,.,.,-0.0002946201582275654,.,.,.,.,-0.0015441891052611068,.,.,.,.,17.222006701611523,.,.,.,.,0.00408115352956134,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,104.54515526592864,104.6055576615767,104.828097572195,105.23725969981622,99.31781748117912,0.0001107076989870226,0.0034263440331199213,0.001034190019140846,-0.000170407854060306,-0.018989533372878786,0.0193299568320755,0.0353217169768576,0.026497891693246567,0.042354092024622814,-0.1693517970434918,4124.381177600446,4270.641893608727,4053.695423938965,4172.41782307445,3599.4692293479297,103.21668311115558,.,.,.,.,-0.008775680480729964,.,.,.,.,-0.019681282073467976,.,.,.,.,17.07087187356119,.,.,.,.,0.00404585353206388,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,104.40528161756434,104.5714887644627,104.4801792069737,105.13103009375614,99.6932081930984,-0.0013379256839640696,-0.00032568916867892206,-0.003318941898966532,-0.0010094296104165013,0.00377969151396651,0.001707372775087812,0.016574256384253028,0.020152975757625535,0.013793540807047311,-0.18786898112311334,4118.863062092476,4269.250991800672,4040.2414443508055,4168.206060976809,3613.0741126488797,102.23895890478737,.,.,.,.,-0.009472540454679046,.,.,.,.,-0.03317508793929558,.,.,.,.,16.90916734914224,.,.,.,.,0.004019781944613713,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,103.90414338398502,104.36784505399064,103.48405810924278,104.39984150785936,101.8593655978102,-0.004799931821600656,-0.001947411410874622,-0.009534067660408763,-0.006955021607271461,0.021728234490318687,-0.0016092457950632744,0.013472692265793285,0.010851273673925022,0.008833231221146098,-0.15855576459476772,4099.092800211923,4260.937003703351,4001.721509055977,4139.216097759156,3691.5798341994146,102.0321542483232,.,.,.,.,-0.002022757847688572,.,.,.,.,-0.03628247453482192,.,.,.,.,16.87496419818888,.,.,.,.,0.0040233888618818065,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,103.48727477431125,104.03922441952608,102.789775758054,103.76817384346342,103.75474687722952,-0.004012049915403271,-0.00314867701153132,-0.006709075425471389,-0.006050465740873756,0.01860782529220928,-0.005384482726913609,0.011697336014953486,0.0013329520204299339,0.0004899950838688216,-0.12560914306354254,4082.6470352896017,4247.520689312208,3974.873657619989,4114.171912565591,3760.27210680644,102.86390118578707,.,.,.,.,0.00815181198114856,.,.,.,.,-0.02497772982409907,.,.,.,.,17.01252573352113,.,.,.,.,0.004075477272005733,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,103.24695894325629,103.99585103443191,102.29230796896192,103.28753677824781,105.31997234650358,-0.0023221775969948233,-0.0004168945446889616,-0.00483966216895948,-0.00463183505513598,0.015085820325176469,-0.010470040653565715,0.01018410194458541,-0.011091337891597552,-0.00716863588780825,-0.09913953195521985,4073.1664038078147,4245.74992110838,3955.636611952812,4095.115746878114,3816.9988961834947,104.08177020512981,.,.,.,.,0.011839615310166973,.,.,.,.,-0.012646753191432825,.,.,.,.,17.213947493660335,.,.,.,.,0.004130470627406964,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,103.50271947317117,104.41297856169686,102.5811128680715,103.4287386538032,105.20110573916678,0.002477172524330218,0.004011001622813204,0.002823329582095413,0.0013670756410673057,-0.0011286236094492086,-0.011338723997852851,0.013064025126514833,-0.016072121304634424,-0.009840780369316016,-0.08810175158935563,4083.256339710352,4262.779630932005,3966.804677815358,4100.714079863022,3812.6909411120205,104.7381377491816,.,.,.,.,0.006306268069405263,.,.,.,.,-0.00690489195278754,.,.,.,.,17.322503261088027,.,.,.,.,0.004145476579524864,.,.,.,.,.,.,.,.,.,.,.,.,.
