Unnamed: 0,Blumenau,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3996.930468169107,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,100.6500465410687,.,.,.,.,0.006500465410687051,.,.,.,.,.,.,.,.,.,4022.9123764263613,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,101.0596822093345,.,.,.,.,0.0040699004356510304,.,.,.,.,.,.,.,.,.,4039.285229259765,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,101.6387047921586,.,.,.,.,0.005729511217190675,.,.,.,.,.,.,.,.,.,4062.4283592902416,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,102.05199387357267,.,.,.,.,0.004066256867983453,.,.,.,.,.,.,.,.,.,4078.9472365068964,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,102.44535124274084,.,.,.,.,0.003854479998259386,.,.,.,.,.,.,.,.,.,4094.669457043967,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,102.70087150737224,.,.,.,.,0.00249421044031517,.,.,.,.,.,.,.,.,.,4104.882424353366,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,103.1448176571233,.,.,.,.,0.004322710637554739,.,.,.,.,.,.,.,.,.,4122.62664327503,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,103.62834299818327,.,.,.,.,0.0046878297140173775,.,.,.,.,.,.,.,.,.,4141.952814953174,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,103.9982849986293,.,.,.,.,0.003569892075303338,.,.,.,.,.,.,.,.,.,4156.739139483556,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,103.32886879367622,.,.,.,.,-0.006436800423794575,.,.,.,.,.,.,.,.,.,4129.983039228925,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,102.35686490929939,.,.,.,.,-0.009406895630665435,.,.,.,.,.,.,.,.,.,4091.1327198224803,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,101.256882026332,.,.,.,.,-0.010746547229070647,.,.,.,.,0.012568820263319846,.,.,.,.,4047.1671688285114,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,101.13478041041628,.,.,.,.,-0.0012058599225280853,.,.,.,.,0.00481603224246685,.,.,.,.,4042.2868521398495,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,101.80387652947822,.,.,.,.,0.006615885418910006,.,.,.,.,0.0073639091660926415,.,.,.,.,4069.0301587839726,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,102.86474964624854,.,.,.,.,0.010420753638621383,.,.,.,.,0.012062775264571446,.,.,.,.,4111.432519616781,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,103.86087627808709,.,.,.,.,0.009683848308232212,.,.,.,.,0.01772510595682597,.,.,.,.,4151.247008466283,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,104.2559307006839,.,.,.,.,0.003803688518273729,.,.,.,.,0.017673612672311156,.,.,.,.,4167.037059048905,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,104.65166149013159,.,.,.,.,0.0037957628576912317,.,.,.,.,0.018994872722373213,.,.,.,.,4182.854143544266,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,104.91480553934251,.,.,.,.,0.002514475598992094,.,.,.,.,0.01716022115723792,.,.,.,.,4193.371828222351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,104.95496082475422,.,.,.,.,0.0003827418371056268,.,.,.,.,0.012801689076454847,.,.,.,.,4194.976807059552,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,105.08528324913178,.,.,.,.,0.0012416985662559998,.,.,.,.,0.010452078613765625,.,.,.,.,4200.185703746355,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,104.7040535015563,.,.,.,.,-0.003627812913361783,.,.,.,.,0.013308814118792034,.,.,.,.,4184.948215811787,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,104.69713775175467,.,.,.,.,-6.605044953233996e-05,.,.,.,.,0.02286385817433012,.,.,.,.,4184.671798100863,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,104.65857055483,.,.,.,.,-0.0003683691622602403,.,.,.,.,0.03359464028937209,.,.,.,.,4183.130294056263,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,104.87215174331745,.,.,.,.,0.0020407424576427413,.,.,.,.,0.036954362462987334,.,.,.,.,4191.666985653194,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,105.61929454223007,.,.,.,.,0.007124320293735442,.,.,.,.,0.03747812109735382,.,.,.,.,4221.529763823664,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,106.50743999007643,.,.,.,.,0.008408931831023203,.,.,.,.,0.035412426087217286,.,.,.,.,4257.028319830292,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,107.88105524310765,.,.,.,.,0.012896894838137163,.,.,.,.,0.038707346876763804,.,.,.,.,4311.930766394115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,108.3800113903837,.,.,.,.,0.004625058089686496,.,.,.,.,0.039557276617096404,.,.,.,.,4331.873696667394,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,108.75024032863999,.,.,.,.,0.0034160260135305265,.,.,.,.,0.03916401115996515,.,.,.,.,4346.671489902539,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,108.78669801436136,.,.,.,.,0.00033524234623483196,.,.,.,.,0.036905110342762004,.,.,.,.,4348.128678251126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,108.80968083068917,.,.,.,.,0.00021126495010248547,.,.,.,.,0.03672737310979768,.,.,.,.,4349.047285439376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,109.07705251724916,.,.,.,.,0.0024572417134098856,.,.,.,.,0.037985997132004234,.,.,.,.,4359.73394584275,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,109.16053614907347,.,.,.,.,0.000765363840493416,.,.,.,.,0.0425626563488386,.,.,.,.,4363.07072855907,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,109.97632100222087,.,.,.,.,0.007473258028279917,.,.,.,.,0.050423377026634464,.,.,.,.,4395.677081909227,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,110.42942725068765,.,.,.,.,0.004120034606882594,.,.,.,.,0.055139838670301033,.,.,.,.,4413.787423607374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,111.29535829230191,.,.,.,.,0.007841488117551254,.,.,.,.,0.06124797138429794,.,.,.,.,4448.398085242989,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,111.69701206225511,.,.,.,.,0.00360889956343291,.,.,.,.,0.05754362918600053,.,.,.,.,4464.4519071507975,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,112.36257323727271,.,.,.,.,0.005958630071918547,.,.,.,.,0.05497393654135152,.,.,.,.,4491.05392453938,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,113.04910924310049,.,.,.,.,0.006110006081633923,.,.,.,.,0.04790511168385159,.,.,.,.,4518.494291331262,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,114.04825041074086,.,.,.,.,0.008838116233997217,.,.,.,.,0.05229967175349537,.,.,.,.,4558.429269080701,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,114.89221669703646,.,.,.,.,0.0074000809592087435,.,.,.,.,0.05647781880606062,.,.,.,.,4592.162014718725,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,115.56520370334297,.,.,.,.,0.005857550891207319,.,.,.,.,0.06231006007817941,.,.,.,.,4619.060837420609,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,116.29267082898616,.,.,.,.,0.006294863006607088,.,.,.,.,0.06877136244835347,.,.,.,.,4648.137192611355,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,117.48778331965022,.,.,.,.,0.01027676535541544,.,.,.,.,0.07710815985856434,.,.,.,.,4695.905007879602,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,118.9810574231593,.,.,.,.,0.012710037259332063,.,.,.,.,0.08996402565002604,.,.,.,.,4755.590135496035,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,120.21572719224372,.,.,.,.,0.010377028039793679,.,.,.,.,0.09310555305642643,.,.,.,.,4804.939027677843,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,121.6378960690014,.,.,.,.,0.011830139949021934,.,.,.,.,0.10149893101291929,.,.,.,.,4861.782128821789,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,122.55817269663639,.,.,.,.,0.007565706555076712,.,.,.,.,0.10119752141643001,.,.,.,.,4898.564945743171,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,124.12067986994802,.,.,.,.,0.01274910631361359,.,.,.,.,0.11122650085544361,.,.,.,.,4961.017271020592,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,125.77902880340693,.,.,.,.,0.013360778680849172,.,.,.,.,0.11940324237504862,.,.,.,.,5027.300324810568,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,128.39600678855516,.,.,.,.,0.020806155128122228,.,.,.,.,0.1357542544846837,.,.,.,.,5131.899115244236,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,130.69697589060075,.,.,.,.,0.017920877444692396,.,.,.,.,0.14597966579846755,.,.,.,.,5223.867250347053,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,132.45380057862306,.,.,.,.,0.013441968921246161,.,.,.,.,0.15285268564271326,.,.,.,.,5294.086311574934,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,134.31076342433715,.,.,.,.,0.014019702247892951,.,.,.,.,0.16220764659502707,.,.,.,.,5368.307825337861,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,136.22426836365634,.,.,.,.,0.014246847315383837,.,.,.,.,0.17139169126127074,.,.,.,.,5444.789287267429,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,138.51401062125623,.,.,.,.,0.016808622172132637,.,.,.,.,0.1789652226597871,.,.,.,.,5536.308693203983,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,140.0365797929081,.,.,.,.,0.010992167253138563,.,.,.,.,0.17696533234583955,.,.,.,.,5597.164724324687,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,141.08708844611147,.,.,.,.,0.007501673168231582,.,.,.,.,0.17361589653316467,.,.,.,.,5639.152824755325,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,141.83006365264345,.,.,.,.,0.005266075122216218,.,.,.,.,0.16600227590411176,.,.,.,.,5668.849027156144,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,143.18743253452467,.,.,.,.,0.009570389005856716,.,.,.,.,0.16832218842680624,.,.,.,.,5723.1021175615015,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,145.10552132742467,.,.,.,.,0.013395650434876671,.,.,.,.,0.1690680511858642,.,.,.,.,5799.766792931458,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,146.92302242874757,.,.,.,.,0.012525375221400292,.,.,.,.,0.16810428436674263,.,.,.,.,5872.411048209542,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,148.3051330457411,.,.,.,.,0.00940703910215146,.,.,.,.,0.15506032278692783,.,.,.,.,5927.653048563956,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,149.4000768815318,.,.,.,.,0.007383047459678993,.,.,.,.,0.14310278308647617,.,.,.,.,5971.4171923460135,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,150.89040025986424,.,.,.,.,0.009975385618537613,.,.,.,.,0.1391926815289639,.,.,.,.,6030.98438152883,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,152.29570733464152,.,.,.,.,0.009313429299392606,.,.,.,.,0.13390545516805163,.,.,.,.,6087.15352817194,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,154.07003643439197,.,.,.,.,0.011650552276248227,.,.,.,.,0.13100285496190445,.,.,.,.,6158.0722285654565,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,155.04333448580425,.,.,.,.,0.006317244247727283,.,.,.,.,0.11933322694514081,.,.,.,.,6196.9742749284505,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,155.62302405504317,.,.,.,.,0.003738887396619983,.,.,.,.,0.11130266309834869,.,.,.,.,6220.144063942159,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,156.09008018345213,.,.,.,.,0.0030012019830931713,.,.,.,.,0.10633851688753992,.,.,.,.,6238.811972641987,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,158.48454607427365,.,.,.,.,0.015340282278075046,.,.,.,.,0.1174256148006727,.,.,.,.,6334.51710938215,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,160.90379675210926,.,.,.,.,0.015264899561259648,.,.,.,.,0.12372848583141471,.,.,.,.,6431.212876825949,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,163.05938858567987,.,.,.,.,0.013396774203479733,.,.,.,.,0.12372973194964132,.,.,.,.,6517.3703835912975,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,163.6856215591606,.,.,.,.,0.003840520799890612,.,.,.,.,0.1140910311625416,.,.,.,.,6542.400480110071,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
