Unnamed: 0,Pelotas,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3443.253252238569,.,.,.,.,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.26491701851593,.,.,.,.,0.004096856606261795,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,100.31869174658792,.,.,.,.,0.00318691746587918,.,.,.,.,.,.,.,.,.,3454.2266161675734,.,.,.,.,101.02257247723412,.,.,.,.,0.010225724772341183,.,.,.,.,.,.,.,.,.,15.421011858619902,.,.,.,.,0.0041258701046103735,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,100.48201380362664,.,.,.,.,0.001628032166241633,.,.,.,.,.,.,.,.,.,3459.8502082081823,.,.,.,.,101.9746701519833,.,.,.,.,0.009424603347571114,.,.,.,.,.,.,.,.,.,15.566348778605585,.,.,.,.,0.004158416358854492,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,100.74089728695758,.,.,.,.,0.0025764161518186945,.,.,.,.,.,.,.,.,.,3468.7642221674832,.,.,.,.,102.99062079111431,.,.,.,.,0.00996277445778282,.,.,.,.,.,.,.,.,.,15.721432800618015,.,.,.,.,0.004189989049928126,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,100.6218050691127,.,.,.,.,-0.0011821635607002223,.,.,.,.,.,.,.,.,.,3464.6635755033767,.,.,.,.,103.55802593584039,.,.,.,.,0.00550928949032059,.,.,.,.,.,.,.,.,.,15.80804672511924,.,.,.,.,0.0042191912539705926,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,100.82801798995492,.,.,.,.,0.0020493860222501326,.,.,.,.,.,.,.,.,.,3471.7640086068127,.,.,.,.,104.3856576504737,.,.,.,.,0.007991961097694844,.,.,.,.,.,.,.,.,.,15.934384019576937,.,.,.,.,0.004244997691127794,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,100.64151799283886,.,.,.,.,-0.0018496842527900847,.,.,.,.,.,.,.,.,.,3465.342341390689,.,.,.,.,105.12870379252756,.,.,.,.,0.007118278111940324,.,.,.,.,.,.,.,.,.,16.04780939657074,.,.,.,.,0.004284218541064798,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,100.46545805962056,.,.,.,.,-0.0017493767654699344,.,.,.,.,.,.,.,.,.,3459.2801520142607,.,.,.,.,106.20371173387703,.,.,.,.,0.01022563679155608,.,.,.,.,.,.,.,.,.,16.211908466760196,.,.,.,.,0.004335811435800307,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,100.32005648396431,.,.,.,.,-0.001447279278515512,.,.,.,.,.,.,.,.,.,3454.2736075316707,.,.,.,.,106.39903979672525,.,.,.,.,0.0018391830159163458,.,.,.,.,.,.,.,.,.,16.241725133467853,.,.,.,.,0.004350111314914459,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,101.1190149942629,.,.,.,.,0.007964095498952384,.,.,.,.,.,.,.,.,.,3481.7837724215633,.,.,.,.,106.6622729245764,.,.,.,.,0.002474017889203317,.,.,.,.,.,.,.,.,.,16.281907451999576,.,.,.,.,0.004325042830345005,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,102.23714946555786,.,.,.,.,0.01105760841675929,.,.,.,.,.,.,.,.,.,3520.283973968828,.,.,.,.,107.10268134860485,.,.,.,.,0.004128999054237914,.,.,.,.,.,.,.,.,.,16.34913543247007,.,.,.,.,0.004294651482396876,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,103.05239468902712,.,.,.,.,0.007974060581021014,.,.,.,.,.,.,.,.,.,3548.354931639653,.,.,.,.,106.98318244215785,.,.,.,.,-0.0011157415009810379,.,.,.,.,.,.,.,.,.,16.330894023562905,.,.,.,.,0.004256102673948357,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,103.5793735948844,.,.,.,.,0.005113698788344445,.,.,.,.,0.03579373594884405,.,.,.,.,3566.5001499541945,.,.,.,.,107.15603245997843,.,.,.,.,0.0016156746684370393,.,.,.,.,0.07156032459978423,.,.,.,.,16.357279435349707,.,.,.,.,0.004240733509401289,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,103.77908436215613,.,.,.,.,0.0019280939857082569,.,.,.,.,0.03449399663533703,.,.,.,.,3573.376697443349,.,.,.,.,106.3811101157838,.,.,.,.,-0.007231719264000014,.,.,.,.,0.053042973537000826,.,.,.,.,16.238988182550457,.,.,.,.,0.004201178949080369,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,104.43646730260775,.,.,.,.,0.006334445370105302,.,.,.,.,0.0393548392323162,.,.,.,.,3596.0120569201113,.,.,.,.,107.91904783543629,.,.,.,.,0.014456868498351039,.,.,.,.,0.05829268851366187,.,.,.,.,16.47375309925187,.,.,.,.,0.004233124630857653,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,104.62808589595872,.,.,.,.,0.0018347862418186534,.,.,.,.,0.038586003437398375,.,.,.,.,3602.609970367562,.,.,.,.,109.67612734380563,.,.,.,.,0.016281458589670672,.,.,.,.,0.06491374167217501,.,.,.,.,16.7419698281538,.,.,.,.,0.004293583755826282,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,105.08714597700097,.,.,.,.,0.004387541615725743,.,.,.,.,0.04437746773496287,.,.,.,.,3618.4165715377785,.,.,.,.,112.64257377871348,.,.,.,.,0.027047330232666145,.,.,.,.,0.0877242276566903,.,.,.,.,17.194795414841206,.,.,.,.,0.004347582952224606,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,105.16169107700244,.,.,.,.,0.0007093645879181487,.,.,.,.,0.042980841768399,.,.,.,.,3620.9833481179635,.,.,.,.,114.01495673961543,.,.,.,.,0.012183519204719051,.,.,.,.,0.09224733843594302,.,.,.,.,17.40428853499914,.,.,.,.,0.004366022761620957,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,105.17935000142464,.,.,.,.,0.00016792164752521543,.,.,.,.,0.045089065617121005,.,.,.,.,3621.591389607441,.,.,.,.,114.64703374278709,.,.,.,.,0.005543807770897802,.,.,.,.,0.09053978225627168,.,.,.,.,17.50077456502642,.,.,.,.,0.004363576429794345,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,104.88883906699736,.,.,.,.,-0.002762052954532801,.,.,.,.,0.04402887413056722,.,.,.,.,3611.5883624096655,.,.,.,.,115.2777549355514,.,.,.,.,0.0055014174564633755,.,.,.,.,0.08543998183803514,.,.,.,.,17.597053631720083,.,.,.,.,0.004431362093718159,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,105.14780648648079,.,.,.,.,0.0024689702144382597,.,.,.,.,0.048123477714430596,.,.,.,.,3620.5052665032667,.,.,.,.,111.26944225796055,.,.,.,.,-0.03477091204484151,.,.,.,.,0.045774872315954784,.,.,.,.,16.985188027643186,.,.,.,.,0.004267806616194844,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,105.24688235050098,.,.,.,.,0.0009422532654823623,.,.,.,.,0.0408218707082173,.,.,.,.,3623.9166994133257,.,.,.,.,105.8242850402216,.,.,.,.,-0.04893668115200234,.,.,.,.,-0.00785646003388063,.,.,.,.,16.153989296827604,.,.,.,.,0.004211154402954096,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,105.73243154972015,.,.,.,.,0.004613430710490363,.,.,.,.,0.03418798452845939,.,.,.,.,3640.6353880066576,.,.,.,.,98.54943127078808,.,.,.,.,-0.06874465314524447,.,.,.,.,-0.07986027959446773,.,.,.,.,15.043488905705198,.,.,.,.,0.003900964942039186,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,105.55018553784757,.,.,.,.,-0.0017236528962911724,.,.,.,.,0.024238067017829268,.,.,.,.,3634.3601962757803,.,.,.,.,98.12887444969483,.,.,.,.,-0.0042674708080016055,.,.,.,.,-0.08276355021734605,.,.,.,.,14.979291255949606,.,.,.,.,0.0038830996833207855,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,105.35385726583482,.,.,.,.,-0.0018600466783864622,.,.,.,.,0.01713163161123865,.,.,.,.,3627.600116664638,.,.,.,.,98.69382958769029,.,.,.,.,0.005757277265878269,.,.,.,.,-0.07897084912553742,.,.,.,.,15.065531188956454,.,.,.,.,0.004146810583184006,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,105.10594310951842,.,.,.,.,-0.0023531569014207943,.,.,.,.,0.012785415823596713,.,.,.,.,3619.063804414514,.,.,.,.,99.82266078029484,.,.,.,.,0.011437707882249848,.,.,.,.,-0.06165050663929739,.,.,.,.,15.237846333786662,.,.,.,.,0.004204133577219215,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,104.83396482161042,.,.,.,.,-0.002587658507802959,.,.,.,.,0.0038061180090562807,.,.,.,.,3609.698903170739,.,.,.,.,101.58826516206175,.,.,.,.,0.017687410533495207,.,.,.,.,-0.058662328850679235,.,.,.,.,15.507364377538662,.,.,.,.,0.004289593817674467,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,105.40876207549714,.,.,.,.,0.005482929648466639,.,.,.,.,0.007461439945625203,.,.,.,.,3629.490628308971,.,.,.,.,101.79274390165803,.,.,.,.,0.0020128185009369304,.,.,.,.,-0.07187875459383497,.,.,.,.,15.538577887458542,.,.,.,.,0.004274789620719785,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,105.4007128727145,.,.,.,.,-7.636179976078239e-05,.,.,.,.,0.002983874885917448,.,.,.,.,3629.213473872378,.,.,.,.,102.19570853094751,.,.,.,.,0.003958677346184825,.,.,.,.,-0.09274348851695147,.,.,.,.,15.600090103733551,.,.,.,.,0.004292039881441026,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,105.21848473225049,.,.,.,.,-0.0017289080452811412,.,.,.,.,0.0005400603077641009,.,.,.,.,3622.9388974993576,.,.,.,.,102.69466558396257,.,.,.,.,0.004882367960333367,.,.,.,.,-0.09928777310774983,.,.,.,.,15.676255483834334,.,.,.,.,0.004320464885943309,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,104.26656000774467,.,.,.,.,-0.009047124437575604,.,.,.,.,-0.008678414476487983,.,.,.,.,3590.1617184639485,.,.,.,.,103.71572871537835,.,.,.,.,0.009942708568255298,.,.,.,.,-0.09534747363750673,.,.,.,.,15.832119923551613,.,.,.,.,0.0044032588398384975,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,103.65387140335693,.,.,.,.,-0.0058761754904183006,.,.,.,.,-0.011774061707858219,.,.,.,.,3569.0652981672724,.,.,.,.,103.25469250893379,.,.,.,.,-0.00444519083223871,.,.,.,.,-0.10429646581284802,.,.,.,.,15.761743129212535,.,.,.,.,0.004409597080297537,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,102.61559706183894,.,.,.,.,-0.010016744454026894,.,.,.,.,-0.024082379930269182,.,.,.,.,3533.3148831357958,.,.,.,.,102.04393356216013,.,.,.,.,-0.01172594598225063,.,.,.,.,-0.08291143110444044,.,.,.,.,15.576921780693281,.,.,.,.,0.004401983931260649,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,102.02063816961538,.,.,.,.,-0.005797938220493126,.,.,.,.,-0.03065405937765764,.,.,.,.,3512.828941729825,.,.,.,.,99.5916667178002,.,.,.,.,-0.024031480939198935,.,.,.,.,-0.05889591713331699,.,.,.,.,15.202585281829156,.,.,.,.,0.004321252090980582,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,101.26076444348402,.,.,.,.,-0.007448235374376111,.,.,.,.,-0.042292294244016815,.,.,.,.,3486.6645649419006,.,.,.,.,97.514991806251,.,.,.,.,-0.020851894340051413,.,.,.,.,-0.010496655852784254,.,.,.,.,14.885582579836832,.,.,.,.,0.004262896858138834,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,102.83785812696794,.,.,.,.,0.01557457809203222,.,.,.,.,-0.02569704067367129,.,.,.,.,3540.96789448931,.,.,.,.,96.57748897086694,.,.,.,.,-0.009613935437196686,.,.,.,.,-0.015809673631008603,.,.,.,.,14.74247354996922,.,.,.,.,0.00415716751289797,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,104.1183088459609,.,.,.,.,0.012451160908194536,.,.,.,.,-0.011727604968048921,.,.,.,.,3585.057055514347,.,.,.,.,96.44497571265136,.,.,.,.,-0.001372092602817121,.,.,.,.,-0.022786164894339267,.,.,.,.,14.72224551106408,.,.,.,.,0.004100408646260904,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,105.62110130581256,.,.,.,.,0.014433508155371477,.,.,.,.,0.004901323189282936,.,.,.,.,3636.8020057625854,.,.,.,.,96.98201537199954,.,.,.,.,0.005568352891168082,.,.,.,.,-0.02845691936170114,.,.,.,.,14.8042241694201,.,.,.,.,0.0040645750908789606,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,105.76596868252632,.,.,.,.,0.0013715760858648007,.,.,.,.,0.008890285343131188,.,.,.,.,3641.7901564227145,.,.,.,.,96.35436446824781,.,.,.,.,-0.006471827805848429,.,.,.,.,-0.051520721270949976,.,.,.,.,14.708413779796434,.,.,.,.,0.00403273869834423,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,106.17447940694757,.,.,.,.,0.0038624023351732095,.,.,.,.,0.007264266426940891,.,.,.,.,3655.8562152270924,.,.,.,.,96.73002530204937,.,.,.,.,0.0038987422715590636,.,.,.,.,-0.049735554869212995,.,.,.,.,14.765758094347309,.,.,.,.,0.004032884683956816,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,107.13230813282145,.,.,.,.,0.009021270753800437,.,.,.,.,0.016428686418829885,.,.,.,.,3688.83668398162,.,.,.,.,97.25847483216074,.,.,.,.,0.005463138549392843,.,.,.,.,-0.048311556030668834,.,.,.,.,14.846425476603546,.,.,.,.,0.004018663440771399,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,107.70702645515664,.,.,.,.,0.005364565856479597,.,.,.,.,0.023651183812794407,.,.,.,.,3708.6256913066372,.,.,.,.,98.21319038758665,.,.,.,.,0.009816271096924511,.,.,.,.,-0.043638831392969424,.,.,.,.,14.992162013902174,.,.,.,.,0.004036457886394839,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,108.20627629269242,.,.,.,.,0.0046352578282684576,.,.,.,.,0.037785041384841955,.,.,.,.,3725.8161275743837,.,.,.,.,98.80555793096593,.,.,.,.,0.006031445888699638,.,.,.,.,-0.0473425857893468,.,.,.,.,15.082586427843644,.,.,.,.,0.0040420675385183374,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,108.4272580804743,.,.,.,.,0.002042227081025638,.,.,.,.,0.046051214609653,.,.,.,.,3733.425090169038,.,.,.,.,99.20170043657083,.,.,.,.,0.0040093139890133855,.,.,.,.,-0.03925237656402181,.,.,.,.,15.143057252599302,.,.,.,.,0.004050002431800613,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,108.85370545714494,.,.,.,.,0.003933027397539979,.,.,.,.,0.060791035416835726,.,.,.,.,3748.108753335336,.,.,.,.,99.38158427776338,.,.,.,.,0.0018133140903926481,.,.,.,.,-0.02609022595914512,.,.,.,.,15.170516371687063,.,.,.,.,0.004041451219902623,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,109.4332703966497,.,.,.,.,0.0053242554956747234,.,.,.,.,0.07265816368165012,.,.,.,.,3768.0646419636682,.,.,.,.,100.15326375114999,.,.,.,.,0.007764813561734307,.,.,.,.,0.005638996231894788,.,.,.,.,15.28831260294845,.,.,.,.,0.004051262379157361,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,111.38447696379495,.,.,.,.,0.017830103770754002,.,.,.,.,0.09997665508402531,.,.,.,.,3835.2496255447895,.,.,.,.,100.90726645727865,.,.,.,.,0.0075284886172268806,.,.,.,.,0.034787211568121146,.,.,.,.,15.403410490356354,.,.,.,.,0.004010258929012364,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,113.63051657852547,.,.,.,.,0.020164745357295955,.,.,.,.,0.10494830063683813,.,.,.,.,3912.5864576255644,.,.,.,.,102.698999328311,.,.,.,.,0.017756232369954494,.,.,.,.,0.06338444313136615,.,.,.,.,15.676917026312916,.,.,.,.,0.0040007910849635606,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,115.40013749574713,.,.,.,.,0.015573465390335883,.,.,.,.,0.10835585762804967,.,.,.,.,3973.5189874100934,.,.,.,.,105.14331439065968,.,.,.,.,0.023800768053587662,.,.,.,.,0.09018965076961805,.,.,.,.,16.050039692251527,.,.,.,.,0.004124049806173372,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,115.59575474206046,.,.,.,.,0.001695121431900759,.,.,.,.,0.09443807452232056,.,.,.,.,3980.2545846057164,.,.,.,.,106.90001487756783,.,.,.,.,0.016707676537389027,.,.,.,.,0.10226637864273336,.,.,.,.,16.31819856384192,.,.,.,.,0.004192827697179695,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,115.74553085224183,.,.,.,.,0.0012956886739965423,.,.,.,.,0.09435513420834618,.,.,.,.,3985.411755390613,.,.,.,.,106.82585457327313,.,.,.,.,-0.0006937352102301952,.,.,.,.,0.10867686339704985,.,.,.,.,16.306878054930657,.,.,.,.,0.004186863527766078,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,114.70663507354087,.,.,.,.,-0.008975688055093856,.,.,.,.,0.08035975984295707,.,.,.,.,3949.639942703123,.,.,.,.,103.6791513949581,.,.,.,.,-0.029456381986223024,.,.,.,.,0.07184042463763829,.,.,.,.,15.82653642594186,.,.,.,.,0.004083104754336997,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,115.02897857153206,.,.,.,.,0.002810155644305423,.,.,.,.,0.07370951467712628,.,.,.,.,3960.7390456810845,.,.,.,.,101.24983000858478,.,.,.,.,-0.023431146510053846,.,.,.,.,0.041038636307138665,.,.,.,.,15.455702532198913,.,.,.,.,0.003974819137627605,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,114.83844135772003,.,.,.,.,-0.0016564279382307312,.,.,.,.,0.06621123186919031,.,.,.,.,3954.1783668697767,.,.,.,.,99.91963295835629,.,.,.,.,-0.013137770701597273,.,.,.,.,0.017374881765222838,.,.,.,.,15.252649056298788,.,.,.,.,0.0039293806111535545,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,116.4861621470251,.,.,.,.,0.014348163993034735,.,.,.,.,0.076519460219997,.,.,.,.,4010.913566535334,.,.,.,.,100.11568633176667,.,.,.,.,0.0019621106243663533,.,.,.,.,0.013259663001104594,.,.,.,.,15.282576441061883,.,.,.,.,0.0038962058354608115,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,116.95619993022643,.,.,.,.,0.004035138376419889,.,.,.,.,0.07866049553168608,.,.,.,.,4027.0981577921643,.,.,.,.,100.80689556784125,.,.,.,.,0.006904105254635473,.,.,.,.,0.0161811251642483,.,.,.,.,15.388088957372986,.,.,.,.,0.0039057521243416964,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,117.98975887098841,.,.,.,.,0.008837145370476973,.,.,.,.,0.08392965012514231,.,.,.,.,4062.6862096337536,.,.,.,.,101.32378894623723,.,.,.,.,0.005127559731745945,.,.,.,.,0.01954290306990414,.,.,.,.,15.466992302659335,.,.,.,.,0.0038891159043145103,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,119.13291316585966,.,.,.,.,0.009688589126800373,.,.,.,.,0.08863522705711735,.,.,.,.,4102.047907070013,.,.,.,.,102.66758189430216,.,.,.,.,0.013262363774986241,.,.,.,.,0.025104705018894613,.,.,.,.,15.672121181082117,.,.,.,.,0.003908233402967051,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,119.81564174396684,.,.,.,.,0.005730814096325032,.,.,.,.,0.07569425300540211,.,.,.,.,4125.555981039651,.,.,.,.,104.06745557661168,.,.,.,.,0.013635011719188128,.,.,.,.,0.0313177557006854,.,.,.,.,15.885810737050708,.,.,.,.,0.003940683843860883,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,119.5810266478053,.,.,.,.,-0.0019581341196075464,.,.,.,.,0.05236718311640942,.,.,.,.,4117.477589110827,.,.,.,.,105.12802067643645,.,.,.,.,0.010191131261434672,.,.,.,.,0.023651850203138647,.,.,.,.,16.0477051194663,.,.,.,.,0.003989491132710557,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,118.64259286938785,.,.,.,.,-0.007847681231081594,.,.,.,.,0.028097500089722338,.,.,.,.,4085.164937515363,.,.,.,.,106.2465528952695,.,.,.,.,0.010639715383548243,.,.,.,.,0.010492711885710104,.,.,.,.,16.21844813449653,.,.,.,.,0.003962133311850346,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,118.56407924840107,.,.,.,.,-0.0006617658893650624,.,.,.,.,0.02567849064149552,.,.,.,.,4082.461514707285,.,.,.,.,106.23476431710564,.,.,.,.,-0.00011095492364332493,.,.,.,.,-0.006223110083044325,.,.,.,.,16.216648617822155,.,.,.,.,0.003964317143511467,.,.,.,.,.,.,.,.,.,.,.,.,.
