Unnamed: 0,Teresina,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2024-06-01 00:00:00,126.45437082953326,.,.,.,.,-0.001192854473754168,.,.,.,.,0.011096849897568983,.,.,.,.,5166.026465031476,.,.,.,.,139.49954798178797,.,.,.,.,-0.000689195039939472,.,.,.,-0.020534514466060805,0.11307814863193766,.,.,.,.,23.332356937455806,.,.,.,.,0.004177004327732683,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,127.75766249180693,.,.,.,.,0.010306418463230216,.,.,.,.,0.021797974301154488,.,.,.,.,5219.269695572212,.,.,.,.,138.35855012212232,.,.,.,.,-0.008179222629557281,.,.,.,-0.022917737999633037,0.08494691272572408,.,.,.,.,23.141516395592063,.,.,.,.,0.004133565023570798,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,128.1361167602681,.,.,.,.,0.0029622823483126393,.,.,.,.,0.02073120150392649,.,.,.,.,5234.7306460624895,.,.,.,.,139.31236648894705,.,.,.,.,0.006893801402102273,.,.,.,0.06867077172042002,0.07004554547447861,.,.,.,.,23.30104941376677,.,.,.,.,0.004172280764053673,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,128.6063495769055,.,.,.,.,0.0036697913790939563,.,.,.,.,0.018481623389036805,.,.,.,.,5253.941015459288,.,.,.,.,141.2784491802041,.,.,.,.,0.01411276501008274,.,.,.,0.06425811722152175,0.07238757900699566,.,.,.,.,23.629891648631585,.,.,.,.,0.004239036090973353,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,128.31417066398774,.,.,.,.,-0.0022718855941327165,.,.,.,.,0.010312344581559385,.,.,.,.,5242.0046625538425,.,.,.,.,143.5369774985623,.,.,.,.,0.015986361199912258,.,.,.,0.037301038062284464,0.07981854907069064,.,.,.,.,24.0076476316414,.,.,.,.,0.004303198206244009,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,129.68540525489027,.,.,.,.,0.010686540573085601,.,.,.,.,0.016929780841216102,.,.,.,.,5298.023558064528,.,.,.,.,145.64976610085208,.,.,.,.,0.014719472564558744,.,.,.,0.06068795688266637,0.08541104078782458,.,.,.,.,24.361027542294945,.,.,.,.,0.004359242265340927,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,131.65385899511483,.,.,.,.,0.015178683648754854,.,.,.,.,0.027978371985153627,.,.,.,.,5378.44058161604,.,.,.,.,145.69960190995846,.,.,.,.,0.00034216195769154467,.,.,.,0.025348061296749824,0.08467091305191876,.,.,.,.,24.369362959170193,.,.,.,.,0.00433447864460531,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,133.9150104503399,.,.,.,.,0.01717497286052949,.,.,.,.,0.042561174566643434,.,.,.,.,5470.815152637265,.,.,.,.,146.28735300945104,.,.,.,.,0.004033992487198379,.,.,.,0,0.10859273186136731,.,.,.,.,24.467668786265296,.,.,.,.,0.004410251439863347,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,134.96879738270508,.,.,.,.,0.007869072546993872,.,.,.,.,0.06673538649184563,.,.,.,.,5513.865393964561,.,.,.,.,148.63568409046152,.,.,.,.,0.016052864671485034,.,.,.,0,0.1418943639880399,.,.,.,.,24.860444962117935,.,.,.,.,0.004440795993450801,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,136.14736379741962,.,.,.,.,0.008732139854315424,.,.,.,.,0.08076444632105528,.,.,.,.,5562.01323772253,.,.,.,.,152.14294047302135,.,.,.,.,0.023596328190108595,.,.,.,0,0.14721050027440574,.,.,.,.,25.4470601803962,.,.,.,.,0.004499538826142952,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,136.12343424089005,.,.,.,.,-0.0001757621731491854,.,.,.,.,0.08869176864250505,.,.,.,.,5561.035646188783,.,.,.,.,155.89279985806695,.,.,.,.,0.024646949594815615,.,.,.,0,0.13952714509587572,.,.,.,.,26.074252589998668,.,.,.,.,0.004588064571387873,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,136.37402834962393,.,.,.,.,0.0018409329013138187,.,.,.,.,0.07715813290014961,.,.,.,.,5571.273139675231,.,.,.,.,157.65817318154956,.,.,.,.,0.011324277484847878,.,.,.,0,0.12939087065110355,.,.,.,.,26.369524661537824,.,.,.,.,0.004632739441161501,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,136.65945489273648,.,.,.,.,0.0020929684820982786,.,.,.,.,0.08070171079305899,.,.,.,.,5582.933638761732,.,.,.,.,157.84286320242077,.,.,.,.,0.0011714585875515215,.,.,.,0,0.13149372514832502,.,.,.,.,26.400415467652238,.,.,.,.,0.004621637194258722,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,136.8878213778693,.,.,.,.,0.0016710624618843095,.,.,.,.,0.07146466762138748,.,.,.,.,5592.263069592658,.,.,.,.,162.83626826408187,.,.,.,.,0.031635291962851975,.,.,.,0,0.17691511019994244,.,.,.,.,27.23560031891201,.,.,.,.,0.004794177116329358,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,137.69624272078485,.,.,.,.,0.005905721449711354,.,.,.,.,0.07460914379357186,.,.,.,.,5625.289417555181,.,.,.,.,167.8485828732739,.,.,.,.,0.03078131587407329,.,.,.,0,0.2048362044484464,.,.,.,.,28.07394793534845,.,.,.,.,0.0049488521941455366,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,138.3080198067627,.,.,.,.,0.004442946836380912,.,.,.,.,0.07543694585667149,.,.,.,.,5650.282279376635,.,.,.,.,171.37913342732702,.,.,.,.,0.02103413978012969,.,.,.,0,0.21305927706446415,.,.,.,.,28.664459280400653,.,.,.,.,0.005056804217681695,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,139.53698816507446,.,.,.,.,0.0088857346090907,.,.,.,.,0.0874635860015458,.,.,.,.,5700.489188177625,.,.,.,.,172.12102598347428,.,.,.,.,0.004328954997673939,.,.,.,0,0.1991406603583965,.,.,.,.,28.788546434658166,.,.,.,.,0.005048479974320237,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,139.78379159757182,.,.,.,.,0.0017687312571588176,.,.,.,.,0.07786833316234532,.,.,.,.,5710.57182158585,.,.,.,.,174.2140868401974,.,.,.,.,0.012160401930930265,.,.,.,0,0.19611648891743894,.,.,.,.,29.138626730310854,.,.,.,.,0.005101412143643944,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,139.89875216093446,.,.,.,.,0.0008224169773103363,.,.,.,.,0.06262553356772904,.,.,.,.,5715.268292802072,.,.,.,.,177.4797980131339,.,.,.,.,0.01874539098512762,.,.,.,0,0.21812136537487192,.,.,.,.,29.684841681140224,.,.,.,.,0.005197605999707082,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,140.1307938469225,.,.,.,.,0.0016586401408433815,.,.,.,.,0.04641588254878726,.,.,.,.,5724.747866208203,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
