Unnamed: 0,Santo André,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2010-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-12-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3788.9906138043334,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-01-01 00:00:00,101.43138326320404,.,.,.,.,0.014313832632040464,.,.,.,.,.,.,.,.,.,3843.2255912947007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-02-01 00:00:00,103.17776106865408,.,.,.,.,0.017217332045234752,.,.,.,.,.,.,.,.,.,3909.395682424765,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-03-01 00:00:00,104.71532100767108,.,.,.,.,0.014902047913153721,.,.,.,.,.,.,.,.,.,3967.6536841957345,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-04-01 00:00:00,105.44914944547881,.,.,.,.,0.007007842126119874,.,.,.,.,.,.,.,.,.,3995.458374825697,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-05-01 00:00:00,105.77459152808363,.,.,.,.,0.003086246634668972,.,.,.,.,.,.,.,.,.,4007.789344788963,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-06-01 00:00:00,106.85966183617553,.,.,.,.,0.010258326620942818,.,.,.,.,.,.,.,.,.,4048.9025569157425,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-07-01 00:00:00,107.44870411144679,.,.,.,.,0.005512297766525852,.,.,.,.,.,.,.,.,.,4071.2213134371095,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-08-01 00:00:00,108.62560673096517,.,.,.,.,0.010953157874269936,.,.,.,.,.,.,.,.,.,4115.814043224279,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-09-01 00:00:00,109.14085986307904,.,.,.,.,0.0047433855388262485,.,.,.,.,.,.,.,.,.,4135.336936037406,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-10-01 00:00:00,110.05565277965171,.,.,.,.,0.008381763875786855,.,.,.,.,.,.,.,.,.,4169.998353782092,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-11-01 00:00:00,110.827330635807,.,.,.,.,0.007011705774898439,.,.,.,.,.,.,.,.,.,4199.237155320622,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-12-01 00:00:00,111.69906554174804,.,.,.,.,0.00786570335078873,.,.,.,.,0.11699065541748044,.,.,.,.,4232.267109083984,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-01-01 00:00:00,112.54793122895529,.,.,.,.,0.007599577338361635,.,.,.,.,0.10959673040152618,.,.,.,.,4264.430550296072,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-02-01 00:00:00,112.76256071015624,.,.,.,.,0.0019070051209055293,.,.,.,.,0.09289598400109167,.,.,.,.,4272.562841193233,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-03-01 00:00:00,113.40490311735864,.,.,.,.,0.0056964155758530075,.,.,.,.,0.08298291048595452,.,.,.,.,4296.901134710617,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-04-01 00:00:00,114.30095255652064,.,.,.,.,0.007901328906693744,.,.,.,.,0.0839438075848924,.,.,.,.,4330.852363855512,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-05-01 00:00:00,115.9061178089014,.,.,.,.,0.014043323493625434,.,.,.,.,0.09578412106774992,.,.,.,.,4391.671924604268,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-06-01 00:00:00,117.26750336884378,.,.,.,.,0.01174558846140408,.,.,.,.,0.09739729055688295,.,.,.,.,4443.2546956881715,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-07-01 00:00:00,118.74508523956763,.,.,.,.,0.01260009660200905,.,.,.,.,0.10513278146569482,.,.,.,.,4499.240134081173,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-08-01 00:00:00,120.11027047020708,.,.,.,.,0.011496772501238268,.,.,.,.,0.10572703881586754,.,.,.,.,4550.966874331145,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-09-01 00:00:00,121.65181888046301,.,.,.,.,0.012834442918337378,.,.,.,.,0.11463130337326821,.,.,.,.,4609.375998902991,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-10-01 00:00:00,122.72464218081122,.,.,.,.,0.008818801972886111,.,.,.,.,0.11511439059404571,.,.,.,.,4650.02517305589,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-11-01 00:00:00,123.77715898984543,.,.,.,.,0.008576246712404562,.,.,.,.,0.11684688496733031,.,.,.,.,4689.90493615891,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-12-01 00:00:00,124.66155124556657,.,.,.,.,0.00714503598998992,.,.,.,.,0.11604829137065376,.,.,.,.,4723.414475717396,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-01-01 00:00:00,125.66502006862748,.,.,.,.,0.00804954545354747,.,.,.,.,0.11654668989861938,.,.,.,.,4761.435815235627,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-02-01 00:00:00,126.6190756307978,.,.,.,.,0.007592053553560764,.,.,.,.,0.12288223000059584,.,.,.,.,4797.584890936739,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-03-01 00:00:00,127.50338458600437,.,.,.,.,0.006984010511852794,.,.,.,.,0.1243198581463072,.,.,.,.,4831.091274246547,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-04-01 00:00:00,128.31085507609652,.,.,.,.,0.006332933770456062,.,.,.,.,0.12257030415077352,.,.,.,.,4861.686255325378,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-05-01 00:00:00,128.10519626223723,.,.,.,.,-0.0016028169536967112,.,.,.,.,0.1052496510447265,.,.,.,.,4853.893862171788,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-06-01 00:00:00,127.78173278554449,.,.,.,.,-0.0025249832647740622,.,.,.,.,0.08966021373909627,.,.,.,.,4841.637861400815,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-07-01 00:00:00,128.31020734286062,.,.,.,.,0.00413575982885651,.,.,.,.,0.08055173049053277,.,.,.,.,4861.661712773868,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-08-01 00:00:00,129.99395621750847,.,.,.,.,0.013122485806204374,.,.,.,.,0.08228843136068864,.,.,.,.,4925.458799594311,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-09-01 00:00:00,131.92516820360302,.,.,.,.,0.014856167488765547,.,.,.,.,0.08444879343098655,.,.,.,.,4998.6322404800985,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-10-01 00:00:00,133.06019705877782,.,.,.,.,0.008603580883240368,.,.,.,.,0.08421743746247112,.,.,.,.,5041.638377266642,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-11-01 00:00:00,133.84030331963982,.,.,.,.,0.0058628070460273905,.,.,.,.,0.08130049527651506,.,.,.,.,5071.196530268403,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-12-01 00:00:00,134.13499247219102,.,.,.,.,0.00220179680740428,.,.,.,.,0.07599328848365627,.,.,.,.,5082.362274598468,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-01-01 00:00:00,134.35700509218995,.,.,.,.,0.0016551431949792597,.,.,.,.,0.06916789587759298,.,.,.,.,5090.774311931688,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-02-01 00:00:00,134.69534022950933,.,.,.,.,0.0025181801059587262,.,.,.,.,0.06378394849651814,.,.,.,.,5103.5937985279215,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-03-01 00:00:00,135.0418831171181,.,.,.,.,0.002572790469353047,.,.,.,.,0.05912390918555421,.,.,.,.,5116.7242760122235,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-04-01 00:00:00,136.18075412694608,.,.,.,.,0.008433465111267004,.,.,.,.,0.061334631790757044,.,.,.,.,5159.875991677945,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-05-01 00:00:00,136.81607431461092,.,.,.,.,0.004665271474944273,.,.,.,.,0.06799785103597289,.,.,.,.,5183.948213956171,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-06-01 00:00:00,137.2880908575377,.,.,.,.,0.003450007941620707,.,.,.,.,0.07439528221101588,.,.,.,.,5201.83287646327,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-07-01 00:00:00,138.00612748742537,.,.,.,.,0.005230145057758654,.,.,.,.,0.07556624173052784,.,.,.,.,5229.0392169733905,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-08-01 00:00:00,138.4826291764208,.,.,.,.,0.0034527574801982443,.,.,.,.,0.06530052016194432,.,.,.,.,5247.093821244046,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-09-01 00:00:00,138.6916333853806,.,.,.,.,0.001509244951535026,.,.,.,.,0.05129017665025648,.,.,.,.,5255.012971103989,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
