Unnamed: 0,Porto Alegre,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2010-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-06-01 00:00:00,100,100,100,100,100,.,.,.,.,.,.,.,.,.,.,4397.583686937313,4395.140461366249,4101.654371785834,4788.701658020487,5599.831038673544,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-07-01 00:00:00,101.42013303886847,102.9596466569374,100.99550811235534,100.90950297220836,97.44832684427777,0.01420133038868481,0.029596466569373907,0.009955081123553313,0.009095029722083559,-0.025516731557222214,.,.,.,.,.,4460.0352257874,4525.221089098778,4142.486673797739,4832.255041930374,5456.94165329391,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-08-01 00:00:00,103.37825256296387,103.90608952164489,103.63499189694569,102.83940646242752,97.49248633492294,0.019307010012942542,0.009192367062612923,0.026134665134354123,0.01912509162542077,0.0004531580179487519,.,.,.,.,.,4546.145170549754,4566.818582389251,4250.749175840967,4924.672362364694,5459.414510157579,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-09-01 00:00:00,104.27668122293989,104.54964220543609,105.0183821192217,103.4841672981214,93.63613862621965,0.008690693039416733,0.006193599304467446,0.013348678828977466,0.006269589235031749,-0.039555332453573025,.,.,.,.,.,4585.654322739629,4595.103626784766,4307.491061371808,4955.548035193834,5243.465554206436,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-10-01 00:00:00,105.03958163059816,105.322882946163,105.94912479151448,104.0946544994446,92.34368542063164,0.007316117071536107,0.0073959195308150915,0.008862664359427579,0.005899329503850283,-0.013802931480838438,.,.,.,.,.,4619.203506614387,4629.088643444223,4345.666908879981,4984.782445925601,5171.090358439587,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-11-01 00:00:00,106.25320660919854,106.92741397139677,107.21470636679979,105.01412189215736,91.16123493946915,0.011553977650714892,0.01523440092362401,0.011945181970834716,0.008832993366798348,-0.012804887261931897,.,.,.,.,.,4672.573680693914,4699.610035749447,4397.576690891186,5028.8129962053945,5104.875129378505,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-12-01 00:00:00,107.49014063597365,108.0530615357119,108.37160127094333,106.45117245335854,92.6426374510828,0.011641380681569235,0.010527212082546296,0.010790449774545024,0.013684355354386907,0.016250355895214643,.,.,.,.,.,4726.968889673552,4749.083827301045,4445.028521303958,5097.6290602562285,5187.831167031536,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-01-01 00:00:00,108.8682090379052,109.3767157029527,109.75544559561635,107.87326639831831,94.09074650836803,0.012820416772906879,0.012250038531331409,0.012769436904537614,0.013359119605590714,0.01563112943594529,.,.,.,.,.,4787.570600911732,4807.2602871740055,4501.789032545619,5165.728896577126,5268.9228274952375,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-02-01 00:00:00,110.09476985801562,110.98784083910743,110.61635651123498,109.07715242900505,95.85333337401588,0.011266473757122046,0.014730055897182674,0.007843901602755932,0.011160188903907176,0.01873283963679792,.,.,.,.,.,4841.509639447272,4878.071499916384,4537.100622753272,5223.379406889299,5367.624713881369,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-03-01 00:00:00,111.41849645340407,112.98609715305794,111.52308616204036,110.07191442867256,97.92949919510895,0.01202351934697351,0.018004281359498307,0.008197066685280628,0.009119801695547054,0.021659818683529234,.,.,.,.,.,4899.721624265725,4965.897671692628,4574.2915391158085,5271.015591260734,5483.88649194527,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-04-01 00:00:00,112.51776083809946,114.64409087407054,112.52383029278354,110.6001016298633,99.19708931330364,0.009866085252327215,0.014674316245887978,0.008973425728993267,0.004798564683209965,0.012943904835755686,.,.,.,.,.,4948.062695523401,5038.768824571765,4615.338604504826,5296.308900521608,5554.869396827095,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-05-01 00:00:00,113.01972024419346,115.20109127958396,113.21915928126657,110.82588480793859,99.06184256783806,0.0044611570862690166,0.00485851823034868,0.0061793931709737656,0.002041437347235891,-0.001363414455019054,.,.,.,.,.,4970.136780480839,5063.249774764459,4643.858596359235,5307.120983313631,5547.2958075957185,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-06-01 00:00:00,113.82998136363713,116.08723711500758,114.3191356165193,111.15866720123498,99.63421512428505,0.007169201248180401,0.007692165287505911,0.009715461077750164,0.003002749708455754,0.0057779316597613385,0.13829981363637134,0.1608723711500759,0.14319135616519296,0.11158667201234973,-0.0036578487571494733,5005.7686912910885,5102.1971289238745,4688.975823802738,5323.0569392990155,5579.347703668487,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-07-01 00:00:00,114.91865198277374,117.41687472430354,115.47785586651229,111.87415612595719,100.46127286979687,0.009564005950758797,0.011453779436396425,0.0101358380969558,0.006436645407298113,0.008300941041991782,0.13309506248362024,0.14041644990816438,0.1433959591355849,0.10865828124005938,0.03091839668354468,5053.64389284272,5160.636569479584,4736.5025235933435,5357.319569300141,5625.6615400094115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-08-01 00:00:00,117.32487476475403,120.15719689082938,117.94652447101622,113.85122714999736,102.05363536565146,0.020938487708165858,0.02333840151136856,0.021377852801126026,0.01767227653377081,0.01585051085226017,0.1349086665330872,0.15640187638664993,0.13809556320805116,0.10707783199422694,0.04678462107386694,5159.459553374454,5281.077577792349,4837.758777334883,5451.995602208594,5714.831149300473,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-09-01 00:00:00,118.95877821323934,121.86210003206682,119.69336291633374,115.34595038271165,102.5401646512665,0.013926317430650705,0.014188939034475458,0.0148104274640733,0.013128740639264485,0.004767388088350012,0.14079942723636973,0.16559078980502306,0.13973725838255935,0.11462413424479068,0.09509176858082835,5231.311824885351,5356.01046557998,4909.408052795286,5523.573438436401,5742.07596724858,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-10-01 00:00:00,120.69293066237415,122.96691860253591,121.60592125605383,117.49180537493066,105.29866747536713,0.014577759415335036,0.009066137627518126,0.01597881697965968,0.018603643951947895,0.026901681243463538,0.14902333757216857,0.16752328803410999,0.14777655308950055,0.1287016219988275,0.14029093592837105,5307.572630095127,5404.568793595355,4987.8545855493685,5626.332032027509,5896.5474645952545,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-11-01 00:00:00,121.50778350920291,123.7320108271481,122.36601855195701,118.37001901436867,106.80984025107321,0.006751454640771222,0.006221935405937743,0.006250495765767276,0.007474679928830086,0.014351300087055676,0.14356815560504455,0.1571589196035974,0.14131748058257987,0.1271819149802247,0.17165854896540944,5343.406465959813,5438.195671526052,5019.031149516607,5668.387063140239,5981.170586737228,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-12-01 00:00:00,122.54994700087687,124.76551399297922,123.18851911580973,119.55513409994056,109.53593929702389,0.008576927844256548,0.008352754949363154,0.006721641952446752,0.010011953157057642,0.025522920355863805,0.14010407164602,0.15466893968334072,0.13672325287343634,0.12309833085514876,0.18234910307752283,5389.236477660884,5483.619587336996,5052.767279851835,5725.138688892471,6133.827527257358,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-01-01 00:00:00,123.98076972286732,127.04073534301786,124.12554258824687,120.61333159466504,110.96737491327434,0.011675425057345841,0.018235979456363696,0.007606418838075701,0.008851125488595953,0.013068182237145934,0.13881518598051246,0.16149707482566433,0.13092832810843658,0.1181021547016523,0.17936544273676658,5452.158104272128,5583.6187614781875,5091.2007440737125,5775.812609867473,6213.98550319478,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23.04380375776494,.,.,.,.,0.004277957454024091,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-02-01 00:00:00,123.52570633684189,127.05269698439677,123.37789496512941,119.8379854529694,111.96336395622,-0.0036704352380020422,9.415595199941285e-05,-0.006023318065948541,-0.006428361868829515,0.008975512340668212,0.12199431904120028,0.14474428931884198,0.11536755373603613,0.09865340985105231,0.16806959148038625,5432.1463110430495,5584.144492418275,5060.534822654562,5738.683596324697,6269.759206763438,101.50844620664874,.,.,.,.,0.015084462066487496,.,.,.,.,.,.,.,.,.,23.391407141416526,.,.,.,.,0.0043572655583965225,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-03-01 00:00:00,122.20594308283445,126.31254517089502,122.00994042148116,117.90115098045139,110.32305966732258,-0.010684118254775058,-0.0058255497999593715,-0.011087517290150591,-0.01616210807614198,-0.01465036625318632,0.09681917251451821,0.11794767987944788,0.09403303495568305,0.07112837632030322,0.12655594661544667,5374.108617478625,5551.613780587523,5004.426055310971,5645.934371826114,6177.904938065067,101.13637720982283,.,.,.,.,-0.0036653993901991713,.,.,.,.,.,.,.,.,.,23.305668291944478,.,.,.,.,0.0043866908714906665,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-04-01 00:00:00,120.5559295122702,124.78221000887719,120.62340052762276,115.76098954343651,108.48844814704348,-0.013501909391148282,-0.012115464540338074,-0.01136415515874056,-0.01815216746586067,-0.016629447422971528,0.07143910982850765,0.08843124017567328,0.07198093251682236,0.046662596485171015,0.09366563976886533,5301.547889867239,5484.353400687162,4947.554981137972,5543.448425607468,6075.169792713397,103.89055767497221,.,.,.,.,0.027232342517424932,.,.,.,.,.,.,.,.,.,23.9403362334682,.,.,.,.,0.00457061736739409,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-05-01 00:00:00,120.91431722058937,125.3480959789255,121.09961176993617,115.79855342647929,107.8172457781201,0.002972792045725855,0.004534989162381752,0.003947917570143169,0.0003244951791698701,-0.006186855655024719,0.06985149989168815,0.08808080363332293,0.06960352416230586,0.044869198447261116,0.08838320571602831,5317.3082892642715,5509.224883921951,4967.087520377256,5545.247247897554,6037.583594126113,108.62365949944227,.,.,.,.,0.0455585370835898,.,.,.,.,.,.,.,.,.,25.031022929554272,.,.,.,.,0.004770987150427748,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-06-01 00:00:00,122.41764491098762,127.10236853664775,122.71743229277502,116.91739925335497,108.36769182221643,0.012432999870938996,0.013995207059365201,0.013359419565377072,0.009662001758821958,0.005105361764008686,0.0754428968930132,0.09488667053663691,0.07346361246491218,0.05180641507418171,0.08765539716489079,5383.418382538436,5586.327626909046,5033.444926579923,5598.825436559843,6068.40764255457,108.48486793880514,.,.,.,.,-0.0012777286391998577,.,.,.,.,.,.,.,.,.,24.99904007468871,.,.,.,.,0.004708411060722559,.,.,.,.,.,.,.,.,.,.,.,.,.
