Unnamed: 0,São José dos Pinhais,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3599.6874336449864,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,99.8777193891382,.,.,.,.,-0.0012228061086179132,.,.,.,.,.,.,.,.,.,3595.28571386201,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,100.07395391482078,.,.,.,.,0.0019647477623914167,.,.,.,.,.,.,.,.,.,3602.3495434234787,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,100.02367460876233,.,.,.,.,-0.0005024215002160659,.,.,.,.,.,.,.,.,.,3600.5396455615687,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,100.12427103999798,.,.,.,.,0.0010057262106109022,.,.,.,.,.,.,.,.,.,3604.1608026554536,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,100.41618965457981,.,.,.,.,0.002915562945424277,.,.,.,.,.,.,.,.,.,3614.6689603410264,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,100.75822106947224,.,.,.,.,0.0034061381543053493,.,.,.,.,.,.,.,.,.,3626.9810222020274,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,100.47223317104529,.,.,.,.,-0.0028383579562184513,.,.,.,.,.,.,.,.,.,3616.686351760607,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,99.95270209963367,.,.,.,.,-0.005170892046633124,.,.,.,.,.,.,.,.,.,3597.984857069122,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,99.46161151523557,.,.,.,.,-0.004913229698468524,.,.,.,.,.,.,.,.,.,3580.3071310147297,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,99.29055293511679,.,.,.,.,-0.0017198452499694872,.,.,.,.,.,.,.,.,.,3574.1495568020223,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,99.16573658320439,.,.,.,.,-0.0012570818494078706,.,.,.,.,.,.,.,.,.,3569.6565582670974,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,99.56829230532661,.,.,.,.,0.004059423506469484,.,.,.,.,-0.004317076946733889,.,.,.,.,3584.1473060097496,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,100.23007338766973,.,.,.,.,0.006646504293894795,.,.,.,.,0.003527853866573727,.,.,.,.,3607.969356469095,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,100.79740752390451,.,.,.,.,0.005660318475877446,.,.,.,.,0.007229189821954085,.,.,.,.,3628.3916120779168,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,101.13287411548833,.,.,.,.,0.003328127179305307,.,.,.,.,0.011089369702368845,.,.,.,.,3640.467360819237,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,101.24358361239892,.,.,.,.,0.0010946934701387967,.,.,.,.,0.011179233174679393,.,.,.,.,3644.4525566673788,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,101.17983516430515,.,.,.,.,-0.0006296542044366138,.,.,.,.,0.0076048046868955055,.,.,.,.,3642.1578117922036,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,100.94195726238432,.,.,.,.,-0.0023510406153017804,.,.,.,.,0.0018235354987599095,.,.,.,.,3633.5949508493413,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,100.77355590698616,.,.,.,.,-0.0016682988914156205,.,.,.,.,0.002999064780693228,.,.,.,.,3627.533028420986,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,100.75393930024426,.,.,.,.,-0.00019466026146786053,.,.,.,.,0.008016163483123284,.,.,.,.,3626.8268918931894,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,100.59340659957952,.,.,.,.,-0.0015933143833348762,.,.,.,.,0.011379215227882877,.,.,.,.,3621.0482164404702,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,100.79934273546229,.,.,.,.,0.002047213061413755,.,.,.,.,0.015195703475751943,.,.,.,.,3628.4612736451763,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,100.80189797507651,.,.,.,.,2.5349764640081318e-05,.,.,.,.,0.016499261219113937,.,.,.,.,3628.553254284469,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,100.55658768326614,.,.,.,.,-0.002433588025009481,.,.,.,.,0.009925804240057845,.,.,.,.,3619.7228505367334,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,100.43177094977872,.,.,.,.,-0.001241258642154519,.,.,.,.,0.0020123457490535124,.,.,.,.,3615.2298382663007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,100.5101004522646,.,.,.,.,0.0007799275243791648,.,.,.,.,-0.002850341875824336,.,.,.,.,3618.049455524121,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,100.81559248342019,.,.,.,.,0.0030394162355920074,.,.,.,.,-0.0031372749448990156,.,.,.,.,3629.046213780416,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,100.9461805045463,.,.,.,.,0.0012953157136639248,.,.,.,.,-0.002937500799963688,.,.,.,.,3633.746974366739,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,101.27828496540872,.,.,.,.,0.0032899160642085867,.,.,.,.,0.0009730180024873913,.,.,.,.,3645.7016969109773,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,101.4893581125315,.,.,.,.,0.0020840908512114176,.,.,.,.,0.005422926848191567,.,.,.,.,3653.2996704637553,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,102.17531474702226,.,.,.,.,0.006758902088336738,.,.,.,.,0.013909986875226599,.,.,.,.,3677.991965235773,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,103.01377433718665,.,.,.,.,0.008206087666481343,.,.,.,.,0.022429247458088275,.,.,.,.,3708.173889739112,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,103.78913995565115,.,.,.,.,0.007526814966769102,.,.,.,.,0.031768815314034526,.,.,.,.,3736.0846284717827,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,103.94380139184177,.,.,.,.,0.0014901504748638938,.,.,.,.,0.031195229760890397,.,.,.,.,3741.6519567550313,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,104.7588348224464,.,.,.,.,0.007841097012915244,.,.,.,.,0.03925458673752602,.,.,.,.,3770.990612736512,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,105.29658072786141,.,.,.,.,0.005133179519669406,.,.,.,.,0.04713756854523865,.,.,.,.,3790.3477845186762,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,106.14485420654846,.,.,.,.,0.0080560401185239,.,.,.,.,0.056885218718552455,.,.,.,.,3820.882978333917,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,106.06004809862691,.,.,.,.,-0.0007989657958974439,.,.,.,.,0.05521781016424465,.,.,.,.,3817.8302235241013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,106.19860056414471,.,.,.,.,0.0013063586902106739,.,.,.,.,0.05339459847552641,.,.,.,.,3822.817679214351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,106.79333711728782,.,.,.,.,0.0056002296638917315,.,.,.,.,0.05792350521353473,.,.,.,.,3844.2263361811365,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,107.6038609215051,.,.,.,.,0.0075896476886672115,.,.,.,.,0.062457376309806856,.,.,.,.,3873.4026597082475,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,108.37605805696538,.,.,.,.,0.0071762958024672585,.,.,.,.,0.06785637501813624,.,.,.,.,3901.1993429563777,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,108.87176648980736,.,.,.,.,0.004573966259055373,.,.,.,.,0.06553884134700216,.,.,.,.,3919.043297120909,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,109.31804748676005,.,.,.,.,0.004099143527670046,.,.,.,.,0.06119835128978135,.,.,.,.,3935.108018086961,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,110.04653753318883,.,.,.,.,0.006663950401391894,.,.,.,.,0.06028952142980892,.,.,.,.,3961.331382743612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,110.90690048142582,.,.,.,.,0.007818173724707389,.,.,.,.,0.06698907483030103,.,.,.,.,3992.301759675037,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,111.8429851392067,.,.,.,.,0.00844027426352656,.,.,.,.,0.06762341647620529,.,.,.,.,4025.997881469454,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,112.8029161600552,.,.,.,.,0.008582845134665451,.,.,.,.,0.07128755160240097,.,.,.,.,4060.5523977985977,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,113.5182339192635,.,.,.,.,0.006341305558034804,.,.,.,.,0.06946525828154693,.,.,.,.,4086.301601287449,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,114.35236197231954,.,.,.,.,0.007347965381925281,.,.,.,.,0.07818508498111831,.,.,.,.,4116.3276039938155,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,114.92908562453148,.,.,.,.,0.00504339081646199,.,.,.,.,0.08220904055240807,.,.,.,.,4137.087852829347,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,115.83935737173086,.,.,.,.,0.007920290518739437,.,.,.,.,0.08470584868518594,.,.,.,.,4169.8547905253035,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,116.74064239218218,.,.,.,.,0.007780473242432473,.,.,.,.,0.08491127913469732,.,.,.,.,4202.298234147815,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,118.18362470712388,.,.,.,.,0.01236058227343051,.,.,.,.,0.09049569458416151,.,.,.,.,4254.24108720849,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,118.91720268122288,.,.,.,.,0.006207103360697408,.,.,.,.,0.09226851474257991,.,.,.,.,4280.64760135812,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,119.42241751467846,.,.,.,.,0.004248458776901165,.,.,.,.,0.09243094127840323,.,.,.,.,4298.833756230931,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,119.57604722054091,.,.,.,.,0.0012864394228460085,.,.,.,.,0.08659527051887572,.,.,.,.,4304.363945447208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,120.23041488323946,.,.,.,.,0.005472397506932625,.,.,.,.,0.08406613440049293,.,.,.,.,4327.919135971204,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,121.28456408005054,.,.,.,.,0.008767741488996839,.,.,.,.,0.08441815934269159,.,.,.,.,4365.865212140682,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,122.25037973788469,.,.,.,.,0.007963219929592036,.,.,.,.,0.08375194453682866,.,.,.,.,4400.631557007913,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,123.38078679225625,.,.,.,.,0.009246654749009764,.,.,.,.,0.0868807814611281,.,.,.,.,4441.322677693163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,124.58389340712377,.,.,.,.,0.00975116666173692,.,.,.,.,0.0894737219094861,.,.,.,.,4484.630755321901,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,126.06905691369894,.,.,.,.,0.011920991277113657,.,.,.,.,0.09692908656352905,.,.,.,.,4538.09199943717,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,127.53137894139067,.,.,.,.,0.011599373101464305,.,.,.,.,0.10093306657546353,.,.,.,.,4590.731021707412,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,128.4870711789014,.,.,.,.,0.007493781102688057,.,.,.,.,0.10061987450144305,.,.,.,.,4625.132955085407,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,129.40913904894884,.,.,.,.,0.007176347484515233,.,.,.,.,0.09498366943511338,.,.,.,.,4658.324516333182,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,130.00810133374387,.,.,.,.,0.004628438835130977,.,.,.,.,0.09326572104333786,.,.,.,.,4679.885286431221,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,130.7605752231717,.,.,.,.,0.005787899997832913,.,.,.,.,0.0949416193747683,.,.,.,.,4706.971994470415,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,131.8825211651118,.,.,.,.,0.008580154530715589,.,.,.,.,0.10291755105329203,.,.,.,.,4747.358541554721,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,133.61007851285214,.,.,.,.,0.013099213849403935,.,.,.,.,0.11128351875526832,.,.,.,.,4809.545206310341,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,135.53919886343397,.,.,.,.,0.014438434376013554,.,.,.,.,0.11753049443270491,.,.,.,.,4878.9875091501235,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,136.92779440951318,.,.,.,.,0.010244973835785487,.,.,.,.,0.12006027877457837,.,.,.,.,4928.972608526491,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,138.0947754215917,.,.,.,.,0.008522601398138319,.,.,.,.,0.11925672555574063,.,.,.,.,4970.9802773713045,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,139.34236598573523,.,.,.,.,0.00903430676747008,.,.,.,.,0.11846212359396024,.,.,.,.,5015.88963813212,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,140.65081952046958,.,.,.,.,0.009390206097607878,.,.,.,.,0.11566488211895365,.,.,.,.,5062.989875597036,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
