Unnamed: 0,Diadema,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4640.255660177679,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,100.46154161645677,.,.,.,.,0.004615416164567732,.,.,.,.,.,.,.,.,.,4661.6723711593895,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,100.2988325647561,.,.,.,.,-0.0016196153182863604,.,.,.,.,.,.,.,.,.,4654.1222551782275,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,100.45002441350584,.,.,.,.,0.0015074138440458462,.,.,.,.,.,.,.,.,.,4661.137943497565,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,100.31257344039582,.,.,.,.,-0.0013683518138751793,.,.,.,.,.,.,.,.,.,4654.7598669378585,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,100.4266532101393,.,.,.,.,0.0011372429779330506,.,.,.,.,.,.,.,.,.,4660.0534599104985,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,100.38431505190135,.,.,.,.,-0.0004215828854652326,.,.,.,.,.,.,.,.,.,4658.088861126446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,99.76793087669259,.,.,.,.,-0.006140243870669249,.,.,.,.,.,.,.,.,.,4629.487059547882,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,98.97276745805257,.,.,.,.,-0.00797013039814165,.,.,.,.,.,.,.,.,.,4592.589444006777,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,98.59039518603227,.,.,.,.,-0.0038634089137941086,.,.,.,.,.,.,.,.,.,4574.846393011405,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,98.8714982929595,.,.,.,.,0.0028512220322964854,.,.,.,.,.,.,.,.,.,4587.890295841531,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,99.1435352418295,.,.,.,.,0.0027514193024964495,.,.,.,.,.,.,.,.,.,4600.513505759245,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,99.55820339257919,.,.,.,.,0.004182503173184582,.,.,.,.,-0.0044179660742080795,.,.,.,.,4619.755168095362,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,99.9090197835318,.,.,.,.,0.0035237316363501137,.,.,.,.,-0.005499834305095486,.,.,.,.,4636.033945533372,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,100.16504718006392,.,.,.,.,0.0025626054292879896,.,.,.,.,-0.0013338678155181416,.,.,.,.,4647.9142712925595,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,100.32604198841557,.,.,.,.,0.0016072952879684355,.,.,.,.,-0.0012342697357633492,.,.,.,.,4655.384841999689,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,100.52541356329675,.,.,.,.,0.001987236523336655,.,.,.,.,0.0021217691422041884,.,.,.,.,4664.636192787899,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,100.94534932231947,.,.,.,.,0.004177408917181991,.,.,.,.,0.005164924804322624,.,.,.,.,4684.122285615061,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,101.05885879763254,.,.,.,.,0.0011244646343302467,.,.,.,.,0.006719612973226319,.,.,.,.,4689.389415468113,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,101.45675654860949,.,.,.,.,0.003937287197886663,.,.,.,.,0.016927540313572242,.,.,.,.,4707.852888379541,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,102.12483691342898,.,.,.,.,0.006584878006615558,.,.,.,.,0.03184784599170021,.,.,.,.,4738.853525322613,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,102.31811467540071,.,.,.,.,0.001892563727035057,.,.,.,.,0.03781016885402,.,.,.,.,4747.822107612371,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,102.60160613510457,.,.,.,.,0.0027706868974592957,.,.,.,.,0.03772682630026147,.,.,.,.,4760.9768361174,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,103.03870199306854,.,.,.,.,0.004260126857940305,.,.,.,.,0.039288156728908286,.,.,.,.,4781.259201406976,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,103.7704287805724,.,.,.,.,0.007101475206404251,.,.,.,.,0.04230917437695725,.,.,.,.,4815.21319508116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,104.33491485626452,.,.,.,.,0.005439758535504824,.,.,.,.,0.04429925428476933,.,.,.,.,4841.406792159378,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,104.99577474434042,.,.,.,.,0.006334024319532228,.,.,.,.,0.048227677221500675,.,.,.,.,4872.072380521664,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,105.47478486394719,.,.,.,.,0.004562184723843732,.,.,.,.,0.05132010366885731,.,.,.,.,4894.299674709541,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,106.02646503164014,.,.,.,.,0.005230446010433321,.,.,.,.,0.054722992657768144,.,.,.,.,4919.8990449169905,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,106.22319827624777,.,.,.,.,0.001855510740162103,.,.,.,.,0.052284221010282295,.,.,.,.,4929.027970435347,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,106.52395679731849,.,.,.,.,0.0028313826541783715,.,.,.,.,0.05407836645602404,.,.,.,.,4942.983934732797,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,106.86333870810654,.,.,.,.,0.0031859679361496696,.,.,.,.,0.053289522979247606,.,.,.,.,4958.732123057758,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,107.49447960306466,.,.,.,.,0.005906056301329565,.,.,.,.,0.05257920454930587,.,.,.,.,4988.018674159749,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,108.34457802271533,.,.,.,.,0.007908298386947399,.,.,.,.,0.058899280605719584,.,.,.,.,5027.465414194669,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,108.93230108615741,.,.,.,.,0.005424572915119663,.,.,.,.,0.06170171393532242,.,.,.,.,5054.7372669122105,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,109.42180908988877,.,.,.,.,0.004493690107071124,.,.,.,.,0.061948636515720246,.,.,.,.,5077.451689762378,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,109.61490933480032,.,.,.,.,0.0017647327029013393,.,.,.,.,0.056321252816506684,.,.,.,.,5086.412034806703,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,110.2537173209022,.,.,.,.,0.005827747246962112,.,.,.,.,0.05672887616567879,.,.,.,.,5116.054358539462,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,110.61590949195698,.,.,.,.,0.0032850789964804505,.,.,.,.,0.053527246799228934,.,.,.,.,5132.861001257552,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,110.80635537121411,.,.,.,.,0.0017216861492330704,.,.,.,.,0.050548294686205475,.,.,.,.,5141.698176949356,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,111.38042507241467,.,.,.,.,0.005180837320001741,.,.,.,.,0.05049644953433852,.,.,.,.,5168.33647875268,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,112.31172233864213,.,.,.,.,0.00836140879891567,.,.,.,.,0.057318214487953156,.,.,.,.,5211.551052861879,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,113.46575931757455,.,.,.,.,0.010275303012919457,.,.,.,.,0.06516658532938391,.,.,.,.,5265.101319097334,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,114.13268155988865,.,.,.,.,0.005877740089391015,.,.,.,.,0.0680246653310923,.,.,.,.,5296.048216195299,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,114.7622356662174,.,.,.,.,0.00551598453417923,.,.,.,.,0.06761050511607425,.,.,.,.,5325.261136248099,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,115.4584588230574,.,.,.,.,0.006066657318047897,.,.,.,.,0.06565977670659806,.,.,.,.,5357.567670690834,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,115.8709502610201,.,.,.,.,0.0035726393905435305,.,.,.,.,0.0636968934437061,.,.,.,.,5376.708327988647,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,116.65178962499166,.,.,.,.,0.006738870805949038,.,.,.,.,0.06607440139436505,.,.,.,.,5412.941270772233,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,117.501789961827,.,.,.,.,0.007286646347800518,.,.,.,.,0.07195080190175163,.,.,.,.,5452.383459513764,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,118.72367162056327,.,.,.,.,0.01039883442740086,.,.,.,.,0.07682239207417019,.,.,.,.,5509.0818923439465,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,119.46202509379528,.,.,.,.,0.006219092310350449,.,.,.,.,0.07997145837761699,.,.,.,.,5543.343381177714,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,120.19253792741178,.,.,.,.,0.00611502134710129,.,.,.,.,0.08470798019439285,.,.,.,.,5577.241044287927,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,120.87363596934972,.,.,.,.,0.005666724853994554,.,.,.,.,0.08523230981353302,.,.,.,.,5608.845734730312,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,121.81638724527586,.,.,.,.,0.0077994780943397846,.,.,.,.,0.0846275411748676,.,.,.,.,5652.591804172872,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,122.51110160539886,.,.,.,.,0.005702963089228685,.,.,.,.,0.07971869524538833,.,.,.,.,5684.828326590547,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,123.28432661431488,.,.,.,.,0.006311468910030094,.,.,.,.,0.08018426387032807,.,.,.,.,5720.707943832682,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,123.53180861945121,.,.,.,.,0.0020074084997889763,.,.,.,.,0.07641514564721308,.,.,.,.,5732.191741583942,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,124.01545114322276,.,.,.,.,0.0039151254173039884,.,.,.,.,0.07411316942381108,.,.,.,.,5754.633991168277,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,124.945844625361,.,.,.,.,0.007502238419176965,.,.,.,.,0.07831897765486584,.,.,.,.,5797.806627385121,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,126.3577956603586,.,.,.,.,0.011300504144265089,.,.,.,.,0.0832049475329053,.,.,.,.,5863.324765205534,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,127.32139066832173,.,.,.,.,0.00762592448631505,.,.,.,.,0.08356979676381804,.,.,.,.,5908.038037103733,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,127.52882442506372,.,.,.,.,0.0016292137216940006,.,.,.,.,0.07416509853773245,.,.,.,.,5917.663493742072,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,127.53624179616001,.,.,.,.,5.816231059707633e-05,.,.,.,.,0.0675881452371605,.,.,.,.,5918.007678724205,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,127.63802446902488,.,.,.,.,0.000798068622937409,.,.,.,.,0.06194632936455413,.,.,.,.,5922.7306549628975,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,128.17365972175963,.,.,.,.,0.004196517886914997,.,.,.,.,0.06039384596870234,.,.,.,.,5947.585500095828,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,128.60480818428064,.,.,.,.,0.0033637836623916506,.,.,.,.,0.05572666447032604,.,.,.,.,5967.591891031728,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,129.13240669401145,.,.,.,.,0.004102478882242133,.,.,.,.,0.05404657212159791,.,.,.,.,5992.073810742525,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,129.7391525577682,.,.,.,.,0.00469863359082634,.,.,.,.,0.05235723080717891,.,.,.,.,6020.228370028391,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,130.71268133683273,.,.,.,.,0.007503739309774327,.,.,.,.,0.05812974648094671,.,.,.,.,6065.402594302392,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,131.83721220156337,.,.,.,.,0.008603073957551555,.,.,.,.,0.0630708592053375,.,.,.,.,6117.5837014035005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,132.6477168123804,.,.,.,.,0.006147768124661557,.,.,.,.,0.06164168332378539,.,.,.,.,6155.193187482938,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,132.92228894882882,.,.,.,.,0.002069934885021718,.,.,.,.,0.05195162873935488,.,.,.,.,6167.934036585757,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,133.30124040411198,.,.,.,.,0.0028509248394679165,.,.,.,.,0.04696657572149876,.,.,.,.,6185.51835293886,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,134.0474491370428,.,.,.,.,0.005597912897649326,.,.,.,.,0.051114912580484395,.,.,.,.,6220.144345905423,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,134.9706753428502,.,.,.,.,0.006887309021923471,.,.,.,.,0.05829271305149919,.,.,.,.,6262.984402176644,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,135.7160697820366,.,.,.,.,0.005522639916359484,.,.,.,.,0.063288705278983,.,.,.,.,6297.572609831641,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
