Unnamed: 0,Praia Grande,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2010-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-12-01 00:00:00,100,100,100,100,100,.,.,.,.,.,.,.,.,.,.,3023.573836167487,2834.8561492457,3058.2365584663717,3554.6590481451517,3324.038114270277,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-01-01 00:00:00,101.18651282207894,101.16589773736202,101.33173632124122,100.53578829170118,102.55817939979704,0.011865128220789296,0.011658977373620183,0.013317363212412173,0.005357882917011688,0.02558179399797033,.,.,.,.,.,3059.4489274186385,2867.9076729472235,3098.9642055049458,3573.7044951350103,3409.0729725509414,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-02-01 00:00:00,102.67083216057092,102.53444530656397,103.03425912734694,101.35038235412519,106.73975475689016,0.014669142132627254,0.013527755892156946,0.016801476693425865,0.008102528226669774,0.040772714390651534,.,.,.,.,.,3104.3284185824564,2906.7040278680975,3151.0313803774984,3602.6605366806184,3548.0701311976504,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-03-01 00:00:00,103.66716551092145,103.5326527969159,104.12425007905969,101.88032202720599,108.38225078852385,0.009704151893814534,0.009735338084362007,0.010578917740026231,0.0052287880989848,0.015387856524259577,.,.,.,.,.,3134.453293084666,2935.0017742905707,3184.365882146753,3621.4980852194963,3602.667325314531,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-04-01 00:00:00,104.69895714635227,104.50203349314779,105.24827803695715,102.77262196214615,109.24598792720586,0.009952926081712117,0.009363043156378766,0.01079506413773933,0.008758314826506776,0.007969359672806054,.,.,.,.,.,3165.650275017317,2962.4823225673013,3218.741316082556,3653.2163055934398,3631.3782770114285,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-05-01 00:00:00,105.48528419255908,105.22019702373646,106.04740253369388,103.82552275116586,109.41656022562645,0.007510361780467853,0.006872244554320112,0.0075927560207315805,0.010244954044351655,0.0015613598417384819,.,.,.,.,.,3189.4254538531345,2982.8412255758344,3243.180433589419,3690.643338758321,3637.048165223316,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-06-01 00:00:00,106.65295317358114,106.41813171047207,107.22740821143421,104.91021201701685,109.14158648221459,0.011069496470147568,0.011385026075035512,0.01112715304238974,0.010447231442798499,-0.002513090731831168,.,.,.,.,.,3224.730787656361,3016.8009507067063,3279.2677986180524,3729.200343891152,3627.9079331880703,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-07-01 00:00:00,107.49141896630098,107.46986377658354,107.9124608954804,105.6141735760947,108.97549287975781,0.007861627529011895,0.009883015696731829,0.006388783385450972,0.0067101337948269795,-0.001521817739783752,.,.,.,.,.,3250.0824199902527,3046.6160418564564,3300.2183302463077,3754.2237771463765,3622.386918537042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-08-01 00:00:00,108.07306458875213,108.43400168984853,108.19724425763951,105.9876475888211,108.69661801537332,0.005411088885462694,0.008971239744653418,0.002639022035045179,0.0035362110981941716,-0.0025590603631608037,.,.,.,.,.,3267.668904849899,3073.947964777858,3308.927679140287,3767.4995049322265,3613.1170117537818,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-09-01 00:00:00,108.49855023705112,109.08964834468945,108.4289391260726,106.33045341333876,108.97071154535429,0.003937018441348855,0.006046504275626064,0.002141411918785958,0.003234394123431761,0.00252163806920093,.,.,.,.,.,3280.5337775885146,3092.5346042899396,3316.0134563107986,3779.685083191012,3622.227985159098,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-10-01 00:00:00,108.77543175899108,109.62449857833332,108.42731687668503,106.78646224850804,109.07759461068278,0.0025519375266767775,0.004902850469862274,-1.4961406066021541e-05,0.004288600495256394,0.0009808421346684318,.,.,.,.,.,3288.9054948430735,3107.6968390276475,3315.963844086958,3795.8946425106983,3625.780818988317,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-11-01 00:00:00,109.54149917968515,110.54165194719259,109.0826053933667,107.48240174800101,108.89572659347314,0.00704265116034113,0.008366317572745153,0.006043574032427172,0.006517113544537115,-0.0016673269873501673,.,.,.,.,.,3312.0681089425825,3133.6968177027684,3336.004117067549,3820.632918899041,3619.735456778601,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-12-01 00:00:00,110.3652549199066,111.53055893141948,109.79249905956536,108.16459282809087,109.17240564015614,0.007520033470330889,0.008946012356494495,0.00650785396662159,0.00634700256967919,0.0025407704722508577,0.10365254919906608,0.11530558931419477,0.09792499059565363,0.08164592828090877,0.09172405640156134,3336.974971977846,3161.7309081554445,3357.7143446934733,3844.8824858530947,3628.932373744544,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-01-01 00:00:00,111.19458529453512,112.22141532929275,110.74249103799058,109.06212337373582,109.54946446694038,0.007514415431109819,0.006194323820237301,0.008652612761003167,0.008297822070771512,0.0034537924173536475,0.09890717837123053,0.10928107039223933,0.09287075360986052,0.08480895437250435,0.06816896622052537,3362.050388200503,3181.3156932330126,3386.7673466801716,3876.786636603729,3641.4659528600723,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-02-01 00:00:00,111.98842030021137,113.06263901369844,111.50120462545785,109.7401507144927,111.46731507299594,0.007139151637406782,0.0074961065313360765,0.006851151535023497,0.006216891068894781,0.01750670909609367,0.09075204655075075,0.10267957929314986,0.08217602154683368,0.08277983926151444,0.044290530054835076,3386.0525757344694,3205.163174579299,3409.9706029861472,3900.8881968208416,3705.2160379801226,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-03-01 00:00:00,112.75855933198069,113.89684688852044,112.18821497738625,110.55990590304067,113.04026771719117,0.006876952364403168,0.00737828058940778,0.006161461252693474,0.007469965944193948,0.014111335176281607,0.08769791067646637,0.1001055590832236,0.07744559881299251,0.08519391873846738,0.04297767295639643,3409.33829800116,3228.811767816182,3430.98100472927,3930.0276988032015,3757.501583392594,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-04-01 00:00:00,113.35657359392188,114.55373810494636,112.7708457686511,110.93975965437437,114.27584306436971,0.005303493282319531,0.005767422315640407,0.005193333287121944,0.003435727881921375,0.010930400043546904,0.08269057002609537,0.09618668915622264,0.07147449698941832,0.07946802890011306,0.04604155477558969,3427.419700761764,3247.4336888588873,3448.799232588613,3943.530204544704,3798.5725788633363,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-05-01 00:00:00,113.0328810122867,114.31956746305985,112.31107785069332,110.83163312213729,114.21172083794369,-0.0028555254571716085,-0.0020441990437009725,-0.004077010461560119,-0.000974641846835995,-0.0005611179467729479,0.0715511824943258,0.0864793138267046,0.05906486313994641,0.06747965418640534,0.04382481593672094,3417.6326165538276,3240.7952880176395,3434.7384420375283,3939.686674983093,3796.441131617217,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-06-01 00:00:00,112.80053003652218,114.19112055529601,111.95285950407593,110.70664666085084,114.2903588315754,-0.0020556051804010707,-0.0011235776220492604,-0.0031895192662438282,-0.0011277146944926979,0.0006885282268295369,0.057640943640216546,0.07304195929666979,0.04406943496502258,0.05525138623200743,0.04717516498809404,3410.6073132425317,3237.15400295438,3423.7832776021414,3935.2438324280174,3799.0550884978325,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-07-01 00:00:00,113.15079004816295,114.70079900347282,112.10649108737933,111.23815808755046,115.10357927942479,0.003105127356470368,0.0044633807400988445,0.001372288157568537,0.004801079634612345,0.007115389750834436,0.052649515061627294,0.06728337575565835,0.038865114900503483,0.05325028186111491,0.056233619483865294,3421.1976833130593,3251.6026537839,3428.4816948480766,3954.137251449121,3826.0868461373857,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-08-01 00:00:00,114.30817979615348,115.77057738402377,113.28768492465417,112.59346329623764,117.13842918394916,0.01022873766500344,0.009326686386191128,0.010536355440419407,0.012183815625753906,0.0176784242267965,0.05769351716940463,0.06765936495786518,0.04704778482983629,0.062326279124939044,0.07766397264891789,3456.192216915786,3281.92933198825,3464.6053966059676,4002.313730679702,3893.726032531968,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-09-01 00:00:00,115.52591620417107,117.07310009900655,114.40357547530469,113.89560679424534,118.60068119034531,0.01065309945612984,0.01125089590477016,0.009850060502098542,0.011565000843625422,0.012483110936206122,0.0647692153652406,0.07318248683955675,0.055101861157981435,0.07114757003338013,0.08837209107314092,3493.0113763420914,3318.8539772692616,3498.7319693784334,4048.600492351466,3942.3318465512584,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
