Unnamed: 0,Londrina,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4041.2767282039968,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,100.70159820896107,.,.,.,.,0.0070159820896107394,.,.,.,.,.,.,.,.,.,4069.6302533482362,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,100.64253181406035,.,.,.,.,-0.0005865487335976471,.,.,.,.,.,.,.,.,.,4067.243216876924,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,100.31617958640932,.,.,.,.,-0.00324268698102681,.,.,.,.,.,.,.,.,.,4054.054420248888,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,100.23305777284142,.,.,.,.,-0.000828598277073489,.,.,.,.,.,.,.,.,.,4050.6952377411076,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,100.6339849794975,.,.,.,.,0.0039999498724732074,.,.,.,.,.,.,.,.,.,4066.897815640738,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,101.09806328882215,.,.,.,.,0.004611546580602921,.,.,.,.,.,.,.,.,.,4085.6525043561173,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,100.63435063127145,.,.,.,.,-0.004586761036420084,.,.,.,.,.,.,.,.,.,4066.9125926407846,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,100.90477210260764,.,.,.,.,0.002687168642117266,.,.,.,.,.,.,.,.,.,4077.8410726299608,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,100.56741355017226,.,.,.,.,-0.003343335953351345,.,.,.,.,.,.,.,.,.,4064.207479959784,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,101.13293571699568,.,.,.,.,0.005623314221373299,.,.,.,.,.,.,.,.,.,4087.0617956804535,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,101.4371724632154,.,.,.,.,0.003008285521060028,.,.,.,.,.,.,.,.,.,4099.356844504076,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,101.83581289362294,.,.,.,.,0.003929924511175686,.,.,.,.,0.018358128936229345,.,.,.,.,4115.467007447349,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,101.09783781425124,.,.,.,.,-0.007246714671415133,.,.,.,.,0.003934789639266079,.,.,.,.,4085.643392304755,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,99.84620647715906,.,.,.,.,-0.012380396694455675,.,.,.,.,-0.007912413594408751,.,.,.,.,4035.0615063559403,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,99.55243714601721,.,.,.,.,-0.0029422182525187246,.,.,.,.,-0.007613352537356621,.,.,.,.,4023.189474741904,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,99.62960606448519,.,.,.,.,0.000775158506213014,.,.,.,.,-0.006020485873271864,.,.,.,.,4026.3080842853574,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,99.38836326162738,.,.,.,.,-0.002421396735240222,.,.,.,.,-0.01237774414005266,.,.,.,.,4016.5587950349973,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,99.41819781070437,.,.,.,.,0.000300181511174058,.,.,.,.,-0.016616198406478322,.,.,.,.,4017.7644917238104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,99.74964695107742,.,.,.,.,0.003333888037320376,.,.,.,.,-0.008791269329452067,.,.,.,.,4031.159268699539,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,100.20926158012405,.,.,.,.,0.004607681762242688,.,.,.,.,-0.006892741621539411,.,.,.,.,4049.7335677426217,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,100.35737001332251,.,.,.,.,0.0014779914636935398,.,.,.,.,-0.002088584457280107,.,.,.,.,4055.7190393859787,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,100.54024611533757,.,.,.,.,0.0018222488491954625,.,.,.,.,-0.005860500315314265,.,.,.,.,4063.10956873816,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,100.06661118376792,.,.,.,.,-0.004710898867566926,.,.,.,.,-0.013511430239683597,.,.,.,.,4043.9686704719907,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,99.66660806048625,.,.,.,.,-0.0039973685383136726,.,.,.,.,-0.021301001793962437,.,.,.,.,4027.80343733872,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,99.42240457891202,.,.,.,.,-0.0024502035970365155,.,.,.,.,-0.01657239434158342,.,.,.,.,4017.9344988683965,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,99.55940587517262,.,.,.,.,0.0013779720661639683,.,.,.,.,-0.002872423621342657,.,.,.,.,4023.471100371514,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,99.57010967966332,.,.,.,.,0.00010751173529621738,.,.,.,.,0.00017751984936520415,.,.,.,.,4023.9036707314294,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,99.70949376911496,.,.,.,.,0.0013998587517887184,.,.,.,.,0.0008018470391026877,.,.,.,.,4029.536567501257,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,99.64845498977492,.,.,.,.,-0.0006121661742800599,.,.,.,.,0.0026169233460751062,.,.,.,.,4027.0698215166085,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,99.7679982439509,.,.,.,.,0.0011996498509510012,.,.,.,.,0.003518474896442525,.,.,.,.,4031.90089522776,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,99.51252157689781,.,.,.,.,-0.002560707557030417,.,.,.,.,-0.0023772051473617273,.,.,.,.,4021.5763761361522,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,99.93800067417845,.,.,.,.,0.004275633764861064,.,.,.,.,-0.002706944464696104,.,.,.,.,4038.7711638779274,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,99.68672629502503,.,.,.,.,-0.002514302642221633,.,.,.,.,-0.006682555732662743,.,.,.,.,4028.6164708692604,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,100.14124202644547,.,.,.,.,0.004559440843460827,.,.,.,.,-0.00396860067792526,.,.,.,.,4046.9847093491812,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,99.5563191533461,.,.,.,.,-0.005840978814152353,.,.,.,.,-0.005099523451280841,.,.,.,.,4023.346357400674,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,99.92114540098514,.,.,.,.,0.0036645212553219064,.,.,.,.,0.002553887861262538,.,.,.,.,4038.089995644891,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,99.91291616986668,.,.,.,.,-8.235725366678714e-05,.,.,.,.,0.004933612227868922,.,.,.,.,4037.7574296427906,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,100.37652001903085,.,.,.,.,0.0046400792503742405,.,.,.,.,0.008207302330457189,.,.,.,.,4056.4929441101203,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,100.69439173368852,.,.,.,.,0.0031667935349561915,.,.,.,.,0.01129136100826078,.,.,.,.,4069.3390197401236,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,101.08153542783883,.,.,.,.,0.0038447393890039816,.,.,.,.,0.01376039138159646,.,.,.,.,4084.984567756529,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,101.22719629217711,.,.,.,.,0.001441023464095137,.,.,.,.,0.015843108682058293,.,.,.,.,4090.871126369133,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,101.59426541962692,.,.,.,.,0.0036261907955084105,.,.,.,.,0.01830514000301453,.,.,.,.,4105.705405593184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,102.01618123988912,.,.,.,.,0.004152949170108222,.,.,.,.,0.025159242508558277,.,.,.,.,4122.756191450051,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,102.6615524434943,.,.,.,.,0.006326165082454871,.,.,.,.,0.027252414006112335,.,.,.,.,4148.837427711877,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,103.41010103795425,.,.,.,.,0.007291420952083794,.,.,.,.,0.037350757531246614,.,.,.,.,4179.088347859086,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,104.1932254737618,.,.,.,.,0.007572997491996691,.,.,.,.,0.04046268415810417,.,.,.,.,4210.736573436256,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,105.18142946450747,.,.,.,.,0.009484340140660352,.,.,.,.,0.05650179073512196,.,.,.,.,4250.672631341444,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,105.63006148378045,.,.,.,.,0.0042653158600052254,.,.,.,.,0.057134213783132104,.,.,.,.,4268.803092731594,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,105.86374953806495,.,.,.,.,0.0022123252699268736,.,.,.,.,0.0595602009862366,.,.,.,.,4278.247073685986,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,106.10645220392682,.,.,.,.,0.00229259465039644,.,.,.,.,0.057084387701522354,.,.,.,.,4288.055360040192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,106.23413841567168,.,.,.,.,0.001203378391160026,.,.,.,.,0.0550154441235855,.,.,.,.,4293.215513200562,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,106.4756625501891,.,.,.,.,0.002273507726606505,.,.,.,.,0.053364119366796636,.,.,.,.,4302.97617184181,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,106.5738571138103,.,.,.,.,0.0009222254294489751,.,.,.,.,0.05281842249390034,.,.,.,.,4306.944485889796,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,106.55981719104582,.,.,.,.,-0.00013173890055873105,.,.,.,.,0.04887629976858521,.,.,.,.,4306.377093758458,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,106.44124189127739,.,.,.,.,-0.0011127581005122567,.,.,.,.,0.04337606640051361,.,.,.,.,4301.585137763517,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,106.83861351892031,.,.,.,.,0.0037332486974250845,.,.,.,.,0.04068768663638811,.,.,.,.,4317.644024875936,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,107.61513168797659,.,.,.,.,0.007268141578033127,.,.,.,.,0.04066363544581564,.,.,.,.,4349.025272932283,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,109.1892387638995,.,.,.,.,0.014627190909238807,.,.,.,.,0.047949502162170754,.,.,.,.,4412.639295868568,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,110.01515740339987,.,.,.,.,0.007564102917561932,.,.,.,.,0.04595609665604994,.,.,.,.,4446.016953640596,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,110.74685395354123,.,.,.,.,0.006650870365602524,.,.,.,.,0.04844068438364468,.,.,.,.,4475.58683604253,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,111.1798177388902,.,.,.,.,0.003909490607566957,.,.,.,.,0.050216133700363264,.,.,.,.,4493.084100741389,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,111.87234438965974,.,.,.,.,0.006228888163821056,.,.,.,.,0.05434063684130552,.,.,.,.,4521.0710191155495,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,112.79108954468644,.,.,.,.,0.008212442136964926,.,.,.,.,0.061721695368383456,.,.,.,.,4558.200053257146,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,113.16468171861352,.,.,.,.,0.0033122490033139496,.,.,.,.,0.06282204785785139,.,.,.,.,4573.297946840452,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,113.77103958944875,.,.,.,.,0.005358190043276423,.,.,.,.,0.0675323448972347,.,.,.,.,4597.80254636415,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,114.27167926577373,.,.,.,.,0.004400414008095321,.,.,.,.,0.07237120218498205,.,.,.,.,4618.034781095626,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,115.37962860701697,.,.,.,.,0.009695747435953583,.,.,.,.,0.0839748443077124,.,.,.,.,4662.810079983578,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,115.89457932531188,.,.,.,.,0.0044630991147391885,.,.,.,.,0.08476304126492451,.,.,.,.,4683.6206635237495,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,116.9510891782611,.,.,.,.,0.00911612828744679,.,.,.,.,0.08675320416234356,.,.,.,.,4726.317150342168,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,117.28994503592376,.,.,.,.,0.00289741515058628,.,.,.,.,0.07418960296573252,.,.,.,.,4740.011253260046,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,117.77833612847787,.,.,.,.,0.004163963862414022,.,.,.,.,0.07056462862305635,.,.,.,.,4759.748488826056,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,117.84366148344127,.,.,.,.,0.0005546466108345971,.,.,.,.,0.06408134657149867,.,.,.,.,4762.388467193808,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,117.79147440641623,.,.,.,.,-0.0004428500979016814,.,.,.,.,0.05946813731115963,.,.,.,.,4760.279442994865,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,118.09591647411504,.,.,.,.,0.0025845849135770482,.,.,.,.,0.0556310151397037,.,.,.,.,4772.58278942764,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,118.60650085255942,.,.,.,.,0.004323471917475619,.,.,.,.,0.05155913761759501,.,.,.,.,4793.216917091558,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
