Unnamed: 0,Manaus,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4560.313105644411,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,98.97217484475956,.,.,.,.,-0.01027825155240436,.,.,.,.,.,.,.,.,.,4513.441060386871,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,96.37830089945754,.,.,.,.,-0.026208113031471525,.,.,.,.,.,.,.,.,.,4395.152286915367,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,95.29343889901024,.,.,.,.,-0.011256288919007096,.,.,.,.,.,.,.,.,.,4345.679182930812,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,95.12194201237156,.,.,.,.,-0.001799671505405831,.,.,.,.,.,.,.,.,.,4337.858387933657,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,96.0536540281019,.,.,.,.,0.009794922139091389,.,.,.,.,.,.,.,.,.,4380.34737309387,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,97.60080341341651,.,.,.,.,0.016107137213769773,.,.,.,.,.,.,.,.,.,4450.902229276269,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,97.8479662262348,.,.,.,.,0.0025323850232190637,.,.,.,.,.,.,.,.,.,4462.173627421501,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,96.60743055468478,.,.,.,.,-0.012678195770382983,.,.,.,.,.,.,.,.,.,4405.601316611612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,95.51732288811262,.,.,.,.,-0.01128389048661338,.,.,.,.,.,.,.,.,.,4355.888993827287,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,94.83830116494008,.,.,.,.,-0.007108885620338623,.,.,.,.,.,.,.,.,.,4324.923477195277,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,95.32896925390699,.,.,.,.,0.005173733427737748,.,.,.,.,.,.,.,.,.,4347.29947836165,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,95.91024775177264,.,.,.,.,0.006097606031147063,.,.,.,.,-0.04089752248227352,.,.,.,.,4373.80759788011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,96.71576428692678,.,.,.,.,0.008398649300113581,.,.,.,.,-0.022798433614013458,.,.,.,.,4410.541674000877,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,98.12228730026563,.,.,.,.,0.01454285166134972,.,.,.,.,0.01809521836899175,.,.,.,.,4474.683527312073,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,98.85300761660643,.,.,.,.,0.007447037125263067,.,.,.,.,0.0373537649466984,.,.,.,.,4508.006661663769,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,99.29538874694059,.,.,.,.,0.004475140827782331,.,.,.,.,0.04387470068710564,.,.,.,.,4528.180626327295,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,99.68394059140506,.,.,.,.,0.0039130905207966915,.,.,.,.,0.03779436191194829,.,.,.,.,4545.899807012631,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,100.13712859847995,.,.,.,.,0.004546248918192886,.,.,.,.,0.025986724456765975,.,.,.,.,4566.566599092475,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,100.26000231361368,.,.,.,.,0.0012270545086869866,.,.,.,.,0.024650855612083022,.,.,.,.,4572.170025227111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,99.6322943010045,.,.,.,.,-0.006260801896310619,.,.,.,.,0.03131088083962119,.,.,.,.,4543.544574462915,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,99.20052436808436,.,.,.,.,-0.004333634349678928,.,.,.,.,0.03856056020630083,.,.,.,.,4523.854513625725,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,99.70111470941957,.,.,.,.,0.005046246927866704,.,.,.,.,0.05127478544794073,.,.,.,.,4546.6830005672255,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,98.76813286764987,.,.,.,.,-0.009357787467962564,.,.,.,.,0.03607679429096455,.,.,.,.,4504.136107363719,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,98.15980795214877,.,.,.,.,-0.006159121346520302,.,.,.,.,0.023454847142072355,.,.,.,.,4476.394586517222,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,97.75032743102204,.,.,.,.,-0.004171570112752598,.,.,.,.,0.01069694430605983,.,.,.,.,4457.720992647219,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,98.38234227735921,.,.,.,.,0.006465603368777995,.,.,.,.,0.0026503150736569836,.,.,.,.,4486.542848514351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,98.92748038238658,.,.,.,.,0.0055410157189641485,.,.,.,.,0.0007533687398666444,.,.,.,.,4511.402852961775,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,99.48970873270127,.,.,.,.,0.005683237338518055,.,.,.,.,0.0019569890224804265,.,.,.,.,4537.042226104824,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,100.10032797414208,.,.,.,.,0.006137511600132983,.,.,.,.,0.004177075868657232,.,.,.,.,4564.888375397835,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,100.48596877674058,.,.,.,.,0.003852542847792906,.,.,.,.,0.0034836247368283946,.,.,.,.,4582.474803459447,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,101.64144714580802,.,.,.,.,0.011498902614301088,.,.,.,.,0.01377862358184645,.,.,.,.,4635.1682349569155,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,102.13171186487713,.,.,.,.,0.004823472439996035,.,.,.,.,0.02508641983413029,.,.,.,.,4657.525841192975,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,103.3762092520267,.,.,.,.,0.012185220089095061,.,.,.,.,0.04209337511612765,.,.,.,.,4714.278818638559,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,104.64474402304499,.,.,.,.,0.012271051339536543,.,.,.,.,0.049584493894914816,.,.,.,.,4772.127976050962,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,107.42234246880625,.,.,.,.,0.026543124279128305,.,.,.,.,0.08762147617747407,.,.,.,.,4898.795161995188,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,108.96155151812702,.,.,.,.,0.014328574614426604,.,.,.,.,0.11004242766289773,.,.,.,.,4968.987913994629,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,108.84073658892076,.,.,.,.,-0.0011087849569226815,.,.,.,.,0.11345649113784018,.,.,.,.,4963.4783749444605,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,108.12948999103305,.,.,.,.,-0.006534746274035275,.,.,.,.,0.09907415790320084,.,.,.,.,4931.043303127537,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,108.65579263240042,.,.,.,.,0.004867336759019292,.,.,.,.,0.09833781485600146,.,.,.,.,4955.044351457166,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,111.02983989969987,.,.,.,.,0.021849247148113093,.,.,.,.,0.11599321491636316,.,.,.,.,5063.308340122016,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,113.40614954696736,.,.,.,.,0.021402441446499054,.,.,.,.,0.13292485491418615,.,.,.,.,5171.6755003970475,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,114.69713144975984,.,.,.,.,0.011383702805797258,.,.,.,.,0.14142434855351382,.,.,.,.,5230.54831730159,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,115.58142289383694,.,.,.,.,0.0077097956409175605,.,.,.,.,0.13714853673847816,.,.,.,.,5270.8747759179305,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,116.13516353823474,.,.,.,.,0.00479091389025732,.,.,.,.,0.13711169055782135,.,.,.,.,5296.127083095683,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,117.44212300133827,.,.,.,.,0.011253778987216467,.,.,.,.,0.1360652886296061,.,.,.,.,5355.728526777053,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,118.9714340476182,.,.,.,.,0.013021827323936419,.,.,.,.,0.13690787968689722,.,.,.,.,5425.469898846624,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,117.61095352482636,.,.,.,.,-0.011435354492300376,.,.,.,.,0.0948462938143313,.,.,.,.,5363.427727266008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,118.14416214641517,.,.,.,.,0.0045336646426921146,.,.,.,.,0.08427386082842725,.,.,.,.,5387.743709916749,.,.,.,.,98.23204931033143,.,.,.,.,0.00536195254015048,.,.,.,.,.,.,.,.,.,33.5921091660241,.,.,.,.,0.00596642888631688,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,118.25227046550908,.,.,.,.,0.0009150542619273949,.,.,.,.,0.08647069260597373,.,.,.,.,5392.673787760681,.,.,.,.,100,.,.,.,.,0.0179976973104095,.,.,.,.,.,.,.,.,.,34.196689778812434,.,.,.,.,0.00609072429852203,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,121.2840756988023,.,.,.,.,0.02563845261793518,.,.,.,.,0.12165585640753629,.,.,.,.,5530.933599152165,.,.,.,.,102.96659118935258,.,.,.,.,0.0296659118935259,.,.,.,.,.,.,.,.,.,35.21116576484092,.,.,.,.,0.0061259127640176,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,119.67262797013731,.,.,.,.,-0.013286556535804905,.,.,.,.,0.10139206636694076,.,.,.,.,5457.4465371912465,.,.,.,.,105.49607017184255,.,.,.,.,0.0245660165425727,.,.,.,.,.,.,.,.,.,36.076163845503274,.,.,.,.,0.00628862085792473,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,118.10992914576016,.,.,.,.,-0.013058114047325042,.,.,.,.,0.0637674453323196,.,.,.,.,5386.182577901424,.,.,.,.,106.06480798734482,.,.,.,.,0.00539108058315207,.,.,.,.,.,.,.,.,.,36.27065335192538,.,.,.,.,0.0063328145563625,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,116.04034262497373,.,.,.,.,-0.017522544766175763,.,.,.,.,0.023227956231028024,.,.,.,.,5291.80295256135,.,.,.,.,106.55404419557797,.,.,.,.,0.00461261579138972,.,.,.,.,.,.,.,.,.,36.437955940340494,.,.,.,.,0.00637542010710643,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,117.15693905167234,.,.,.,.,0.009622484744872706,.,.,.,.,0.021446112651823057,.,.,.,.,5342.723245745245,.,.,.,.,105.84067792835188,.,.,.,.,-0.00669487744563424,.,.,.,.,.,.,.,.,.,36.19400829095049,.,.,.,.,0.00627139936302105,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,119.22833889868988,.,.,.,.,0.017680556216170373,.,.,.,.,0.031552786888622064,.,.,.,.,5437.1855644390835,.,.,.,.,108.32604497717101,.,.,.,.,0.0234821535298704,.,.,.,.,.,.,.,.,.,37.043921550499995,.,.,.,.,0.00624691403177049,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,121.71100763025443,.,.,.,.,0.020822807350139305,.,.,.,.,0.0480116781355715,.,.,.,.,5550.403031974357,.,.,.,.,113.1391418085672,.,.,.,.,0.044431575365006,.,.,.,.,.,.,.,.,.,38.6898413426864,.,.,.,.,0.00636527784590787,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,124.16488637548079,.,.,.,.,0.020161518608744045,.,.,.,.,0.057243203735902304,.,.,.,.,5662.307585989537,.,.,.,.,118.66583541152707,.,.,.,.,0.0488486434898994,.,.,.,.,.,.,.,.,.,40.57978760911605,.,.,.,.,0.00656811654384371,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,125.86104121517126,.,.,.,.,0.013660503296891946,.,.,.,.,0.05790975978986257,.,.,.,.,5739.657557435963,.,.,.,.,121.57515916450487,.,.,.,.,0.0245169449394462,.,.,.,.,.,.,.,.,.,41.57468002758318,.,.,.,.,0.00674563962952031,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,126.21604210473599,.,.,.,.,0.0028205780449395146,.,.,.,.,0.07316570712177062,.,.,.,.,5755.846709527938,.,.,.,.,120.45237064518942,.,.,.,.,-0.00923534484372901,.,.,.,.,0.23277719838021516,.,.,.,.,41.19072352076075,.,.,.,.,0.00671804781247605,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,126.8684871015008,.,.,.,.,0.00516927155918423,.,.,.,.,0.07384474015968423,.,.,.,.,5785.600244222525,.,.,.,.,117.57198571686048,.,.,.,.,-0.0239130613445006,.,.,.,.,0.19688010727976324,.,.,.,.,40.20572722238444,.,.,.,.,0.00678634321961033,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,128.37235731841793,.,.,.,.,0.011853772763239068,.,.,.,.,0.08558048664157014,.,.,.,.,5854.18143481648,.,.,.,.,115.86924043237696,.,.,.,.,-0.014482576560237,.,.,.,.,0.15869240432376963,.,.,.,.,39.62344469972625,.,.,.,.,0.0066177294468991,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,130.62527683469057,.,.,.,.,0.01754988038962657,.,.,.,.,0.07701918889241721,.,.,.,.,5956.9216187766815,.,.,.,.,115.87193795306504,.,.,.,.,2.32807316076222e-05,.,.,.,.,0.12533528219828027,.,.,.,.,39.624367162507674,.,.,.,.,0.00648315341121762,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,131.5397291902733,.,.,.,.,0.007000577359464577,.,.,.,.,0.09916303687337158,.,.,.,.,5998.623509393195,.,.,.,.,117.27451900452752,.,.,.,.,0.0121045792125321,.,.,.,.,0.1116482236115437,.,.,.,.,40.1040034535727,.,.,.,.,0.00649728472590461,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,130.6207758431963,.,.,.,.,-0.006986127710113532,.,.,.,.,0.1059254441004398,.,.,.,.,5956.716359471684,.,.,.,.,119.45563308627831,.,.,.,.,0.0185983630567403,.,.,.,.,0.1262513490858459,.,.,.,.,40.84987226983101,.,.,.,.,0.00665653097575877,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,130.3432729784583,.,.,.,.,-0.0021244925468145714,.,.,.,.,0.12325825682633185,.,.,.,.,5944.061359962498,.,.,.,.,120.63614116827348,.,.,.,.,0.00988239776974376,.,.,.,.,0.13215919751340532,.,.,.,.,41.25356695644471,.,.,.,.,0.0067332235046356,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,131.52306706888993,.,.,.,.,0.009051438278879331,.,.,.,.,0.12262293751871911,.,.,.,.,5997.86366448807,.,.,.,.,120.87359407217878,.,.,.,.,0.00196833968332988,.,.,.,.,0.14203344534511886,.,.,.,.,41.33476798936398,.,.,.,.,0.00670078026133425,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,133.57037378346917,.,.,.,.,0.015566141819874701,.,.,.,.,0.1202904864502552,.,.,.,.,6091.2272609057645,.,.,.,.,120.17596371299376,.,.,.,.,-0.00577156958506941,.,.,.,.,0.1093912247818154,.,.,.,.,41.09620149963067,.,.,.,.,0.00656641557688531,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,134.72934765296796,.,.,.,.,0.008676878237816377,.,.,.,.,0.10696107341631667,.,.,.,.,6144.080098167512,.,.,.,.,120.68026316189625,.,.,.,.,0.00419634204146568,.,.,.,.,0.06665351383068385,.,.,.,.,41.26865521772812,.,.,.,.,0.00659199565332738,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,136.45119507293577,.,.,.,.,0.012780047183208465,.,.,.,.,0.09895155591976756,.,.,.,.,6222.601731719505,.,.,.,.,120.88059142560938,.,.,.,.,0.00165999193624877,.,.,.,.,0.01866380501516418,.,.,.,.,41.33716085260937,.,.,.,.,0.00654552460246958,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,138.3378476244287,.,.,.,.,0.013826574039783601,.,.,.,.,0.09913160012658051,.,.,.,.,6308.638995283211,.,.,.,.,122.07029644395124,.,.,.,.,0.00984198541975201,.,.,.,.,0.0040726846080159085,.,.,.,.,41.744000587014696,.,.,.,.,0.00656222925677958,.,.,.,.,.,.,.,.,.,.,.,.,.
