Unnamed: 0,Itapema,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5785.743507185433,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,102.59459028343589,.,.,.,.,0.025945902834358936,.,.,.,.,.,.,.,.,.,5935.8598460473895,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,105.58269665500313,.,.,.,.,0.029125379450437583,.,.,.,.,.,.,.,.,.,6108.744016428135,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,104.48932354895139,.,.,.,.,-0.010355608832613883,.,.,.,.,.,.,.,.,.,6045.484252935435,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,103.24804307944521,.,.,.,.,-0.011879495697229459,.,.,.,.,.,.,.,.,.,5973.666948765021,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,103.86161736930298,.,.,.,.,0.0059427207679436655,.,.,.,.,.,.,.,.,.,6009.1667834022255,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,105.76182803960975,.,.,.,.,0.01829560061201585,.,.,.,.,.,.,.,.,.,6119.108098882345,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,108.4785720441042,.,.,.,.,0.025687377524119315,.,.,.,.,.,.,.,.,.,6276.291938729232,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,108.98327940873763,.,.,.,.,0.0046525996344073395,.,.,.,.,.,.,.,.,.,6305.493012308797,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,108.91769666886869,.,.,.,.,-0.0006017688238484364,.,.,.,.,.,.,.,.,.,6301.698563194996,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,107.65301133612249,.,.,.,.,-0.011611385214939762,.,.,.,.,.,.,.,.,.,6228.527113669306,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,105.76489995177194,.,.,.,.,-0.017538862693356028,.,.,.,.,.,.,.,.,.,6119.285831840815,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,104.49288338322528,.,.,.,.,-0.012026830915801812,.,.,.,.,0.04492883383225266,.,.,.,.,6045.690215815804,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,103.39550696351877,.,.,.,.,-0.010501924955806818,.,.,.,.,0.007806617072793065,.,.,.,.,5982.19883086325,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,104.70984013398201,.,.,.,.,0.01271170488024187,.,.,.,.,-0.008267041368276717,.,.,.,.,6058.242776936111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,105.10848874212606,.,.,.,.,0.0038071742601646363,.,.,.,.,0.005925631175941026,.,.,.,.,6081.307562898291,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,107.02648887157522,.,.,.,.,0.018247813781766098,.,.,.,.,0.0365958102394508,.,.,.,.,6192.278130855704,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,108.4062107720483,.,.,.,.,0.012891405810094847,.,.,.,.,0.043756235632129714,.,.,.,.,6272.105301129541,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,109.42545375125042,.,.,.,.,0.00940207181805608,.,.,.,.,0.034640340277293236,.,.,.,.,6331.076085621171,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,109.5100660091098,.,.,.,.,0.0007732410966441172,.,.,.,.,0.009508734725842682,.,.,.,.,6335.971533836554,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,108.88816777169731,.,.,.,.,-0.005678913912450456,.,.,.,.,-0.0008727177008833742,.,.,.,.,6299.9900969441605,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,109.02414000047868,.,.,.,.,0.0012487328197721137,.,.,.,.,0.0009772822494915623,.,.,.,.,6307.857101342454,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,109.19494406760298,.,.,.,.,0.0015666628246142622,.,.,.,.,0.014323173242837939,.,.,.,.,6317.739386566107,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,108.8018276326248,.,.,.,.,-0.003600134038575953,.,.,.,.,0.028713946519475675,.,.,.,.,6294.994677953679,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,109.26942206585358,.,.,.,.,0.0042976707597930375,.,.,.,.,0.04571161717406591,.,.,.,.,6322.048492514173,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,110.9861708273665,.,.,.,.,0.015711154402173744,.,.,.,.,0.07341386571590536,.,.,.,.,6421.375172518093,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,113.00700271482515,.,.,.,.,0.018207961157628905,.,.,.,.,0.07923956879531535,.,.,.,.,6538.295322237865,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,112.77697372730262,.,.,.,.,-0.0020355286132400785,.,.,.,.,0.0729578084220246,.,.,.,.,6524.986435027636,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,111.34219417213704,.,.,.,.,-0.012722273951373375,.,.,.,.,0.04032371187791073,.,.,.,.,6441.973770072219,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,109.92557790728743,.,.,.,.,-0.012723085577597826,.,.,.,.,0.014015498968356965,.,.,.,.,6360.01198650695,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,110.75466784256281,.,.,.,.,0.007542284071270888,.,.,.,.,0.012147211144621028,.,.,.,.,6407.981003605873,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,113.6925985477115,.,.,.,.,0.02652647299096178,.,.,.,.,0.038193133207076624,.,.,.,.,6577.962138624621,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,117.51412822809932,.,.,.,.,0.03361282730101478,.,.,.,.,0.07921852881653613,.,.,.,.,6799.066043982824,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,120.29179163390953,.,.,.,.,0.023636846460015848,.,.,.,.,0.10335006204480379,.,.,.,.,6959.7745241359535,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,121.99127077035062,.,.,.,.,0.014127972601931216,.,.,.,.,0.11718790473325758,.,.,.,.,7058.102027928566,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,123.43827483467163,.,.,.,.,0.011861537757443363,.,.,.,.,0.13452390939118763,.,.,.,.,7141.821971628728,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,124.17980931947004,.,.,.,.,0.00600733026925071,.,.,.,.,0.1364552586782275,.,.,.,.,7184.725254936492,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,125.2202343451162,.,.,.,.,0.008378375126744775,.,.,.,.,0.12825078486481067,.,.,.,.,7244.921578304948,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,126.59285096029593,.,.,.,.,0.010961619919962029,.,.,.,.,0.1202212953099453,.,.,.,.,7324.337654996258,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,128.47008381134822,.,.,.,.,0.014828900975150994,.,.,.,.,0.1391517218930871,.,.,.,.,7432.949532790767,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,131.35205774503524,.,.,.,.,0.02243303536657648,.,.,.,.,0.17971501030384385,.,.,.,.,7599.693152537841,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,133.87273845406926,.,.,.,.,0.01919026433470017,.,.,.,.,0.21784884830879991,.,.,.,.,7745.5332729976535,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,137.44625387852034,.,.,.,.,0.026693376603162067,.,.,.,.,0.24099739140475296,.,.,.,.,7952.287709646102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,140.31563619746956,.,.,.,.,0.02087639523071516,.,.,.,.,0.23416684981991698,.,.,.,.,8118.302810861033,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,144.1735491636343,.,.,.,.,0.027494533543898303,.,.,.,.,0.22686141094275958,.,.,.,.,8341.511759813775,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,147.49502466038868,.,.,.,.,0.023038036560954378,.,.,.,.,0.2261437181787782,.,.,.,.,8533.683812709996,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,150.5942594057407,.,.,.,.,0.021012469759492447,.,.,.,.,0.2344675029185932,.,.,.,.,8712.997585761635,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,152.5299629511868,.,.,.,.,0.012853767156095985,.,.,.,.,0.23567801928113008,.,.,.,.,8824.99242796064,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,154.8332513137884,.,.,.,.,0.015100563312525628,.,.,.,.,0.24684723033724487,.,.,.,.,8958.254784851619,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,156.88459474119216,.,.,.,.,0.013248726678525058,.,.,.,.,0.2528693590271254,.,.,.,.,9076.940254012707,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,159.14022669705818,.,.,.,.,0.014377651034424899,.,.,.,.,0.25710279443007633,.,.,.,.,9207.445333445225,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,161.16813695370925,.,.,.,.,0.012742914213082157,.,.,.,.,0.2545188122580855,.,.,.,.,9324.77501945096,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,162.98021288645904,.,.,.,.,0.011243388221769068,.,.,.,.,0.2407891865905638,.,.,.,.,9429.617085075302,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,164.43723050506404,.,.,.,.,0.00893984363377931,.,.,.,.,0.22831005329349585,.,.,.,.,9513.91638734229,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,165.71147390934595,.,.,.,.,0.00774911740101758,.,.,.,.,0.20564561952926974,.,.,.,.,9587.64084237127,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,166.88121543481748,.,.,.,.,0.007058904841504399,.,.,.,.,0.18932729065178133,.,.,.,.,9655.31908673209,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,169.2621381539269,.,.,.,.,0.014267170291790032,.,.,.,.,0.1740165872022581,.,.,.,.,9793.073168364068,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,171.8134922161128,.,.,.,.,0.015073389063924525,.,.,.,.,0.16487652794877694,.,.,.,.,9940.6879703623,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,174.76531644372255,.,.,.,.,0.01718039828849327,.,.,.,.,0.16050450484210455,.,.,.,.,10111.472948954759,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,177.77418324045044,.,.,.,.,0.017216612872364756,.,.,.,.,0.165503352920517,.,.,.,.,10285.558264286301,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,180.4492332500908,.,.,.,.,0.015047460552931824,.,.,.,.,0.16544238216885665,.,.,.,.,10440.329796533031,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,183.6783874800028,.,.,.,.,0.017895084239214265,.,.,.,.,0.17078663958696239,.,.,.,.,10627.16037772717,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,187.64436283332142,.,.,.,.,0.021591954326964036,.,.,.,.,0.1791133312290938,.,.,.,.,10856.621539228378,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,190.7267288113558,.,.,.,.,0.016426637771006947,.,.,.,.,0.18340220602125834,.,.,.,.,11034.959328670195,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,193.26597392967648,.,.,.,.,0.01331352524182483,.,.,.,.,0.18582477287789634,.,.,.,.,11181.873538234957,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,196.06117399340815,.,.,.,.,0.014462970417900678,.,.,.,.,0.19231620108908487,.,.,.,.,11343.596644435156,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,199.20244839080007,.,.,.,.,0.016021909557154546,.,.,.,.,0.2021041373379835,.,.,.,.,11525.342723925138,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,201.6864927175705,.,.,.,.,0.012469948772402484,.,.,.,.,0.20856318185402767,.,.,.,.,11669.063157276867,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,203.08936723847862,.,.,.,.,0.006955718759374729,.,.,.,.,0.19985112709488062,.,.,.,.,11750.229878784266,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,204.77144769272235,.,.,.,.,0.00828246440035696,.,.,.,.,0.19182402412933852,.,.,.,.,11847.550739451308,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,208.97964734667963,.,.,.,.,0.020550714962332295,.,.,.,.,0.19577300347220028,.,.,.,.,12091.026377699542,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,212.48001309592377,.,.,.,.,0.01674979259313858,.,.,.,.,0.19522424022914264,.,.,.,.,12293.548561764177,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,215.49738031651648,.,.,.,.,0.014200710818059514,.,.,.,.,0.19422718753174895,.,.,.,.,12468.125689817563,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,216.33908523371363,.,.,.,.,0.003905870762609176,.,.,.,.,0.1778145932235311,.,.,.,.,12516.824577413958,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,217.30246042536493,.,.,.,.,0.004453079713314656,.,.,.,.,0.1580548285289436,.,.,.,.,12572.562995014758,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,217.98184087860946,.,.,.,.,0.0031264277998264145,.,.,.,.,0.14290137642014078,.,.,.,.,12611.870205477442,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
