Unnamed: 0,Maceió,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5070.4309800981955,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,100.02064408689724,.,.,.,.,0.00020644086897236846,.,.,.,.,.,.,.,.,.,5071.477724275791,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,99.68632159162684,.,.,.,.,-0.003342534916891182,.,.,.,.,.,.,.,.,.,5054.526132902163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,98.92567939942388,.,.,.,.,-0.007630356703490215,.,.,.,.,.,.,.,.,.,5015.958295541007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,98.86152180895859,.,.,.,.,-0.0006485433393512707,.,.,.,.,.,.,.,.,.,5012.70522919797,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,99.21257389440112,.,.,.,.,0.0035509476186388333,.,.,.,.,.,.,.,.,.,5030.505082894529,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,99.5914969864744,.,.,.,.,0.003819305126350203,.,.,.,.,.,.,.,.,.,5049.7181167457575,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,98.91645708480368,.,.,.,.,-0.006778087709258918,.,.,.,.,.,.,.,.,.,5015.490684443422,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,98.04411099377103,.,.,.,.,-0.008819018763326358,.,.,.,.,.,.,.,.,.,4971.258977990026,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,97.45647556815528,.,.,.,.,-0.005993582068922865,.,.,.,.,.,.,.,.,.,4941.463329319574,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,96.76385840272505,.,.,.,.,-0.0071069383680498754,.,.,.,.,.,.,.,.,.,4906.344653990121,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,95.89821095118785,.,.,.,.,-0.008945979065183907,.,.,.,.,.,.,.,.,.,4862.452597428948,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,94.67650441145564,.,.,.,.,-0.012739617638477752,.,.,.,.,-0.05323495588544358,.,.,.,.,4800.506810552481,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,94.6440561826931,.,.,.,.,-0.00034272736371332435,.,.,.,.,-0.05375478185816307,.,.,.,.,4798.861545508812,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,94.70987961550867,.,.,.,.,0.0006954840638750959,.,.,.,.,-0.04992101119454051,.,.,.,.,4802.199077238456,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,95.78406204732688,.,.,.,.,0.011341820263937041,.,.,.,.,-0.03175734926633511,.,.,.,.,4856.664756044139,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,96.49660229312504,.,.,.,.,0.007439027230293105,.,.,.,.,-0.023921536635897134,.,.,.,.,4892.793617412756,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,97.72183069649842,.,.,.,.,0.012697114450222147,.,.,.,.,-0.015025748646430692,.,.,.,.,4954.917977954362,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,98.70029317085826,.,.,.,.,0.010012731724180712,.,.,.,.,-0.008948593429990992,.,.,.,.,5004.530242382939,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,99.24476244412183,.,.,.,.,0.0055163896253180855,.,.,.,.,0.003319016561993182,.,.,.,.,5032.137181091611,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,98.9684154678883,.,.,.,.,-0.002784499347148084,.,.,.,.,0.009427434904030196,.,.,.,.,5018.125198396101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,98.1313064987653,.,.,.,.,-0.00845834466648221,.,.,.,.,0.006924433976047917,.,.,.,.,4975.680165888507,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,97.2649880641077,.,.,.,.,-0.008828155514962965,.,.,.,.,0.005178892921952061,.,.,.,.,4931.754087591326,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,96.41482783231902,.,.,.,.,-0.008740660423752211,.,.,.,.,0.005387137841331935,.,.,.,.,4888.647299818239,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,96.74923960640916,.,.,.,.,0.0034684683010763884,.,.,.,.,0.021892814989721288,.,.,.,.,4905.603418012802,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,97.33864913992308,.,.,.,.,0.0060921360820169745,.,.,.,.,0.02847081016929942,.,.,.,.,4935.489021599743,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,97.66334443749284,.,.,.,.,0.0033357284124932995,.,.,.,.,0.031184337198761902,.,.,.,.,4951.9524725586425,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,98.08687960160269,.,.,.,.,0.004336685033154097,.,.,.,.,0.024041761281099028,.,.,.,.,4973.427530731278,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,97.88443257114709,.,.,.,.,-0.002063956273029355,.,.,.,.,0.014382167299593407,.,.,.,.,4963.1625937807685,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,98.46487256874977,.,.,.,.,0.005929849950152111,.,.,.,.,0.0076036425735726,.,.,.,.,4992.5934032400955,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,98.89060831704154,.,.,.,.,0.004323732283251669,.,.,.,.,0.0019282125723154575,.,.,.,.,5014.180040514834,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,99.82780449710053,.,.,.,.,0.009477099959324331,.,.,.,.,0.0058747891437289645,.,.,.,.,5061.699925972842,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,100.48733760704857,.,.,.,.,0.006606707552776037,.,.,.,.,0.01534754428450058,.,.,.,.,5095.141097103653,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,101.0905901769544,.,.,.,.,0.006003269509087916,.,.,.,.,0.030156366849414473,.,.,.,.,5125.728602296396,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,102.14322116055739,.,.,.,.,0.01041274941377246,.,.,.,.,0.050154050224469504,.,.,.,.,5179.101529795115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,104.02798576809244,.,.,.,.,0.01845217515289055,.,.,.,.,0.07896252170894225,.,.,.,.,5274.667218357499,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,105.92318993449244,.,.,.,.,0.018218214573768154,.,.,.,.,0.09482193726177401,.,.,.,.,5370.762237546756,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,107.4870678252128,.,.,.,.,0.014764263535563149,.,.,.,.,0.10425888149219631,.,.,.,.,5450.057586608747,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,108.97141801697151,.,.,.,.,0.013809570042160324,.,.,.,.,0.11578626192466857,.,.,.,.,5525.320538584828,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,110.60131928349287,.,.,.,.,0.014957144691532864,.,.,.,.,0.1275852563841342,.,.,.,.,5607.963557347539,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,111.61233279939081,.,.,.,.,0.009141061991372101,.,.,.,.,0.14024600099985896,.,.,.,.,5659.226299870608,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,112.51366408756638,.,.,.,.,0.008075552813644693,.,.,.,.,0.14267820748975746,.,.,.,.,5704.92768073958,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,113.34502916903809,.,.,.,.,0.0073890143762864735,.,.,.,.,0.14616575929693876,.,.,.,.,5747.081473388239,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,115.34614604340976,.,.,.,.,0.0176550916175362,.,.,.,.,0.15545109525833523,.,.,.,.,5848.5467233343525,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,116.87033668221314,.,.,.,.,0.013214057782474642,.,.,.,.,0.16303545765367544,.,.,.,.,5925.829757679995,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,118.7224988591627,.,.,.,.,0.015848009251362427,.,.,.,.,0.17441691310085794,.,.,.,.,6019.742362501706,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,120.65970379719008,.,.,.,.,0.016317083591084414,.,.,.,.,0.18127960354340988,.,.,.,.,6117.967001827439,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,123.27682031404623,.,.,.,.,0.021690062502184748,.,.,.,.,0.1850351557211234,.,.,.,.,6250.666088483381,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,125.31470816594592,.,.,.,.,0.016530989740878965,.,.,.,.,0.18307150911378378,.,.,.,.,6353.9957854657605,.,.,.,.,95.15808773691192,.,.,.,.,0.0246310202977906,.,.,.,.,.,.,.,.,.,34.47913311798568,.,.,.,.,0.00555202168619108,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,126.75822064294907,.,.,.,.,0.01151909858092326,.,.,.,.,0.17928810607312817,.,.,.,.,6427.188089301311,.,.,.,.,100,.,.,.,.,0.0508828243425272,.,.,.,.,.,.,.,.,.,36.23352879191076,.,.,.,.,0.00572521035475707,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,127.85673239204417,.,.,.,.,0.008666197296894662,.,.,.,.,0.17330520900564395,.,.,.,.,6482.887369347448,.,.,.,.,105.86418178567772,.,.,.,.,0.0586418178567771,.,.,.,.,.,.,.,.,.,38.35832878763428,.,.,.,.,0.00597832122658607,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,127.74590633839996,.,.,.,.,-0.000866798733009877,.,.,.,.,0.15501250044732418,.,.,.,.,6477.268010789452,.,.,.,.,107.82990080995621,.,.,.,.,0.0185683107461039,.,.,.,.,.,.,.,.,.,39.0705781562643,.,.,.,.,0.00606045391766988,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,127.98081261322986,.,.,.,.,0.0018388555967314701,.,.,.,.,0.1466547594096015,.,.,.,.,6489.178771322621,.,.,.,.,107.82828001841196,.,.,.,.,-1.50310028301792e-05,.,.,.,.,.,.,.,.,.,39.06999088629345,.,.,.,.,0.00601562252452974,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,128.89119760327122,.,.,.,.,0.007113449051090459,.,.,.,.,0.14556039613960703,.,.,.,.,6535.3392138958425,.,.,.,.,106.67030412815012,.,.,.,.,-0.0107390741099098,.,.,.,.,.,.,.,.,.,38.650415358692044,.,.,.,.,0.00591347283737653,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,130.69113054499613,.,.,.,.,0.013964746818980744,.,.,.,.,0.15303804236609952,.,.,.,.,6626.603571394055,.,.,.,.,107.57065734142638,.,.,.,.,0.0084405235424716,.,.,.,.,.,.,.,.,.,38.97664509945339,.,.,.,.,0.00591285209480362,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,132.0390089795569,.,.,.,.,0.010313465259195409,.,.,.,.,0.1447197284759294,.,.,.,.,6694.946817114087,.,.,.,.,107.96305361613496,.,.,.,.,0.0036478002868674,.,.,.,.,.,.,.,.,.,39.11882411662831,.,.,.,.,0.00588756786342679,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,133.6368819007323,.,.,.,.,0.01210152161489475,.,.,.,.,0.14346279556043173,.,.,.,.,6775.965860731964,.,.,.,.,110.19545150790651,.,.,.,.,0.0206774245169916,.,.,.,.,.,.,.,.,.,39.92770064949336,.,.,.,.,0.00594938518284601,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,135.36998351293627,.,.,.,.,0.012968737279363873,.,.,.,.,0.14022181822101,.,.,.,.,6863.841581793736,.,.,.,.,111.84345126169893,.,.,.,.,0.0149552429908977,.,.,.,.,.,.,.,.,.,40.52482911477435,.,.,.,.,0.00594999398489824,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,137.80520219855885,.,.,.,.,0.017989354969448312,.,.,.,.,0.14209796528414853,.,.,.,.,6987.317664462682,.,.,.,.,113.71303660588308,.,.,.,.,0.0167160913141848,.,.,.,.,.,.,.,.,.,41.202245858748654,.,.,.,.,0.00593802152719187,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,139.57807236546563,.,.,.,.,0.012865045285825438,.,.,.,.,0.13223290485504213,.,.,.,.,7077.209822642442,.,.,.,.,115.5849467193789,.,.,.,.,0.0164617019241484,.,.,.,.,0.24458072566125244,.,.,.,.,41.88050494868086,.,.,.,.,0.00590211399297684,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,141.11255628637323,.,.,.,.,0.010993732001755685,.,.,.,.,0.1260653944907033,.,.,.,.,7155.014770752767,.,.,.,.,118.59877031914748,.,.,.,.,0.0260745337979489,.,.,.,.,0.24633410716536375,.,.,.,.,42.972519590440406,.,.,.,.,0.00585433939956244,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,142.54949222586538,.,.,.,.,0.010182906307614648,.,.,.,.,0.12457788932993119,.,.,.,.,7227.873615792942,.,.,.,.,122.90513848373539,.,.,.,.,0.0363103947283732,.,.,.,.,0.22905138483735388,.,.,.,.,44.53286873924204,.,.,.,.,0.00599591398554708,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,144.3980733006836,.,.,.,.,0.01296799480624733,.,.,.,.,0.12937403138005354,.,.,.,.,7321.604643302757,.,.,.,.,125.00491066075078,.,.,.,.,0.0170844946185327,.,.,.,.,0.18080457953024665,.,.,.,.,45.29369029556545,.,.,.,.,0.00603242511619126,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,146.6746854406518,.,.,.,.,0.015766222415084297,.,.,.,.,0.1481752303835817,.,.,.,.,7437.038690544381,.,.,.,.,126.16492408749073,.,.,.,.,0.00927974285656741,.,.,.,.,0.17003654032705562,.,.,.,.,45.7140040945333,.,.,.,.,0.00599915149962989,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,149.09930439233725,.,.,.,.,0.016530589067917267,.,.,.,.,0.16501295270666438,.,.,.,.,7559.977321019972,.,.,.,.,124.69042439439247,.,.,.,.,-0.0116870810469933,.,.,.,.,0.1563796099975001,.,.,.,.,45.179740823697905,.,.,.,.,0.00582462719172476,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,151.48101137302038,.,.,.,.,0.015973964401711394,.,.,.,.,0.17526265710774824,.,.,.,.,7680.740129623691,.,.,.,.,124.53263801100168,.,.,.,.,-0.0012654250248737,.,.,.,.,0.16745366978041387,.,.,.,.,45.122569249042286,.,.,.,.,0.00571037354469421,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,153.5709125294785,.,.,.,.,0.013796456318289074,.,.,.,.,0.17506759555197982,.,.,.,.,7786.707125314174,.,.,.,.,123.80649553498523,.,.,.,.,-0.00583094108993576,.,.,.,.,0.15093184884077382,.,.,.,.,44.85946220592457,.,.,.,.,0.00556560055714402,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,155.2474485991273,.,.,.,.,0.01091701574233328,.,.,.,.,0.1757695683944709,.,.,.,.,7871.714729582167,.,.,.,.,123.18959890002802,.,.,.,.,-0.00498274854070879,.,.,.,.,0.1410347778605019,.,.,.,.,44.63593878608102,.,.,.,.,0.00545792398820634,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,157.18442882980153,.,.,.,.,0.012476728269305237,.,.,.,.,0.17620545012836164,.,.,.,.,7969.9279752766515,.,.,.,.,124.01496304974764,.,.,.,.,0.00669994997215162,.,.,.,.,0.12540909223326313,.,.,.,.,44.93499734290779,.,.,.,.,0.0054186774412783,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,159.24567415875367,.,.,.,.,0.013113546578993773,.,.,.,.,0.17637359498928928,.,.,.,.,8074.441997011667,.,.,.,.,125.44858241593764,.,.,.,.,0.0115600515529317,.,.,.,.,0.12164441458806996,.,.,.,.,45.454448228722654,.,.,.,.,0.00541320217689678,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,161.1265427309378,.,.,.,.,0.01181111249721667,.,.,.,.,0.16923410843936093,.,.,.,.,8169.810139790622,.,.,.,.,127.55371706006522,.,.,.,.,0.0167808563762626,.,.,.,.,0.12171586360983766,.,.,.,.,46.21721279611111,.,.,.,.,0.00544335037042898,.,.,.,.,.,.,.,.,.,.,.,.,.
