Unnamed: 0,São Leopoldo,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3921.4917234460077,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,100.06520979519189,.,.,.,.,0.0006520979519188952,.,.,.,.,.,.,.,.,.,3924.0489201673336,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,98.93518080040309,.,.,.,.,-0.011292925854067382,.,.,.,.,.,.,.,.,.,3879.7349266641504,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,98.0284047124661,.,.,.,.,-0.009165355342771075,.,.,.,.,.,.,.,.,.,3844.1757774255143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,97.68864126674033,.,.,.,.,-0.003465969345541664,.,.,.,.,.,.,.,.,.,3830.851982022083,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,97.87472075597071,.,.,.,.,0.0019048221657858022,.,.,.,.,.,.,.,.,.,3838.149073791283,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,98.00237781042306,.,.,.,.,0.0013042903567574982,.,.,.,.,.,.,.,.,.,3843.1551346160263,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,98.29357534316098,.,.,.,.,0.00297133130076932,.,.,.,.,.,.,.,.,.,3854.574421761223,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,98.60677461475719,.,.,.,.,0.0031863656449850897,.,.,.,.,.,.,.,.,.,3866.8565052747613,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,98.41497694855997,.,.,.,.,-0.0019450759539244578,.,.,.,.,.,.,.,.,.,3859.335175669075,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,96.89421564338916,.,.,.,.,-0.015452539362638795,.,.,.,.,.,.,.,.,.,3799.698646953432,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,96.58659542123554,.,.,.,.,-0.0031748048127638873,.,.,.,.,.,.,.,.,.,3787.635345402032,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,97.32996665524313,.,.,.,.,0.007696422373783651,.,.,.,.,-0.026700333447568725,.,.,.,.,3816.7865868181175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,98.63836926174719,.,.,.,.,0.0134429575131636,.,.,.,.,-0.014259106999976123,.,.,.,.,3868.0954867415257,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,97.0704479793008,.,.,.,.,-0.01589565292067785,.,.,.,.,-0.018848025606425067,.,.,.,.,3806.609583420242,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,94.75163278250885,.,.,.,.,-0.023887962248679506,.,.,.,.,-0.033426759718966914,.,.,.,.,3715.677437396038,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,94.40509674658513,.,.,.,.,-0.0036573093860994277,.,.,.,.,-0.03361234712221495,.,.,.,.,3702.0880554285313,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,95.96252425427099,.,.,.,.,0.016497282046821216,.,.,.,.,-0.01953718474934274,.,.,.,.,3763.1624462411037,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,98.59992065732361,.,.,.,.,0.027483608039158502,.,.,.,.,0.006097228049470882,.,.,.,.,3866.587727901275,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,99.07772247416234,.,.,.,.,0.004845864110776477,.,.,.,.,0.007977603096273267,.,.,.,.,3885.3246866030804,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,98.70001269910595,.,.,.,.,-0.003812257343267955,.,.,.,.,0.0009455545495027362,.,.,.,.,3870.5128290355974,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,98.93643092979063,.,.,.,.,0.0023953211779761396,.,.,.,.,0.005298522617174672,.,.,.,.,3879.7839503846144,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,99.55177856154748,.,.,.,.,0.006219626339599049,.,.,.,.,0.02742746716624711,.,.,.,.,3903.91475683438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,99.38757208748652,.,.,.,.,-0.0016494579648261842,.,.,.,.,0.028999641762247563,.,.,.,.,3897.4754135447174,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,100.40583715596539,.,.,.,.,0.010245396351794778,.,.,.,.,0.031602502357957585,.,.,.,.,3937.406593927858,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,101.27378275177198,.,.,.,.,0.008644373876972589,.,.,.,.,0.02671793450915083,.,.,.,.,3971.4430086314273,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,101.78249176579722,.,.,.,.,0.005023106673837985,.,.,.,.,0.04854251612706273,.,.,.,.,3991.391990512851,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,101.96401647192168,.,.,.,.,0.001783457085548168,.,.,.,.,0.0761188327589879,.,.,.,.,3998.5104668395315,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,101.691149347784,.,.,.,.,-0.0026761119616430795,.,.,.,.,0.07717859365958901,.,.,.,.,3987.8100051504675,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,101.63028343982145,.,.,.,.,-0.0005985369263001861,.,.,.,.,0.05906221443834325,.,.,.,.,3985.4231536073157,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,101.88976347608649,.,.,.,.,0.002553176351403952,.,.,.,.,0.0333655726782629,.,.,.,.,3995.5986417534436,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,102.1926096927654,.,.,.,.,0.0029722928618829414,.,.,.,.,0.03143882540714804,.,.,.,.,4007.4747310752764,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,102.49756318471464,.,.,.,.,0.00298410514093006,.,.,.,.,0.038475683860201615,.,.,.,.,4019.433457022425,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,103.24283180353777,.,.,.,.,0.007271086215777212,.,.,.,.,0.04352694789246181,.,.,.,.,4048.6591042270147,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,103.91583937587352,.,.,.,.,0.0065186857099814866,.,.,.,.,0.043837095402850856,.,.,.,.,4075.0510404743263,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,104.7549111526122,.,.,.,.,0.008074532061504769,.,.,.,.,0.05400412699890733,.,.,.,.,4107.955170752905,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,105.14465885730536,.,.,.,.,0.0037205673739282297,.,.,.,.,0.047196675368374574,.,.,.,.,4123.2390947347685,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,105.25796784354456,.,.,.,.,0.001077648522241903,.,.,.,.,0.03934073541558192,.,.,.,.,4127.68249725206,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,105.23385021917494,.,.,.,.,-0.00022912872881486468,.,.,.,.,0.03390915660936411,.,.,.,.,4126.736726608513,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,105.40616988820919,.,.,.,.,0.0016374927713407317,.,.,.,.,0.03375851143756581,.,.,.,.,4133.494228167561,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,105.97939240841802,.,.,.,.,0.00543822549303119,.,.,.,.,0.0421692850177966,.,.,.,.,4155.973101854479,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,106.64822403130663,.,.,.,.,0.006310959212816547,.,.,.,.,0.04937446223355724,.,.,.,.,4182.201278589845,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,107.2174193254264,.,.,.,.,0.00533712867035363,.,.,.,.,0.05228843082544121,.,.,.,.,4204.522224938996,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,107.58870603338531,.,.,.,.,0.0034629327052908554,.,.,.,.,0.05280319542521594,.,.,.,.,4219.082202461859,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,107.04709391592245,.,.,.,.,-0.005034098256510244,.,.,.,.,0.04438672091168572,.,.,.,.,4197.842928102372,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,106.30191144395106,.,.,.,.,-0.006961258308952112,.,.,.,.,0.029629947057578265,.,.,.,.,4168.620659139444,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,105.81461069498616,.,.,.,.,-0.004584120288578575,.,.,.,.,0.01827220306852939,.,.,.,.,4149.511200600495,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,105.94567100196367,.,.,.,.,0.0012385842192936813,.,.,.,.,0.011367102852263722,.,.,.,.,4154.650719691341,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,106.23914452307383,.,.,.,.,0.002770037872568798,.,.,.,.,0.01040933203515193,.,.,.,.,4166.159259532181,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,106.28857083421178,.,.,.,.,0.0004652363435326823,.,.,.,.,0.009791211171767067,.,.,.,.,4168.09750823266,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,106.39615037309208,.,.,.,.,0.0010121458783005632,.,.,.,.,0.011044926622910456,.,.,.,.,4172.316230945973,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,106.22795035265874,.,.,.,.,-0.0015808844572244851,.,.,.,.,0.007796322220237295,.,.,.,.,4165.7202810658455,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,106.13246463947868,.,.,.,.,-0.0008988756053661673,.,.,.,.,0.001444358451035077,.,.,.,.,4161.975816726416,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,105.94113702067939,.,.,.,.,-0.0018027247312989436,.,.,.,.,-0.0066300870647378884,.,.,.,.,4154.472919990536,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,106.34387887940714,.,.,.,.,0.003801562547409043,.,.,.,.,-0.008147374293424159,.,.,.,.,4170.266408647397,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,106.92577470071743,.,.,.,.,0.005471831829363172,.,.,.,.,-0.006161718614425715,.,.,.,.,4193.085405119158,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,107.74592115123959,.,.,.,.,0.007670240901389125,.,.,.,.,0.006528222390287608,.,.,.,.,4225.2473802965205,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,108.62460389944299,.,.,.,.,0.008155137000221302,.,.,.,.,0.021849959459257606,.,.,.,.,4259.704851542665,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,109.8279474092621,.,.,.,.,0.01107800136084336,.,.,.,.,0.03792800151053344,.,.,.,.,4306.893867684846,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,110.31853082776726,.,.,.,.,0.004466835901767885,.,.,.,.,0.041274549346358214,.,.,.,.,4326.132055838124,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,110.19798162948683,.,.,.,.,-0.0010927375244748072,.,.,.,.,0.037263450531203945,.,.,.,.,4321.404729004877,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,110.69671412159042,.,.,.,.,0.0045257860872665034,.,.,.,.,0.041473351770384026,.,.,.,.,4340.962482404855,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,111.46743547704178,.,.,.,.,0.006962459198244897,.,.,.,.,0.04766417850802451,.,.,.,.,4371.186256569711,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,113.61821418403872,.,.,.,.,0.019295130436906227,.,.,.,.,0.06956986185693648,.,.,.,.,4455.528865554235,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,114.43911643160648,.,.,.,.,0.007225093735746091,.,.,.,.,0.0782668321172475,.,.,.,.,4487.720479250187,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,114.81873595164188,.,.,.,.,0.003317218201892347,.,.,.,.,0.08379746697668167,.,.,.,.,4502.607227308961,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,112.83969161821952,.,.,.,.,-0.017236249093143474,.,.,.,.,0.061083090134210316,.,.,.,.,4424.999167570476,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,111.76531287466594,.,.,.,.,-0.009521283939596503,.,.,.,.,0.04526072583990404,.,.,.,.,4382.867494063559,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,110.95082567729658,.,.,.,.,-0.007287477450921842,.,.,.,.,0.02974501950341457,.,.,.,.,4350.927446030192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,111.7251999526702,.,.,.,.,0.0069794367968554205,.,.,.,.,0.02854414140002315,.,.,.,.,4381.294469147463,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,112.18583828401228,.,.,.,.,0.004122958218353734,.,.,.,.,0.021468951486125487,.,.,.,.,4399.358363186063,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,112.61967427534952,.,.,.,.,0.003867119040809275,.,.,.,.,0.020859083513130594,.,.,.,.,4416.371205679683,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,112.87661905940757,.,.,.,.,0.002281526613456819,.,.,.,.,0.024307499922521236,.,.,.,.,4426.447274120345,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,113.34654771225081,.,.,.,.,0.004163206311095458,.,.,.,.,0.02393778001169733,.,.,.,.,4444.875487347694,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,114.5400869083031,.,.,.,.,0.010530000429146646,.,.,.,.,0.027565462667293206,.,.,.,.,4491.680028136968,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,115.67438826876811,.,.,.,.,0.009903094986937644,.,.,.,.,0.018097222346751485,.,.,.,.,4536.161562106538,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
