Unnamed: 0,Canoas,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4608.239897523896,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,100.71905083815192,.,.,.,.,0.007190508381519134,.,.,.,.,.,.,.,.,.,4641.375485131092,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,101.20684608888399,.,.,.,.,0.004843127955166393,.,.,.,.,.,.,.,.,.,4663.854260493555,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,102.13116816256336,.,.,.,.,0.009132999489654958,.,.,.,.,.,.,.,.,.,4706.449239074467,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,102.26517404643766,.,.,.,.,0.0013120958693140228,.,.,.,.,.,.,.,.,.,4712.624551680193,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,101.70053541429809,.,.,.,.,-0.005521318840010725,.,.,.,.,.,.,.,.,.,4686.604648957104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,101.26191138998358,.,.,.,.,-0.004312897887190914,.,.,.,.,.,.,.,.,.,4666.3918016685175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,100.18616972268394,.,.,.,.,-0.010623359292090684,.,.,.,.,.,.,.,.,.,4616.819044961727,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,99.66345386202816,.,.,.,.,-0.00521744530310575,.,.,.,.,.,.,.,.,.,4592.731044120302,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,99.81060766725213,.,.,.,.,0.001476507180131259,.,.,.,.,.,.,.,.,.,4599.512244483357,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,100.51281539169395,.,.,.,.,0.007035401755921988,.,.,.,.,.,.,.,.,.,4631.871661004579,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,100.53110304712428,.,.,.,.,0.00018194351992883995,.,.,.,.,.,.,.,.,.,4632.714400038441,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,99.90380150474824,.,.,.,.,-0.006239875256138228,.,.,.,.,-0.0009619849525175361,.,.,.,.,4603.806840084886,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,99.6513519019808,.,.,.,.,-0.0025269268933219013,.,.,.,.,-0.01060076447589664,.,.,.,.,4592.173356769016,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,99.9619667078871,.,.,.,.,0.0031170154742288236,.,.,.,.,-0.012300347546682633,.,.,.,.,4606.487232182407,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,99.4426611771066,.,.,.,.,-0.005195031149177298,.,.,.,.,-0.026324059871492222,.,.,.,.,4582.556387522932,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,98.93554344023396,.,.,.,.,-0.005099599416084288,.,.,.,.,-0.032558792739078024,.,.,.,.,4559.187185644946,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,98.64071143307521,.,.,.,.,-0.0029800413168685758,.,.,.,.,-0.03008660641517813,.,.,.,.,4545.600619460386,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,99.84807082206073,.,.,.,.,0.012239970408209011,.,.,.,.,-0.013962214899122416,.,.,.,.,4601.238636530118,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,100.72021360282638,.,.,.,.,0.008734698363074944,.,.,.,.,0.005330514996437774,.,.,.,.,4641.429068116735,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,101.1849503433566,.,.,.,.,0.004614135771820793,.,.,.,.,0.015266343101401736,.,.,.,.,4662.845252012301,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,100.86074944062752,.,.,.,.,-0.003204042712171784,.,.,.,.,0.01052134435326102,.,.,.,.,4647.905296664606,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,99.97544796548044,.,.,.,.,-0.008777462789607893,.,.,.,.,-0.005346257829107803,.,.,.,.,4607.10848087351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,99.1254362716033,.,.,.,.,-0.008502204402931257,.,.,.,.,-0.01398240676680984,.,.,.,.,4567.937902862645,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,99.21691028210512,.,.,.,.,0.0009228106724410434,.,.,.,.,-0.006875526379348851,.,.,.,.,4572.1532447104555,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,99.23597542072717,.,.,.,.,0.00019215614120460245,.,.,.,.,-0.004168297502498586,.,.,.,.,4573.031812034956,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,99.42406638399498,.,.,.,.,0.0018953908849121959,.,.,.,.,-0.005381049829321527,.,.,.,.,4581.6994948479005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,99.81113650556917,.,.,.,.,0.003893123019925948,.,.,.,.,0.0037054049449292137,.,.,.,.,4599.536614621677,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,100.59387003754387,.,.,.,.,0.007842146271233252,.,.,.,.,0.016761686848283164,.,.,.,.,4635.6068535334325,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,100.82894374621185,.,.,.,.,0.0023368591801891103,.,.,.,.,0.022183865884029874,.,.,.,.,4646.43961396486,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,99.71750787749909,.,.,.,.,-0.01102298434773119,.,.,.,.,-0.001307616096001718,.,.,.,.,4595.221982827447,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,98.4722385259453,.,.,.,.,-0.012487971050014313,.,.,.,.,-0.022319006249784112,.,.,.,.,4537.8369837375085,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,97.34830386102148,.,.,.,.,-0.011413721082695671,.,.,.,.,-0.03791716524360611,.,.,.,.,4486.043378086387,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,98.5429471844128,.,.,.,.,0.012271845281422111,.,.,.,.,-0.022980220443227117,.,.,.,.,4541.095408348011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,99.50518566590651,.,.,.,.,0.009764661084197046,.,.,.,.,-0.004703777868905412,.,.,.,.,4585.437665961533,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,101.47882210789112,.,.,.,.,0.01983450841055845,.,.,.,.,0.023741492847905832,.,.,.,.,4676.387567913139,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,101.55577110254266,.,.,.,.,0.0007582763876559095,.,.,.,.,0.023573207569026478,.,.,.,.,4679.933562185415,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,101.97798164863296,.,.,.,.,0.004157425437339102,.,.,.,.,0.027631171218709838,.,.,.,.,4699.390037021902,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,101.97340396882052,.,.,.,.,-4.4888903844131356e-05,.,.,.,.,0.025641051282085936,.,.,.,.,4699.179086554404,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,101.95342033336716,.,.,.,.,-0.00019596909268093654,.,.,.,.,0.021463374757569875,.,.,.,.,4698.258192692468,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,102.0335325657799,.,.,.,.,0.0007857728769744554,.,.,.,.,0.014311632783376549,.,.,.,.,4701.949956549308,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,101.88148505907023,.,.,.,.,-0.0014901719355020493,.,.,.,.,0.010438880680012419,.,.,.,.,4694.943242681923,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,102.98673555030665,.,.,.,.,0.010848394000103179,.,.,.,.,0.032784891463831345,.,.,.,.,4745.8758367866585,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,104.29908979695487,.,.,.,.,0.012742944415469637,.,.,.,.,0.05917252779294069,.,.,.,.,4806.352268777551,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,106.27723086891582,.,.,.,.,0.018966043479496486,.,.,.,.,0.09172144406996208,.,.,.,.,4897.509754884963,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,106.7269780302849,.,.,.,.,0.004231829882016758,.,.,.,.,0.08305039660074853,.,.,.,.,4918.235183013154,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,106.7609352313619,.,.,.,.,0.00031816886136670774,.,.,.,.,0.0729183058842473,.,.,.,.,4919.800012301266,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,106.78166928281038,.,.,.,.,0.0001942100957017523,.,.,.,.,0.05225570286262626,.,.,.,.,4920.755487132488,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,106.61491033667706,.,.,.,.,-0.0015616813939447471,.,.,.,.,0.04981636374978726,.,.,.,.,4913.070834844082,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,107.33038718474776,.,.,.,.,0.0067108516605352,.,.,.,.,0.05248589400951875,.,.,.,.,4946.041724414423,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,107.23264459435717,.,.,.,.,-0.0009106702486999518,.,.,.,.,0.05157463045113908,.,.,.,.,4941.53751136717,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,108.1632942481897,.,.,.,.,0.008678790468639619,.,.,.,.,0.06090893169172262,.,.,.,.,4984.424080021248,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,107.82572750138779,.,.,.,.,-0.0031208992768594346,.,.,.,.,0.056767562486124135,.,.,.,.,4968.868194514349,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,108.38025578377923,.,.,.,.,0.005142819763347406,.,.,.,.,0.06378755394997482,.,.,.,.,4994.4221880665655,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,107.95811243462417,.,.,.,.,-0.003895020786786607,.,.,.,.,0.04827201151442573,.,.,.,.,4974.9688098260585,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,107.22138409053626,.,.,.,.,-0.0068242054948306485,.,.,.,.,0.028018406481498337,.,.,.,.,4941.018600337432,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,105.87942080195688,.,.,.,.,-0.01251581762315479,.,.,.,.,-0.0037431354176851173,.,.,.,.,4879.177712662993,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,105.16208318721931,.,.,.,.,-0.006775042867672276,.,.,.,.,-0.014662598641381308,.,.,.,.,4846.12107450071,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,105.3584858643058,.,.,.,.,0.0018676187379897957,.,.,.,.,-0.013136353330146844,.,.,.,.,4855.171781026015,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,105.69152900381255,.,.,.,.,0.003161047131368999,.,.,.,.,-0.010209058224315726,.,.,.,.,4870.519207856731,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,105.8952744509798,.,.,.,.,0.001927736774059774,.,.,.,.,-0.006749861566498816,.,.,.,.,4879.90828684248,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,105.93549085152497,.,.,.,.,0.00037977521427356997,.,.,.,.,-0.012996285300096333,.,.,.,.,4881.761555057751,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,105.96060509866417,.,.,.,.,0.00023707113581417083,.,.,.,.,-0.011862427719701474,.,.,.,.,4882.918879814382,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,105.91642357265914,.,.,.,.,-0.00041696181296713153,.,.,.,.,-0.02077294974369892,.,.,.,.,4880.882889105684,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,106.07693531700443,.,.,.,.,0.0015154566112702827,.,.,.,.,-0.01621869126142328,.,.,.,.,4888.279655348815,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,106.13607238058854,.,.,.,.,0.0005574921957105516,.,.,.,.,-0.020706570463054463,.,.,.,.,4891.004833107122,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,106.0728549812579,.,.,.,.,-0.0005956259536715747,.,.,.,.,-0.017462860463662855,.,.,.,.,4888.091623688991,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,107.2574800277731,.,.,.,.,0.011168032073092693,.,.,.,.,0.0003366486782745426,.,.,.,.,4942.681987718565,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,107.85421620202978,.,.,.,.,0.005563585626868761,.,.,.,.,0.01865136194659267,.,.,.,.,4970.1810221836195,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,109.14770563256296,.,.,.,.,0.01199294265984241,.,.,.,.,0.037899804991957664,.,.,.,.,5029.788118191705,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,109.1141228308283,.,.,.,.,-0.00030768215914422914,.,.,.,.,0.03564626936039561,.,.,.,.,5028.240542123462,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,109.81555123423384,.,.,.,.,0.00642839245010518,.,.,.,.,0.03901942066021702,.,.,.,.,5060.564045661761,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,109.95404124462607,.,.,.,.,0.001261114740450875,.,.,.,.,0.038328120066633664,.,.,.,.,5066.94599757474,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,109.97621601121406,.,.,.,.,0.00020167304754781235,.,.,.,.,0.03814326178327154,.,.,.,.,5067.967864015831,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,110.12724492250337,.,.,.,.,0.0013732870321152557,.,.,.,.,0.03932253708781164,.,.,.,.,5074.927638562661,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,109.88816696665133,.,.,.,.,-0.002170924697337928,.,.,.,.,0.03749884352229427,.,.,.,.,5063.910352814903,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
