Unnamed: 0,Belém,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2024-07-01 00:00:00,118.37787254145712,.,.,.,.,0.006658062671841991,.,.,.,.,0.07059487719134738,.,.,.,.,7321.358964876784,.,.,.,.,177.1946713972307,.,.,.,.,0.01909065117947928,.,.,.,.,0.14375025164585975,.,.,.,.,48.814334439817955,.,.,.,.,0.0065072190990067376,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,119.2536536450835,.,.,.,.,0.007398182488198346,.,.,.,.,0.07301511763523516,.,.,.,.,7375.523714560549,.,.,.,.,181.3089660185819,.,.,.,.,0.02321906516098271,.,.,.,.,0.12411015201258802,.,.,.,.,49.947757651966086,.,.,.,.,0.006616945110856977,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,120.58944839001852,.,.,.,.,0.011201289890123922,.,.,.,.,0.0720759891266507,.,.,.,.,7458.139093778826,.,.,.,.,184.4470039801458,.,.,.,.,0.017307682187334805,.,.,.,.,0.11851637315842045,.,.,.,.,50.81223756737633,.,.,.,.,0.006661266074990735,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,122.06859776507557,.,.,.,.,0.012265993375084383,.,.,.,.,0.08153487943296844,.,.,.,.,7549.620578493575,.,.,.,.,185.30630676856237,.,.,.,.,0.004658805889354856,.,.,.,.,0.12170641077050837,.,.,.,.,51.04896191900652,.,.,.,.,0.006620358966253908,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,122.75872063589406,.,.,.,.,0.005653565973999797,.,.,.,.,0.09194073013430604,.,.,.,.,7592.302856512754,.,.,.,.,186.77600642619356,.,.,.,.,0.007931190703977409,.,.,.,.,0.1251879762505388,.,.,.,.,51.45384097122624,.,.,.,.,0.006635246883610101,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,123.02454556921528,.,.,.,.,0.0021654260645942447,.,.,.,.,0.09899456291738873,.,.,.,.,7608.7434270085405,.,.,.,.,191.2970523356908,.,.,.,.,0.024205710337231068,.,.,.,.,0.13499541134262305,.,.,.,.,52.699317741513696,.,.,.,.,0.006793234080819637,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,123.52816246525973,.,.,.,.,0.004093629394965825,.,.,.,.,0.0918216984154161,.,.,.,.,7639.8908027600955,.,.,.,.,195.43082293974214,.,.,.,.,0.0216091704162662,.,.,.,.,0.13060217049439382,.,.,.,.,53.83810627941102,.,.,.,.,0.006979841326552609,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,125.55875544170068,.,.,.,.,0.01643829986552281,.,.,.,.,0.09710098924705668,.,.,.,.,7765.477618715716,.,.,.,.,200.01268551966973,.,.,.,.,0.02344493315335594,.,.,.,.,0.14130445341768683,.,.,.,.,55.100337082235086,.,.,.,.,0.007008738403721107,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,127.14715718047226,.,.,.,.,0.012650664887396967,.,.,.,.,0.10375739977305076,.,.,.,.,7863.716073760669,.,.,.,.,202.39111969459768,.,.,.,.,0.01189141663064186,.,.,.,.,0.15201817018614427,.,.,.,.,55.755558146968745,.,.,.,.,0.006978736629777042,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,128.95598281635932,.,.,.,.,0.014226237345752235,.,.,.,.,0.11284598997609119,.,.,.,.,7975.587165045595,.,.,.,.,205.59454397789466,.,.,.,.,0.015827889524653305,.,.,.,.,0.17946287427646102,.,.,.,.,56.63805096170436,.,.,.,.,0.006958795691523226,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,129.40464036689926,.,.,.,.,0.003479152659236151,.,.,.,.,0.1078763142514636,.,.,.,.,8003.335450339831,.,.,.,.,205.73577148813908,.,.,.,.,0.0006869224616175007,.,.,.,.,0.18293666320428947,.,.,.,.,56.676956911092184,.,.,.,.,0.0069547612209354655,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,131.3760386567568,.,.,.,.,0.015234370917982964,.,.,.,.,0.11719146252942059,.,.,.,.,8125.261231171351,.,.,.,.,208.39736291008174,.,.,.,.,0.012936940439140399,.,.,.,.,0.19854509504985351,.,.,.,.,57.41018332692271,.,.,.,.,0.006953003808572357,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,132.65638349628838,.,.,.,.,0.009745649607206586,.,.,.,.,0.12061807370149169,.,.,.,.,8204.447180097366,.,.,.,.,209.8370305767319,.,.,.,.,0.006908281595057186,.,.,.,.,0.18421749887909633,.,.,.,.,57.80678903976895,.,.,.,.,0.00695954436094904,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,134.17758455110823,.,.,.,.,0.011467228449375089,.,.,.,.,0.1251444333138887,.,.,.,.,8298.529450212372,.,.,.,.,214.2376643927604,.,.,.,.,0.020971674084090175,.,.,.,.,0.1816164919875154,.,.,.,.,59.019094179358746,.,.,.,.,0.007036439145136597,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,134.57095967130098,.,.,.,.,0.0029317499007661674,.,.,.,.,0.11594307352715072,.,.,.,.,8322.858663104538,.,.,.,.,216.62626254650556,.,.,.,.,0.011149291421354235,.,.,.,.,0.17446343866785496,.,.,.,.,59.67711525978876,.,.,.,.,0.007099151158816952,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,135.16995834777669,.,.,.,.,0.004451173402781672,.,.,.,.,0.10732785353949148,.,.,.,.,8359.90515022086,.,.,.,.,217.7546024714752,.,.,.,.,0.005208694050784501,.,.,.,.,0.17510626739455248,.,.,.,.,59.9879550950104,.,.,.,.,0.007094016940936471,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,135.39465197454447,.,.,.,.,0.001662304475892995,.,.,.,.,0.10293306474029618,.,.,.,.,8373.801857970113,.,.,.,.,221.02888154477012,.,.,.,.,0.015036555076826996,.,.,.,.,0.18339012474876926,.,.,.,.,60.88996728574275,.,.,.,.,0.0071835222818354555,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,137.4780392793641,.,.,.,.,0.015387515492202297,.,.,.,.,0.11748463400758591,.,.,.,.,8502.65386378826,.,.,.,.,225.0051061656393,.,.,.,.,0.017989615624344424,.,.,.,.,0.17620791025466032,.,.,.,.,61.98535439259217,.,.,.,.,0.007194160952314942,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,140.48196525580795,.,.,.,.,0.021850224168091792,.,.,.,.,0.13724645823430115,.,.,.,.,8688.438756735726,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
