Unnamed: 0,Caxias do Sul,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3950.9947149382506,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,99.8136478002279,.,.,.,.,-0.001863521997720996,.,.,.,.,.,.,.,.,.,3943.631949374084,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,99.60333040231738,.,.,.,.,-0.0021071006074384613,.,.,.,.,.,.,.,.,.,3935.3223200980437,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,99.93616388370219,.,.,.,.,0.003341589885001106,.,.,.,.,.,.,.,.,.,3948.4725533571022,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,100.35840223492214,.,.,.,.,0.004225080639590262,.,.,.,.,.,.,.,.,.,3965.155168298245,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,100.76379145247512,.,.,.,.,0.004039414822528009,.,.,.,.,.,.,.,.,.,3981.1720748586927,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,101.23926657656725,.,.,.,.,0.004718710136233595,.,.,.,.,.,.,.,.,.,3999.9580718824186,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,101.72323085506063,.,.,.,.,0.004780400874668134,.,.,.,.,.,.,.,.,.,4019.0794749478814,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,102.27375628969787,.,.,.,.,0.005411993209512245,.,.,.,.,.,.,.,.,.,4040.8307057747897,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,102.27156811529258,.,.,.,.,-2.1395267805535134e-05,.,.,.,.,.,.,.,.,.,4040.744251119683,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,102.18988409868241,.,.,.,.,-0.0007986972148318339,.,.,.,.,.,.,.,.,.,4037.5169199404663,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,102.1196780712303,.,.,.,.,-0.0006870154328026956,.,.,.,.,.,.,.,.,.,4034.7430835062655,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,102.04245469299197,.,.,.,.,-0.0007562046776573572,.,.,.,.,0.020424546929919574,.,.,.,.,4031.691991913372,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,102.0185541883489,.,.,.,.,-0.00023422118484872634,.,.,.,.,0.022090229509836412,.,.,.,.,4030.747684238081,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,102.06455423720983,.,.,.,.,0.00045089885096794013,.,.,.,.,0.024710256423666532,.,.,.,.,4032.565143737446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,102.24817499187391,.,.,.,.,0.0017990648765027206,.,.,.,.,0.023134879490293914,.,.,.,.,4039.8199900497534,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,102.42914445058824,.,.,.,.,0.001769904046978965,.,.,.,.,0.02063347133425708,.,.,.,.,4046.970083799209,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,102.60241843191193,.,.,.,.,0.0016916472577517272,.,.,.,.,0.01824690152021513,.,.,.,.,4053.816129643671,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,102.70614099355662,.,.,.,.,0.0010109173178360908,.,.,.,.,0.01448918454856618,.,.,.,.,4057.914202572451,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,102.80616085147938,.,.,.,.,0.0009738449615104283,.,.,.,.,0.010645847436381084,.,.,.,.,4061.865981872868,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,102.53569093858655,.,.,.,.,-0.00263087261164785,.,.,.,.,0.0025611130204969967,.,.,.,.,4051.1797299089744,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,102.36844113146435,.,.,.,.,-0.0016311374662932865,.,.,.,.,0.0009472135604937648,.,.,.,.,4044.5716988688314,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,102.22688183165154,.,.,.,.,-0.0013828412179396343,.,.,.,.,0.0003620488788635967,.,.,.,.,4038.9786984147236,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,101.78946300545554,.,.,.,.,-0.004278902167008658,.,.,.,.,-0.0032336085660632508,.,.,.,.,4021.6963037095747,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,102.55162411023531,.,.,.,.,0.00748762280766635,.,.,.,.,0.004989780173117575,.,.,.,.,4051.809248678738,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,102.89282380503023,.,.,.,.,0.003327101815844058,.,.,.,.,0.008569711888557485,.,.,.,.,4065.2900305874714,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,103.54664469539725,.,.,.,.,0.006354387664643468,.,.,.,.,0.014521108422644646,.,.,.,.,4091.1224594110345,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,103.33126429205744,.,.,.,.,-0.002080032665214726,.,.,.,.,0.010592749457578154,.,.,.,.,4082.612791058066,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,103.67863347044252,.,.,.,.,0.0033617045215208474,.,.,.,.,0.012198569328644826,.,.,.,.,4096.337328937385,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,103.79703412717295,.,.,.,.,0.0011419966946630833,.,.,.,.,0.011643153382917326,.,.,.,.,4101.015332627256,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,104.25897134799739,.,.,.,.,0.004450389403790389,.,.,.,.,0.015119157816845474,.,.,.,.,4119.266447808362,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,104.56569942188847,.,.,.,.,0.0029419825452456916,.,.,.,.,0.01711510823705442,.,.,.,.,4131.38525779703,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,105.01222692437298,.,.,.,.,0.004270305702091859,.,.,.,.,0.02415291654171181,.,.,.,.,4149.027535820939,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,105.35446805941511,.,.,.,.,0.0032590598739383747,.,.,.,.,0.029169408998970914,.,.,.,.,4162.549464978798,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,105.6341136856254,.,.,.,.,0.0026543309587265806,.,.,.,.,0.033330096672467446,.,.,.,.,4173.598248890922,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,106.21772260577075,.,.,.,.,0.005524814851783688,.,.,.,.,0.04350410611831079,.,.,.,.,4196.656606481773,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,106.63051872939722,.,.,.,.,0.003886320601681259,.,.,.,.,0.03977406164506392,.,.,.,.,4212.966159509725,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,106.79445582206607,.,.,.,.,0.0015374312591021067,.,.,.,.,0.03791937933814471,.,.,.,.,4219.443305376894,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,106.22952814196319,.,.,.,.,-0.005289859625710602,.,.,.,.,0.02590990229049117,.,.,.,.,4197.123042592806,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,106.22527383034594,.,.,.,.,-4.0048296285011276e-05,.,.,.,.,0.028007104704620867,.,.,.,.,4196.954954965651,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,106.94053904852039,.,.,.,.,0.006733474929109695,.,.,.,.,0.031461695326142625,.,.,.,.,4225.215045933515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,108.1537423300765,.,.,.,.,0.011344652760780116,.,.,.,.,0.0419733399854727,.,.,.,.,4273.148643469254,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,109.32938442827478,.,.,.,.,0.010870100958784379,.,.,.,.,0.04863287077093137,.,.,.,.,4319.598200635657,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,109.83354049850813,.,.,.,.,0.0046113501221083375,.,.,.,.,0.05037828949401124,.,.,.,.,4339.517380325617,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,110.47975115110275,.,.,.,.,0.00588354567886662,.,.,.,.,0.05206559642495079,.,.,.,.,4365.049129056998,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,110.95164424916848,.,.,.,.,0.004271308480957137,.,.,.,.,0.05312708889191886,.,.,.,.,4383.693600421734,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,111.91477728165005,.,.,.,.,0.008680655784772506,.,.,.,.,0.05945677373425351,.,.,.,.,4421.746935632906,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,112.74895841265328,.,.,.,.,0.007453717473822952,.,.,.,.,0.06148913426738911,.,.,.,.,4454.705388031855,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,113.77940508344602,.,.,.,.,0.009139301021490409,.,.,.,.,0.06704352974396532,.,.,.,.,4495.418281535133,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,114.49288053328583,.,.,.,.,0.006270690634359921,.,.,.,.,0.07208637051389988,.,.,.,.,4523.607658850686,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,115.06036289539873,.,.,.,.,0.004956486023145468,.,.,.,.,0.08312975599057704,.,.,.,.,4546.028856985973,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,115.97615771260966,.,.,.,.,0.007959255421812639,.,.,.,.,0.09179438687855979,.,.,.,.,4582.211861813656,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,117.25489922148122,.,.,.,.,0.011025899927123772,.,.,.,.,0.09644948739486958,.,.,.,.,4632.734871246893,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,118.43081342391703,.,.,.,.,0.010028699954060194,.,.,.,.,0.09502279692251192,.,.,.,.,4679.19517923734,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,119.93410837377449,.,.,.,.,0.012693444437272383,.,.,.,.,0.09699792970532006,.,.,.,.,4738.590283256141,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,121.48825885977001,.,.,.,.,0.012958369450265295,.,.,.,.,0.10611256186738505,.,.,.,.,4799.994686820011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,123.5339400833792,.,.,.,.,0.016838509686524228,.,.,.,.,0.11815910876213231,.,.,.,.,4880.819443849295,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,124.06350269493691,.,.,.,.,0.0042867782829583145,.,.,.,.,0.11817633289257623,.,.,.,.,4901.742434644229,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,123.87183551049098,.,.,.,.,-0.0015449119223823748,.,.,.,.,0.10684074542496957,.,.,.,.,4894.169674316499,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,123.33054907880467,.,.,.,.,-0.004369729643995401,.,.,.,.,0.09385089507810362,.,.,.,.,4872.783476007895,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,123.59735169580433,.,.,.,.,0.002163313299036629,.,.,.,.,0.08628931224554925,.,.,.,.,4883.324833304869,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,124.08937149787428,.,.,.,.,0.003980828030044625,.,.,.,.,0.08381735982088889,.,.,.,.,4902.764509681101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,124.80382650255517,.,.,.,.,0.005757584199651777,.,.,.,.,0.08468132171644727,.,.,.,.,4930.992589156655,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,125.10002997257295,.,.,.,.,0.0023733524709814713,.,.,.,.,0.07867024084874719,.,.,.,.,4942.695572602522,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,125.49636103276741,.,.,.,.,0.0031681132313186033,.,.,.,.,0.07028671608611425,.,.,.,.,4958.354591844463,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,126.26992445211185,.,.,.,.,0.006164030677690002,.,.,.,.,0.0661914817737097,.,.,.,.,4988.918041659458,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,127.01878014829282,.,.,.,.,0.005930594315552762,.,.,.,.,0.05907136735814089,.,.,.,.,5018.505290638082,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,127.6047149296855,.,.,.,.,0.004612977551103903,.,.,.,.,0.05034606740866643,.,.,.,.,5041.655542883892,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,127.33014837658881,.,.,.,.,-0.00215169598747178,.,.,.,.,0.030730083494846516,.,.,.,.,5030.807432882053,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,128.07476637240973,.,.,.,.,0.005847931580340582,.,.,.,.,0.03233234263372542,.,.,.,.,5060.227250543417,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,128.64538630745577,.,.,.,.,0.004455365808646583,.,.,.,.,0.03853620782555134,.,.,.,.,5082.77241401947,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,129.44887133008876,.,.,.,.,0.006245735239293504,.,.,.,.,0.04960913818177093,.,.,.,.,5114.518064799019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,129.56898176395228,.,.,.,.,0.0009278600317590424,.,.,.,.,0.04831519434854248,.,.,.,.,5119.263621693056,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,130.1052988431555,.,.,.,.,0.004139239746286494,.,.,.,.,0.04848060130100906,.,.,.,.,5140.453481147687,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,131.50095905865646,.,.,.,.,0.010727158908288903,.,.,.,.,0.053661275810034326,.,.,.,.,5195.595942500626,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,133.934040999937,.,.,.,.,0.018502389326265245,.,.,.,.,0.0706155788236087,.,.,.,.,5291.7268814107365,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
