Unnamed: 0,Jaboatão dos Guararapes,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4823.378720411343,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,99.38022354389737,.,.,.,.,-0.0061977645610262755,.,.,.,.,.,.,.,.,.,4793.484554713569,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,98.9405881265438,.,.,.,.,-0.004423771668810694,.,.,.,.,.,.,.,.,.,4772.279273545545,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,98.97087246469336,.,.,.,.,0.0003060860939174681,.,.,.,.,.,.,.,.,.,4773.740001867468,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,98.9322161839722,.,.,.,.,-0.00039058239821976315,.,.,.,.,.,.,.,.,.,4771.875463049061,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,98.4988902927355,.,.,.,.,-0.004380028144026382,.,.,.,.,.,.,.,.,.,4750.974514221117,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,97.77024630666756,.,.,.,.,-0.007397484214313743,.,.,.,.,.,.,.,.,.,4715.829255249559,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,97.29110938145601,.,.,.,.,-0.00490064148666125,.,.,.,.,.,.,.,.,.,4692.718666757271,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,97.22004297400841,.,.,.,.,-0.0007304511984642659,.,.,.,.,.,.,.,.,.,4689.290864783083,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,97.23332297110466,.,.,.,.,0.0001365973176929991,.,.,.,.,.,.,.,.,.,4689.931409337094,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,97.58392719820182,.,.,.,.,0.0036058031998078555,.,.,.,.,.,.,.,.,.,4706.842379019761,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,97.45199815070293,.,.,.,.,-0.001351954684411627,.,.,.,.,.,.,.,.,.,4700.478941416658,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,97.20182523840239,.,.,.,.,-0.0025671398950042335,.,.,.,.,-0.02798174761597605,.,.,.,.,4688.41215440052,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,96.98329305892743,.,.,.,.,-0.00224823123371376,.,.,.,.,-0.024118787415598697,.,.,.,.,4677.871519758473,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,96.86444882788243,.,.,.,.,-0.0012254093184151937,.,.,.,.,-0.02098369676159617,.,.,.,.,4672.139212407812,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,97.18235216273179,.,.,.,.,0.0032819402649391094,.,.,.,.,-0.018071178493446194,.,.,.,.,4687.472894212414,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,96.36108409865042,.,.,.,.,-0.008450794262585326,.,.,.,.,-0.025988825324003262,.,.,.,.,4647.860025171979,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,96.25231556137993,.,.,.,.,-0.001128759999826645,.,.,.,.,-0.02280812225070572,.,.,.,.,4642.613706690771,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,96.34081657709868,.,.,.,.,0.0009194689520202193,.,.,.,.,-0.014620293837506626,.,.,.,.,4646.882445850297,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,97.04573607227985,.,.,.,.,0.007316935025322824,.,.,.,.,-0.002522052741881109,.,.,.,.,4680.883382776897,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,97.36576607491095,.,.,.,.,0.0032977234815627643,.,.,.,.,0.0014988997787370728,.,.,.,.,4696.319641822737,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,97.06279623202639,.,.,.,.,-0.0031116670170444616,.,.,.,.,-0.0017537890701210257,.,.,.,.,4681.70625889178,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,97.09082107404181,.,.,.,.,0.0002887289785926672,.,.,.,.,-0.005053149000228907,.,.,.,.,4683.05800315798,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,96.05675281222504,.,.,.,.,-0.01065052546036449,.,.,.,.,-0.014317257367265412,.,.,.,.,4633.180974662982,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,96.02898011895473,.,.,.,.,-0.00028912796297198007,.,.,.,.,-0.012066081234288317,.,.,.,.,4631.841392485698,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,95.33350027835526,.,.,.,.,-0.007242395365836041,.,.,.,.,-0.017011102928519373,.,.,.,.,4598.2957658494715,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,94.79482705448078,.,.,.,.,-0.005650408537415164,.,.,.,.,-0.021366164763701345,.,.,.,.,4572.3135161965565,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,94.63574688469272,.,.,.,.,-0.0016781524343794096,.,.,.,.,-0.026204400504474035,.,.,.,.,4564.640477138605,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,93.03304010034631,.,.,.,.,-0.016935532683006183,.,.,.,.,-0.03453722038760998,.,.,.,.,4487.335859151851,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,91.78854868130678,.,.,.,.,-0.013376875760452545,.,.,.,.,-0.046375683057999995,.,.,.,.,4427.309324868553,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,90.15823813159031,.,.,.,.,-0.01776158979675091,.,.,.,.,-0.06417402991971355,.,.,.,.,4348.673272736907,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,91.25962548317267,.,.,.,.,0.012216158771590324,.,.,.,.,-0.05962251226367821,.,.,.,.,4401.797355882432,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,92.28468253124112,.,.,.,.,0.011232317058516239,.,.,.,.,-0.0521855242196787,.,.,.,.,4451.239739411043,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,92.86387833344763,.,.,.,.,0.006276185671554302,.,.,.,.,-0.04325980768719395,.,.,.,.,4479.176546484188,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,93.25638110547202,.,.,.,.,0.004226646345902418,.,.,.,.,-0.03949333135874544,.,.,.,.,4498.108441667037,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,93.43283519233131,.,.,.,.,0.0018921395487105919,.,.,.,.,-0.027316326474444264,.,.,.,.,4506.619490543904,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,94.2654810659675,.,.,.,.,0.008911705097273348,.,.,.,.,-0.018364238074826122,.,.,.,.,4546.781154429255,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,94.68127878560803,.,.,.,.,0.0044109223751751525,.,.,.,.,-0.006841472209064725,.,.,.,.,4566.836653158352,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,95.20048394899275,.,.,.,.,0.005483715155140567,.,.,.,.,0.00427931467482745,.,.,.,.,4591.879884524328,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,95.77948310782494,.,.,.,.,0.006081893020023044,.,.,.,.,0.012085668056551535,.,.,.,.,4619.807206742801,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,96.73422775621972,.,.,.,.,0.009968154112086403,.,.,.,.,0.039783582820482666,.,.,.,.,4665.858156947741,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,97.88664800051208,.,.,.,.,0.011913262461727303,.,.,.,.,0.06643638456882162,.,.,.,.,4721.443749780651,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,98.78967393003035,.,.,.,.,0.009225220680899593,.,.,.,.,0.09573651811875505,.,.,.,.,4765.000110304832,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,99.12442084877387,.,.,.,.,0.0033884808545943113,.,.,.,.,0.08618044753045129,.,.,.,.,4781.146221950739,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,98.80714425832224,.,.,.,.,-0.0032007913663946175,.,.,.,.,0.0706776200359478,.,.,.,.,4765.842770402049,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,98.73154955788539,.,.,.,.,-0.0007650732242521219,.,.,.,.,0.06318572226079788,.,.,.,.,4762.196551707419,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,98.66026080824518,.,.,.,.,-0.0007220462958338336,.,.,.,.,0.057946487293576654,.,.,.,.,4758.758025327225,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,98.37081839117167,.,.,.,.,-0.0029337284809743958,.,.,.,.,0.052850619256876064,.,.,.,.,4744.797121374257,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,98.44446338379706,.,.,.,.,0.0007486467412778364,.,.,.,.,0.04433205316063771,.,.,.,.,4748.349298277198,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,98.72650198123891,.,.,.,.,0.002864951341573052,.,.,.,.,0.04272463624821432,.,.,.,.,4761.953087969555,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,99.30048775316747,.,.,.,.,0.005813897589905803,.,.,.,.,0.04306704791933047,.,.,.,.,4789.638595550946,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,99.60069355041763,.,.,.,.,0.0030232056663848095,.,.,.,.,0.03989591840134388,.,.,.,.,4804.118658092951,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,100.22323709530039,.,.,.,.,0.0062503936738917965,.,.,.,.,0.03606799185778731,.,.,.,.,4834.1462909621205,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,100.64785032657804,.,.,.,.,0.00423667448372167,.,.,.,.,0.02820816099506751,.,.,.,.,4854.626995203617,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,101.0298077973868,.,.,.,.,0.003794988860362114,.,.,.,.,0.022675789667481405,.,.,.,.,4873.050250571629,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,101.26824890951814,.,.,.,.,0.0023601065599325732,.,.,.,.,0.0216276477823254,.,.,.,.,4884.551168434884,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,101.92457655333857,.,.,.,.,0.006481080209127077,.,.,.,.,0.03155067701244452,.,.,.,.,4916.208336343096,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,102.11641439045694,.,.,.,.,0.0018821548600496119,.,.,.,.,0.03428351775829297,.,.,.,.,4925.46140175636,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,102.68441748139578,.,.,.,.,0.005562309392954212,.,.,.,.,0.040788019818555954,.,.,.,.,4952.8583419759825,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,103.21029780804686,.,.,.,.,0.005121325509261032,.,.,.,.,0.049196291095505496,.,.,.,.,4978.2235417465,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,104.1313569455911,.,.,.,.,0.008924101151778885,.,.,.,.,0.05776753071041729,.,.,.,.,5022.649712189213,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,104.75235568821725,.,.,.,.,0.005963609433713879,.,.,.,.,0.06103582711887667,.,.,.,.,5052.602833395064,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,105.80784521218355,.,.,.,.,0.010076045708297343,.,.,.,.,0.06553197880751105,.,.,.,.,5103.513090490225,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,106.26510000391521,.,.,.,.,0.004321558489492894,.,.,.,.,0.06691124545356786,.,.,.,.,5125.568220812672,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,106.71543955158228,.,.,.,.,0.004237887581628241,.,.,.,.,0.06477741733794296,.,.,.,.,5147.289802724442,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,106.7939931993339,.,.,.,.,0.0007361038672726306,.,.,.,.,0.06106581365437114,.,.,.,.,5151.0787426542,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,107.39031876317244,.,.,.,.,0.0055838867521835756,.,.,.,.,0.06295677587095416,.,.,.,.,5179.841783004762,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,107.96400887854043,.,.,.,.,0.005342102733051135,.,.,.,.,0.06611904561522408,.,.,.,.,5207.513029950524,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,107.74355495293295,.,.,.,.,-0.0020419205242321325,.,.,.,.,0.05709102354277862,.,.,.,.,5196.879702214462,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,107.85890826431559,.,.,.,.,0.0010706284142287803,.,.,.,.,0.05623477780860364,.,.,.,.,5202.443629288982,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,107.71263127108686,.,.,.,.,-0.0013561883351375092,.,.,.,.,0.048967641956016106,.,.,.,.,5195.388135924731,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,108.3043660932919,.,.,.,.,0.005493643737249254,.,.,.,.,0.049356201788305354,.,.,.,.,5223.929747420233,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,108.5970473977017,.,.,.,.,0.0027023961726315715,.,.,.,.,0.04288516526721087,.,.,.,.,5238.046875175757,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,108.73137163929587,.,.,.,.,0.0012369050983702667,.,.,.,.,0.037984978236877964,.,.,.,.,5244.5258420611635,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,109.12687856198751,.,.,.,.,0.0036374683472557567,.,.,.,.,0.031368499596112986,.,.,.,.,5263.602638808025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,109.60293734737972,.,.,.,.,0.0043624338170893395,.,.,.,.,0.0314104757191358,.,.,.,.,5286.564756959282,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
