Unnamed: 0,São José,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3861.91546008857,.,.,.,.,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.277865754604594,.,.,.,.,0.0038900176681838676,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,100.00968903650123,.,.,.,.,9.689036501225878e-05,.,.,.,.,.,.,.,.,.,3862.289642487144,.,.,.,.,99.41116807197663,.,.,.,.,-0.0058883192802337,.,.,.,.,.,.,.,.,.,15.187904803120935,.,.,.,.,0.0038628155594408547,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,100.76530320897244,.,.,.,.,0.007555409678310587,.,.,.,.,.,.,.,.,.,3891.4708230324304,.,.,.,.,99.66315092822202,.,.,.,.,0.0025347540033222593,.,.,.,.,.,.,.,.,.,15.226402405622723,.,.,.,.,0.00384082643661118,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,100.75361838702216,.,.,.,.,-0.00011596076802400379,.,.,.,.,.,.,.,.,.,3891.0195650870487,.,.,.,.,100.14659791934282,.,.,.,.,0.004850809819057167,.,.,.,.,.,.,.,.,.,15.300262787920834,.,.,.,.,0.0038590943178479008,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,101.11062892554979,.,.,.,.,0.0035434016588491435,.,.,.,.,.,.,.,.,.,3904.8070102685924,.,.,.,.,100.31853577499112,.,.,.,.,0.0017168616729923425,.,.,.,.,.,.,.,.,.,15.326531222688127,.,.,.,.,0.0038515133338107525,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,101.18735485931997,.,.,.,.,0.0007588315351758634,.,.,.,.,.,.,.,.,.,3907.7701009667603,.,.,.,.,100.41197306060285,.,.,.,.,0.0009314059948133391,.,.,.,.,.,.,.,.,.,15.340806445748633,.,.,.,.,0.0038518485198810195,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,101.60540780337553,.,.,.,.,0.004131474181104711,.,.,.,.,.,.,.,.,.,3923.9149522445973,.,.,.,.,99.83153127609485,.,.,.,.,-0.005780603316674959,.,.,.,.,.,.,.,.,.,15.25212732912787,.,.,.,.,0.003813036719470568,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,102.19398442348373,.,.,.,.,0.005792768641283308,.,.,.,.,.,.,.,.,.,3946.6452837310226,.,.,.,.,100.88810863739127,.,.,.,.,0.010583603675018649,.,.,.,.,.,.,.,.,.,15.41354979998028,.,.,.,.,0.003829413644246504,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,102.42375721745537,.,.,.,.,0.002248398428419174,.,.,.,.,.,.,.,.,.,3955.5189147844912,.,.,.,.,101.89880381759477,.,.,.,.,0.010017981245303176,.,.,.,.,.,.,.,.,.,15.56796245280003,.,.,.,.,0.0038580052420037494,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,103.147530017854,.,.,.,.,0.007066454307685488,.,.,.,.,.,.,.,.,.,3983.4704084590016,.,.,.,.,102.48549693221622,.,.,.,.,0.005757605512932917,.,.,.,.,.,.,.,.,.,15.657596639243405,.,.,.,.,0.003853453164864667,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,103.25656854643194,.,.,.,.,0.0010571123570197738,.,.,.,.,.,.,.,.,.,3987.6813842516067,.,.,.,.,102.40730164093361,.,.,.,.,-0.0007629888484058656,.,.,.,.,.,.,.,.,.,15.645650067614826,.,.,.,.,0.003848460637965324,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,103.49266961397635,.,.,.,.,0.002286547682806672,.,.,.,.,.,.,.,.,.,3996.7994078805386,.,.,.,.,103.5140538630184,.,.,.,.,0.01080735654929521,.,.,.,.,.,.,.,.,.,15.814738186341042,.,.,.,.,0.003884472951487826,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,103.43080763149563,.,.,.,.,-0.0005977426489379711,.,.,.,.,0.03430807631495636,.,.,.,.,3994.4103504151985,.,.,.,.,104.84225773047396,.,.,.,.,0.012831145316878345,.,.,.,.,0.048422577304739534,.,.,.,.,16.017659390158368,.,.,.,.,0.003935569857382519,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,103.91657341510836,.,.,.,.,0.004696528962080837,.,.,.,.,0.039065058758269045,.,.,.,.,4013.170214312359,.,.,.,.,106.18934945918635,.,.,.,.,0.012848747803347216,.,.,.,.,0.06818329890563302,.,.,.,.,16.223466256062427,.,.,.,.,0.003966878065675515,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,104.45347052055556,.,.,.,.,0.005166616717648065,.,.,.,.,0.0366015602010783,.,.,.,.,4033.9047266323923,.,.,.,.,106.34035459998218,.,.,.,.,0.0014220365937345214,.,.,.,.,0.06699771790848863,.,.,.,.,16.246536618755766,.,.,.,.,0.003950408972914176,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,104.85505403102943,.,.,.,.,0.003844616253270816,.,.,.,.,0.040707576657470934,.,.,.,.,4049.413542308549,.,.,.,.,107.33857443674383,.,.,.,.,0.009387027535469716,.,.,.,.,0.07181448663082257,.,.,.,.,16.399043305352045,.,.,.,.,0.003971462857246808,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,104.42636555656664,.,.,.,.,-0.004088391145513404,.,.,.,.,0.032793156033658066,.,.,.,.,4032.8579558376528,.,.,.,.,108.16174876376019,.,.,.,.,0.00766895155200209,.,.,.,.,0.07818308877993352,.,.,.,.,16.524806773959977,.,.,.,.,0.003999631286851551,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,104.29002261463718,.,.,.,.,-0.0013056371463545657,.,.,.,.,0.030662603638871966,.,.,.,.,4027.5925066845393,.,.,.,.,109.88476956491506,.,.,.,.,0.0159300383069636,.,.,.,.,0.09433931249010508,.,.,.,.,16.78804757888433,.,.,.,.,0.004057319765349655,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,104.29820257864128,.,.,.,.,7.843477064262139e-05,.,.,.,.,0.026502474951695332,.,.,.,.,4027.9084099790434,.,.,.,.,110.19397187997767,.,.,.,.,0.002813877812975152,.,.,.,.,0.10379927535343891,.,.,.,.,16.835287093489725,.,.,.,.,0.004069590214086161,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,104.62218445691173,.,.,.,.,0.0031063035628648983,.,.,.,.,0.023760694400227322,.,.,.,.,4040.4203162238546,.,.,.,.,110.93634156836306,.,.,.,.,0.006736935566620472,.,.,.,.,0.09959779271000935,.,.,.,.,16.94870533788412,.,.,.,.,0.004107570749588212,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,105.02637435517109,.,.,.,.,0.0038633287993123933,.,.,.,.,0.025410287695169176,.,.,.,.,4056.029788392849,.,.,.,.,111.67606275383488,.,.,.,.,0.006667978905866345,.,.,.,.,0.09595067429586335,.,.,.,.,17.061718947558877,.,.,.,.,0.004118501676380585,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,105.52429490097764,.,.,.,.,0.004740909594029397,.,.,.,.,0.023042382912244586,.,.,.,.,4075.2590589303095,.,.,.,.,113.27508685733721,.,.,.,.,0.01431841402778522,.,.,.,.,0.10527918825682447,.,.,.,.,17.306015703475733,.,.,.,.,0.0041861443569605776,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,106.1923362603997,.,.,.,.,0.006330687734506402,.,.,.,.,0.02843177683798026,.,.,.,.,4101.058251469616,.,.,.,.,115.0371420390487,.,.,.,.,0.015555540327509831,.,.,.,.,0.12332949111771896,.,.,.,.,17.575220128659666,.,.,.,.,0.00423233098353148,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,106.09103369448658,.,.,.,.,-0.0009539536418589067,.,.,.,.,0.0251067451463185,.,.,.,.,4097.146032015151,.,.,.,.,116.94654013471215,.,.,.,.,0.016598100942174954,.,.,.,.,0.1297648557892357,.,.,.,.,17.866935406436106,.,.,.,.,0.004312634476852181,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,106.04007872109837,.,.,.,.,-0.0004802948148752151,.,.,.,.,0.025227213722424757,.,.,.,.,4095.1781940201877,.,.,.,.,119.06767895399128,.,.,.,.,0.01813767912103903,.,.,.,.,0.13568404125832245,.,.,.,.,18.191000147714377,.,.,.,.,0.0043733701334020166,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,106.22247236040197,.,.,.,.,0.001720044359673878,.,.,.,.,0.02218990551278477,.,.,.,.,4102.222082174671,.,.,.,.,120.43070199564806,.,.,.,.,0.011447464615342628,.,.,.,.,0.1341128145995032,.,.,.,.,18.39924097822303,.,.,.,.,0.00441685494254452,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,106.79324597304007,.,.,.,.,0.0053733790972358975,.,.,.,.,0.022400169576213935,.,.,.,.,4124.264876563248,.,.,.,.,122.4321746754131,.,.,.,.,0.01661928932239687,.,.,.,.,0.15132373910133268,.,.,.,.,18.70502328735262,.,.,.,.,0.0044675599571834,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,107.46294065188648,.,.,.,.,0.00627094600173006,.,.,.,.,0.02487134878672914,.,.,.,.,4150.127918901008,.,.,.,.,123.61173820911917,.,.,.,.,0.009634424421793408,.,.,.,.,0.15160592413089446,.,.,.,.,18.885235420522502,.,.,.,.,0.004482647057695354,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,107.81820049611915,.,.,.,.,0.003305882400738369,.,.,.,.,0.03248063763853959,.,.,.,.,4163.847753748916,.,.,.,.,122.86891608743348,.,.,.,.,-0.006009317015096327,.,.,.,.,0.1359738307837064,.,.,.,.,18.77174805397586,.,.,.,.,0.004441339443302069,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,108.2488654455316,.,.,.,.,0.0039943622452496275,.,.,.,.,0.03795993836843592,.,.,.,.,4180.479670011458,.,.,.,.,121.50405734407964,.,.,.,.,-0.011108250864544145,.,.,.,.,0.10574065746482209,.,.,.,.,18.563226767426276,.,.,.,.,0.0043732565955028994,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,108.56466693967164,.,.,.,.,0.0029173653953809,.,.,.,.,0.04090640351940311,.,.,.,.,4192.675656736843,.,.,.,.,119.23964107698875,.,.,.,.,-0.01863654857778485,.,.,.,.,0.08208860287624042,.,.,.,.,18.2172722900147,.,.,.,.,0.004286660423422724,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,109.31462405108637,.,.,.,.,0.006907929923751999,.,.,.,.,0.04485128673744332,.,.,.,.,4221.638366366602,.,.,.,.,117.48781017306618,.,.,.,.,-0.014691682129364003,.,.,.,.,0.05905610832376196,.,.,.,.,17.949629916265735,.,.,.,.,0.0042034839729278425,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,109.99747859580917,.,.,.,.,0.006246689778704129,.,.,.,.,0.04733196086372682,.,.,.,.,4248.00963159917,.,.,.,.,117.31548241398825,.,.,.,.,-0.001466771393764832,.,.,.,.,0.05049801650497132,.,.,.,.,17.92330191257589,.,.,.,.,0.004179467764211344,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,110.65052527319523,.,.,.,.,0.005936924061556992,.,.,.,.,0.04857867448465747,.,.,.,.,4273.229742194736,.,.,.,.,118.62397894020984,.,.,.,.,0.011153655930971729,.,.,.,.,0.04722037502923482,.,.,.,.,18.12321225525569,.,.,.,.,0.0042020415977637796,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,111.41276883989666,.,.,.,.,0.006888747837567433,.,.,.,.,0.04916016318442851,.,.,.,.,4302.666944340709,.,.,.,.,121.53215816890891,.,.,.,.,0.024515947405244987,.,.,.,.,0.05646016594932024,.,.,.,.,18.56751997371963,.,.,.,.,0.004274633328561976,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,112.44946567471499,.,.,.,.,0.009305009161993727,.,.,.,.,0.0599337357626184,.,.,.,.,4342.703299678807,.,.,.,.,122.91456932196824,.,.,.,.,0.011374858917077901,.,.,.,.,0.05103211416414233,.,.,.,.,18.778722893860717,.,.,.,.,0.004282604655729897,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,113.90455783966858,.,.,.,.,0.01293996513209561,.,.,.,.,0.07416515730108997,.,.,.,.,4398.897728955687,.,.,.,.,124.35077199262722,.,.,.,.,0.011684560085769125,.,.,.,.,0.04437050495187167,.,.,.,.,18.99814400984804,.,.,.,.,0.004261243938949901,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,115.18362544022834,.,.,.,.,0.011229292530683166,.,.,.,.,0.08436212112840025,.,.,.,.,4448.294238366688,.,.,.,.,126.59254646399475,.,.,.,.,0.018027829143677954,.,.,.,.,0.05116506311297053,.,.,.,.,19.34063930410457,.,.,.,.,0.004290468346436374,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,116.4871391583265,.,.,.,.,0.011316831824976559,.,.,.,.,0.09077253057495449,.,.,.,.,4498.634836170296,.,.,.,.,130.1523798246905,.,.,.,.,0.02812040250496306,.,.,.,.,0.06305699600407233,.,.,.,.,19.884505866039298,.,.,.,.,0.004366667513463893,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,117.93820482151921,.,.,.,.,0.012456874412723362,.,.,.,.,0.09747792221288742,.,.,.,.,4554.673765353172,.,.,.,.,135.2069521811178,.,.,.,.,0.03883580433362477,.,.,.,.,0.09380350232097312,.,.,.,.,20.656736645123612,.,.,.,.,0.004484612194612604,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,119.00365001962379,.,.,.,.,0.00903392755313659,.,.,.,.,0.10374361167256962,.,.,.,.,4595.820358177544,.,.,.,.,137.65927506327623,.,.,.,.,0.01813755019692631,.,.,.,.,0.12037510744636126,.,.,.,.,21.03139924292923,.,.,.,.,0.004526860752142224,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,120.76160697522782,.,.,.,.,0.014772294423861299,.,.,.,.,0.11559235727964601,.,.,.,.,4663.711169627719,.,.,.,.,140.3373671927793,.,.,.,.,0.01945449827679302,.,.,.,.,0.15500148933600477,.,.,.,.,21.44055456325934,.,.,.,.,0.00454694436321617,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,122.13945462296053,.,.,.,.,0.011409649823683976,.,.,.,.,0.12503872637339986,.,.,.,.,4716.922480951975,.,.,.,.,141.4441315074024,.,.,.,.,0.007886454881989913,.,.,.,.,0.1862173538083447,.,.,.,.,21.609644529467328,.,.,.,.,0.004527056384341743,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,124.43324065533236,.,.,.,.,0.018780057921927495,.,.,.,.,0.13830369665069298,.,.,.,.,4805.506558357494,.,.,.,.,142.88552077698753,.,.,.,.,0.010190520131333258,.,.,.,.,0.21617315504058765,.,.,.,.,21.82985804707582,.,.,.,.,0.004479220421582909,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,125.5967646798121,.,.,.,.,0.009350588462954113,.,.,.,.,0.14181494233448055,.,.,.,.,4850.440872540722,.,.,.,.,144.24740512380066,.,.,.,.,0.009531297079000245,.,.,.,.,0.22956835837552814,.,.,.,.,22.037924909314903,.,.,.,.,0.004477427770340262,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,127.20226712318878,.,.,.,.,0.012782992041790564,.,.,.,.,0.14958575035344324,.,.,.,.,4912.444019613586,.,.,.,.,146.1919516922129,.,.,.,.,0.01348063465504512,.,.,.,.,0.23239797719058286,.,.,.,.,22.335010123572697,.,.,.,.,0.004477372491326084,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,129.38519361544732,.,.,.,.,0.01716106592773614,.,.,.,.,0.16131386880239518,.,.,.,.,4996.746795300488,.,.,.,.,149.68126290883865,.,.,.,.,0.023868011721821736,.,.,.,.,0.23161857045941114,.,.,.,.,22.868102407009136,.,.,.,.,0.004501683972049134,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,132.87215703229683,.,.,.,.,0.02695025079309543,.,.,.,.,0.1816166153840073,.,.,.,.,5131.410374583432,.,.,.,.,154.89170737745025,.,.,.,.,0.034810265275386776,.,.,.,.,0.2601574266734774,.,.,.,.,23.664147118141837,.,.,.,.,0.004524555346093146,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,135.03463473514591,.,.,.,.,0.016274874670119566,.,.,.,.,0.18550686027173646,.,.,.,.,5214.923435310729,.,.,.,.,157.45046783717635,.,.,.,.,0.016519673667814594,.,.,.,.,0.2661800591516361,.,.,.,.,24.055071106160696,.,.,.,.,0.004705308107046576,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,136.33986902368696,.,.,.,.,0.009665922310236219,.,.,.,.,0.18367405525394864,.,.,.,.,5265.330480090272,.,.,.,.,158.54380141779055,.,.,.,.,0.006943984324929708,.,.,.,.,0.25239444063859895,.,.,.,.,24.222109142856944,.,.,.,.,0.004688775695587788,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,136.96254623505823,.,.,.,.,0.004567095566617274,.,.,.,.,0.17577397148454343,.,.,.,.,5289.377747582668,.,.,.,.,160.04705097052386,.,.,.,.,0.0094816040696033,.,.,.,.,0.2296897773678832,.,.,.,.,24.451773591480233,.,.,.,.,0.0047126984527847285,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,138.86216246851413,.,.,.,.,0.013869603666653019,.,.,.,.,0.17741458485534878,.,.,.,.,5362.739320584854,.,.,.,.,162.9390723508508,.,.,.,.,0.018069819861033176,.,.,.,.,0.20510868503702517,.,.,.,.,24.893612735561046,.,.,.,.,0.004727614026785257,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,141.10857189141723,.,.,.,.,0.01617726083887283,.,.,.,.,0.18574994857845395,.,.,.,.,5449.493753384835,.,.,.,.,176.04901234877275,.,.,.,.,0.08045915450956276,.,.,.,.,0.2788750505031381,.,.,.,.,26.896531768952777,.,.,.,.,0.005021762613667507,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,143.46795318249312,.,.,.,.,0.0167203257707933,.,.,.,.,0.18802620117437763,.,.,.,.,5540.6110642273325,.,.,.,.,185.08348084935864,.,.,.,.,0.05131791641459249,.,.,.,.,0.3188467515933391,.,.,.,.,28.276805738114327,.,.,.,.,0.005185019065920914,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,146.2398958616708,.,.,.,.,0.019320988539173856,.,.,.,.,0.19731905069584044,.,.,.,.,5647.661147099288,.,.,.,.,194.24455727731473,.,.,.,.,0.04949699663046858,.,.,.,.,0.37329527359817716,.,.,.,.,29.676422696454182,.,.,.,.,0.005336201075114269,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,148.7406214206553,.,.,.,.,0.017100159599060083,.,.,.,.,0.1953447538399482,.,.,.,.,5744.237054076097,.,.,.,.,190.93861569590402,.,.,.,.,-0.017019481151747007,.,.,.,.,0.33630485900608975,.,.,.,.,29.171345379720602,.,.,.,.,0.0051540154436492775,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,151.07847685635804,.,.,.,.,0.01571766618542636,.,.,.,.,0.20288510011788352,.,.,.,.,5834.523054582022,.,.,.,.,197.20880584865765,.,.,.,.,0.032838774544902805,.,.,.,.,0.3671566963676245,.,.,.,.,30.12929661381674,.,.,.,.,0.005234650550033937,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,152.1840418461425,.,.,.,.,0.007317819273724879,.,.,.,.,0.19639409963314702,.,.,.,.,5877.219039843834,.,.,.,.,204.40515855965532,.,.,.,.,0.0364910313209863,.,.,.,.,0.3981970703148032,.,.,.,.,31.228745720230812,.,.,.,.,0.005384919271196194,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,152.87678772180203,.,.,.,.,0.004552027053926544,.,.,.,.,0.18156323339574176,.,.,.,.,5903.972299915056,.,.,.,.,215.75556609124433,.,.,.,.,0.055528968112007915,.,.,.,.,0.4414333624553084,.,.,.,.,32.962845745507515,.,.,.,.,0.005654466516254677,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,154.14710590188056,.,.,.,.,0.008309424857815495,.,.,.,.,0.16011592906113892,.,.,.,.,5953.030914103824,.,.,.,.,220.57392987056951,.,.,.,.,0.02233251204878517,.,.,.,.,0.4240525435816944,.,.,.,.,33.6989888952813,.,.,.,.,0.005721828152026608,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,155.62885804272688,.,.,.,.,0.009612584888810671,.,.,.,.,0.15251067511660277,.,.,.,.,6010.254929111361,.,.,.,.,225.20733831283394,.,.,.,.,0.021006147213241677,.,.,.,.,0.4303376890929709,.,.,.,.,34.40687481695298,.,.,.,.,0.00553231161094187,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,158.63177639761275,.,.,.,.,0.019295382570123643,.,.,.,.,0.1635024848824882,.,.,.,.,6126.2250973125365,.,.,.,.,223.2105543307694,.,.,.,.,-0.008866425033143499,.,.,.,.,0.40787941461407695,.,.,.,.,34.10180884076371,.,.,.,.,0.005372176713807202,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,160.96535320600648,.,.,.,.,0.014710651682703135,.,.,.,.,0.1752508815786331,.,.,.,.,6216.345860848935,.,.,.,.,223.32091287099206,.,.,.,.,0.0004944145251264409,.,.,.,.,0.39534537822956484,.,.,.,.,34.11866927038766,.,.,.,.,0.0053039105599713985,.,.,.,.,.,.,.,.,.,.,.,.,.
