Unnamed: 0,Barueri,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6743.3323198810485,.,.,.,.,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31.601372489172437,.,.,.,.,0.0048572135843866155,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,100.43314410539436,.,.,.,.,0.004331441053943674,.,.,.,.,.,.,.,.,.,6772.540666331766,.,.,.,.,101.07521014078043,.,.,.,.,0.010752101407804249,.,.,.,.,.,.,.,.,.,31.941153650801812,.,.,.,.,0.00490769572402078,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,100.28193950623887,.,.,.,.,-0.0015055248991987513,.,.,.,.,.,.,.,.,.,6762.344437727767,.,.,.,.,101.54073361021571,.,.,.,.,0.004605713594727057,.,.,.,.,.,.,.,.,.,32.088265456402574,.,.,.,.,0.004940307224902015,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,99.85946148724125,.,.,.,.,-0.004212902353881387,.,.,.,.,.,.,.,.,.,6733.855340928307,.,.,.,.,101.57361890921996,.,.,.,.,0.0003238631220696675,.,.,.,.,.,.,.,.,.,32.098657662235084,.,.,.,.,0.004941704817526317,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,99.57052933103309,.,.,.,.,-0.00289338788638549,.,.,.,.,.,.,.,.,.,6714.371685456193,.,.,.,.,102.01492824607944,.,.,.,.,0.0043447239706393415,.,.,.,.,.,.,.,.,.,32.23811746960554,.,.,.,.,0.004960547272703914,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,99.63547277730676,.,.,.,.,0.0006522356234319737,.,.,.,.,.,.,.,.,.,6718.75103785841,.,.,.,.,102.08088366015163,.,.,.,.,0.0006465270838900139,.,.,.,.,.,.,.,.,.,32.25896028568327,.,.,.,.,0.004947025217067621,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,100.11662759578633,.,.,.,.,0.004829151757577144,.,.,.,.,.,.,.,.,.,6751.196906241607,.,.,.,.,102.19437462881713,.,.,.,.,0.0011117749435176627,.,.,.,.,.,.,.,.,.,32.294824989432826,.,.,.,.,0.0049324184986753354,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,100.75838114336037,.,.,.,.,0.0064100595773668445,.,.,.,.,.,.,.,.,.,6794.472480629151,.,.,.,.,101.98020476794885,.,.,.,.,-0.002095710861250155,.,.,.,.,.,.,.,.,.,32.2271443739403,.,.,.,.,0.0049095762588465775,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,101.27531156338037,.,.,.,.,0.005130396242517099,.,.,.,.,.,.,.,.,.,6829.3308167136565,.,.,.,.,101.93195591526948,.,.,.,.,-0.0004731197862286596,.,.,.,.,.,.,.,.,.,32.21189707428334,.,.,.,.,0.004900715886701108,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,101.52850512707174,.,.,.,.,0.0025000521823417277,.,.,.,.,.,.,.,.,.,6846.404500125915,.,.,.,.,102.13657322181561,.,.,.,.,0.0020073911533318167,.,.,.,.,.,.,.,.,.,32.276558951502295,.,.,.,.,0.004913339485499249,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,101.45268944777331,.,.,.,.,-0.0007467427911357349,.,.,.,.,.,.,.,.,.,6841.291996920247,.,.,.,.,102.25349164649536,.,.,.,.,0.0011447263305557343,.,.,.,.,.,.,.,.,.,32.313506778393815,.,.,.,.,0.004918919299283308,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,101.879372658905,.,.,.,.,0.00420573583070305,.,.,.,.,.,.,.,.,.,6870.064663799996,.,.,.,.,102.4534786957003,.,.,.,.,0.0019557967751000493,.,.,.,.,.,.,.,.,.,32.37670543074317,.,.,.,.,0.004907044768680648,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,102.01495938918212,.,.,.,.,0.0013308555671134314,.,.,.,.,0.02014959389182125,.,.,.,.,6879.207727604244,.,.,.,.,102.00853013480388,.,.,.,.,-0.004342932680870493,.,.,.,.,0.020085301348038875,.,.,.,.,32.23609557862908,.,.,.,.,0.004862722348195525,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,102.42936041939275,.,.,.,.,0.004062159439084834,.,.,.,.,0.019876071109588667,.,.,.,.,6907.152166208357,.,.,.,.,101.98927259811191,.,.,.,.,-0.0001887835915930225,.,.,.,.,0.009043389136251578,.,.,.,.,32.230009932726816,.,.,.,.,0.004821588044787227,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,102.31583455509843,.,.,.,.,-0.0011083332340404706,.,.,.,.,0.020281768171556136,.,.,.,.,6899.496739909974,.,.,.,.,102.26030275218146,.,.,.,.,0.0026574378575827673,.,.,.,.,0.007086507221111482,.,.,.,.,32.31565918127231,.,.,.,.,0.004816287852622953,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,102.79387423316173,.,.,.,.,0.004672196440970833,.,.,.,.,0.029385425298887657,.,.,.,.,6931.732544022671,.,.,.,.,102.98776906529282,.,.,.,.,0.007113868173012516,.,.,.,.,0.01392241579318676,.,.,.,.,32.54554852061188,.,.,.,.,0.004824109549634859,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,103.10992563790829,.,.,.,.,0.003074613220916955,.,.,.,.,0.035546625398646725,.,.,.,.,6953.044940546384,.,.,.,.,104.07258695758883,.,.,.,.,0.010533463363093576,.,.,.,.,0.020170172609894177,.,.,.,.,32.88836586358553,.,.,.,.,0.004880806878296086,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,103.18069635976057,.,.,.,.,0.0006863618746153488,.,.,.,.,0.035581941688354934,.,.,.,.,6957.817245506063,.,.,.,.,104.56048520427937,.,.,.,.,0.004688057258434242,.,.,.,.,0.02429055720542994,.,.,.,.,33.04254840589035,.,.,.,.,0.004912165575633306,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,103.30741110670209,.,.,.,.,0.0012280857894164665,.,.,.,.,0.03187066511866865,.,.,.,.,6966.3620419906265,.,.,.,.,104.8792068212546,.,.,.,.,0.0030482033088554683,.,.,.,.,0.026271819776666927,.,.,.,.,33.143268811274204,.,.,.,.,0.0049688815729600246,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,103.6048920704583,.,.,.,.,0.002879570406124632,.,.,.,.,0.02825086007533084,.,.,.,.,6986.422171965093,.,.,.,.,105.03201899019446,.,.,.,.,0.0014570301737721891,.,.,.,.,0.029925554956374834,.,.,.,.,33.19155955398968,.,.,.,.,0.004976946058872004,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,103.94800474236952,.,.,.,.,0.0033117419945563054,.,.,.,.,0.026390372320074462,.,.,.,.,7009.55939966369,.,.,.,.,105.23573364279167,.,.,.,.,0.0019395480973876111,.,.,.,.,0.032411599462178975,.,.,.,.,33.25593618017194,.,.,.,.,0.00495048763245855,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,104.89966000703063,.,.,.,.,0.00915510852776591,.,.,.,.,0.03320402359652208,.,.,.,.,7073.732676699433,.,.,.,.,105.8648566742516,.,.,.,.,0.005978226308521739,.,.,.,.,0.0365029228495759,.,.,.,.,33.454747692758765,.,.,.,.,0.005035908935976049,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,105.5310945154621,.,.,.,.,0.006019414251572819,.,.,.,.,0.04020006852345004,.,.,.,.,7116.312403985374,.,.,.,.,106.72913171773034,.,.,.,.,0.008163946663982458,.,.,.,.,0.04377004637365234,.,.,.,.,33.72787046857944,.,.,.,.,0.005041800876705952,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,105.58367578522618,.,.,.,.,0.0004982538085622767,.,.,.,.,0.03635969705784592,.,.,.,.,7119.858133743579,.,.,.,.,107.4761918723792,.,.,.,.,0.006999589921003357,.,.,.,.,0.04902433026795494,.,.,.,.,33.96395173076821,.,.,.,.,0.005073584084739055,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,107.08047839050627,.,.,.,.,0.014176458568508465,.,.,.,.,0.049654668605997765,.,.,.,.,7220.792507590253,.,.,.,.,106.95337396334172,.,.,.,.,-0.004864499755055429,.,.,.,.,0.048474807175471035,.,.,.,.,33.79873409589317,.,.,.,.,0.005244272907241009,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,107.19468827361386,.,.,.,.,0.001066579873607587,.,.,.,.,0.04652306560062147,.,.,.,.,7228.494059550346,.,.,.,.,108.59188237527033,.,.,.,.,0.015319838460544632,.,.,.,.,0.06473827696738232,.,.,.,.,34.31652524241315,.,.,.,.,0.005316133466563158,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,106.7211336203907,.,.,.,.,-0.00441770633274674,.,.,.,.,0.04305588753146461,.,.,.,.,7196.560695567247,.,.,.,.,110.6658739835458,.,.,.,.,0.01909895622868185,.,.,.,.,0.08219779332880006,.,.,.,.,34.97193505593846,.,.,.,.,0.005442151344325585,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,106.03435059901182,.,.,.,.,-0.006435304780605056,.,.,.,.,0.03152402212703742,.,.,.,.,7150.248634119149,.,.,.,.,112.40509782497077,.,.,.,.,0.0157159906556521,.,.,.,.,0.09144123467426013,.,.,.,.,35.521553660487655,.,.,.,.,0.005565029522669198,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,106.22685352647368,.,.,.,.,0.0018154770258351771,.,.,.,.,0.030229174051692453,.,.,.,.,7163.229746243402,.,.,.,.,111.62209114898583,.,.,.,.,-0.006965935630465547,.,.,.,.,0.07254075652480463,.,.,.,.,35.27411280419457,.,.,.,.,0.005517241574736406,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,107.25284555634977,.,.,.,.,0.00965849967136978,.,.,.,.,0.039466192226410346,.,.,.,.,7232.41579839344,.,.,.,.,110.14127215104733,.,.,.,.,-0.013266361368933666,.,.,.,.,0.05337376673286087,.,.,.,.,34.8061536767656,.,.,.,.,0.005391903189331061,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,108.49237090782857,.,.,.,.,0.011557039303237593,.,.,.,.,0.05018962091471968,.,.,.,.,7316.00111203283,.,.,.,.,108.66905123101226,.,.,.,.,-0.013366659847691587,.,.,.,.,0.0361353267689819,.,.,.,.,34.34091165996179,.,.,.,.,0.005255971334587239,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,109.88883394562271,.,.,.,.,0.012871532128102547,.,.,.,.,0.06065294552781242,.,.,.,.,7410.169255395594,.,.,.,.,106.85719162450854,.,.,.,.,-0.0166731887872289,.,.,.,.,0.017377297436170114,.,.,.,.,33.768339156729695,.,.,.,.,0.005101551011519702,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,110.46277040999757,.,.,.,.,0.005222882469194889,.,.,.,.,0.06267331137114773,.,.,.,.,7448.871698493367,.,.,.,.,106.66977052306736,.,.,.,.,-0.001753939988426545,.,.,.,.,0.01362690058439009,.,.,.,.,33.70911151633995,.,.,.,.,0.005063226594726023,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,111.41067221983502,.,.,.,.,0.008581188090061254,.,.,.,.,0.062068954392874076,.,.,.,.,7512.791867596873,.,.,.,.,107.64495707013732,.,.,.,.,0.00914210785574987,.,.,.,.,0.016814837820667172,.,.,.,.,34.01728384954383,.,.,.,.,0.005092860163525143,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,111.49340655652833,.,.,.,.,0.0007426069248559486,.,.,.,.,0.05649815410748582,.,.,.,.,7518.370918862753,.,.,.,.,109.70551570945206,.,.,.,.,0.01914217530852058,.,.,.,.,0.027887268862951675,.,.,.,.,34.6684486605115,.,.,.,.,0.005183425112931254,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,111.50614721804091,.,.,.,.,0.00011427277994346952,.,.,.,.,0.05609268088811348,.,.,.,.,7519.230064008298,.,.,.,.,110.73076632808032,.,.,.,.,0.009345479231359421,.,.,.,.,0.03028181775891081,.,.,.,.,34.992441927451765,.,.,.,.,0.005227164080225051,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,110.83867821300075,.,.,.,.,-0.005985939086703307,.,.,.,.,0.035096965189013174,.,.,.,.,7474.220410866236,.,.,.,.,111.52243601352635,.,.,.,.,0.007149500646463691,.,.,.,.,0.04272013009847342,.,.,.,.,35.242620413633425,.,.,.,.,0.0051417825336297004,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,111.11404049392796,.,.,.,.,0.002484351901039794,.,.,.,.,0.03656293314002612,.,.,.,.,7492.789004552763,.,.,.,.,112.67050789270138,.,.,.,.,0.010294537316561048,.,.,.,.,0.037559211869412135,.,.,.,.,35.605426884614964,.,.,.,.,0.005167252263149498,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,110.5402535406444,.,.,.,.,-0.005163946434968425,.,.,.,.,0.035785975942107084,.,.,.,.,7454.096643484731,.,.,.,.,113.73200796991077,.,.,.,.,0.009421277112021897,.,.,.,.,0.027706228451427117,.,.,.,.,35.94087547798676,.,.,.,.,0.005195999150041582,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,110.93201396382676,.,.,.,.,0.003544052149639043,.,.,.,.,0.04618940312405306,.,.,.,.,7480.51435071769,.,.,.,.,114.65710225920003,.,.,.,.,0.008133983614656781,.,.,.,.,0.0200347179781466,.,.,.,.,36.23321797022112,.,.,.,.,0.005205818922217424,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,112.1502241013357,.,.,.,.,0.010981592184075684,.,.,.,.,0.055761517716288234,.,.,.,.,7562.662308644397,.,.,.,.,114.96949065185727,.,.,.,.,0.002724544633537329,.,.,.,.,0.029988682960647495,.,.,.,.,36.331936989797676,.,.,.,.,0.005175820579682655,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,114.33626805126697,.,.,.,.,0.01949210505327237,.,.,.,.,0.06604414510564793,.,.,.,.,7710.0745168469175,.,.,.,.,114.88743255702641,.,.,.,.,-0.0007137380044531794,.,.,.,.,0.043091570610063634,.,.,.,.,36.30600550559266,.,.,.,.,0.005116105428475858,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,116.60228471050857,.,.,.,.,0.01981887897745227,.,.,.,.,0.07475100539161317,.,.,.,.,7862.879550603445,.,.,.,.,115.33365368225141,.,.,.,.,0.003883985526471845,.,.,.,.,0.06132935160233721,.,.,.,.,36.44701750550038,.,.,.,.,0.005059999904405094,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,118.24135611740141,.,.,.,.,0.014056940744876512,.,.,.,.,0.07600883430896954,.,.,.,.,7973.407582530379,.,.,.,.,116.08591119216585,.,.,.,.,0.006522445842103819,.,.,.,.,0.08636498327680764,.,.,.,.,36.68474120328622,.,.,.,.,0.005025479241521771,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,120.20942354991313,.,.,.,.,0.01664449307023874,.,.,.,.,0.08823473378170332,.,.,.,.,8106.120909783995,.,.,.,.,118.15745187723287,.,.,.,.,0.017844893181204746,.,.,.,.,0.10769387894840654,.,.,.,.,37.339376491439005,.,.,.,.,0.0050364093376970105,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,121.26591203739785,.,.,.,.,0.008788732665755195,.,.,.,.,0.08845866936442603,.,.,.,.,8177.3634394163755,.,.,.,.,119.70928145072344,.,.,.,.,0.013133573455044845,.,.,.,.,0.11207514693628862,.,.,.,.,37.82977593535489,.,.,.,.,0.005038307433136904,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,123.19573301059172,.,.,.,.,0.015913960821889672,.,.,.,.,0.10495980718043807,.,.,.,.,8307.497680817602,.,.,.,.,121.76458836992667,.,.,.,.,0.017169152586128167,.,.,.,.,0.10992220931181151,.,.,.,.,38.47928113068804,.,.,.,.,0.005056703062365924,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,123.44239800511852,.,.,.,.,0.0020022202758076535,.,.,.,.,0.10704567492352934,.,.,.,.,8324.13112111536,.,.,.,.,124.28223654253111,.,.,.,.,0.02067635760370412,.,.,.,.,0.12238215867033375,.,.,.,.,39.27489250767961,.,.,.,.,0.0051056986949258925,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,123.73957844116981,.,.,.,.,0.0024074421823769843,.,.,.,.,0.11639348678786265,.,.,.,.,8344.170985507972,.,.,.,.,127.23533593476256,.,.,.,.,0.02376123470566016,.,.,.,.,0.14089451847456447,.,.,.,.,40.20811244659416,.,.,.,.,0.005236302739719696,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,123.0417568684292,.,.,.,.,-0.005639437127001212,.,.,.,.,0.10734661723648742,.,.,.,.,8297.114557858253,.,.,.,.,130.0795789948244,.,.,.,.,0.022354191460776107,.,.,.,.,0.15451311463601525,.,.,.,.,41.10693229050174,.,.,.,.,0.005285271071873248,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,124.01637596227818,.,.,.,.,0.007921043381160064,.,.,.,.,0.12191144845419366,.,.,.,.,8362.836362209502,.,.,.,.,131.93518890664026,.,.,.,.,0.014265190017948015,.,.,.,.,0.16005328017725118,.,.,.,.,41.69333049068067,.,.,.,.,0.005295502503901204,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,126.19177039398565,.,.,.,.,0.017541186918485385,.,.,.,.,0.13755953655664155,.,.,.,.,8509.530438007725,.,.,.,.,134.46444004692378,.,.,.,.,0.019170406024682896,.,.,.,.,0.17275282034379535,.,.,.,.,42.492608564708306,.,.,.,.,0.0053144365574984915,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,127.8401856190651,.,.,.,.,0.013062779133163005,.,.,.,.,0.13990129438843035,.,.,.,.,8620.688554646349,.,.,.,.,136.88951990365194,.,.,.,.,0.0180351017405187,.,.,.,.,0.1906595317376103,.,.,.,.,43.25896708339286,.,.,.,.,0.005357917378704983,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,129.6069160143123,.,.,.,.,0.013819835967006977,.,.,.,.,0.13355909042088165,.,.,.,.,8739.825056394217,.,.,.,.,139.27917669431605,.,.,.,.,0.017456827902866845,.,.,.,.,0.21230994195280983,.,.,.,.,44.01413142702343,.,.,.,.,0.00539386738036108,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,129.52223766851606,.,.,.,.,-0.0006533474323769939,.,.,.,.,0.11080360037613479,.,.,.,.,8734.114914134198,.,.,.,.,140.12446231513027,.,.,.,.,0.006069002135684842,.,.,.,.,0.21494861076003446,.,.,.,.,44.28125328465435,.,.,.,.,0.0053877932890944984,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,130.2284378402637,.,.,.,.,0.005452346905517436,.,.,.,.,0.10137808053351782,.,.,.,.,8781.736338558712,.,.,.,.,141.347525609268,.,.,.,.,0.00872840668881314,.,.,.,.,0.2176113721094428,.,.,.,.,44.66775807201314,.,.,.,.,0.005387697309271657,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,130.49296274017294,.,.,.,.,0.0020312376029090196,.,.,.,.,0.08554686385289845,.,.,.,.,8799.574131628426,.,.,.,.,142.90916620911128,.,.,.,.,0.011048234435742321,.,.,.,.,0.20948077280471278,.,.,.,.,45.16125793491177,.,.,.,.,0.00539770474039966,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,131.9311554550871,.,.,.,.,0.01102122815448503,.,.,.,.,0.0879492285878336,.,.,.,.,8896.556245795407,.,.,.,.,147.01190503117408,.,.,.,.,0.028708717088584024,.,.,.,.,0.22807440868057816,.,.,.,.,46.457779712329724,.,.,.,.,0.005491726595162624,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,132.78390782160267,.,.,.,.,0.006463616297258001,.,.,.,.,0.07782878981844776,.,.,.,.,8954.060171735204,.,.,.,.,150.94648915579754,.,.,.,.,0.026763710896672732,.,.,.,.,0.23965835368502098,.,.,.,.,47.70116229745182,.,.,.,.,0.0055955025603795765,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,133.71220459379452,.,.,.,.,0.006991033683381609,.,.,.,.,0.08319513193716621,.,.,.,.,9016.65830799883,.,.,.,.,153.20157540820256,.,.,.,.,0.014939640299135748,.,.,.,.,0.23269084681924634,.,.,.,.,48.413800504026455,.,.,.,.,0.005650304138951894,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,134.4473276067058,.,.,.,.,0.0054978004075583176,.,.,.,.,0.08653455345838967,.,.,.,.,9066.230095719362,.,.,.,.,154.5530212159656,.,.,.,.,0.008821357118307338,.,.,.,.,0.21470203289445977,.,.,.,.,48.840875927726955,.,.,.,.,0.005674337508076357,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,135.56428689068457,.,.,.,.,0.008307783455883566,.,.,.,.,0.10177463603389492,.,.,.,.,9141.550372115815,.,.,.,.,155.01680283617566,.,.,.,.,0.0030007929742246198,.,.,.,.,0.19170744581164012,.,.,.,.,48.98743728506586,.,.,.,.,0.005645653032363013,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,136.45676835971463,.,.,.,.,0.006583455639387781,.,.,.,.,0.10031249744969517,.,.,.,.,9201.733363465868,.,.,.,.,155.88058376174376,.,.,.,.,0.005572176111005023,.,.,.,.,0.18149361859820212,.,.,.,.,49.26040391284506,.,.,.,.,0.005638577649571207,.,.,.,.,.,.,.,.,.,.,.,.,.
