Unnamed: 0,São José do Rio Preto,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4273.9616142641835,.,.,.,.,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13.229348946123215,.,.,.,.,0.003539295847971752,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,100.55783923331913,.,.,.,.,0.005578392333191351,.,.,.,.,.,.,.,.,.,4297.803448965548,.,.,.,.,99.72672561523588,.,.,.,.,-0.002732743847641217,.,.,.,.,.,.,.,.,.,13.193196524182397,.,.,.,.,0.003508724537435246,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,101.26766002361943,.,.,.,.,0.007058830974413954,.,.,.,.,.,.,.,.,.,4328.14091707305,.,.,.,.,100.13378936883818,.,.,.,.,0.004081792028075126,.,.,.,.,.,.,.,.,.,13.247048408579634,.,.,.,.,0.003500631152190319,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,101.19700401877809,.,.,.,.,-0.0006977153893440446,.,.,.,.,.,.,.,.,.,4325.121106547958,.,.,.,.,100.25452216435654,.,.,.,.,0.0012057148369133408,.,.,.,.,.,.,.,.,.,13.263020571391168,.,.,.,.,0.003507684952155233,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,100.85946745423186,.,.,.,.,-0.003335440291133418,.,.,.,.,.,.,.,.,.,4310.694923345146,.,.,.,.,99.90569423685108,.,.,.,.,-0.0034794233713827394,.,.,.,.,.,.,.,.,.,13.216872907639939,.,.,.,.,0.0034961461649432317,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,100.95348572105286,.,.,.,.,0.0009321709621723517,.,.,.,.,.,.,.,.,.,4314.713227979471,.,.,.,.,99.75686574488033,.,.,.,.,-0.0014896897830258826,.,.,.,.,.,.,.,.,.,13.197183867105876,.,.,.,.,0.00347863155442465,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,101.0896524820311,.,.,.,.,0.001348806928316293,.,.,.,.,.,.,.,.,.,4320.532943075069,.,.,.,.,99.91752160931922,.,.,.,.,0.0016104742589824195,.,.,.,.,.,.,.,.,.,13.218437592014908,.,.,.,.,0.003477796006219038,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,101.24797812121469,.,.,.,.,0.001566190359707953,.,.,.,.,.,.,.,.,.,4327.299720119314,.,.,.,.,100.45645135594765,.,.,.,.,0.00539374614129895,.,.,.,.,.,.,.,.,.,13.28973448877084,.,.,.,.,0.003495319885510988,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,100.65208024599067,.,.,.,.,-0.005885528642464388,.,.,.,.,.,.,.,.,.,4301.831273672024,.,.,.,.,101.39105553101041,.,.,.,.,0.009303575454314705,.,.,.,.,.,.,.,.,.,13.41337653635493,.,.,.,.,0.003548891554224755,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,100.43252526825724,.,.,.,.,-0.0021813257828040555,.,.,.,.,.,.,.,.,.,4292.447578201491,.,.,.,.,101.76366775417145,.,.,.,.,0.0036750009279375995,.,.,.,.,.,.,.,.,.,13.46267070757281,.,.,.,.,0.0035651210802264883,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,99.92657222623454,.,.,.,.,-0.0050377409178080645,.,.,.,.,.,.,.,.,.,4270.823339399239,.,.,.,.,102.91977491237132,.,.,.,.,0.011360706465421977,.,.,.,.,.,.,.,.,.,13.615616157722181,.,.,.,.,0.003621688916450661,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,100.30145148940922,.,.,.,.,0.0037515473094178464,.,.,.,.,.,.,.,.,.,4286.8455352071605,.,.,.,.,103.86775551509875,.,.,.,.,0.009210869374078667,.,.,.,.,.,.,.,.,.,13.741027819598553,.,.,.,.,0.0036438993263154104,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,100.45168164331969,.,.,.,.,0.0014977864395744334,.,.,.,.,0.004516816433196791,.,.,.,.,4293.2663143183445,.,.,.,.,105.40307175693606,.,.,.,.,0.014781451993675976,.,.,.,.,0.05403071756936062,.,.,.,.,13.944140162657716,.,.,.,.,0.0037018958054414646,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,101.2286708641904,.,.,.,.,0.007734954837586683,.,.,.,.,0.006671102282884034,.,.,.,.,4326.47453536533,.,.,.,.,106.21926932833347,.,.,.,.,0.007743584297804862,.,.,.,.,0.06510334790442251,.,.,.,.,14.052117787467663,.,.,.,.,0.0037138971578763546,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,101.09104972942463,.,.,.,.,-0.0013595074754109149,.,.,.,.,-0.0017439950143373073,.,.,.,.,4320.5926608923255,.,.,.,.,106.95733752589689,.,.,.,.,0.006948533935796419,.,.,.,.,0.06814431172602964,.,.,.,.,14.14975940478369,.,.,.,.,0.003742237453369609,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,101.02953896449272,.,.,.,.,-0.0006084689504812779,.,.,.,.,-0.0016548420174009593,.,.,.,.,4317.963714410495,.,.,.,.,107.37026085788925,.,.,.,.,0.003860635852985572,.,.,.,.,0.07097673541216643,.,.,.,.,14.204386473252919,.,.,.,.,0.0037608917175977643,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,100.9775488388896,.,.,.,.,-0.0005146032154158542,.,.,.,.,0.001170751617455501,.,.,.,.,4315.74167639901,.,.,.,.,108.18690087117244,.,.,.,.,0.007605830578767625,.,.,.,.,0.08289023661342787,.,.,.,.,14.312422630243818,.,.,.,.,0.003744951609271791,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,100.99856227272818,.,.,.,.,0.00020810005867843984,.,.,.,.,0.0004465081255329295,.,.,.,.,4316.63978249511,.,.,.,.,109.38969807717417,.,.,.,.,0.011117771156362144,.,.,.,.,0.09656310130000456,.,.,.,.,14.471544869740008,.,.,.,.,0.0037423832881310682,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,101.14657576167102,.,.,.,.,0.0014655009498367733,.,.,.,.,0.0005630969960059851,.,.,.,.,4322.96582219646,.,.,.,.,110.82372972743616,.,.,.,.,0.013109384845822358,.,.,.,.,0.10915210808331066,.,.,.,.,14.661257920751016,.,.,.,.,0.0037663926694967947,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,101.2377915512719,.,.,.,.,0.0009018178708868341,.,.,.,.,-0.0001006101073010024,.,.,.,.,4326.86435003015,.,.,.,.,110.88493678367252,.,.,.,.,0.000552291972007124,.,.,.,.,0.10381100752577432,.,.,.,.,14.669355215800174,.,.,.,.,0.0038378388667677215,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,100.82766570065647,.,.,.,.,-0.004051114157381797,.,.,.,.,0.001744479142772537,.,.,.,.,4309.335728604672,.,.,.,.,111.158294592857,.,.,.,.,0.0024652384454868503,.,.,.,.,0.09633235407889895,.,.,.,.,14.705518674248667,.,.,.,.,0.003872840034497843,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,99.99917875837215,.,.,.,.,-0.008216861280355148,.,.,.,.,-0.004314802487815683,.,.,.,.,4273.92651471225,.,.,.,.,111.37302145711382,.,.,.,.,0.0019317214702088137,.,.,.,.,0.09442813840157083,.,.,.,.,14.73392564040227,.,.,.,.,0.0037084597980932333,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,99.13740639277039,.,.,.,.,-0.008617794428932957,.,.,.,.,-0.007897457261692886,.,.,.,.,4237.094694604094,.,.,.,.,112.38749665112356,.,.,.,.,0.009108805532409558,.,.,.,.,0.09199127909882532,.,.,.,.,14.868134103789677,.,.,.,.,0.003766862457130016,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,98.41667752676817,.,.,.,.,-0.007269999208439848,.,.,.,.,-0.018791093594892394,.,.,.,.,4206.2910195282375,.,.,.,.,112.12680672670065,.,.,.,.,-0.0023195634051014213,.,.,.,.,0.07951506384867746,.,.,.,.,14.833646524020386,.,.,.,.,0.003781034027581796,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,98.88455865064755,.,.,.,.,0.004754083714644031,.,.,.,.,-0.015600764138888445,.,.,.,.,4226.28807916323,.,.,.,.,112.66303387646498,.,.,.,.,0.004782327843076306,.,.,.,.,0.06887808864119926,.,.,.,.,14.90458588480656,.,.,.,.,0.0038667179239873658,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,99.82936578173621,.,.,.,.,0.009554647803269312,.,.,.,.,-0.013823209082054588,.,.,.,.,4266.66877327479,.,.,.,.,114.40779222820237,.,.,.,.,0.015486520216120958,.,.,.,.,0.07709074776778424,.,.,.,.,15.135406055424527,.,.,.,.,0.00387482593130432,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,100.41880767539145,.,.,.,.,0.005904494023772244,.,.,.,.,-0.006649867182430769,.,.,.,.,4291.861293548006,.,.,.,.,115.75043888987247,.,.,.,.,0.011735622508928456,.,.,.,.,0.08221129627358725,.,.,.,.,15.31302946741034,.,.,.,.,0.003877811324084329,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,100.1028845683492,.,.,.,.,-0.003146055149982341,.,.,.,.,-0.00917211347929836,.,.,.,.,4278.358861222429,.,.,.,.,116.53240050245167,.,.,.,.,0.0067555822688774025,.,.,.,.,0.08533219134755599,.,.,.,.,15.416477897763173,.,.,.,.,0.003907446998957894,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,99.84224099961224,.,.,.,.,-0.002603756823400971,.,.,.,.,-0.011243170906126365,.,.,.,.,4267.219055144564,.,.,.,.,115.83407037455667,.,.,.,.,-0.005992583392121054,.,.,.,.,0.07068480048698667,.,.,.,.,15.324093368348036,.,.,.,.,0.0038955686435652678,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,100.27626085533441,.,.,.,.,0.004347056429991891,.,.,.,.,-0.007151600984609319,.,.,.,.,4285.768897176414,.,.,.,.,117.70519329703964,.,.,.,.,0.0161534764032083,.,.,.,.,0.07601716949615223,.,.,.,.,15.571630748974208,.,.,.,.,0.003939417214725272,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,100.73643415307839,.,.,.,.,0.004589055214253124,.,.,.,.,-0.004054923318007608,.,.,.,.,4305.436527281085,.,.,.,.,119.7059634871639,.,.,.,.,0.016998147100231398,.,.,.,.,0.0801473996730937,.,.,.,.,15.836319619035757,.,.,.,.,0.0039835074952379815,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,100.58305341445079,.,.,.,.,-0.0015225944805087321,.,.,.,.,-0.006467329312389358,.,.,.,.,4298.881093388466,.,.,.,.,122.01197241313285,.,.,.,.,0.019263943573005315,.,.,.,.,0.10034758509326003,.,.,.,.,16.14138958658094,.,.,.,.,0.0040613696479712335,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,99.92909226197312,.,.,.,.,-0.006501703122722136,.,.,.,.,-0.008911973042707189,.,.,.,.,4270.931044759371,.,.,.,.,121.6143784596572,.,.,.,.,-0.0032586470459586847,.,.,.,.,0.09406481005396872,.,.,.,.,16.088790495086958,.,.,.,.,0.004071168830395323,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,99.52631100089614,.,.,.,.,-0.004030670668167979,.,.,.,.,-0.004728716408947675,.,.,.,.,4253.716328271492,.,.,.,.,122.5139909585221,.,.,.,.,0.007397254422208954,.,.,.,.,0.10003292858224477,.,.,.,.,16.207803371724733,.,.,.,.,0.004120841425632632,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,100.26847700855554,.,.,.,.,0.0074569829846573565,.,.,.,.,0.011409120501942427,.,.,.,.,4285.436218552972,.,.,.,.,122.68497056378536,.,.,.,.,0.0013955924864217373,.,.,.,.,0.09162472890225071,.,.,.,.,16.230422860331714,.,.,.,.,0.004097975084284692,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,100.93108166917855,.,.,.,.,0.006608304827114164,.,.,.,.,0.02554855747621132,.,.,.,.,4313.755687402325,.,.,.,.,123.16025225154048,.,.,.,.,0.003874000911203934,.,.,.,.,0.09840149601096648,.,.,.,.,16.293299533281864,.,.,.,.,0.0040858944216425365,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,101.44167757016999,.,.,.,.,0.0050588569204579326,.,.,.,.,0.025859638293543652,.,.,.,.,4335.578360214705,.,.,.,.,122.72659361448584,.,.,.,.,-0.003521092472017262,.,.,.,.,0.08932441628596255,.,.,.,.,16.2359293189509,.,.,.,.,0.004058618545921494,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,100.9770139917951,.,.,.,.,-0.0045805983251160365,.,.,.,.,0.011496098378187325,.,.,.,.,4315.718817239496,.,.,.,.,122.77097685842037,.,.,.,.,0.00036164324803111825,.,.,.,.,0.0730997816436878,.,.,.,.,16.241800933164612,.,.,.,.,0.004073131216676167,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,100.7346329628987,.,.,.,.,-0.002400358451044138,.,.,.,.,0.003145081034303665,.,.,.,.,4305.359545104206,.,.,.,.,121.92425001901275,.,.,.,.,-0.0068967997247758595,.,.,.,.,0.05333725891971941,.,.,.,.,16.129784484958897,.,.,.,.,0.004060160331172383,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,100.743632033622,.,.,.,.,8.933442708447537e-05,.,.,.,.,0.006400889125580678,.,.,.,.,4305.74416193256,.,.,.,.,120.3578889887204,.,.,.,.,-0.01284700156078944,.,.,.,.,0.03282768114081924,.,.,.,.,15.922565118505432,.,.,.,.,0.0040150157413977846,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,101.75957046948936,.,.,.,.,0.010084393577633799,.,.,.,.,0.019203590090536515,.,.,.,.,4349.164980706087,.,.,.,.,118.75846388267482,.,.,.,.,-0.013288909596906318,.,.,.,.,0.025246402018524794,.,.,.,.,15.71097159009476,.,.,.,.,0.0039409847950682446,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,102.68397018875211,.,.,.,.,0.009084155082395018,.,.,.,.,0.02401076100046473,.,.,.,.,4388.673469869743,.,.,.,.,118.50519280703276,.,.,.,.,-0.0021326570533303224,.,.,.,.,0.006796637324015364,.,.,.,.,15.677465475718472,.,.,.,.,0.003908387241038111,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,103.29692034258386,.,.,.,.,0.005969287637642262,.,.,.,.,0.025417677437485686,.,.,.,.,4414.870724159085,.,.,.,.,118.22438330212542,.,.,.,.,-0.002369596624888781,.,.,.,.,-0.012376828537847717,.,.,.,.,15.6403162064404,.,.,.,.,0.0038852602764758567,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,103.47374860252057,.,.,.,.,0.0017118444514150344,.,.,.,.,0.02873938590985814,.,.,.,.,4422.428296111952,.,.,.,.,119.15640751954034,.,.,.,.,0.007883519383925286,.,.,.,.,-0.0234039728816412,.,.,.,.,15.763616942424592,.,.,.,.,0.003906156773305091,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,104.03887018119897,.,.,.,.,0.005461497107341007,.,.,.,.,0.04112694137610795,.,.,.,.,4446.581375458591,.,.,.,.,119.52723507777351,.,.,.,.,0.003112107573169043,.,.,.,.,-0.017161978775199316,.,.,.,.,15.812675014091647,.,.,.,.,0.003907442433576779,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,104.34646001554357,.,.,.,.,0.0029564895678786396,.,.,.,.,0.04843090200142175,.,.,.,.,4459.727646907857,.,.,.,.,120.91374476407988,.,.,.,.,0.01159994778934026,.,.,.,.,-0.013061742433841617,.,.,.,.,15.996101218664915,.,.,.,.,0.003939808053147516,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,104.74923400198769,.,.,.,.,0.0038599679029276412,.,.,.,.,0.04468759401870459,.,.,.,.,4476.94205248072,.,.,.,.,121.88694092154603,.,.,.,.,0.008048680978039346,.,.,.,.,-0.006504705821520518,.,.,.,.,16.124848734266376,.,.,.,.,0.003955311982915852,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,104.85448475660243,.,.,.,.,0.0010047878212908756,.,.,.,.,0.03887209987785134,.,.,.,.,4481.4404293316775,.,.,.,.,123.41473772743909,.,.,.,.,0.012534540569661523,.,.,.,.,0.0020662955072456857,.,.,.,.,16.326966304905692,.,.,.,.,0.003983033938223779,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,105.6803118715152,.,.,.,.,0.007875935081172347,.,.,.,.,0.04178395313320049,.,.,.,.,4516.735963223235,.,.,.,.,124.32495436831019,.,.,.,.,0.007375266987005302,.,.,.,.,0.01302375228343089,.,.,.,.,16.44738204049221,.,.,.,.,0.003956087082743433,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,106.38017006602772,.,.,.,.,0.006622408489515008,.,.,.,.,0.05350877254769726,.,.,.,.,4546.6476338109815,.,.,.,.,125.92912047431112,.,.,.,.,0.012903009811277455,.,.,.,.,0.025723861589312946,.,.,.,.,16.659602772330512,.,.,.,.,0.003993519644677901,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,107.19873147688386,.,.,.,.,0.0076946804122242085,.,.,.,.,0.06416957429492931,.,.,.,.,4581.632634300153,.,.,.,.,127.54898097992451,.,.,.,.,0.01286327181125535,.,.,.,.,0.046132996184390374,.,.,.,.,16.873899771058543,.,.,.,.,0.004038859006274587,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,107.52982984678478,.,.,.,.,0.0030886407454580045,.,.,.,.,0.06736105971341155,.,.,.,.,4595.783651535173,.,.,.,.,130.36290675625852,.,.,.,.,0.02206153083086493,.,.,.,.,0.08312722873093725,.,.,.,.,17.246163831094677,.,.,.,.,0.004111870117737928,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,107.9010425728542,.,.,.,.,0.0034521837019396706,.,.,.,.,0.060352771489009305,.,.,.,.,4611.649140954643,.,.,.,.,131.89397058477266,.,.,.,.,0.011744627874682001,.,.,.,.,0.11060690979528687,.,.,.,.,17.448713607556684,.,.,.,.,0.004134425364646054,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,107.80247424442034,.,.,.,.,-0.0009135067287908694,.,.,.,.,0.049847157703967415,.,.,.,.,4607.4363684335585,.,.,.,.,134.8429155151067,.,.,.,.,0.022358451392883616,.,.,.,.,0.13786503629994828,.,.,.,.,17.838839822619587,.,.,.,.,0.004215078738925839,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,108.37332533676951,.,.,.,.,0.005295343138923547,.,.,.,.,0.04914381742795215,.,.,.,.,4631.8343249951695,.,.,.,.,136.87418139212537,.,.,.,.,0.015063942137850672,.,.,.,.,0.15774916788814974,.,.,.,.,18.107563073513916,.,.,.,.,0.0042555234917630936,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,108.91862666150418,.,.,.,.,0.005031693205317378,.,.,.,.,0.05262086405992039,.,.,.,.,4655.140294296403,.,.,.,.,138.91919051344806,.,.,.,.,0.014940795265573348,.,.,.,.,0.16585581426384355,.,.,.,.,18.378104466153744,.,.,.,.,0.004293307974239832,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,109.88803525294074,.,.,.,.,0.008900301272153133,.,.,.,.,0.056220959162230244,.,.,.,.,4696.572445379781,.,.,.,.,139.0149237305056,.,.,.,.,0.0006891288144115215,.,.,.,.,0.16303973433378505,.,.,.,.,18.39076934749563,.,.,.,.,0.004252491772170259,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,110.14805763678106,.,.,.,.,0.0023662483658188904,.,.,.,.,0.055599371750352455,.,.,.,.,4707.685702253611,.,.,.,.,140.88665885974245,.,.,.,.,0.013464274762797546,.,.,.,.,0.1651831570896476,.,.,.,.,18.638387719089547,.,.,.,.,0.004301872265989884,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,110.51780956540505,.,.,.,.,0.003356862903958424,.,.,.,.,0.05507033648864579,.,.,.,.,4723.488757751002,.,.,.,.,142.63194014827235,.,.,.,.,0.012387839293338532,.,.,.,.,0.1701987027476477,.,.,.,.,18.869277070840564,.,.,.,.,0.004352338525858164,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,110.8733544218389,.,.,.,.,0.003217082005443128,.,.,.,.,0.057402119510748584,.,.,.,.,4738.684608436475,.,.,.,.,143.49833695613364,.,.,.,.,0.006074353380881137,.,.,.,.,0.16273258444262217,.,.,.,.,18.983895727810605,.,.,.,.,0.004373664283542968,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,111.25614428694985,.,.,.,.,0.003452496473179245,.,.,.,.,0.05276131681191165,.,.,.,.,4755.044900334611,.,.,.,.,145.20593836254344,.,.,.,.,0.011899799277337975,.,.,.,.,0.16795488967061067,.,.,.,.,19.209800276473466,.,.,.,.,0.004422502003995425,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,111.21413252273352,.,.,.,.,-0.00037761298025906775,.,.,.,.,0.04544044678350745,.,.,.,.,4753.24933365853,.,.,.,.,147.25987499255723,.,.,.,.,0.014144990578041083,.,.,.,.,0.16938698879102776,.,.,.,.,19.481522720390235,.,.,.,.,0.004480934329476999,.,.,.,.,.,.,.,.,.,.,.,.,.
