Unnamed: 0,São José dos Campos,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4586.122040883142,.,.,.,.,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19.031682066894046,.,.,.,.,0.003996257903496066,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,100.27256511919951,.,.,.,.,0.002725651191995082,.,.,.,.,.,.,.,.,.,4598.622209890511,.,.,.,.,100.01560497671795,.,.,.,.,0.00015604976717953356,.,.,.,.,.,.,.,.,.,19.03465195644962,.,.,.,.,0.003986209222467872,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,100.46088899069503,.,.,.,.,0.0018781196159851632,.,.,.,.,.,.,.,.,.,4607.258972469411,.,.,.,.,100.2545577553925,.,.,.,.,0.002389154959670181,.,.,.,.,.,.,.,.,.,19.080128689576966,.,.,.,.,0.003989067306902644,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,100.48535476541349,.,.,.,.,0.00024353531970766618,.,.,.,.,.,.,.,.,.,4608.381002756248,.,.,.,.,101.42490894197259,.,.,.,.,0.011673795314479207,.,.,.,.,.,.,.,.,.,19.302866206473013,.,.,.,.,0.004020395609598211,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,100.39943875367389,.,.,.,.,-0.0008550102842366236,.,.,.,.,.,.,.,.,.,4604.440789605211,.,.,.,.,101.78761430655621,.,.,.,.,0.0035760975126053474,.,.,.,.,.,.,.,.,.,19.371895138300136,.,.,.,.,0.004040527486773048,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,100.6584916416621,.,.,.,.,0.0025802224714002175,.,.,.,.,.,.,.,.,.,4616.321271198783,.,.,.,.,102.33594171539545,.,.,.,.,0.005386975739384514,.,.,.,.,.,.,.,.,.,19.47625106743606,.,.,.,.,0.004051514874528011,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,100.86355849192923,.,.,.,.,0.002037253359578939,.,.,.,.,.,.,.,.,.,4625.725887217429,.,.,.,.,102.28003106171285,.,.,.,.,-0.000546344253498865,.,.,.,.,.,.,.,.,.,19.465610329585665,.,.,.,.,0.00404663244273733,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,101.21768000923596,.,.,.,.,0.00351089652795733,.,.,.,.,.,.,.,.,.,4641.966332174143,.,.,.,.,102.34720064492592,.,.,.,.,0.000656722358370665,.,.,.,.,.,.,.,.,.,19.478393831108434,.,.,.,.,0.004039884737725591,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,101.35031661019697,.,.,.,.,0.0013104094161109359,.,.,.,.,.,.,.,.,.,4648.049208565094,.,.,.,.,101.97578430945944,.,.,.,.,-0.003628983822967835,.,.,.,.,.,.,.,.,.,19.407707054997946,.,.,.,.,0.004023822911292238,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,101.51504699121534,.,.,.,.,0.001625356353369245,.,.,.,.,.,.,.,.,.,4655.603944877008,.,.,.,.,101.84914458973978,.,.,.,.,-0.00124186070817911,.,.,.,.,.,.,.,.,.,19.383605386170494,.,.,.,.,0.00400572862546162,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,101.72880883599487,.,.,.,.,0.0021057158629698147,.,.,.,.,.,.,.,.,.,4665.40732395544,.,.,.,.,102.0000148837181,.,.,.,.,0.00148131135107743,.,.,.,.,.,.,.,.,.,19.412318540853835,.,.,.,.,0.003995276815902911,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,101.85696931383606,.,.,.,.,0.0012598248156803216,.,.,.,.,.,.,.,.,.,4671.2849198774165,.,.,.,.,102.3943676462032,.,.,.,.,0.0038662029896237016,.,.,.,.,.,.,.,.,.,19.48737050483201,.,.,.,.,0.004009628261982946,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,102.04471276643221,.,.,.,.,0.0018432067423652665,.,.,.,.,0.020447127664322107,.,.,.,.,4679.895063737244,.,.,.,.,103.19511663948752,.,.,.,.,0.007820244528010667,.,.,.,.,0.031951166394875274,.,.,.,.,19.63976650738774,.,.,.,.,0.0040390672710497585,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,102.24060837427413,.,.,.,.,0.0019197036527536238,.,.,.,.,0.019626936368238868,.,.,.,.,4688.879075385604,.,.,.,.,104.34862644827574,.,.,.,.,0.01117794956148943,.,.,.,.,0.04332345410065197,.,.,.,.,19.85929882680675,.,.,.,.,0.004080416173994578,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,102.47711454054877,.,.,.,.,0.002313231210526956,.,.,.,.,0.020069756201744227,.,.,.,.,4699.725536805173,.,.,.,.,106.33721080060019,.,.,.,.,0.01905712053919717,.,.,.,.,0.060672084954467076,.,.,.,.,20.237759878373144,.,.,.,.,0.004148034446536829,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,102.6280161616205,.,.,.,.,0.0014725397153139141,.,.,.,.,0.021323121177301063,.,.,.,.,4706.646069309193,.,.,.,.,108.75695616373244,.,.,.,.,0.022755396205281997,.,.,.,.,0.07229039984600494,.,.,.,.,20.698278122712885,.,.,.,.,0.0042389278160588255,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,102.54844376159795,.,.,.,.,-0.0007753477364039751,.,.,.,.,0.021404552003488453,.,.,.,.,4702.9967819333,.,.,.,.,110.53681866586746,.,.,.,.,0.016365504928764762,.,.,.,.,0.08595549093980193,.,.,.,.,21.037015895347086,.,.,.,.,0.004286346171184952,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,102.43033346198462,.,.,.,.,-0.0011517512629242166,.,.,.,.,0.017602507164821812,.,.,.,.,4697.58009945018,.,.,.,.,111.20709656834897,.,.,.,.,0.006063842894806326,.,.,.,.,0.08668660007668594,.,.,.,.,21.164581054712016,.,.,.,.,0.004291947190125708,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,102.53442390788145,.,.,.,.,0.0010162072345050177,.,.,.,.,0.016565600509582667,.,.,.,.,4702.353814331907,.,.,.,.,111.53222752147566,.,.,.,.,0.002923652924675224,.,.,.,.,0.09045946079328337,.,.,.,.,21.226458944012148,.,.,.,.,0.004279765051197546,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,102.9847420339444,.,.,.,.,0.004391872591662738,.,.,.,.,0.017458037217877198,.,.,.,.,4723.005953165372,.,.,.,.,111.7738804634426,.,.,.,.,0.0021666647150968554,.,.,.,.,0.09210491111741037,.,.,.,.,21.27244956363259,.,.,.,.,0.004299532495129283,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,103.6802650688148,.,.,.,.,0.0067536512801202875,.,.,.,.,0.022989059497258824,.,.,.,.,4754.903488366983,.,.,.,.,113.20633980572799,.,.,.,.,0.012815689464712676,.,.,.,.,0.11012963099345141,.,.,.,.,21.54507067139387,.,.,.,.,0.0043375003636085836,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,104.18871047857272,.,.,.,.,0.004903974825107182,.,.,.,.,0.02633760773995153,.,.,.,.,4778.221415369749,.,.,.,.,114.70122748497496,.,.,.,.,0.01320498199846698,.,.,.,.,0.12618744071935883,.,.,.,.,21.829572941765324,.,.,.,.,0.0043846330507191,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,104.8115827779811,.,.,.,.,0.005978308941029464,.,.,.,.,0.030303843889062154,.,.,.,.,4806.7870991794725,.,.,.,.,116.09297359091597,.,.,.,.,0.01213366357498935,.,.,.,.,0.13816624167422042,.,.,.,.,22.094445635826396,.,.,.,.,0.004391827935079905,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,105.09693731609299,.,.,.,.,0.0027225477428038936,.,.,.,.,0.03180899671454118,.,.,.,.,4819.873806546482,.,.,.,.,117.01712812829172,.,.,.,.,0.007960469172167528,.,.,.,.,0.14280825028007027,.,.,.,.,22.270327789186524,.,.,.,.,0.004401027838260548,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,105.72185990209684,.,.,.,.,0.005946154112220325,.,.,.,.,0.036034665941793165,.,.,.,.,4848.533519001661,.,.,.,.,118.2521117739781,.,.,.,.,0.010553870749010485,.,.,.,.,0.14590801992203017,.,.,.,.,22.505365950211694,.,.,.,.,0.004500100570999256,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,106.08165563269618,.,.,.,.,0.0034032292936629904,.,.,.,.,0.03756870503314169,.,.,.,.,4865.034190304835,.,.,.,.,120.16223608528138,.,.,.,.,0.016152982662620108,.,.,.,.,0.15154592997775818,.,.,.,.,22.86889473622138,.,.,.,.,0.004556890788722848,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,106.28390223779341,.,.,.,.,0.0019065181806503517,.,.,.,.,0.03714768623523601,.,.,.,.,4874.309466438136,.,.,.,.,121.22800631346186,.,.,.,.,0.008869427391681395,.,.,.,.,0.14003372291553107,.,.,.,.,23.071728737612304,.,.,.,.,0.004586610219187945,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,106.35851437285343,.,.,.,.,0.0007020078628001691,.,.,.,.,0.03634970596487097,.,.,.,.,4877.731270009297,.,.,.,.,122.54247825912486,.,.,.,.,0.01084297255754696,.,.,.,.,0.1267553136981736,.,.,.,.,23.3218948591694,.,.,.,.,0.004633225718946925,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,106.48967603966153,.,.,.,.,0.0012332032614548183,.,.,.,.,0.03843288238704101,.,.,.,.,4883.746504119973,.,.,.,.,123.41316503666323,.,.,.,.,0.007105183360966771,.,.,.,.,0.11648920718189482,.,.,.,.,23.487601198468987,.,.,.,.,0.004660396018433322,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,106.87780242400733,.,.,.,.,0.003644732510982962,.,.,.,.,0.043419452145719406,.,.,.,.,4901.5464537789385,.,.,.,.,123.11870087994532,.,.,.,.,-0.0023860027950051155,.,.,.,.,0.10711190813506555,.,.,.,.,23.431559716361477,.,.,.,.,0.004630817011164658,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,107.20502060378801,.,.,.,.,0.0030616102909988285,.,.,.,.,0.04555149888102661,.,.,.,.,4916.553078843637,.,.,.,.,121.75968559964143,.,.,.,.,-0.011038252276793337,.,.,.,.,0.09169957693346031,.,.,.,.,23.17291624897353,.,.,.,.,0.004564076652794702,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,107.61610493398025,.,.,.,.,0.0038345622982671745,.,.,.,.,0.04497135020748333,.,.,.,.,4935.4059079172,.,.,.,.,121.58703994032145,.,.,.,.,-0.0014179213626392961,.,.,.,.,0.0877947462876929,.,.,.,.,23.140058875989457,.,.,.,.,0.004543773719040477,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,107.8496019650098,.,.,.,.,0.002169722005575192,.,.,.,.,0.040213408920470206,.,.,.,.,4946.114366722054,.,.,.,.,121.81224302098185,.,.,.,.,0.0018521964246431821,.,.,.,.,0.07601962248777183,.,.,.,.,23.182918810305598,.,.,.,.,0.004549353570137464,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,108.08854955264441,.,.,.,.,0.002215562999593912,.,.,.,.,0.03743053403923002,.,.,.,.,4957.0727947047235,.,.,.,.,123.14462562784139,.,.,.,.,0.010938002402845814,.,.,.,.,0.0736120992599878,.,.,.,.,23.4364936319577,.,.,.,.,0.004591635694743422,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,108.43224870562747,.,.,.,.,0.003179792442451701,.,.,.,.,0.03454452105084527,.,.,.,.,4972.835257314008,.,.,.,.,122.58810409664027,.,.,.,.,-0.0045192514765768355,.,.,.,.,0.05594766250549821,.,.,.,.,23.33057822350569,.,.,.,.,0.004563013039232285,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,108.8378596079948,.,.,.,.,0.0037406851486450066,.,.,.,.,0.035594969629328954,.,.,.,.,4991.437068307701,.,.,.,.,123.2779272969951,.,.,.,.,0.005627162647127815,.,.,.,.,0.053503271434241384,.,.,.,.,23.461863181820895,.,.,.,.,0.0045775658808301515,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,109.06824653833038,.,.,.,.,0.002116790344512287,.,.,.,.,0.03165274087433234,.,.,.,.,5002.002894099136,.,.,.,.,124.55235290109043,.,.,.,.,0.01033782471881639,.,.,.,.,0.05327804326365304,.,.,.,.,23.704407810971414,.,.,.,.,0.0046362569264926075,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,109.55708590849761,.,.,.,.,0.004481958642247319,.,.,.,.,0.03276184044331831,.,.,.,.,5024.42166419889,.,.,.,.,125.89777653190471,.,.,.,.,0.010802073180285143,.,.,.,.,0.047731638770043494,.,.,.,.,23.96046455884085,.,.,.,.,0.0046781075077740345,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,109.84186585735905,.,.,.,.,0.0025993749879336114,.,.,.,.,0.033476034890074446,.,.,.,.,5037.482020201641,.,.,.,.,127.25042343331101,.,.,.,.,0.010744009454873193,.,.,.,.,0.04967843077676992,.,.,.,.,24.21789601660419,.,.,.,.,0.004725966100696648,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,110.37346185845695,.,.,.,.,0.00483964831577266,.,.,.,.,0.0377491873525857,.,.,.,.,5061.861661576445,.,.,.,.,129.82050661662976,.,.,.,.,0.02019705014707207,.,.,.,.,0.059391881581788875,.,.,.,.,24.707026076908125,.,.,.,.,0.0048054943286913,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,110.77599608072082,.,.,.,.,0.0036470199945353166,.,.,.,.,0.04025103841486821,.,.,.,.,5080.322372265786,.,.,.,.,131.8036608084834,.,.,.,.,0.015276124269874014,.,.,.,.,0.06798703986991605,.,.,.,.,25.08445367759799,.,.,.,.,0.0048602044037741165,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,111.65831287194158,.,.,.,.,0.007964873460292177,.,.,.,.,0.04472874946444838,.,.,.,.,5120.786497098374,.,.,.,.,133.40555569959267,.,.,.,.,0.012153644908519778,.,.,.,.,0.08355233401689466,.,.,.,.,25.389321220319726,.,.,.,.,0.004881914759854575,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,112.90472743982946,.,.,.,.,0.011162756590432865,.,.,.,.,0.05316641705715086,.,.,.,.,5177.948590317058,.,.,.,.,134.46055832813815,.,.,.,.,0.007908236077672548,.,.,.,.,0.10431098492039892,.,.,.,.,25.590105966381877,.,.,.,.,0.004874662408826766,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,114.55275502915104,.,.,.,.,0.014596621653419017,.,.,.,.,0.06445736072148534,.,.,.,.,5253.5291468307705,.,.,.,.,136.9655120347726,.,.,.,.,0.018629654210726487,.,.,.,.,0.12648117843809148,.,.,.,.,26.06684079175142,.,.,.,.,0.00489311688543519,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,116.2856476184161,.,.,.,.,0.01512746322708769,.,.,.,.,0.07822046164012053,.,.,.,.,5333.001715811886,.,.,.,.,138.26934157422625,.,.,.,.,0.009519400322634874,.,.,.,.,0.13510217154781157,.,.,.,.,26.31498148439449,.,.,.,.,0.004859693170928682,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,117.84508485528048,.,.,.,.,0.013410401617072853,.,.,.,.,0.09026428185979274,.,.,.,.,5404.519410645463,.,.,.,.,138.91207665182637,.,.,.,.,0.004648427990489035,.,.,.,.,0.1280401068548147,.,.,.,.,26.43730478089575,.,.,.,.,0.0048122558218999315,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,119.40217303761038,.,.,.,.,0.013213009131794351,.,.,.,.,0.1011684666041015,.,.,.,.,5475.9293749712815,.,.,.,.,140.4785267197162,.,.,.,.,0.011276557846126245,.,.,.,.,0.14593930426538226,.,.,.,.,26.735426577553188,.,.,.,.,0.0047960695985494045,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,122.44482974713056,.,.,.,.,0.025482423243350594,.,.,.,.,0.1250205598322538,.,.,.,.,5615.4693249549955,.,.,.,.,143.47497067109956,.,.,.,.,0.021330263217821832,.,.,.,.,0.16383341135714202,.,.,.,.,27.305700263693147,.,.,.,.,0.004754059496152045,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,125.80202761053819,.,.,.,.,0.02741804509296819,.,.,.,.,0.1534248656535151,.,.,.,.,5769.434516124791,.,.,.,.,146.57349668413548,.,.,.,.,0.02159628260276114,.,.,.,.,0.17680231059570972,.,.,.,.,27.89540188325415,.,.,.,.,0.004715659137864241,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,129.3847706868411,.,.,.,.,0.028479215672059688,.,.,.,.,0.18098039587237325,.,.,.,.,5933.743486015334,.,.,.,.,149.34207644400865,.,.,.,.,0.018888679212173187,.,.,.,.,0.18621694963900137,.,.,.,.,28.42230918092159,.,.,.,.,0.004656252483456408,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,131.23917989788302,.,.,.,.,0.014332515343171703,.,.,.,.,0.19480107947465664,.,.,.,.,6018.788955571095,.,.,.,.,151.928420998845,.,.,.,.,0.017318257629865164,.,.,.,.,0.19393253790206177,.,.,.,.,28.914534053752472,.,.,.,.,0.004665800559908881,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,133.49850330205774,.,.,.,.,0.01721531181414493,.,.,.,.,0.20951631899755374,.,.,.,.,6122.404284184784,.,.,.,.,154.92644568353023,.,.,.,.,0.019733139230796226,.,.,.,.,0.1933896248074296,.,.,.,.,29.48510858002877,.,.,.,.,0.004674532117043192,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,134.9970959769729,.,.,.,.,0.011225539147239783,.,.,.,.,0.2186493532281355,.,.,.,.,6191.131573152128,.,.,.,.,155.1314816188043,.,.,.,.,0.0013234405163653484,.,.,.,.,0.17698917213094156,.,.,.,.,29.52413036735301,.,.,.,.,0.004627172622791464,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,136.28092000163588,.,.,.,.,0.009510012162646575,.,.,.,.,0.22051745630379904,.,.,.,.,6250.00930971335,.,.,.,.,157.3841920568149,.,.,.,.,0.014521297769501507,.,.,.,.,0.17974241201182184,.,.,.,.,29.952859055802925,.,.,.,.,0.004648696219915182,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,137.34710687093423,.,.,.,.,0.007823449308131725,.,.,.,.,0.2164867670765238,.,.,.,.,6298.9059407232435,.,.,.,.,159.8108999460076,.,.,.,.,0.015419006556367965,.,.,.,.,0.18853366320259024,.,.,.,.,30.414702385966315,.,.,.,.,0.004681150300103613,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,138.60002601954002,.,.,.,.,0.009122282785200442,.,.,.,.,0.2099231134534434,.,.,.,.,6356.366341951899,.,.,.,.,164.79385257943366,.,.,.,.,0.03118030519263426,.,.,.,.,0.20317772066296547,.,.,.,.,31.363042088703885,.,.,.,.,0.004784413910933262,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,139.60945336936035,.,.,.,.,0.0072830242447285976,.,.,.,.,0.20057338311843798,.,.,.,.,6402.659912128711,.,.,.,.,166.56160606403338,.,.,.,.,0.010727059638026448,.,.,.,.,0.20461704791310642,.,.,.,.,31.699475311619345,.,.,.,.,0.004803145665069114,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,141.32976389257013,.,.,.,.,0.012322306847362352,.,.,.,.,0.19928433219026465,.,.,.,.,6481.555452205266,.,.,.,.,168.6650421321564,.,.,.,.,0.012628577004200947,.,.,.,.,0.21418559276817817,.,.,.,.,32.0997945765849,.,.,.,.,0.004809551169817387,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,143.49329252490762,.,.,.,.,0.015308372226405575,.,.,.,.,0.20176449786813166,.,.,.,.,6580.777515673713,.,.,.,.,171.23307206288314,.,.,.,.,0.015225620545095353,.,.,.,.,0.2189270208145664,.,.,.,.,32.588533868383486,.,.,.,.,0.004813270461972814,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,146.22927734752554,.,.,.,.,0.019066987553742365,.,.,.,.,0.19424623848564226,.,.,.,.,6706.253118659012,.,.,.,.,173.46592881388827,.,.,.,.,0.013039868549372002,.,.,.,.,0.20903268355802385,.,.,.,.,33.01348406624396,.,.,.,.,0.004782800470709208,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,147.76771598177982,.,.,.,.,0.010520729242188942,.,.,.,.,0.17460520143000946,.,.,.,.,6776.807791950009,.,.,.,.,176.37229913036694,.,.,.,.,0.016754704144794408,.,.,.,.,0.20330280112268584,.,.,.,.,33.56661522456277,.,.,.,.,0.0048677016916421475,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,149.59309847718416,.,.,.,.,0.012353053461484187,.,.,.,.,0.15618783944251557,.,.,.,.,6860.522060902171,.,.,.,.,179.09208787634066,.,.,.,.,0.015420725133051372,.,.,.,.,0.19920716345125866,.,.,.,.,34.08423677158765,.,.,.,.,0.004877580192381283,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,152.21805819839273,.,.,.,.,0.017547331714697467,.,.,.,.,0.15985225080523469,.,.,.,.,6980.9059172408215,.,.,.,.,184.78292022550053,.,.,.,.,0.03177601208764336,.,.,.,.,0.21624985641695882,.,.,.,.,35.16729789123971,.,.,.,.,0.004953047463419659,.,.,.,.,.,.,.,.,.,.,.,.,.
