Unnamed: 0,São Luís,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,100,.,.,.,.,0.00747242012869309,.,.,.,.,.,.,.,.,.,5157.843824809587,.,.,.,.,100,.,.,.,.,0.0833189030081909,.,.,.,-0.0504700660001386,.,.,.,.,.,34.663544016995544,.,.,.,.,0.00583340406078978,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,101.15727931364185,.,.,.,.,0.0115727931364185,.,.,.,.,.,.,.,.,.,5217.534484424062,.,.,.,.,105.64422897634387,.,.,.,.,0.0564422897634387,.,.,.,0.292966199754025,.,.,.,.,.,36.62003381263052,.,.,.,.,0.00612124886128291,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,102.90742493314107,.,.,.,.,0.0173012326090032,.,.,.,.,.,.,.,.,.,5307.804262184578,.,.,.,.,106.00647967206723,.,.,.,.,0.00342896814367855,.,.,.,0.231999942211617,.,.,.,.,.,36.74560274199445,.,.,.,.,0.0060642913952584,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,106.78616435984662,.,.,.,.,0.0376915410061573,.,.,.,.,.,.,.,.,.,5507.863584185366,.,.,.,.,106.49098706922915,.,.,.,.,0.00457054510875898,.,.,.,0.275928211178783,.,.,.,.,.,36.913550176875276,.,.,.,.,0.00594591606746531,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,110.98237131549138,.,.,.,.,0.0392954179111109,.,.,.,.,.,.,.,.,.,5724.297385523319,.,.,.,.,108.17610511786549,.,.,.,.,0.0158240438464605,.,.,.,0.0610279544325645,.,.,.,.,.,37.49767181340267,.,.,.,.,0.00590673296133295,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,114.89569674519669,.,.,.,.,0.0352607840625503,.,.,.,.,.,.,.,.,.,5926.140599544077,.,.,.,.,109.51991845099464,.,.,.,.,0.0124224599477396,.,.,.,0.0351922450942279,.,.,.,.,.,37.963485139638145,.,.,.,.,0.0058635000017652,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,116.86671754051096,.,.,.,.,0.0171548704707836,.,.,.,.,.,.,.,.,.,6027.802773920907,.,.,.,.,111.17688672740033,.,.,.,.,0.0151293782888189,.,.,.,0.00703836070460562,.,.,.,.,.,38.53784906747769,.,.,.,.,0.00592999070525707,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,118.56193840444989,.,.,.,.,0.0145055914944414,.,.,.,.,.,.,.,.,.,6115.239618568465,.,.,.,.,112.95025835360296,.,.,.,.,0.0159509020121318,.,.,.,0.0174409504003235,.,.,.,.,.,39.152562521711346,.,.,.,.,0.00597073555723619,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,119.78592859027549,.,.,.,.,0.0103236350746072,.,.,.,.,.,.,.,.,.,6178.371120784346,.,.,.,.,114.89515919630922,.,.,.,.,0.017219091581159,.,.,.,0.0375325988931159,.,.,.,.,.,39.82673408140975,.,.,.,.,0.00605651909816946,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,120.60267005149444,.,.,.,.,0.00681834227801992,.,.,.,.,.,.,.,.,.,6220.497369806488,.,.,.,.,117.04527574272184,.,.,.,.,0.0187137261608989,.,.,.,0.00944390537269846,.,.,.,.,.,40.572040676892186,.,.,.,.,0.00615290563502483,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,121.5386650750597,.,.,.,.,0.00776098093985489,.,.,.,.,.,.,.,.,.,6268.774531329973,.,.,.,.,118.67474722471253,.,.,.,.,0.0139217193658669,.,.,.,0.0129069459200977,.,.,.,.,.,41.13687324129642,.,.,.,.,0.00621040308300387,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,122.19596314260303,.,.,.,.,0.00540813960016262,.,.,.,.,0.23109062717234874,.,.,.,.,6302.67693911735,.,.,.,.,119.84068567113087,.,.,.,.,0.00982465498081586,.,.,.,-0.00784451695304755,0.2982568013699891,.,.,.,.,41.54102882788172,.,.,.,.,0.00623109723261035,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,122.3511342305866,.,.,.,.,0.00126985445339534,.,.,.,.,0.2235113423058659,.,.,.,.,6310.680421496801,.,.,.,.,122.8062205865171,.,.,.,.,0.0247456437584503,.,.,.,0.0261985469928598,0.2280622058651709,.,.,.,.,42.568988328615994,.,.,.,.,0.00633902713002311,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,122.19923801365567,.,.,.,.,-0.00124147779982697,.,.,.,.,0.20801230364027945,.,.,.,.,6302.845851851709,.,.,.,.,124.06087064160035,.,.,.,.,0.0102165024629135,.,.,.,0.00596614224009495,0.1743270015192253,.,.,.,.,43.003894502719035,.,.,.,.,0.00638384712663661,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,124.10422197095845,.,.,.,.,0.0155891639609889,.,.,.,.,0.2059792775068361,.,.,.,.,6401.101949257063,.,.,.,.,125.82596598435305,.,.,.,.,0.0142276556147336,.,.,.,0.0284569028636048,0.18696485699362642,.,.,.,.,43.61573910379605,.,.,.,.,0.0063695097992653,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,126.57606517190945,.,.,.,.,0.0199174787263035,.,.,.,.,0.18532270477826196,.,.,.,.,6528.59576115629,.,.,.,.,126.08092196717422,.,.,.,.,0.00202625889518604,.,.,.,0.00281823037204809,0.1839586188191662,.,.,.,.,43.70411588312523,.,.,.,.,0.0062806542395193,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,128.88140809574375,.,.,.,.,0.0182131030910408,.,.,.,.,0.16127819732172144,.,.,.,.,6647.501748793962,.,.,.,.,127.7683743630263,.,.,.,.,0.0133838836956746,.,.,.,0.0138145315991178,0.1811145744599849,.,.,.,.,44.28904668712727,.,.,.,.,0.00625489462168647,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,129.24503414974248,.,.,.,.,0.00282140038172618,.,.,.,.,0.12489012044000392,.,.,.,.,6666.2570127655345,.,.,.,.,128.9969593612714,.,.,.,.,0.0096157206692975,.,.,.,0.0212296800023131,0.1778401699503811,.,.,.,.,44.714917788780156,.,.,.,.,0.00628686390796928,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,128.94786803276858,.,.,.,.,-0.00229924591632369,.,.,.,.,0.10337545835553885,.,.,.,.,6650.92964855177,.,.,.,.,129.3396001121203,.,.,.,.,0.00265619246023707,.,.,.,0.0500677518182082,0.16336770995624272,.,.,.,.,44.833689216270834,.,.,.,.,0.00628277993954111,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,128.9773345176265,.,.,.,.,0.000228514711468009,.,.,.,.,0.08784772122775708,.,.,.,.,6652.449483821402,.,.,.,.,131.20354462417146,.,.,.,.,0.014411243814233,.,.,.,0.0359754074795058,0.1616046438196237,.,.,.,.,45.47979844265806,.,.,.,.,0.00638238087481032,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,128.5169206338332,.,.,.,.,-0.00356972708046144,.,.,.,.,0.07288829452933343,.,.,.,.,6628.702054747603,.,.,.,.,133.5406202732049,.,.,.,.,0.0178125953511996,.,.,.,0.0201743769540894,0.16228239037502123,.,.,.,.,46.28991168897125,.,.,.,.,0.00654674109114009,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,129.66827401598616,.,.,.,.,0.00895876882572821,.,.,.,.,0.07516918125130156,.,.,.,.,6688.087064070716,.,.,.,.,134.9179480739689,.,.,.,.,0.0103139239427388,.,.,.,-0.00555876001518329,0.15269879299129596,.,.,.,.,46.767342317447394,.,.,.,.,0.00661747701440134,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,131.17023611798928,.,.,.,.,0.0115831117010006,.,.,.,.,0.079246970805392,.,.,.,.,6765.555923599864,.,.,.,.,134.5736160236371,.,.,.,.,-0.00255215896214933,.,.,.,-0.00610949163201746,0.13397010881194293,.,.,.,.,46.64798462561601,.,.,.,.,0.00651355820772432,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,133.03968741321,.,.,.,.,0.0142520997944926,.,.,.,.,0.08874044601581743,.,.,.,.,6861.979301788229,.,.,.,.,136.48474390957932,.,.,.,.,0.0142013564204631,.,.,.,-0.0293680699446623,0.13888487157127427,.,.,.,.,47.31044928158067,.,.,.,.,0.0064727329045854,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,134.67920396775122,.,.,.,.,0.0123235147828409,.,.,.,.,0.10075975032590034,.,.,.,.,6946.543005153365,.,.,.,.,139.3973878778157,.,.,.,.,0.0213404361894542,.,.,.,0.0204405486195076,0.13510038182153905,.,.,.,.,48.32007490556865,.,.,.,.,0.00666591770955454,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,135.86496224723336,.,.,.,.,0.00880431606772847,.,.,.,.,0.11183150120830176,.,.,.,.,7007.702565348804,.,.,.,.,142.57444950021062,.,.,.,.,0.0227913999735754,.,.,.,0.0229099255422396,0.14922979955617266,.,.,.,.,49.42135705949458,.,.,.,.,0.00676326204373388,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,136.74881757626665,.,.,.,.,0.00650539561056895,.,.,.,.,0.10188690928071042,.,.,.,.,7053.290442857598,.,.,.,.,142.45406363890245,.,.,.,.,-0.000844371917480102,.,.,.,0.0276688576354445,0.13215155969171888,.,.,.,.,49.37962705346979,.,.,.,.,0.0067079116719667,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,137.49541207856944,.,.,.,.,0.00545960481074292,.,.,.,.,0.0862670749942327,.,.,.,.,7091.79862129099,.,.,.,.,141.68099653603716,.,.,.,.,-0.00542678168047839,.,.,.,-0.00626519954418336,0.1237306511204328,.,.,.,.,49.11165459798717,.,.,.,.,0.00664389572632406,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-05-01 00:00:00,138.34677864418768,.,.,.,.,0.006191963446254833,.,.,.,.,0.07344248242083351,.,.,.,.,7135.710779122223,.,.,.,.,141.56209783640435,.,.,.,.,-0.0008392000518049336,.,.,.,0.0019031090647270155,0.10795882425635428,.,.,.,.,49.07044009490431,.,.,.,.,0.006621677086912415,.,.,.,.,.,.,.,.,.,.,.,.,.
