Unnamed: 0,Recife,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2010-11-01 00:00:00,105.73193067132499,.,.,.,.,0.014041739592662101,.,.,.,.,.,.,.,.,.,3382.996078357597,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2010-12-01 00:00:00,106.57871128854872,.,.,.,.,0.008008750165132215,.,.,.,.,.,.,.,.,.,3410.0896487587856,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-01-01 00:00:00,107.39550660307494,.,.,.,.,0.007663775482467956,.,.,.,.,.,.,.,.,.,3436.223810201961,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-02-01 00:00:00,108.88716532917988,.,.,.,.,0.013889396058421549,.,.,.,.,.,.,.,.,.,3483.950883647235,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-03-01 00:00:00,111.07231480162054,.,.,.,.,0.020068016885504022,.,.,.,.,.,.,.,.,.,3553.8668688085345,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-04-01 00:00:00,115.02769087971032,.,.,.,.,0.03561081881794066,.,.,.,.,.,.,.,.,.,3680.4229779767575,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-05-01 00:00:00,118.94578108212212,.,.,.,.,0.034062147752832124,.,.,.,.,.,.,.,.,.,3805.7860892455205,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-06-01 00:00:00,122.63404976343871,.,.,.,.,0.03100798235769409,.,.,.,.,0.23843582285110299,.,.,.,.,3923.7958371580035,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-07-01 00:00:00,126.31428722621818,.,.,.,.,0.030009915434405465,.,.,.,.,0.27676803055881094,.,.,.,.,4041.5486184129873,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-08-01 00:00:00,130.03969197848764,.,.,.,.,0.029493138377906163,.,.,.,.,0.30039691978487637,.,.,.,.,4160.746571076877,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-09-01 00:00:00,133.19509985527898,.,.,.,.,0.024264959634888426,.,.,.,.,0.30403071212237864,.,.,.,.,4261.706918675059,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-10-01 00:00:00,134.7686215454818,.,.,.,.,0.011813660501868942,.,.,.,.,0.29252352214493915,.,.,.,.,4312.053277370753,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-11-01 00:00:00,136.1302171542136,.,.,.,.,0.010103209434937067,.,.,.,.,0.28750337092948564,.,.,.,.,4355.6188547266365,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-12-01 00:00:00,139.32940933605613,.,.,.,.,0.023500970238065196,.,.,.,.,0.30729118087043616,.,.,.,.,4457.980123799924,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-01-01 00:00:00,144.09661471127532,.,.,.,.,0.03421535624055448,.,.,.,.,0.34173783679651226,.,.,.,.,4610.51150184905,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-02-01 00:00:00,148.71279181292135,.,.,.,.,0.03203529181372799,.,.,.,.,0.3657513386756235,.,.,.,.,4758.210583221333,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-03-01 00:00:00,151.87637206196487,.,.,.,.,0.021273087610534973,.,.,.,.,0.3673647869248242,.,.,.,.,4859.432413827574,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-04-01 00:00:00,153.9533550559461,.,.,.,.,0.013675484644404167,.,.,.,.,0.33840255227710436,.,.,.,.,4925.887507183394,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-05-01 00:00:00,156.80593312558935,.,.,.,.,0.018528846406800588,.,.,.,.,0.3182975612840606,.,.,.,.,5017.158520221172,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-06-01 00:00:00,157.99805215053544,.,.,.,.,0.007602512233968264,.,.,.,.,0.288370174966202,.,.,.,.,5055.301529250912,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-07-01 00:00:00,159.01847209851095,.,.,.,.,0.006458433721722623,.,.,.,.,0.2589112094162582,.,.,.,.,5087.950859120902,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-08-01 00:00:00,159.28277774168805,.,.,.,.,0.001662106544536258,.,.,.,.,0.2248781531106523,.,.,.,.,5096.407575542126,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-09-01 00:00:00,160.97777044743057,.,.,.,.,0.010641405993630669,.,.,.,.,0.2085862814948778,.,.,.,.,5150.640517662485,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-10-01 00:00:00,162.75599650108697,.,.,.,.,0.011046407517720527,.,.,.,.,0.20766981686579,.,.,.,.,5207.536591797868,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-11-01 00:00:00,163.44007212462648,.,.,.,.,0.004203074776018611,.,.,.,.,0.20061567182747697,.,.,.,.,5229.424257492048,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-12-01 00:00:00,164.15521619395943,.,.,.,.,0.00437557362791447,.,.,.,.,0.17818066534700217,.,.,.,.,5252.305988362306,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-01-01 00:00:00,163.907491336698,.,.,.,.,-0.001509089159669087,.,.,.,.,0.13748328970196488,.,.,.,.,5244.379790332004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-02-01 00:00:00,162.279665307996,.,.,.,.,-0.009931370527526035,.,.,.,.,0.09122869209624951,.,.,.,.,5192.295911447148,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-03-01 00:00:00,163.26831086284423,.,.,.,.,0.006092233139449896,.,.,.,.,0.07500797290727679,.,.,.,.,5223.928588668697,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-04-01 00:00:00,165.7225772972565,.,.,.,.,0.015032105259384988,.,.,.,.,0.076446675923584,.,.,.,.,5302.455233081075,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-05-01 00:00:00,170.45533115286983,.,.,.,.,0.02855829261648647,.,.,.,.,0.08704643858308847,.,.,.,.,5453.884301213224,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-06-01 00:00:00,174.18038130738125,.,.,.,.,0.0218535268408278,.,.,.,.,0.10242106745358992,.,.,.,.,5573.070908176556,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-07-01 00:00:00,176.36280896695024,.,.,.,.,0.012529698483766618,.,.,.,.,0.10907120814048943,.,.,.,.,5642.8998062846595,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-08-01 00:00:00,177.93706851413788,.,.,.,.,0.008926255804207904,.,.,.,.,0.11711429846296273,.,.,.,.,5693.269773433071,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-09-01 00:00:00,180.2225401925343,.,.,.,.,0.012844269591947535,.,.,.,.,0.11954923770911807,.,.,.,.,5766.395665262732,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-10-01 00:00:00,182.66118162400116,.,.,.,.,0.013531278767137736,.,.,.,.,0.12230077877825685,.,.,.,.,5844.422372491017,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-11-01 00:00:00,184.35818029179018,.,.,.,.,0.009290417661275066,.,.,.,.,0.12798641052491222,.,.,.,.,5898.71949732036,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-12-01 00:00:00,186.20543500417733,.,.,.,.,0.010019922682375438,.,.,.,.,0.1343254227399282,.,.,.,.,5957.82421060853,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-01-01 00:00:00,188.0766826030421,.,.,.,.,0.010049371538606125,.,.,.,.,0.1474562942135198,.,.,.,.,6017.696599662638,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-02-01 00:00:00,189.74288838879332,.,.,.,.,0.008859183194271786,.,.,.,.,0.16923391497433737,.,.,.,.,6071.008476246594,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-03-01 00:00:00,191.0845899862736,.,.,.,.,0.007071156178096595,.,.,.,.,0.17037157410660564,.,.,.,.,6113.9375253406815,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-04-01 00:00:00,192.3564353947775,.,.,.,.,0.006655928709872642,.,.,.,.,0.16071351611764917,.,.,.,.,6154.6314576459645,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-05-01 00:00:00,192.94991841825868,.,.,.,.,0.003085329701931516,.,.,.,.,0.13196763699467384,.,.,.,.,6173.620524886683,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-06-01 00:00:00,193.38940689260733,.,.,.,.,0.0022777334033174243,.,.,.,.,0.1102823718781929,.,.,.,.,6187.682386575624,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-07-01 00:00:00,193.59156192723594,.,.,.,.,0.001045326307561753,.,.,.,.,0.09768926374672504,.,.,.,.,6194.150533757149,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-08-01 00:00:00,194.61812372366705,.,.,.,.,0.005302719737428221,.,.,.,.,0.09374693732353911,.,.,.,.,6226.996378049104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-09-01 00:00:00,193.51745252856642,.,.,.,.,-0.005655543142854696,.,.,.,.,0.07376942041671919,.,.,.,.,6191.779331382648,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-10-01 00:00:00,194.68397056109242,.,.,.,.,0.006027973277261926,.,.,.,.,0.06582016403375501,.,.,.,.,6229.103211730925,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-11-01 00:00:00,196.2195983054767,.,.,.,.,0.00788779754161838,.,.,.,.,0.06433898400880844,.,.,.,.,6278.237116730903,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-12-01 00:00:00,199.17098136941453,.,.,.,.,0.015041224675952578,.,.,.,.,0.06963033256760909,.,.,.,.,6372.669491772556,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-01-01 00:00:00,200.34273803035464,.,.,.,.,0.005883169590688419,.,.,.,.,0.06521837400333941,.,.,.,.,6410.160987138061,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-02-01 00:00:00,200.2668423556735,.,.,.,.,-0.0003788291775748367,.,.,.,.,0.05546428673161152,.,.,.,.,6407.732631123181,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-03-01 00:00:00,198.94166908276395,.,.,.,.,-0.0066170378347308,.,.,.,.,0.04111832930669479,.,.,.,.,6365.3324218682,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-04-01 00:00:00,199.6262799159025,.,.,.,.,0.003441264146897834,.,.,.,.,0.03779361218773336,.,.,.,.,6387.237212114662,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-05-01 00:00:00,199.83336009770636,.,.,.,.,0.0010373392816370962,.,.,.,.,0.035674758174949917,.,.,.,.,6393.862944175923,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
