Unnamed: 0,João Pessoa,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4503.749464720455,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,98.91030987988067,.,.,.,.,-0.010896901201193243,.,.,.,.,.,.,.,.,.,4454.672551768469,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,98.11667005913941,.,.,.,.,-0.008023833124222168,.,.,.,.,.,.,.,.,.,4418.929002590026,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,97.7786373032795,.,.,.,.,-0.0034452122728600987,.,.,.,.,.,.,.,.,.,4403.704854157406,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,98.7107532303405,.,.,.,.,0.009532919999384548,.,.,.,.,.,.,.,.,.,4445.68502023299,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,99.50342135824519,.,.,.,.,0.00803021050862629,.,.,.,.,.,.,.,.,.,4481.384806800507,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,99.5933430769991,.,.,.,.,0.0009037047925233299,.,.,.,.,.,.,.,.,.,4485.434655727554,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,99.58189622638653,.,.,.,.,-0.00011493590092381822,.,.,.,.,.,.,.,.,.,4484.919118254363,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,99.33381269698839,.,.,.,.,-0.0024912513097175015,.,.,.,.,.,.,.,.,.,4473.746057627034,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,100.49546646572918,.,.,.,.,0.011694444592440512,.,.,.,.,.,.,.,.,.,4526.0640330186025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,101.53705085736871,.,.,.,.,0.010364491337474746,.,.,.,.,.,.,.,.,.,4572.974384481679,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,101.86857724958492,.,.,.,.,0.003265078012576028,.,.,.,.,.,.,.,.,.,4587.905502596524,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,100.56312907810381,.,.,.,.,-0.012815023108477042,.,.,.,.,0.0056312907810380786,.,.,.,.,4529.11138756124,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,98.25063037672804,.,.,.,.,-0.022995492707667653,.,.,.,.,-0.006669471604666577,.,.,.,.,4424.962239676362,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,96.62147554505533,.,.,.,.,-0.016581622178157507,.,.,.,.,-0.015238944749988548,.,.,.,.,4351.589187665435,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,95.84679936320411,.,.,.,.,-0.008017639737761817,.,.,.,.,-0.019757259799841664,.,.,.,.,4316.6997132719935,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,96.17922362743951,.,.,.,.,0.003468287584394991,.,.,.,.,-0.025645935422999866,.,.,.,.,4331.671269293096,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,96.26048337796355,.,.,.,.,0.0008448784203001214,.,.,.,.,-0.03259122084461785,.,.,.,.,4335.331004872355,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,96.44246218344956,.,.,.,.,0.0018904829801391632,.,.,.,.,-0.0316374648766784,.,.,.,.,4343.526874350336,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,96.6587807958888,.,.,.,.,0.002242981022485324,.,.,.,.,-0.029353884001690478,.,.,.,.,4353.269322700158,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,96.5906331822333,.,.,.,.,-0.0007050328288270569,.,.,.,.,-0.02761576788684217,.,.,.,.,4350.200124914929,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,97.23803652344981,.,.,.,.,0.0067025478546669515,.,.,.,.,-0.03241370040697522,.,.,.,.,4379.357549429549,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,97.3144336090159,.,.,.,.,0.0007856707960949283,.,.,.,.,-0.04158695976195348,.,.,.,.,4382.798282761793,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,97.32321800094124,.,.,.,.,9.026812980938992e-05,.,.,.,.,-0.04461983637512912,.,.,.,.,4383.193909766111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,97.32202324536689,.,.,.,.,-1.2276161833635335e-05,.,.,.,.,-0.03222956427916701,.,.,.,.,4383.140100968326,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,97.2885279828487,.,.,.,.,-0.0003441694017575214,.,.,.,.,-0.009792327949350477,.,.,.,.,4381.631558261956,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,97.1179465503782,.,.,.,.,-0.001753356084291502,.,.,.,.,0.005138309082139525,.,.,.,.,4373.948997910154,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,96.79264644367217,.,.,.,.,-0.003349536499284378,.,.,.,.,0.00986832201755461,.,.,.,.,4359.298296095645,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,96.64594029953854,.,.,.,.,-0.0015156744806952283,.,.,.,.,0.004852572671067756,.,.,.,.,4352.691018914515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,96.95148264839766,.,.,.,.,0.0031614607702314945,.,.,.,.,0.007178431337404811,.,.,.,.,4366.451880815752,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,97.44334890573847,.,.,.,.,0.00507332372754532,.,.,.,.,0.010378071024203628,.,.,.,.,4388.60430474788,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,97.96844968623209,.,.,.,.,0.005388780110601177,.,.,.,.,0.013549404198557768,.,.,.,.,4412.253528338604,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,98.73263975880714,.,.,.,.,0.0078003691496859595,.,.,.,.,0.022176131432253943,.,.,.,.,4446.67073464165,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,99.62244827984915,.,.,.,.,0.009012303562587975,.,.,.,.,0.024521389382685888,.,.,.,.,4486.745481145116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,100.55877161225258,.,.,.,.,0.00939871834682493,.,.,.,.,0.03333871331226779,.,.,.,.,4528.915138216289,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,101.51145912978251,.,.,.,.,0.009473937501975671,.,.,.,.,0.043034346940734824,.,.,.,.,4571.821797187502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,102.2425360368449,.,.,.,.,0.0072019150678122035,.,.,.,.,0.05055908855359981,.,.,.,.,4604.747669476019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,103.09951489610452,.,.,.,.,0.008381823187081361,.,.,.,.,0.059729415520401785,.,.,.,.,4643.343850262691,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,103.7245883425108,.,.,.,.,0.006062816561612117,.,.,.,.,0.06802699219660213,.,.,.,.,4671.4955922593235,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,104.6530252309913,.,.,.,.,0.00895098166516406,.,.,.,.,0.08120842931899208,.,.,.,.,4713.310063654531,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,105.24128426166597,.,.,.,.,0.0056210418129456485,.,.,.,.,0.0889364202519789,.,.,.,.,4739.8037765997115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,105.5733154471593,.,.,.,.,0.0031549518596503123,.,.,.,.,0.08892935479934239,.,.,.,.,4754.757629339073,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,105.92627469344542,.,.,.,.,0.0033432619293156662,.,.,.,.,0.08705494918809564,.,.,.,.,4770.654029504365,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,106.38816296588533,.,.,.,.,0.004360469333757111,.,.,.,.,0.08594311032398116,.,.,.,.,4791.456320101984,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,107.22035514702031,.,.,.,.,0.00782222531092902,.,.,.,.,0.08596666116643625,.,.,.,.,4828.936171005296,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,108.13811166042638,.,.,.,.,0.008559536220036135,.,.,.,.,0.08547936260967903,.,.,.,.,4870.269625065259,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,109.10194395789496,.,.,.,.,0.008912975108120946,.,.,.,.,0.08495700781413906,.,.,.,.,4913.678217003303,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,110.0769410028589,.,.,.,.,0.008936568951880552,.,.,.,.,0.08437945771349242,.,.,.,.,4957.589641196907,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,110.88534579352698,.,.,.,.,0.007343997601160446,.,.,.,.,0.08453242741912725,.,.,.,.,4993.998167629395,.,.,.,.,100,.,.,.,.,0.0160114600886696,.,.,.,.,.,.,.,.,.,27.800855670059715,.,.,.,.,0.00516862554436499,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,112.09592821127019,.,.,.,.,0.010917424742466597,.,.,.,.,0.08725951159160683,.,.,.,.,5048.519766788504,.,.,.,.,103.14256401579274,.,.,.,.,0.0314256401579274,.,.,.,.,.,.,.,.,.,28.674515356429488,.,.,.,.,0.00525954958138974,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,113.1347581232967,.,.,.,.,0.009267329586393203,.,.,.,.,0.09072265246994693,.,.,.,.,5095.306063390754,.,.,.,.,105.1279871946708,.,.,.,.,0.0192493099024962,.,.,.,.,.,.,.,.,.,29.226479988829286,.,.,.,.,0.00529647339290491,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,114.80442307754298,.,.,.,.,0.014758196171919424,.,.,.,.,0.09700051980480628,.,.,.,.,5170.503589830246,.,.,.,.,107.64675829250518,.,.,.,.,0.0239590918179595,.,.,.,.,.,.,.,.,.,29.926719906397405,.,.,.,.,0.00533560294060865,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,116.45318596862546,.,.,.,.,0.014361492762076322,.,.,.,.,0.10653520417978601,.,.,.,.,5244.7597397118825,.,.,.,.,109.02025242801331,.,.,.,.,0.0127592707601651,.,.,.,.,.,.,.,.,.,30.308563028646752,.,.,.,.,0.0053755630917666,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,117.59658705218708,.,.,.,.,0.009818547032879543,.,.,.,.,0.11388551694244708,.,.,.,.,5296.255659892397,.,.,.,.,110.41656980134744,.,.,.,.,0.0128078714022068,.,.,.,.,.,.,.,.,.,30.696751206303343,.,.,.,.,0.00541423833440539,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,118.81900319238748,.,.,.,.,0.010394996749845564,.,.,.,.,0.12171416899399223,.,.,.,.,5351.310220263329,.,.,.,.,111.68223165246047,.,.,.,.,0.0114626079526843,.,.,.,.,.,.,.,.,.,31.048616030802282,.,.,.,.,0.00545054374855098,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,118.75447059161507,.,.,.,.,-0.0005431168334910641,.,.,.,.,0.11623762720383812,.,.,.,.,5348.403833601472,.,.,.,.,112.95877243981494,.,.,.,.,0.0114301153233298,.,.,.,.,.,.,.,.,.,31.403505292664143,.,.,.,.,0.00548888632844426,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,119.53789785382537,.,.,.,.,0.006597033848977585,.,.,.,.,0.1148806370760036,.,.,.,.,5383.687434729743,.,.,.,.,113.8710599820465,.,.,.,.,0.0080762876802476,.,.,.,.,.,.,.,.,.,31.657129035575874,.,.,.,.,0.005472015128291,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,119.96081912097463,.,.,.,.,0.0035379680816072234,.,.,.,.,0.10932970142546727,.,.,.,.,5402.734749035166,.,.,.,.,114.43822364337704,.,.,.,.,0.00498075333117964,.,.,.,.,.,.,.,.,.,31.814805386475406,.,.,.,.,0.00543902552466384,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,121.00655302184559,.,.,.,.,0.008717295434740091,.,.,.,.,0.10911454582830249,.,.,.,.,5449.831983998042,.,.,.,.,113.31909924154883,.,.,.,.,-0.00977928847721143,.,.,.,.,.,.,.,.,.,31.503679226754723,.,.,.,.,0.00530359563209862,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,121.36577870391373,.,.,.,.,0.002968646516220419,.,.,.,.,0.10255406444081361,.,.,.,.,5466.010608731324,.,.,.,.,114.33335827581628,.,.,.,.,0.00895046855345605,.,.,.,.,0.16164002278653067,.,.,.,.,31.78565191699196,.,.,.,.,0.00529877416533772,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,122.7436233848586,.,.,.,.,0.01135282693077988,.,.,.,.,0.1069417920507929,.,.,.,.,5528.065281174058,.,.,.,.,116.75615551982759,.,.,.,.,0.0211906418262164,.,.,.,.,0.16756155519827587,.,.,.,.,32.459210281977725,.,.,.,.,0.00543781003705293,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,124.28217799991135,.,.,.,.,0.012534700969586643,.,.,.,.,0.10871268906104614,.,.,.,.,5597.357926413929,.,.,.,.,120.56291164748885,.,.,.,.,0.0326043291740177,.,.,.,.,0.16889581714323842,.,.,.,.,33.51752105873999,.,.,.,.,0.00555331189383775,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,125.96616737043868,.,.,.,.,0.013549725291493786,.,.,.,.,0.1134170387597242,.,.,.,.,5673.200588675002,.,.,.,.,123.4494544488741,.,.,.,.,0.0239422120944222,.,.,.,.,0.17427773272474556,.,.,.,.,34.320004656807605,.,.,.,.,0.00563211854915887,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,126.77003690630062,.,.,.,.,0.0063816305016086705,.,.,.,.,0.10422606993700612,.,.,.,.,5709.404858593434,.,.,.,.,124.57918715236076,.,.,.,.,0.00915137866368232,.,.,.,.,0.1572962263651787,.,.,.,.,34.63408001516139,.,.,.,.,0.0056389235231136,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,127.7222469205017,.,.,.,.,0.007511317638133175,.,.,.,.,0.09676902231693618,.,.,.,.,5752.290012011031,.,.,.,.,125.73943755977808,.,.,.,.,0.00931335670057254,.,.,.,.,0.15335852522268323,.,.,.,.,34.95663955633876,.,.,.,.,0.00566244058799259,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,127.62846124296875,.,.,.,.,-0.0007342939839707352,.,.,.,.,0.08530752840921929,.,.,.,.,5748.066140061156,.,.,.,.,127.44812232251887,.,.,.,.,0.0135890918227501,.,.,.,.,0.1542481581506583,.,.,.,.,35.431668541084626,.,.,.,.,0.00568953494878805,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,127.59037305556113,.,.,.,.,-0.0002984302015136553,.,.,.,.,0.07382127124035343,.,.,.,.,5746.350743524664,.,.,.,.,129.29128566144803,.,.,.,.,0.0144620674305806,.,.,.,.,0.1576710435352373,.,.,.,.,35.94408372070378,.,.,.,.,0.00573400788177511,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,127.5088931350275,.,.,.,.,-0.0006386055513619704,.,.,.,.,0.07371867770366336,.,.,.,.,5742.681092039777,.,.,.,.,130.66487213756753,.,.,.,.,0.0106239679580282,.,.,.,.,0.15674833671892552,.,.,.,.,36.32595251443322,.,.,.,.,0.0057462776606624,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,129.0217382080459,.,.,.,.,0.01186462399462851,.,.,.,.,0.07933751993713023,.,.,.,.,5810.815843917892,.,.,.,.,130.9007058906815,.,.,.,.,0.00180487493888704,.,.,.,.,0.1495520100657708,.,.,.,.,36.39151631575772,.,.,.,.,0.00570560222754657,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,130.69756084063798,.,.,.,.,0.012988684355576208,.,.,.,.,0.08950207074558114,.,.,.,.,5886.290696762922,.,.,.,.,132.13377895168114,.,.,.,.,0.00941991147113752,.,.,.,.,0.15462976219771307,.,.,.,.,36.73432117775262,.,.,.,.,0.00569119546486699,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,132.15102638471757,.,.,.,.,0.011120831442690937,.,.,.,.,0.09209809786797285,.,.,.,.,5951.751143424303,.,.,.,.,134.32342926310767,.,.,.,.,0.0165714651378226,.,.,.,.,0.1853556034432149,.,.,.,.,37.34306270051132,.,.,.,.,0.00571885641906705,.,.,.,.,.,.,.,.,.,.,.,.,.
