Unnamed: 0,Guarujá,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2010-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-12-01 00:00:00,100,100,100,100,100,.,.,.,.,.,.,.,.,.,.,3651.8121160400333,3585.0777418185958,3296.7819225453954,4210.522059012424,4007.3118870743915,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-01-01 00:00:00,100.45009503882727,100.43669532913108,99.81911218009158,100.99000438443768,101.26717483207683,0.004500950388272703,0.004366953291310904,-0.0018088781990841943,0.00990004384437691,0.012671748320768346,.,.,.,.,.,3668.248741201623,3600.733608862836,3290.818445598568,4252.206412004362,4058.0915347502214,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-02-01 00:00:00,101.28869143666223,101.96710868186739,99.90210581119234,102.07803840076657,102.26922934249613,0.00834838829680352,0.015237591676240806,0.000831440285213462,0.010773680256385428,0.009895156175541786,.,.,.,.,.,3698.8727060624356,3655.600117329605,3293.5545646255614,4298.018324271449,4098.246984261219,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-03-01 00:00:00,101.84916728085544,103.41062143986468,100.0884933014492,102.42554058445488,102.47205879357034,0.005533449353955661,0.014156650871615821,0.0018657013157372079,0.003404279599535277,0.001983289131816444,.,.,.,.,.,3719.340230848161,3707.3511719168773,3299.6993537102358,4312.649980371195,4106.374992964604,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-04-01 00:00:00,103.23552887164537,105.60278546001888,101.46066809556655,103.38457545688834,102.87818661647763,0.013611908941454053,0.02119863501090156,0.013709615849492238,0.009363239549052538,0.003963303047569741,.,.,.,.,.,3769.967551392753,3785.941956267581,3344.936964268421,4353.030355228628,4122.649801488685,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-05-01 00:00:00,104.77733457125976,107.59525419995082,103.26696999123786,104.4208094120892,103.72866469394263,0.014934836063380351,0.018867577509934886,0.017802976558068298,0.010023100163843736,0.008266845532916721,.,.,.,.,.,3826.271398737067,3857.373509575574,3404.4867986315076,4396.661214495337,4156.731110583902,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-06-01 00:00:00,106.03933318473328,109.5401881181357,104.27164770738881,105.5502759144004,104.34621157134022,0.012044576421394042,0.018076391311558186,0.009728935750087401,0.010816488673764791,0.005953483342523402,.,.,.,.,.,3872.3572170081507,3927.1009025695007,3437.608831957414,4444.217650724307,4181.478140010112,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-07-01 00:00:00,107.27718361711622,111.13870020692433,105.60320744343052,106.56446521263908,104.73054301704838,0.01167350260706051,0.014592928095619828,0.012770103525920996,0.009608589740316378,0.003683233343315071,.,.,.,.,.,3917.561189076365,3984.4088036649414,3481.5074526231306,4486.92031484679,4196.879499719739,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-08-01 00:00:00,108.17368369279603,110.99772720086587,106.63580217167863,108.15785797706124,105.37853973381446,0.00835685693315282,-0.0012684420979909062,0.009778062174875242,0.014952383622840045,0.0061872754413257935,.,.,.,.,.,3950.299687460348,3979.354811802767,3515.549848957171,4554.010468679493,4222.846749178559,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-09-01 00:00:00,109.47541985452939,111.13119945697285,108.38064961171195,109.82323671415496,107.00826664497586,0.012033760128112024,0.0012024773792479481,0.0163626793675184,0.015397667522658533,0.015465453547544668,.,.,.,.,.,3997.836646333402,3984.1398959479616,3573.073663936185,4624.131607770926,4288.15498941638,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-10-01 00:00:00,110.57261548035693,111.87723223058566,109.4344609012951,111.04677388121073,109.15795916082445,0.010022301145640617,0.006713081270230095,0.009723242048821152,0.011140968010625642,0.020089032214498634,.,.,.,.,.,4037.904169134033,4010.8857508614265,3607.8155240289047,4675.648910090025,4374.299873139529,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-11-01 00:00:00,111.14276207320638,112.96864704132986,109.60365193746796,111.55032436891345,110.25924302811916,0.005156309185349215,0.00975546846291963,0.0015460489756098479,0.004534580070208769,0.010088901219490293,.,.,.,.,.,4058.724851490899,4050.013820312328,3613.3933835240186,4696.851014453014,4418.431752464063,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-12-01 00:00:00,111.75981308474061,114.17534416997293,109.72908712746866,112.1340306172234,111.47089075351246,0.005551877603399716,0.010681699394006119,0.0011444435270485348,0.005232671904920357,0.010989080752933318,0.11759813084740611,0.14175344169972925,0.0972908712746865,0.12134030617223401,0.11470890753512464,4081.2583950922535,4093.274850482475,3617.528708192472,4721.428094797938,4466.986255793216,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-01-01 00:00:00,111.9773161831429,114.65426542346137,109.40949557831759,112.68148845736428,111.9402116926601,0.0019461655527050923,0.00419461186624894,-0.0029125508788733533,0.004882173922826826,0.004210255574124886,0.11475570172292993,0.14155752583992642,0.09607762670662945,0.1157687252732531,0.10539483182266607,4089.201199592471,4110.4445497421275,3606.992471774077,4744.478927920863,4485.7934095762075,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-02-01 00:00:00,112.75678683866612,115.77361270846924,109.87931620258024,113.4859863457805,112.97374655687567,0.00696096925781252,0.009762805429642902,0.004294148526864907,0.007139574560382405,0.009232918614208205,0.1132218734326833,0.13540154472436305,0.09986987071367737,0.1117571235080499,0.10466997046130544,4117.666003431844,4150.5740201105955,3622.481433183158,4778.352488976917,4527.210375046976,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-03-01 00:00:00,113.45843925081645,116.5517194745896,110.41231059039261,114.31205751709469,113.6634031159025,0.006222706693072753,0.006720933621374691,0.0048507253797403765,0.00727905883284328,0.006104573673491758,0.11398494734814779,0.1270768693945692,0.10314689479688588,0.11605032167576201,0.10921361836671095,4143.2890312312375,4178.469752590361,3640.053095808738,4813.1343978682435,4554.847064316847,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-04-01 00:00:00,114.0445144709251,117.40262165236281,110.84537993275609,114.94884273358007,113.75094873989393,0.005165549816995315,0.007300640278916857,0.003922292179629064,0.00557058660579308,0.0007702182196864793,0.10470218651873942,0.11173792567063812,0.09249605796356497,0.11185679513201707,0.10568578705560938,4164.691397128273,4208.975257170358,3654.3304475998634,4839.94637987689,4558.3552905136685,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-05-01 00:00:00,114.64637905586198,118.6857672415239,111.15562419216033,115.4995902464673,113.46883574166687,0.005277453174570124,0.01092944579176923,0.0027988921107261816,0.004791240170757682,-0.0024800935847327076,0.0941906427089938,0.1030762288173317,0.07639087504544606,0.10609744261468523,0.09390047656029465,4186.670360963152,4254.9770240825,3664.5585242596376,4863.135725396471,4547.050142800734,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-06-01 00:00:00,115.12526884751786,120.2355329631778,111.19370239108888,115.83849672864294,112.78365367382415,0.00417710350383192,0.013057721727493718,0.0003425665521225744,0.0029342656666783507,-0.0060385044348447115,0.08568457939051521,0.09763854735677002,0.0663848211464444,0.09747223041450037,0.08086007125151218,4204.15851639732,4310.537330019848,3665.813879438345,4877.405457587898,4519.59276034797,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-07-01 00:00:00,115.88669528363937,121.50039746571638,111.44676836355522,116.80417626308228,113.29201900958664,0.006613894966273756,0.010519889348566793,0.002275902025244846,0.008336430130835562,0.004507438083471753,0.08025482564168929,0.09323212561870942,0.05533507041682406,0.09608935802390461,0.08174765207838752,4231.964379246338,4355.883705764523,3674.156912670729,4918.065607404836,4539.964544877746,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-08-01 00:00:00,116.09224803106335,121.97020738154811,111.80125552805092,116.69987150936574,113.20286277996969,0.0017737389690929057,0.0038667356291101733,0.0031807756267934724,-0.0008929882222842662,-0.0007869594910246934,0.07320231749484796,0.09885319688416683,0.048440141595748054,0.07897728091209189,0.07424968182249847,4239.47077938162,4372.726756485864,3685.8435814275667,4913.673832741001,4536.39177669024,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-09-01 00:00:00,116.55573070050919,122.59935183995347,112.47051740241997,116.80248163135897,113.73562988704717,0.003992365358639892,0.005158181427348682,0.005986174942383732,0.0008792650811531544,0.004706304186962227,0.0646748909973407,0.10319471434680949,0.03773614390908819,0.06354980171791347,0.06286769660881308,4256.396295660189,4395.28207442804,3707.907685916254,4917.994254562305,4557.741416302578,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
