Unnamed: 0,Santa Maria,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4021.2989963649425,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,100.16122880120359,.,.,.,.,0.001612288012035945,.,.,.,.,.,.,.,.,.,4027.7824885295936,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,100.57269987280873,.,.,.,.,0.004108087296151419,.,.,.,.,.,.,.,.,.,4044.328970602383,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,100.98165523720783,.,.,.,.,0.004066266142962238,.,.,.,.,.,.,.,.,.,4060.774288566545,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,101.94651857738135,.,.,.,.,0.009554837835714203,.,.,.,.,.,.,.,.,.,4099.574328381236,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,102.58028880990081,.,.,.,.,0.006216693236448245,.,.,.,.,.,.,.,.,.,4125.0601243808005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,103.26219282846077,.,.,.,.,0.006647515097404799,.,.,.,.,.,.,.,.,.,4152.481523835324,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,103.40321968086484,.,.,.,.,0.0013657162272191492,.,.,.,.,.,.,.,.,.,4158.152635235654,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,103.90549117488516,.,.,.,.,0.00485740671877033,.,.,.,.,.,.,.,.,.,4178.35047378372,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,103.8688921576871,.,.,.,.,-0.0003522337153140098,.,.,.,.,.,.,.,.,.,4176.878717872455,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,104.36372035631801,.,.,.,.,0.004763969157191905,.,.,.,.,.,.,.,.,.,4196.777239257731,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,104.59843987882742,.,.,.,.,0.002249052848135591,.,.,.,.,.,.,.,.,.,4206.216013060674,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,105.25396086570565,.,.,.,.,0.006267024514300834,.,.,.,.,0.052539608657056425,.,.,.,.,4232.576471926971,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,104.8483228913364,.,.,.,.,-0.0038538974783743907,.,.,.,.,0.04679549308880371,.,.,.,.,4216.2645561347845,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,104.8521161423062,.,.,.,.,3.6178461087388314e-05,.,.,.,.,0.04255047617205787,.,.,.,.,4216.417094097963,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,105.17817458458195,.,.,.,.,0.003109698251900106,.,.,.,.,0.041557244605630705,.,.,.,.,4229.528878964761,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,106.31115029994653,.,.,.,.,0.010771965950535423,.,.,.,.,0.04281295510108318,.,.,.,.,4275.089220035776,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,106.4296486820903,.,.,.,.,0.0011146373810220211,.,.,.,.,0.037525336659200104,.,.,.,.,4279.854394287632,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,105.99267768647753,.,.,.,.,-0.004105726186487968,.,.,.,.,0.026442251352851276,.,.,.,.,4262.28248402665,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,105.94853987125884,.,.,.,.,-0.0004164232490592168,.,.,.,.,0.02461548294385496,.,.,.,.,4260.507570506244,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,105.98731136279658,.,.,.,.,0.0003659464451784,.,.,.,.,0.02003570903107965,.,.,.,.,4262.066688106326,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,107.53943633913066,.,.,.,.,0.014644441456026058,.,.,.,.,0.03533824329108248,.,.,.,.,4324.482274201979,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,108.1813244905024,.,.,.,.,0.005968862895538329,.,.,.,.,0.03657980111431769,.,.,.,.,4350.294515990876,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,109.51608522895141,.,.,.,.,0.012338180778755259,.,.,.,.,0.047014519105838204,.,.,.,.,4403.969236169999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,108.32712887813027,.,.,.,.,-0.010856454084672063,.,.,.,.,0.029197647168315966,.,.,.,.,4356.157746367211,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,107.78502498468484,.,.,.,.,-0.0050043225465276064,.,.,.,.,0.02800905166973444,.,.,.,.,4334.358127940835,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,107.54441167606265,.,.,.,.,-0.002232344508491524,.,.,.,.,0.025677073890453928,.,.,.,.,4324.682347376091,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,107.74689847619669,.,.,.,.,0.0018828202877148037,.,.,.,.,0.02442259434298344,.,.,.,.,4332.824947037652,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,110.85990103119579,.,.,.,.,0.028891806622970417,.,.,.,.,0.04278714620635182,.,.,.,.,4458.008087538646,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,111.15305226739781,.,.,.,.,0.002644339688879338,.,.,.,.,0.04438052407197657,.,.,.,.,4469.796575257869,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,111.50457991547758,.,.,.,.,0.003162555061772876,.,.,.,.,0.052002669894839704,.,.,.,.,4483.9325530420465,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,109.95984200220792,.,.,.,.,-0.013853582646027651,.,.,.,.,0.037860853352234214,.,.,.,.,4421.814022839265,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,111.07328118843745,.,.,.,.,0.010125871099443406,.,.,.,.,0.047986591604645135,.,.,.,.,4466.588741660246,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,111.02564846515999,.,.,.,.,-0.0004288405165293607,.,.,.,.,0.03241798771415727,.,.,.,.,4464.673287437148,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,110.10532105878735,.,.,.,.,-0.008289322504262953,.,.,.,.,0.017784923389931873,.,.,.,.,4427.664170681414,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,109.43289425866483,.,.,.,.,-0.006107123558211192,.,.,.,.,-0.0007596233020260579,.,.,.,.,4400.623878516799,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,110.55530366350754,.,.,.,.,0.010256599831762525,.,.,.,.,0.02056894527209341,.,.,.,.,4445.759316648845,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,111.50138564099392,.,.,.,.,0.008557544922185967,.,.,.,.,0.03447937834441417,.,.,.,.,4483.804101714294,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,111.90261038483952,.,.,.,.,0.003598383477829037,.,.,.,.,0.04052464131659694,.,.,.,.,4499.938548311725,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,111.92316832864286,.,.,.,.,0.00018371281717777244,.,.,.,.,0.03876000062654961,.,.,.,.,4500.765244699562,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,112.42617504145896,.,.,.,.,0.004494214382308348,.,.,.,.,0.014128408880884846,.,.,.,.,4520.992648593684,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,113.24441066174914,.,.,.,.,0.007277981484191232,.,.,.,.,0.018815123396883404,.,.,.,.,4553.896349380314,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,114.27391292691414,.,.,.,.,0.00909097640359513,.,.,.,.,0.024836047214704227,.,.,.,.,4595.295713636948,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,114.95931466921111,.,.,.,.,0.005997884597995107,.,.,.,.,0.04546635004170718,.,.,.,.,4622.857767021004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,115.84802876832529,.,.,.,.,0.007730683691629547,.,.,.,.,0.04298736409692827,.,.,.,.,4658.595618169236,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,115.76609727603139,.,.,.,.,-0.0007072325111181499,.,.,.,.,0.042696880193038966,.,.,.,.,4655.300907891915,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,116.01337575351207,.,.,.,.,0.002136018085597824,.,.,.,.,0.05365821231809753,.,.,.,.,4665.244714825071,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,115.74036154928321,.,.,.,.,-0.0023532993713494266,.,.,.,.,0.05763776361163875,.,.,.,.,4654.265997370482,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,116.09486712833669,.,.,.,.,0.0030629382378637438,.,.,.,.,0.05010671836866076,.,.,.,.,4668.521726663017,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,115.70376409609867,.,.,.,.,-0.0033688227732383558,.,.,.,.,0.03768902449907974,.,.,.,.,4652.794304352877,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,116.13936085773676,.,.,.,.,0.0037647587789477743,.,.,.,.,0.037861051304583615,.,.,.,.,4670.310952556828,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,115.7570051920968,.,.,.,.,-0.003292214308879493,.,.,.,.,0.034254184550928324,.,.,.,.,4654.935288011903,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,116.02651390297348,.,.,.,.,0.0023282280880490003,.,.,.,.,0.032024026968691555,.,.,.,.,4665.773039097503,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,116.87862644701335,.,.,.,.,0.00734411916187061,.,.,.,.,0.032091789466937026,.,.,.,.,4700.039032278878,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,118.69240818313918,.,.,.,.,0.015518506601787552,.,.,.,.,0.03866582619824155,.,.,.,.,4772.976619029956,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,120.45090096550183,.,.,.,.,0.01481554557094622,.,.,.,.,0.04776982458613688,.,.,.,.,4843.690871638255,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,120.83042688806243,.,.,.,.,0.0031508765772478853,.,.,.,.,0.043008052641974714,.,.,.,.,4858.95274375313,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,121.16429147111923,.,.,.,.,0.002763083700482838,.,.,.,.,0.04663018208358927,.,.,.,.,4872.37843688081,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,120.4834763771419,.,.,.,.,-0.005618941733667504,.,.,.,.,0.03853090727337549,.,.,.,.,4845.000826339599,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,120.03577224050152,.,.,.,.,-0.0037158965702397406,.,.,.,.,0.03711246996052697,.,.,.,.,4826.9973043861955,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,119.84363355481148,.,.,.,.,-0.0016006785486002428,.,.,.,.,0.0322905440972745,.,.,.,.,4819.270833346914,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,118.61476256638879,.,.,.,.,-0.010253953021715168,.,.,.,.,0.025159064556208977,.,.,.,.,4769.8542566228525,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,116.91664423188006,.,.,.,.,-0.01431624780733598,.,.,.,.,0.00669267824794928,.,.,.,.,4701.567841080163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,114.92312215469535,.,.,.,.,-0.017050797944824447,.,.,.,.,-0.007203737138997579,.,.,.,.,4621.402357798021,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,115.54469417716274,.,.,.,.,0.005408589766911387,.,.,.,.,-0.004152669158134503,.,.,.,.,4646.397627299187,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,117.33171639065212,.,.,.,.,0.015466069006590422,.,.,.,.,0.0038765851157924747,.,.,.,.,4718.259133635054,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,118.78126223202305,.,.,.,.,0.01235425412634994,.,.,.,.,0.0007486076847205148,.,.,.,.,4776.549706005953,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,119.95793880081104,.,.,.,.,0.009906247388493883,.,.,.,.,-0.004092639911693063,.,.,.,.,4823.867389057086,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,120.04776137362863,.,.,.,.,0.0007487838963851079,.,.,.,.,-0.006477387646398602,.,.,.,.,4827.47942327631,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,120.30733669190437,.,.,.,.,0.002162267045262567,.,.,.,.,-0.007072667770430696,.,.,.,.,4837.917722944943,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,120.6374476997134,.,.,.,.,0.002743897561745756,.,.,.,.,0.0012779455507205828,.,.,.,.,4851.192473588859,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,121.57243387412466,.,.,.,.,0.007750380932615375,.,.,.,.,0.012801697401873868,.,.,.,.,4888.791063236609,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,122.91509161861856,.,.,.,.,0.011044096936350556,.,.,.,.,0.025628879671796057,.,.,.,.,4942.783345640559,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,123.27028502515613,.,.,.,.,0.0028897460991987867,.,.,.,.,0.03924909815640887,.,.,.,.,4957.066734532808,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,123.16292147969763,.,.,.,.,-0.0008709604706161889,.,.,.,.,0.05342504729634023,.,.,.,.,4952.749325356824,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,122.51537979469504,.,.,.,.,-0.005257602509123105,.,.,.,.,0.06606379549782782,.,.,.,.,4926.709738076769,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
