Unnamed: 0,Curitiba,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2010-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2011-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-06-01 00:00:00,100,100,100,100,100,.,.,.,.,.,.,.,.,.,.,4141.695119722952,5037.654579560646,3933.814468313909,3762.016849607473,4402.071092812887,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-07-01 00:00:00,96.44238985360363,98.75193022219251,96.8385376674125,96.09544335781621,90.07513145844183,-0.03557610146396375,-0.012480697778074786,-0.03161462332587506,-0.03904556642183798,-0.09924868541558161,.,.,.,.,.,3994.349753910885,4974.781135242815,3809.4484056642873,3615.1267708260507,3965.171323745275,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-08-01 00:00:00,95.15398610443394,95.70971668447768,95.46538615814457,95.67575794226791,88.59769923191101,-0.013359309647193994,-0.030806623535052098,-0.014179804263298085,-0.004367381021237233,-0.016402221152599372,.,.,.,.,.,3940.9879987091963,4821.52492564011,3755.431172920835,3599.3381347777786,3900.1337067852596,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-09-01 00:00:00,94.75613177128555,91.67050985491754,96.13107489781652,95.53466249563299,89.94599190943121,-0.0041811630750994465,-0.04220268296139707,0.006973090105865121,-0.0014747251515901446,0.015218145495978951,.,.,.,.,.,3924.510085209583,4618.043637812848,3781.6181328759867,3594.0301003013437,3959.4865089888895,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-10-01 00:00:00,93.68743281430841,89.0405475201674,95.2993104268924,94.13446513535389,93.65841511917114,-0.011278414779073966,-0.02868929537876958,-0.00865239956807147,-0.014656432793103753,0.041273914834115626,.,.,.,.,.,3880.2478326639302,4485.555219815587,3748.898061776479,3541.354439679885,4122.910017947727,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-11-01 00:00:00,95.5625987131276,90.65950089563466,97.1228300274948,95.4473849119588,99.9915783663357,0.020015127349426228,0.01818220373252531,0.019134656824209548,0.013947280358124772,0.06761979945001441,.,.,.,.,.,3957.9114871820334,4567.112498675766,3820.6319396575163,3590.7467028975907,4401.700366511808,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2012-12-01 00:00:00,97.33896556174516,93.76383893751196,97.38052706192109,97.92002207323678,103.01291842117067,0.0185885155127488,0.034241728789693344,0.0026533106001270443,0.025905761206121456,0.030215945224564802,.,.,.,.,.,4031.4831862596034,4723.498326207441,3830.7692628821933,3683.767729534524,4534.701903681275,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-01-01 00:00:00,98.18240867772364,92.40065688144088,98.38914268195396,100.05079101820445,103.5626985665344,0.008665010061602432,-0.014538462498101822,0.010357467252067045,0.021760298862821055,0.005337001939076515,.,.,.,.,.,4066.4160286317237,4654.825922932027,3870.4463300727207,3763.927616270411,4558.903616534357,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-02-01 00:00:00,99.30428465887739,93.64949990884081,99.64347262492537,101.23823222736551,102.79666914339462,0.011426445900672738,0.013515521096374003,0.012748662187514585,0.011868384018523163,-0.00739676962596373,.,.,.,.,.,4112.880711392512,4717.738320893364,3919.7893428497237,3808.599354638233,4525.18245673588,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-03-01 00:00:00,100.48299922275216,94.2781936428008,101.4919178288002,102.31521108774001,102.58027101304796,0.011869725137478153,0.006713263120165901,0.01855058997023002,0.010638064658771988,-0.0021051083867785793,.,.,.,.,.,4161.699474959977,4749.409739573611,3992.5037477186065,3849.1154808322317,4515.656457194502,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-04-01 00:00:00,103.71396531019637,97.67358565325716,104.70877760174916,105.74319586716125,103.72764862952319,0.03215435558687664,0.03601460612748641,0.031695723578455404,0.033504155862822675,0.011185168504080845,.,.,.,.,.,4295.516239723558,4920.4578606824025,4119.049042892243,3978.0768458360385,4566.164835574764,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-05-01 00:00:00,107.16982588601081,100.20922956855345,108.49582276068706,109.7903776719494,104.8354326527474,0.03332107267790186,0.02596038528060041,0.036167408747159784,0.03827368533359231,0.010679737156491446,.,.,.,.,.,4438.647448536494,5048.194842502678,4268.024373276124,4130.3325072664165,4614.930275831916,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-06-01 00:00:00,111.25693682561462,107.16019007882663,111.99726582412862,112.88213975537711,106.95467759511678,0.0381367694294006,0.06936447411281607,0.03227260713221017,0.028160592476198655,0.02021496824827409,0.11256936825614616,0.07160190078826623,0.11997265824128611,0.1288213975537711,0.06954677595116787,4607.923122859727,5398.360222971907,4405.764647105561,4246.645117794742,4708.220944825858,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-07-01 00:00:00,115.38008258637973,113.73056945640815,115.99394207043262,115.93022140087736,108.42856500877093,0.03705967356649207,0.061313621903324206,0.03568548050610519,0.027002337589503937,0.013780485779534047,0.19636274838816092,0.1516794578142786,0.19780765864937444,0.2064070610424822,0.20375694437700442,4778.6912496124,5729.353240581151,4562.986475534333,4361.314462888254,4773.102516602936,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-08-01 00:00:00,120.68519734986728,119.80706014252384,120.30559836658969,121.27987357093156,116.30811167569648,0.04597946755252015,0.05342882494266195,0.037171392050275975,0.04614544943855087,0.0726703951702041,0.26831467908671924,0.2517753086396326,0.260201243697854,0.26761340781970633,0.3127667273983201,4998.412928867465,6035.465851906834,4732.599034736528,4562.569278921084,5119.9657626723665,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-09-01 00:00:00,125.32312946115704,124.27971430021981,125.1500050054663,125.81012597867714,120.76810348441224,0.03842999981053484,0.037332141798448654,0.04026750795183232,0.03735370325147999,0.03834635215428153,0.3225859595414,0.35572186188242294,0.3018683619058222,0.3169055366101081,0.3426735413181785,5190.501936776816,6260.782718909915,4923.169004000615,4732.998137830221,5316.297772825666,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-10-01 00:00:00,129.66110656910962,128.0593426869457,130.40267683695916,129.45896963929374,125.87299287708527,0.03461433756565351,0.030412271286652214,0.04197100776195294,0.029002782027537647,0.042270179338635736,0.38397544552322427,0.4382137829727595,0.36834858775810164,0.3752558051203405,0.3439581773503666,5370.167722951587,6451.187341424187,5129.79936848093,4870.268251158452,5541.018633100596,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-11-01 00:00:00,132.42779635067032,131.03767271411638,134.2808347996045,131.30585672930593,126.48992966035831,0.02133785415510118,0.023257420854107508,0.029739864676966172,0.014266196426235233,0.004901264116882441,0.3857701457890397,0.4453826837736976,0.38258774751096647,0.3756883632843704,0.2650058307604819,5484.75557861236,6601.225320432381,5282.35890751954,4939.748454677935,5568.176628897989,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-12-01 00:00:00,133.64933643803673,131.1595083881824,135.6593709731498,132.8388902743585,129.2205552559964,0.00922419704192414,0.0009297759304060959,0.01026606794337099,0.011675286870204048,0.021587691628654992,0.37303017005310957,0.3988282676394299,0.39308519953777266,0.3566060082687179,0.25441116741955816,5535.348044796274,6607.362980846506,5336.587962965406,4997.4214349529475,5688.380708896522,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-01-01 00:00:00,134.0979500822112,130.6627151356437,136.17286389733846,133.72018582257434,130.7525463846839,0.0033566469997587224,-0.0037877029171865207,0.0037851636824284226,0.006634318808262084,0.011855630287708578,0.365804240170738,0.4140885957477207,0.3840232792506546,0.33652302457302574,0.26254479841196154,5553.92825420346,6582.336252809042,5356.787821910907,5030.575921971667,5755.820047516933,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17.4073086289857,.,.,.,.,0.0034004668751096297,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-02-01 00:00:00,133.9978325163521,131.05013496927327,135.7596992946201,133.76338946338066,129.65984864835116,-0.000746600270904348,0.0029650373729597757,-0.003034118479213631,0.0003230898950713088,-0.008356990104941878,0.3493660719338685,0.3993682304426458,0.3624545162696431,0.3212734608301797,0.26132344295595966,5549.781689864288,6601.8531258000085,5340.534692991221,5032.201250218445,5707.718716334009,101.14747392843744,.,.,.,.,0.0114747392843744,.,.,.,.,.,.,.,.,.,17.60705295714595,.,.,.,.,0.0034050832327478346,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-03-01 00:00:00,134.89341775913834,132.0795134415445,136.5326368594899,134.85429850467773,129.50939666127283,0.0066835800696772845,0.007854844808153563,0.005693424255399998,0.00815551284752471,-0.0011603591138407943,0.34245015378277754,0.4009550707130063,0.3452562507469561,0.3180278579402427,0.2625175911730584,5586.874100157725,6653.709657549391,5370.940622749103,5073.241432165933,5701.095712902272,101.72882058483448,.,.,.,.,0.005747515324093573,.,.,.,.,.,.,.,.,.,17.708249763829272,.,.,.,.,0.003364211992950577,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-04-01 00:00:00,134.1193514895339,132.20912352878676,135.47417255847267,133.91045360582027,127.67411497889728,-0.005738354639264942,0.0009813034880660292,-0.007752463626016027,-0.006998997505628078,-0.014171031057890459,0.29316578619280986,0.35358114115039574,0.29381868131186706,0.26637418613717556,0.23085904930614998,5554.814635246095,6660.238966044923,5329.302600933748,5037.733828036754,5620.305308490727,99.15072239955107,.,.,.,.,-0.025342849454678015,.,.,.,.,.,.,.,.,.,17.25947225595871,.,.,.,.,0.0032986837102599964,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-05-01 00:00:00,133.2053500516021,131.29325078445564,134.77860812611314,132.63629288961098,127.60870385141827,-0.00681483639594793,-0.006927454928113983,-0.005134295483955123,-0.00951502053723082,-0.0005123288106584646,0.24293707627446826,0.31019120044863246,0.24224697962242203,0.20808668029109567,0.21722876152096515,5516.959482297077,6614.100460797178,5301.940386657143,4989.799687201882,5617.425864156491,97.20654280580027,.,.,.,.,-0.019608325049980762,.,.,.,.,.,.,.,.,.,16.921042913772748,.,.,.,.,0.0032296866887346043,.,.,.,.,.,.,.,.,.,.,.,.,.
