Unnamed: 0,Novo Hamburgo,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3758.735975430512,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,100.0462959685855,.,.,.,.,0.00046295968585496894,.,.,.,.,.,.,.,.,.,3760.476118656909,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,100.01772417515112,.,.,.,.,-0.00028558571966874613,.,.,.,.,.,.,.,.,.,3759.4021803782653,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,99.80617913963262,.,.,.,.,-0.0021150754755031587,.,.,.,.,.,.,.,.,.,3751.450761023994,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,99.34665222511454,.,.,.,.,-0.004604193031727877,.,.,.,.,.,.,.,.,.,3734.1783575712175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,99.40572780498127,.,.,.,.,0.00059464087157024,.,.,.,.,.,.,.,.,.,3736.3988526443627,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,99.26159852861619,.,.,.,.,-0.0014499091707053102,.,.,.,.,.,.,.,.,.,3730.9814136825007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,99.35164281829285,.,.,.,.,0.0009071412410379676,.,.,.,.,.,.,.,.,.,3734.365940792398,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,99.32665366906144,.,.,.,.,-0.0002515222549174245,.,.,.,.,.,.,.,.,.,3733.4266646502833,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,99.54256850074066,.,.,.,.,0.002173785421168084,.,.,.,.,.,.,.,.,.,3741.5423331049,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,99.43768911672227,.,.,.,.,-0.0010536133997547381,.,.,.,.,.,.,.,.,.,3737.6001939669914,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,99.11269558809376,.,.,.,.,-0.0032683133680532217,.,.,.,.,.,.,.,.,.,3725.3845452886108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,99.17717503507916,.,.,.,.,0.0006505669793643865,.,.,.,.,-0.00822824964920843,.,.,.,.,3727.8081574592097,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,99.22867654970517,.,.,.,.,0.0005192879773778802,.,.,.,.,-0.008172410692116605,.,.,.,.,3729.7439634173493,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,99.69482437839129,.,.,.,.,0.004697712847682833,.,.,.,.,-0.003228425755762654,.,.,.,.,3747.265229552863,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,99.62374524223226,.,.,.,.,-0.0007129671635635049,.,.,.,.,-0.0018278817902158684,.,.,.,.,3744.5935524910283,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,100.03052824930018,.,.,.,.,0.004083193279662778,.,.,.,.,0.006883734971119271,.,.,.,.,3759.8834517196283,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,100.00437425851261,.,.,.,.,-0.00026146008868799253,.,.,.,.,0.006022253111066078,.,.,.,.,3758.9003922588854,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,100.27049778877034,.,.,.,.,0.0026611188983574063,.,.,.,.,0.010164044052376475,.,.,.,.,3768.9032731297684,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,100.35395336799954,.,.,.,.,0.0008323044272204871,.,.,.,.,0.010088515109305751,.,.,.,.,3772.04014800976,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,100.72174879864421,.,.,.,.,0.003664981979294435,.,.,.,.,0.014045526332045588,.,.,.,.,3785.8646071773906,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,101.84606518588929,.,.,.,.,0.011162597955807207,.,.,.,.,0.0231408202525083,.,.,.,.,3828.124691702432,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,102.78040629836218,.,.,.,.,0.009174052142000066,.,.,.,.,0.03361619936396698,.,.,.,.,3863.244107230188,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,103.001359640781,.,.,.,.,0.002149761324910626,.,.,.,.,0.03923477239331974,.,.,.,.,3871.5491600006003,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,103.42717396207868,.,.,.,.,0.004134065052953773,.,.,.,.,0.04285259108757922,.,.,.,.,3887.5543960837513,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,103.450793255837,.,.,.,.,0.00022836642299606247,.,.,.,.,0.04254936025491496,.,.,.,.,3888.442182975388,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,103.53196629088221,.,.,.,.,0.0007846535777107366,.,.,.,.,0.038488877796976295,.,.,.,.,3891.493263045981,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,103.67166717349042,.,.,.,.,0.0013493502307848626,.,.,.,.,0.04063209952020719,.,.,.,.,3896.7442503785696,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,104.14885951918585,.,.,.,.,0.004602919570077635,.,.,.,.,0.04117074399149234,.,.,.,.,3914.6806507482243,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,104.76797274603878,.,.,.,.,0.005944503182378824,.,.,.,.,0.04763390124528155,.,.,.,.,3937.951482334594,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,105.42375093758872,.,.,.,.,0.006259338368029388,.,.,.,.,0.05139351317148355,.,.,.,.,3962.600453139409,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,106.031705114652,.,.,.,.,0.00576676670727827,.,.,.,.,0.056577260348001035,.,.,.,.,3985.451845506819,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,106.21382221584244,.,.,.,.,0.001717572126125111,.,.,.,.,0.05452718487024666,.,.,.,.,3992.2971465066757,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,106.4782782064818,.,.,.,.,0.0024898453433108703,.,.,.,.,0.04548249372361912,.,.,.,.,4002.2373489660185,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,106.69365908403881,.,.,.,.,0.0020227682226354737,.,.,.,.,0.03807391823609674,.,.,.,.,4010.332947494952,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,107.73397759523095,.,.,.,.,0.009750518635533112,.,.,.,.,0.04594714061013394,.,.,.,.,4049.435773634194,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,108.07773404142252,.,.,.,.,0.003190789515663317,.,.,.,.,0.044964586202934864,.,.,.,.,4062.356670845058,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,108.2610322784956,.,.,.,.,0.001695985197125216,.,.,.,.,0.046497845702958784,.,.,.,.,4069.2463676242537,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,108.06511836765183,.,.,.,.,-0.0018096438461789877,.,.,.,.,0.04378504764444768,.,.,.,.,4061.882480976496,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,108.72687286780203,.,.,.,.,0.00612366423269739,.,.,.,.,0.04876168997892094,.,.,.,.,4086.756085442672,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,109.32104680156132,.,.,.,.,0.005464830525216513,.,.,.,.,0.04966148747334742,.,.,.,.,4109.089514847513,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,110.48010765383485,.,.,.,.,0.010602357790969963,.,.,.,.,0.05452176612830417,.,.,.,.,4152.65555207905,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,111.35369321167575,.,.,.,.,0.007907175114076459,.,.,.,.,0.05624863677633307,.,.,.,.,4185.491326717781,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,112.17600454970827,.,.,.,.,0.007384679522657311,.,.,.,.,0.057947756554630914,.,.,.,.,4216.399838810453,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,112.13654662486144,.,.,.,.,-0.0003517501359155961,.,.,.,.,0.055762275431375796,.,.,.,.,4214.916719594077,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,112.44961724075225,.,.,.,.,0.0027918696028526035,.,.,.,.,0.05608034929613415,.,.,.,.,4226.684217462067,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,112.86305287561608,.,.,.,.,0.0036766299877986075,.,.,.,.,0.05782343434971948,.,.,.,.,4242.224171404943,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,113.08661769267393,.,.,.,.,0.0019808503435063685,.,.,.,.,0.049683862203189655,.,.,.,.,4250.627382612102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,113.1889611775347,.,.,.,.,0.0009050008475706139,.,.,.,.,0.04729213821371592,.,.,.,.,4254.474203996073,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,113.02134560425557,.,.,.,.,-0.0014808473506194852,.,.,.,.,0.043970699572809524,.,.,.,.,4248.1739771428065,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,113.20427595192307,.,.,.,.,0.0016185468920890678,.,.,.,.,0.04755611858756437,.,.,.,.,4255.0498459305645,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,113.44139998273981,.,.,.,.,0.0020946561322245927,.,.,.,.,0.043361194804802716,.,.,.,.,4263.962712183265,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,114.04796289089833,.,.,.,.,0.005346927208680574,.,.,.,.,0.043238847665969304,.,.,.,.,4286.761810425836,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,114.91557844407917,.,.,.,.,0.007607462081640426,.,.,.,.,0.0401472345061602,.,.,.,.,4319.373188351675,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,115.48395854637764,.,.,.,.,0.004946066582043551,.,.,.,.,0.03709140860600413,.,.,.,.,4340.737095733956,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,116.32384007157935,.,.,.,.,0.007272711602316795,.,.,.,.,0.03697613886785445,.,.,.,.,4372.306024772708,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,117.10043377080459,.,.,.,.,0.006676135336895372,.,.,.,.,0.0442664527787644,.,.,.,.,4401.496131528414,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,117.91007497995906,.,.,.,.,0.006914075235102457,.,.,.,.,0.04855914918337234,.,.,.,.,4431.928406928813,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,118.93884312480982,.,.,.,.,0.008725023243566055,.,.,.,.,0.05383329703024908,.,.,.,.,4470.597085293088,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,119.77017720398229,.,.,.,.,0.006989592780048293,.,.,.,.,0.05910124157636143,.,.,.,.,4501.844738402957,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,120.89596910939929,.,.,.,.,0.009399601233783361,.,.,.,.,0.06808974878545171,.,.,.,.,4544.1602837603505,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,122.05580984910435,.,.,.,.,0.009593708940415668,.,.,.,.,0.07993591119046628,.,.,.,.,4587.755634901344,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,123.07491046209978,.,.,.,.,0.00834946418573046,.,.,.,.,0.08719312435131599,.,.,.,.,4626.060936267836,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,123.69877433433554,.,.,.,.,0.0050689768523364265,.,.,.,.,0.09042002613822109,.,.,.,.,4649.510332071275,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,123.71924831635233,.,.,.,.,0.00016551483332771788,.,.,.,.,0.08480015933915319,.,.,.,.,4650.279894998944,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,123.72869645126777,.,.,.,.,7.636754218931507e-05,.,.,.,.,0.07669210847228403,.,.,.,.,4650.635025445018,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,124.11930969945331,.,.,.,.,0.003157014172046946,.,.,.,.,0.07477533037289996,.,.,.,.,4665.317146129366,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,124.4904469300926,.,.,.,.,0.0029901651204633506,.,.,.,.,0.07020578802666733,.,.,.,.,4679.267214735621,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,124.87199691291627,.,.,.,.,0.0030648936704189556,.,.,.,.,0.06636664691885441,.,.,.,.,4693.608671204263,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,124.79712251476154,.,.,.,.,-0.0005996091998669018,.,.,.,.,0.05840932198519133,.,.,.,.,4690.794340264434,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,125.07664879411847,.,.,.,.,0.0022398455487133706,.,.,.,.,0.05160471977071346,.,.,.,.,4701.300995087406,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,125.41934858141444,.,.,.,.,0.002739918206955405,.,.,.,.,0.047166761453570905,.,.,.,.,4714.182175280223,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,126.77480520744368,.,.,.,.,0.010807396477181985,.,.,.,.,0.0486272300172772,.,.,.,.,4765.130211114141,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,127.32660081348403,.,.,.,.,0.004352565205187675,.,.,.,.,0.0431834500209034,.,.,.,.,4785.870751069226,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,128.02595589498807,.,.,.,.,0.005492607805720695,.,.,.,.,0.04022790196880077,.,.,.,.,4812.15766211372,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,128.5908375828444,.,.,.,.,0.004412243469751109,.,.,.,.,0.03954819499897777,.,.,.,.,4833.390073333794,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
