Unnamed: 0,Balneário Camboriú,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6911.337947356227,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,100.62082645770629,.,.,.,.,0.006208264577062916,.,.,.,.,.,.,.,.,.,6954.245361914909,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,101.28095026501252,.,.,.,.,0.00656050869929703,.,.,.,.,.,.,.,.,.,6999.868749108798,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,101.31914213933742,.,.,.,.,0.0003770884280307474,.,.,.,.,.,.,.,.,.,7002.508318611821,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,101.46666479427189,.,.,.,.,0.0014560195814883325,.,.,.,.,.,.,.,.,.,7012.704107843255,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,101.38697812227218,.,.,.,.,-0.0007853482930701983,.,.,.,.,.,.,.,.,.,7007.196692642354,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,101.34829744904097,.,.,.,.,-0.0003815151999556621,.,.,.,.,.,.,.,.,.,7004.523340595032,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,101.63702475041455,.,.,.,.,0.002848861881658671,.,.,.,.,.,.,.,.,.,7024.478260139243,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,102.17234797497287,.,.,.,.,0.005267009988465077,.,.,.,.,.,.,.,.,.,7061.476257299151,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,103.29777197931675,.,.,.,.,0.01101495685133469,.,.,.,.,.,.,.,.,.,7139.2581135800265,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,103.91585969091706,.,.,.,.,0.005983553175997525,.,.,.,.,.,.,.,.,.,7181.976244139804,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,104.54032730674297,.,.,.,.,0.006009358125730779,.,.,.,.,.,.,.,.,.,7225.1353114413305,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,104.76260487504055,.,.,.,.,0.00212623753936958,.,.,.,.,0.047626048750405436,.,.,.,.,7240.497665367541,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,105.37960838873245,.,.,.,.,0.0058895396351383855,.,.,.,.,0.047294204376530535,.,.,.,.,7283.14086334585,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,105.71893801692936,.,.,.,.,0.0032200691707371387,.,.,.,.,0.04381858326076493,.,.,.,.,7306.593080706047,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,106.08203883462366,.,.,.,.,0.003434586314480015,.,.,.,.,0.04700885335898475,.,.,.,.,7331.688205306514,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,106.25243882395937,.,.,.,.,0.0016063038682858632,.,.,.,.,0.04716597356768193,.,.,.,.,7343.465124431763,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,106.27306028765848,.,.,.,.,0.00019407990938713482,.,.,.,.,0.048192403559890185,.,.,.,.,7344.890343477699,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,106.37383410479747,.,.,.,.,0.0009482536483489401,.,.,.,.,0.04958678914446879,.,.,.,.,7351.855162542625,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,106.48982570400514,.,.,.,.,0.0010904147639672068,.,.,.,.,0.04774638932522279,.,.,.,.,7359.871733954411,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,107.01719654723108,.,.,.,.,0.004952312014218085,.,.,.,.,0.04741839321775165,.,.,.,.,7396.320115165578,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,107.90825774071862,.,.,.,.,0.008326336535028567,.,.,.,.,0.044632964226227756,.,.,.,.,7457.904365565247,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,107.88824554556639,.,.,.,.,-0.00018545564140526327,.,.,.,.,0.0382269450155599,.,.,.,.,7456.521255127592,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,107.8420280320988,.,.,.,.,-0.00042838321481530883,.,.,.,.,0.03158303413062735,.,.,.,.,7453.327006580981,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,107.24613852449079,.,.,.,.,-0.005525577722171993,.,.,.,.,0.023706299136152298,.,.,.,.,7412.143068917355,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,107.53816324920037,.,.,.,.,0.0027229392939205344,.,.,.,.,0.020483610572030964,.,.,.,.,7432.3258845318705,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,107.6415503251012,.,.,.,.,0.0009613989376149323,.,.,.,.,0.01818607284783713,.,.,.,.,7439.471314741268,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,108.03270233051626,.,.,.,.,0.003633838459532468,.,.,.,.,0.01838825419761747,.,.,.,.,7466.505151723362,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,108.36929017101113,.,.,.,.,0.003115610673748659,.,.,.,.,0.019922849493920758,.,.,.,.,7489.767874869672,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,108.64934042115215,.,.,.,.,0.0025842215049953765,.,.,.,.,0.022360136492367788,.,.,.,.,7509.123094079333,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,108.92373168138664,.,.,.,.,0.0025254756188199945,.,.,.,.,0.023971097761476434,.,.,.,.,7528.087201372148,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,109.65943110599075,.,.,.,.,0.006754262025800761,.,.,.,.,0.029764396561186235,.,.,.,.,7578.933874883292,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,110.74403340460555,.,.,.,.,0.009890643127324683,.,.,.,.,0.034824654145463985,.,.,.,.,7653.894405125355,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,112.24739403111334,.,.,.,.,0.013575093666809535,.,.,.,.,0.040211346019697336,.,.,.,.,7757.7967385908005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,113.03485836514317,.,.,.,.,0.007015435332169417,.,.,.,.,0.04770318391546291,.,.,.,.,7812.221059930499,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,114.0025957062072,.,.,.,.,0.008561406233976943,.,.,.,.,0.057125851456305554,.,.,.,.,7879.104658014195,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,114.8110135873149,.,.,.,.,0.007091223459429363,.,.,.,.,0.07053750528366676,.,.,.,.,7934.977149804404,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,115.71956439447466,.,.,.,.,0.007913446443609695,.,.,.,.,0.07607904857288084,.,.,.,.,7997.770166510647,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,116.3181160677086,.,.,.,.,0.005172432823835615,.,.,.,.,0.08060610160669612,.,.,.,.,8039.1380954374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,117.14808163755444,.,.,.,.,0.007135307877258912,.,.,.,.,0.08437611121816158,.,.,.,.,8096.499820816147,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,118.02661583187594,.,.,.,.,0.007499347680652635,.,.,.,.,0.08911496647828154,.,.,.,.,8157.21828796879,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,119.8378908610249,.,.,.,.,0.015346326897392792,.,.,.,.,0.1029785399202896,.,.,.,.,8282.40162638935,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,122.23270405599895,.,.,.,.,0.019983772893260365,.,.,.,.,0.1221861587844093,.,.,.,.,8447.915259501884,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,124.84733113709821,.,.,.,.,0.021390568925820475,.,.,.,.,0.13850062760609871,.,.,.,.,8628.620973139748,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,127.4630074531288,.,.,.,.,0.020950999049857533,.,.,.,.,0.15096952435748978,.,.,.,.,8809.39920294958,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,130.43671700952345,.,.,.,.,0.02332998111227025,.,.,.,.,0.162046728437796,.,.,.,.,9014.922319964842,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,134.23606464269614,.,.,.,.,0.02912789987573272,.,.,.,.,0.1875634347155588,.,.,.,.,9277.508074688287,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,138.18352252888283,.,.,.,.,0.029406835612276527,.,.,.,.,0.21210856360667085,.,.,.,.,9550.330229532214,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,140.98886808837574,.,.,.,.,0.020301592463070506,.,.,.,.,0.22800821700918372,.,.,.,.,9744.217141739919,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,143.1625835051107,.,.,.,.,0.015417638613655749,.,.,.,.,0.23715107513787337,.,.,.,.,9894.449960204252,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,145.31237017136408,.,.,.,.,0.015016400330444268,.,.,.,.,0.24926688192558033,.,.,.,.,10043.028981856227,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,146.82964103175226,.,.,.,.,0.01044144320678897,.,.,.,.,0.25336786551938495,.,.,.,.,10147.892698594413,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,147.26758766949243,.,.,.,.,0.0029826854759213983,.,.,.,.,0.24774896434605087,.,.,.,.,10178.16067075772,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,148.320229548386,.,.,.,.,0.007147817761882447,.,.,.,.,0.23767389831978813,.,.,.,.,10250.912308383455,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,150.19739445941127,.,.,.,.,0.01265616239093581,.,.,.,.,0.22878239190880323,.,.,.,.,10380.649519213599,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,153.6177772008523,.,.,.,.,0.022772583730574114,.,.,.,.,0.23044502274670564,.,.,.,.,10617.043729567635,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,157.84071106602102,.,.,.,.,0.02748987742250253,.,.,.,.,0.23832564616100727,.,.,.,.,10908.904960282798,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,162.61623053402454,.,.,.,.,0.030255308885462684,.,.,.,.,0.24670594493843012,.,.,.,.,11238.95724945831,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,166.64963032504997,.,.,.,.,0.02480318094805134,.,.,.,.,0.24146689467268634,.,.,.,.,11517.719139784038,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,168.21392062254594,.,.,.,.,0.009386701275273301,.,.,.,.,0.2173225688857816,.,.,.,.,11625.832528721689,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,170.31579072517735,.,.,.,.,0.012495220935654805,.,.,.,.,0.20800878136292766,.,.,.,.,11771.099874728989,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,171.8144620969879,.,.,.,.,0.008799368311237954,.,.,.,.,0.2001352440727251,.,.,.,.,11874.678117955096,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,175.3734014443987,.,.,.,.,0.02071385204699361,.,.,.,.,0.20687179789018795,.,.,.,.,12120.64844359609,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,178.28199581133202,.,.,.,.,0.01658515112883574,.,.,.,.,0.2142098459041939,.,.,.,.,12321.67122981262,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,180.34532987936015,.,.,.,.,0.011573429266585444,.,.,.,.,0.22460979183079277,.,.,.,.,12464.275220236976,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,181.55508501698972,.,.,.,.,0.006707992596419521,.,.,.,.,0.2240750002194516,.,.,.,.,12547.88548613406,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,182.14266608820427,.,.,.,.,0.003236379037026449,.,.,.,.,0.21268858720066386,.,.,.,.,12588.495199680392,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,183.6223855633932,.,.,.,.,0.008123958581304436,.,.,.,.,0.1953198966244023,.,.,.,.,12690.763613283547,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,184.13628190961046,.,.,.,.,0.0027986584785972823,.,.,.,.,0.16659561824066182,.,.,.,.,12726.280726469737,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,184.9118658242158,.,.,.,.,0.0042120102923879355,.,.,.,.,0.13710584249169577,.,.,.,.,12779.883951873448,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,185.69097112244378,.,.,.,.,0.004213387252111955,.,.,.,.,0.11425972419052899,.,.,.,.,12833.73055199974,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,186.4200092060124,.,.,.,.,0.003926082561590327,.,.,.,.,0.108231759393558,.,.,.,.,12884.116837720097,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,186.43523721064508,.,.,.,.,8.16865351394025e-05,.,.,.,.,0.09464446259993697,.,.,.,.,12885.169296582902,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,186.72989769019532,.,.,.,.,0.0015804977854980695,.,.,.,.,0.08681129289796208,.,.,.,.,12905.534278121919,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,187.61898252312537,.,.,.,.,0.00476134161656927,.,.,.,.,0.06982576022287557,.,.,.,.,12966.981935564403,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,188.92420169731017,.,.,.,.,0.0069567543573259005,.,.,.,.,0.059693104946168196,.,.,.,.,13057.190043646007,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
