Unnamed: 0,Campo Grande,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4210.980971313679,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,98.3735577878352,.,.,.,.,-0.016264422121648026,.,.,.,.,.,.,.,.,.,4142.491799250006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,97.7158205796796,.,.,.,.,-0.006686117925857271,.,.,.,.,.,.,.,.,.,4114.794610573324,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,99.65775905629265,.,.,.,.,0.019873327216543668,.,.,.,.,.,.,.,.,.,4196.569270298118,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,101.76362733143479,.,.,.,.,0.021131001691023554,.,.,.,.,.,.,.,.,.,4285.246982645284,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,102.78762846744463,.,.,.,.,0.01006254555642716,.,.,.,.,.,.,.,.,.,4328.367475628695,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,102.35315043928355,.,.,.,.,-0.004226948657529261,.,.,.,.,.,.,.,.,.,4310.071688538293,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,101.16523013210639,.,.,.,.,-0.0116060942147731,.,.,.,.,.,.,.,.,.,4260.048590448691,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,101.68875780551132,.,.,.,.,0.005174976350286409,.,.,.,.,.,.,.,.,.,4282.094241155334,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,101.69784181086357,.,.,.,.,8.933146149381344e-05,.,.,.,.,.,.,.,.,.,4282.47676689215,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,101.4140355016763,.,.,.,.,-0.0027906817306417864,.,.,.,.,.,.,.,.,.,4270.525737216887,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,100.08931432244745,.,.,.,.,-0.013062503357406996,.,.,.,.,.,.,.,.,.,4214.741980436598,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,98.53260266088058,.,.,.,.,-0.015553225357821554,.,.,.,.,-0.01467397339119414,.,.,.,.,4149.189148589796,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,98.40944821153869,.,.,.,.,-0.0012498852767114377,.,.,.,.,0.00036483811819532086,.,.,.,.,4144.003138162683,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,97.76746565829535,.,.,.,.,-0.006523586555056693,.,.,.,.,0.0005285232044245358,.,.,.,.,4116.9693750064525,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,98.82065486988994,.,.,.,.,0.010772389408922223,.,.,.,.,-0.008399789382479095,.,.,.,.,4161.318972298629,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,99.36146124827542,.,.,.,.,0.005472604680646143,.,.,.,.,-0.0236053504199073,.,.,.,.,4184.092225984093,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,99.742067067396,.,.,.,.,0.0038305175300266114,.,.,.,.,-0.029629649457407647,.,.,.,.,4200.119464602973,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,99.31191802328227,.,.,.,.,-0.004312614093139544,.,.,.,.,-0.02971312952213767,.,.,.,.,4182.005970207057,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,98.9081750919024,.,.,.,.,-0.004065402616483915,.,.,.,.,-0.022310580792003543,.,.,.,.,4165.004432193626,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,98.46612022545254,.,.,.,.,-0.004469346098430194,.,.,.,.,-0.03169118838310869,.,.,.,.,4146.389585884656,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,98.80168033610134,.,.,.,.,0.0034078737933462833,.,.,.,.,-0.02847810163118769,.,.,.,.,4160.5199582913965,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,98.44504521418041,.,.,.,.,-0.0036096058357281136,.,.,.,.,-0.029275930819721796,.,.,.,.,4145.502121170285,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,98.68573627196929,.,.,.,.,0.0024449281044589544,.,.,.,.,-0.014023255728942252,.,.,.,.,4155.637575813428,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,99.29276968001152,.,.,.,.,0.006151176765498256,.,.,.,.,0.0077148781073732575,.,.,.,.,4181.199637115603,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,99.66614488695066,.,.,.,.,0.003760346379121149,.,.,.,.,0.01277008151402903,.,.,.,.,4196.922396031414,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,99.6514890126089,.,.,.,.,-0.00014704967628054177,.,.,.,.,0.019270453024714307,.,.,.,.,4196.305239951703,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,100.22395188358863,.,.,.,.,0.005744649444297645,.,.,.,.,0.014200442362442445,.,.,.,.,4220.411542516495,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,101.21379109531838,.,.,.,.,0.009876274015611308,.,.,.,.,0.018642337016507193,.,.,.,.,4262.093483369036,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,101.62776271323767,.,.,.,.,0.0040900712584655,.,.,.,.,0.018905720537830017,.,.,.,.,4279.525749426257,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,101.51078111134308,.,.,.,.,-0.001151079181234027,.,.,.,.,0.02214097896634426,.,.,.,.,4274.599676430537,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,102.23563928147917,.,.,.,.,0.0071407013343836034,.,.,.,.,0.033641953119496915,.,.,.,.,4305.123316043981,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,102.59535981951353,.,.,.,.,0.0035185434410398564,.,.,.,.,0.04193563821349411,.,.,.,.,4320.271079450516,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,103.68776649718056,.,.,.,.,0.010647720126804927,.,.,.,.,0.049453472293769174,.,.,.,.,4366.272116776434,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,103.61585387984184,.,.,.,.,-0.0006935496806239616,.,.,.,.,0.0525248239199001,.,.,.,.,4363.2438901443265,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,104.51538947087278,.,.,.,.,0.008681447455657576,.,.,.,.,0.059072905762566075,.,.,.,.,4401.123162712834,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,104.37594504829697,.,.,.,.,-0.0013341999037822516,.,.,.,.,0.05119381184216021,.,.,.,.,4395.251184612608,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,104.84338299911619,.,.,.,.,0.004478406883912989,.,.,.,.,0.051945804847152166,.,.,.,.,4414.934907774304,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,105.29012662048386,.,.,.,.,0.004261056907820748,.,.,.,.,0.05658357605837172,.,.,.,.,4433.7471966606545,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,106.11683219132138,.,.,.,.,0.00785169129691865,.,.,.,.,0.0587971258065878,.,.,.,.,4468.559610937413,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,105.8936143513985,.,.,.,.,-0.0021035102095814384,.,.,.,.,0.04623701182848561,.,.,.,.,4459.159950173683,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,104.90079166569299,.,.,.,.,-0.009375661523941536,.,.,.,.,0.032206051428002036,.,.,.,.,4417.352375799738,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,104.97183841323985,.,.,.,.,0.0006772756088750942,.,.,.,.,0.03409546517133455,.,.,.,.,4420.344140819674,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,105.74298386161402,.,.,.,.,0.007346212660755969,.,.,.,.,0.03430647673144871,.,.,.,.,4452.816928911862,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,107.5459401228903,.,.,.,.,0.017050363016385184,.,.,.,.,0.04825345232070788,.,.,.,.,4528.739073995315,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,108.75136702874734,.,.,.,.,0.01120848359761073,.,.,.,.,0.04883508153977312,.,.,.,.,4579.499371624051,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,109.80921218604198,.,.,.,.,0.009727189516753443,.,.,.,.,0.059772303892629,.,.,.,.,4624.045029903691,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,110.75640725334313,.,.,.,.,0.008625825178459445,.,.,.,.,0.05971386428416503,.,.,.,.,4663.931233948964,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,112.94592205932156,.,.,.,.,0.019768741694285552,.,.,.,.,0.08210682075318299,.,.,.,.,4756.1312857928115,.,.,.,.,100,.,.,.,.,0.00780689577265203,.,.,.,.,.,.,.,.,.,16.802719180277094,.,.,.,.,0.00347442718399326,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,114.63606223747077,.,.,.,.,0.014964154060042256,.,.,.,.,0.09340293071654449,.,.,.,.,4827.3027670832025,.,.,.,.,106.06469331704247,.,.,.,.,0.0606469331704247,.,.,.,.,.,.,.,.,.,17.821752567484772,.,.,.,.,0.00360646514318756,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,117.0751449374847,.,.,.,.,0.021276748803193524,.,.,.,.,0.1119289974783646,.,.,.,.,4930.012075455393,.,.,.,.,109.9311195870132,.,.,.,.,0.0364534714526863,.,.,.,.,.,.,.,.,.,18.471417315940414,.,.,.,.,0.00383891072587698,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,117.56668474118153,.,.,.,.,0.004198498357267155,.,.,.,.,0.10789855212806243,.,.,.,.,4950.710723055499,.,.,.,.,110.63286755526568,.,.,.,.,0.00638352425490418,.,.,.,.,.,.,.,.,.,18.589330056399177,.,.,.,.,0.00416717723064459,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,118.14109201928555,.,.,.,.,0.004885799743086672,.,.,.,.,0.11565832125858777,.,.,.,.,4974.898904234301,.,.,.,.,107.756885140329,.,.,.,.,-0.0259957323577462,.,.,.,.,.,.,.,.,.,18.106086807543218,.,.,.,.,0.00435263057956995,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,117.48196355939142,.,.,.,.,-0.005579163427628875,.,.,.,.,0.11993400329897597,.,.,.,.,4947.143130211646,.,.,.,.,106.96875920816493,.,.,.,.,-0.00731392644783413,.,.,.,.,.,.,.,.,.,17.973660220374747,.,.,.,.,0.00427108141473975,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,118.44742977240551,.,.,.,.,0.008217995203374517,.,.,.,.,0.1283733957875126,.,.,.,.,4987.798728726132,.,.,.,.,107.45776757440433,.,.,.,.,0.00457150638989634,.,.,.,.,.,.,.,.,.,18.055826922922016,.,.,.,.,0.00405838020292852,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,119.43794721076486,.,.,.,.,0.008362506812200188,.,.,.,.,0.1295117921683906,.,.,.,.,5029.509229572988,.,.,.,.,107.19967344265581,.,.,.,.,-0.00240181922232674,.,.,.,.,.,.,.,.,.,18.012460090743538,.,.,.,.,0.00405217395400235,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,119.49026628506047,.,.,.,.,0.0004380439844908768,.,.,.,.,0.1110625482330776,.,.,.,.,5031.712375835943,.,.,.,.,107.03217079300858,.,.,.,.,-0.00156252947670432,.,.,.,.,.,.,.,.,.,17.98431509090379,.,.,.,.,0.00414430350676363,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,120.48272835538415,.,.,.,.,0.008305798465257697,.,.,.,.,0.10787323090417567,.,.,.,.,5073.504764764779,.,.,.,.,109.64969205523781,.,.,.,.,0.0244554627158904,.,.,.,.,.,.,.,.,.,18.424129838080212,.,.,.,.,0.00420896790398133,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,123.61201707151724,.,.,.,.,0.025972923744743914,.,.,.,.,0.12569805948603063,.,.,.,.,5205.2785171386095,.,.,.,.,112.1043784547507,.,.,.,.,0.0223866237424206,.,.,.,.,.,.,.,.,.,18.83658390054682,.,.,.,.,0.00412424211608367,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,126.29714859313437,.,.,.,.,0.021722253104757616,.,.,.,.,0.14031460323774758,.,.,.,.,5318.348894568652,.,.,.,.,113.36000145984104,.,.,.,.,0.0112004813941959,.,.,.,.,0.14244991176025712,.,.,.,.,19.047562708055107,.,.,.,.,0.00399626523370042,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,128.21936419878116,.,.,.,.,0.015219786250592282,.,.,.,.,0.13522792023812658,.,.,.,.,5399.2930279500615,.,.,.,.,116.12550342919774,.,.,.,.,0.0243957474747951,.,.,.,.,0.1612550342919774,.,.,.,.,19.512242237891144,.,.,.,.,0.00396700035381821,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,130.5629397150813,.,.,.,.,0.01827785943991156,.,.,.,.,0.13893426873489179,.,.,.,.,5497.980546989827,.,.,.,.,119.68827961253987,.,.,.,.,0.0306803938681255,.,.,.,.,0.1284460065780284,.,.,.,.,20.110885514999918,.,.,.,.,0.00368255333256399,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,132.76393241975177,.,.,.,.,0.016857714060923623,.,.,.,.,0.13400613333124212,.,.,.,.,5590.663930963503,.,.,.,.,126.04678462079848,.,.,.,.,0.0531255443627616,.,.,.,.,0.1465978432160815,.,.,.,.,21.179287255601466,.,.,.,.,0.00368876815275205,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,133.65174221410263,.,.,.,.,0.006687130895941751,.,.,.,.,0.13681645874706527,.,.,.,.,5628.049432465077,.,.,.,.,134.3426663176617,.,.,.,.,0.0658158930576509,.,.,.,.,0.21431062293085734,.,.,.,.,22.573220960653398,.,.,.,.,0.00409785245599966,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,132.86688428059668,.,.,.,.,-0.005872410793184124,.,.,.,.,0.12464581128899055,.,.,.,.,5594.999214233296,.,.,.,.,134.48378964023038,.,.,.,.,0.00105047284259641,.,.,.,.,0.24802966849956376,.,.,.,.,22.59693351624249,.,.,.,.,0.00460944540944046,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,134.8500395518521,.,.,.,.,0.014925880756466503,.,.,.,.,0.14783610578385065,.,.,.,.,5678.509505337465,.,.,.,.,134.74554804468758,.,.,.,.,0.00194639372639216,.,.,.,.,0.25967197378131734,.,.,.,.,22.64091604587421,.,.,.,.,0.00490386507157934,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,137.59637447654734,.,.,.,.,0.020365844413706924,.,.,.,.,0.16166619014812023,.,.,.,.,5794.157146424924,.,.,.,.,131.1796856188616,.,.,.,.,-0.026463675257333,.,.,.,.,0.2207557311111279,.,.,.,.,22.041754196107654,.,.,.,.,0.00468731970605234,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,137.77423688702837,.,.,.,.,0.0012926387861429411,.,.,.,.,0.15352147373988756,.,.,.,.,5801.646898685399,.,.,.,.,135.6615201842219,.,.,.,.,0.0341656144716043,.,.,.,.,0.26550311048093955,.,.,.,.,22.794824272249738,.,.,.,.,0.00478344640258183,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,138.52081383084982,.,.,.,.,0.005418842888845976,.,.,.,.,0.15926441657088075,.,.,.,.,5833.085111725935,.,.,.,.,136.39526221778058,.,.,.,.,0.00540862311259893,.,.,.,.,0.27433893199791126,.,.,.,.,22.918112885656257,.,.,.,.,0.00518390511073568,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,139.22237566751454,.,.,.,.,0.005064667303510184,.,.,.,.,0.1555380390860226,.,.,.,.,5862.627747169886,.,.,.,.,136.97238738366158,.,.,.,.,0.00423126988794897,.,.,.,.,0.24918168775758653,.,.,.,.,23.01508560659795,.,.,.,.,0.00562697870593186,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,142.0338419326838,.,.,.,.,0.020194069033008688,.,.,.,.,0.1490294010048261,.,.,.,.,5981.018056611068,.,.,.,.,134.89495669622028,.,.,.,.,-0.0151667845404665,.,.,.,.,0.20329784220398373,.,.,.,.,22.666020762022285,.,.,.,.,0.00582787007461276,.,.,.,.,.,.,.,.,.,.,.,.,.
