Unnamed: 0,Betim,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3113.1405673299128,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,99.73561038909084,.,.,.,.,-0.002643896109091659,.,.,.,.,.,.,.,.,.,3104.909747096894,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,99.53809027243636,.,.,.,.,-0.001980437236849486,.,.,.,.,.,.,.,.,.,3098.7606682166866,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,99.27165817745447,.,.,.,.,-0.0026766848173666036,.,.,.,.,.,.,.,.,.,3090.466262583418,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,99.28882383240436,.,.,.,.,0.00017291596881774396,.,.,.,.,.,.,.,.,.,3091.000653551311,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,99.12649553433116,.,.,.,.,-0.0016349100715222775,.,.,.,.,.,.,.,.,.,3085.947145451738,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,99.26079836213624,.,.,.,.,0.0013548630674486972,.,.,.,.,.,.,.,.,.,3090.128181267209,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,99.61477924687713,.,.,.,.,0.0035661700347144887,.,.,.,.,.,.,.,.,.,3101.148103790671,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,99.7051053381336,.,.,.,.,0.0009067539168321481,.,.,.,.,.,.,.,.,.,3103.9600819804596,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,99.84515021988088,.,.,.,.,0.001404590881001866,.,.,.,.,.,.,.,.,.,3108.3198760066034,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,99.44231222068481,.,.,.,.,-0.004034627603934027,.,.,.,.,.,.,.,.,.,3095.77896283301,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,99.62151649219751,.,.,.,.,0.0018020927662563135,.,.,.,.,.,.,.,.,.,3101.35784370786,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,99.64914832094435,.,.,.,.,0.0002773680799066369,.,.,.,.,-0.003508516790556526,.,.,.,.,3102.218061378073,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,99.96173477278053,.,.,.,.,0.003136870280410431,.,.,.,.,0.0022672381790971308,.,.,.,.,3111.9493170181627,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,99.42909015600678,.,.,.,.,-0.005328485124677873,.,.,.,.,-0.001095059349955907,.,.,.,.,3095.3673413736797,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,99.29331860796198,.,.,.,.,-0.0013655113189889878,.,.,.,.,0.00021819349958662748,.,.,.,.,3091.140582232605,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,98.77161191927107,.,.,.,.,-0.005254197321682419,.,.,.,.,-0.005209165474719724,.,.,.,.,3074.8991196644947,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,99.34185615062619,.,.,.,.,0.005773361599294313,.,.,.,.,0.002172583779282755,.,.,.,.,3092.6516241636696,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,99.50368824403165,.,.,.,.,0.0016290423762577166,.,.,.,.,0.0024469869868390948,.,.,.,.,3097.6896847144344,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,99.81569304160065,.,.,.,.,0.0031356103786204237,.,.,.,.,0.002016907493471276,.,.,.,.,3107.4028326395705,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,99.51403022678551,.,.,.,.,-0.0030221982698594996,.,.,.,.,-0.0019164024821005654,.,.,.,.,3098.011645175011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,99.33339007876155,.,.,.,.,-0.0018152229149225318,.,.,.,.,-0.005125538295974508,.,.,.,.,3092.3880634459924,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,99.33938105586344,.,.,.,.,6.031181556509502e-05,.,.,.,.,-0.0010350841862258875,.,.,.,.,3092.574570984531,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,99.02292230597307,.,.,.,.,-0.0031856323899623895,.,.,.,.,-0.006008683739233467,.,.,.,.,3082.7227652628285,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,99.66544359134484,.,.,.,.,0.006488611630612429,.,.,.,.,0.00016352643926276222,.,.,.,.,3102.7253560514664,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,100.61483164306085,.,.,.,.,0.00952574952266061,.,.,.,.,0.006533468749465587,.,.,.,.,3132.2811406308206,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,101.25751556967896,.,.,.,.,0.006387566486202312,.,.,.,.,0.018389240118795502,.,.,.,.,3152.2887946700776,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,102.26149903477781,.,.,.,.,0.009915150094789604,.,.,.,.,0.029893052910589635,.,.,.,.,3183.544211211354,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,102.99140849295091,.,.,.,.,0.007137676105499535,.,.,.,.,0.04272276711580658,.,.,.,.,3206.267318658519,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,102.01665463604604,.,.,.,.,-0.009464419131345103,.,.,.,.,0.026925191344967514,.,.,.,.,3175.9218609076006,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,101.42853282560023,.,.,.,.,-0.005764958795639763,.,.,.,.,0.019344454618083207,.,.,.,.,3157.612802241297,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,101.21506500998005,.,.,.,.,-0.0021046130676780628,.,.,.,.,0.014019558706026114,.,.,.,.,3150.9672490750318,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,102.58567374655051,.,.,.,.,0.013541548745093612,.,.,.,.,0.030866436750325077,.,.,.,.,3193.6362256725747,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,103.15730531171717,.,.,.,.,0.005572235813150028,.,.,.,.,0.03849576894459794,.,.,.,.,3211.4319198234407,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,101.6117058039687,.,.,.,.,-0.014982937980766664,.,.,.,.,0.0228743598354757,.,.,.,.,3163.3152345392714,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,100.95159934773105,.,.,.,.,-0.006496362313916371,.,.,.,.,0.019477076588373388,.,.,.,.,3142.765192662573,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,101.44817916881105,.,.,.,.,0.004918989142207897,.,.,.,.,0.017887198543719007,.,.,.,.,3158.224420521789,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,102.48022897816875,.,.,.,.,0.010173172331071179,.,.,.,.,0.01853998366488896,.,.,.,.,3190.353581811955,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,102.50574843360523,.,.,.,.,0.00024901832959334236,.,.,.,.,0.012327310786796053,.,.,.,.,3191.1480383317094,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,102.79526908355763,.,.,.,.,0.0028244333061957505,.,.,.,.,0.005219657973117409,.,.,.,.,3200.1612231361746,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,103.56952002008042,.,.,.,.,0.007531970521847953,.,.,.,.,0.005613201485336283,.,.,.,.,3224.2647431339974,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,104.39818711036072,.,.,.,.,0.008001071069168253,.,.,.,.,0.023344545876465173,.,.,.,.,3250.0623144896263,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,105.12986072505419,.,.,.,.,0.00700848965815859,.,.,.,.,0.036491979094464,.,.,.,.,3272.840342609097,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,105.35758772906493,.,.,.,.,0.0021661495833835698,.,.,.,.,0.040927926279318294,.,.,.,.,3279.929804353721,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,105.23656709966653,.,.,.,.,-0.0011486655304752125,.,.,.,.,0.025840775386096748,.,.,.,.,3276.162262045081,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,104.9309117963667,.,.,.,.,-0.002904459084173139,.,.,.,.,0.01719322232477971,.,.,.,.,3266.6467828018585,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,105.02453758966384,.,.,.,.,0.000892261314557441,.,.,.,.,0.03358699432011547,.,.,.,.,3269.5614853544757,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,105.59912385463973,.,.,.,.,0.005470971623991572,.,.,.,.,0.046037155794829365,.,.,.,.,3287.449163463746,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,108.92352383577649,.,.,.,.,0.031481321622638614,.,.,.,.,0.07368633649428413,.,.,.,.,3390.9424078968227,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,109.03061200127536,.,.,.,.,0.0009831500279069427,.,.,.,.,0.06391850494891083,.,.,.,.,3394.2762130197775,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,108.87250712527315,.,.,.,.,-0.0014500961986746441,.,.,.,.,0.062111235603452775,.,.,.,.,3389.3541859860256,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,108.87223700260394,.,.,.,.,-2.4810916579021125e-06,.,.,.,.,0.05911719452873476,.,.,.,.,3389.345776687629,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,108.50403989434469,.,.,.,.,-0.0033819191962635164,.,.,.,.,0.04764451812953796,.,.,.,.,3377.883283142675,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,109.09110351263386,.,.,.,.,0.005410523136841983,.,.,.,.,0.044952087121131745,.,.,.,.,3396.15939879967,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,109.39447651719728,.,.,.,.,0.002780914252354938,.,.,.,.,0.040565218699341044,.,.,.,.,3405.603826875061,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,111.15784556656837,.,.,.,.,0.016119360917586034,.,.,.,.,0.055053062266566366,.,.,.,.,3460.499984102772,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,111.6729848227134,.,.,.,.,0.004634304070211037,.,.,.,.,0.06116141851103074,.,.,.,.,3476.5369932640647,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,112.17779576728665,.,.,.,.,0.004520439257307052,.,.,.,.,0.06906338510603582,.,.,.,.,3492.2524675678956,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,113.90741287496651,.,.,.,.,0.015418533550685565,.,.,.,.,0.08457904685101791,.,.,.,.,3546.0978794065554,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,116.04626033177117,.,.,.,.,0.018777069927419232,.,.,.,.,0.09893203746190382,.,.,.,.,3612.6832072576453,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,117.90764596863642,.,.,.,.,0.01604003120431141,.,.,.,.,0.08248100884438192,.,.,.,.,3670.6307586333496,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,118.1636773471743,.,.,.,.,0.002171456960526452,.,.,.,.,0.08376606512849905,.,.,.,.,3678.6013753437064,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,118.30893602763585,.,.,.,.,0.0012293006084667102,.,.,.,.,0.08667412142447284,.,.,.,.,3683.123482252723,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,119.65343815706863,.,.,.,.,0.011364332860864579,.,.,.,.,0.0990261746363017,.,.,.,.,3724.97972347271,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,121.5186191645648,.,.,.,.,0.015588194006157519,.,.,.,.,0.11994557329748279,.,.,.,.,3783.0454300712054,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,123.05496161596444,.,.,.,.,0.012642856394863067,.,.,.,.,0.12800180448915732,.,.,.,.,3830.8739301788387,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,124.10771883692534,.,.,.,.,0.008555178979669176,.,.,.,.,0.13449712259846214,.,.,.,.,3863.6477423000674,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,123.10575785273275,.,.,.,.,-0.008073317224605026,.,.,.,.,0.10748600087799653,.,.,.,.,3832.45528843235,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,123.71249723202352,.,.,.,.,0.004928602771095303,.,.,.,.,0.10781042907041005,.,.,.,.,3851.3439381870166,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,123.3332570032854,.,.,.,.,-0.003065496511858945,.,.,.,.,0.09944446812933272,.,.,.,.,3839.5376567785356,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,125.42013929585947,.,.,.,.,0.016920677709163945,.,.,.,.,0.10107091479226393,.,.,.,.,3904.5052360210834,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,126.20360434028838,.,.,.,.,0.006246724400303494,.,.,.,.,0.08752840444386423,.,.,.,.,3928.895604150049,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,127.73220441394234,.,.,.,.,0.012112174463197789,.,.,.,.,0.08332418448858925,.,.,.,.,3976.4830731552056,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,128.7374528490282,.,.,.,.,0.007869968577604247,.,.,.,.,0.08948414385232173,.,.,.,.,4007.777869990312,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,128.98453074057397,.,.,.,.,0.0019192386215340917,.,.,.,.,0.09023489747591351,.,.,.,.,4015.469752064927,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,129.57738796744192,.,.,.,.,0.004596343634884148,.,.,.,.,0.08293911117995756,.,.,.,.,4033.9262309009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
